ETF代码,复权类型,最新日期,最新价格,涨跌幅(%),WMA3,WMA5,WMA10,WMA20,多空排列
510050.SH,前复权,2025-06-27,1.9822695035460995,-1.097,1.993972,1.991537,1.977331,1.966309,强势多头排列
