代码,日期,EMA12,EMA26,EMA差值12-26,EMA差值12-26(%)
588090,2025-06-27,1.010114,1.013657,-0.003543,-0.3495
588090,2025-06-26,1.008499,1.013229,-0.00473,-0.4668
588090,2025-06-25,1.006226,1.012608,-0.006382,-0.6303
588090,2025-06-24,1.00263,1.011536,-0.008906,-0.8804
588090,2025-06-23,1.001654,1.011819,-0.010165,-1.0046
588090,2025-06-20,1.003409,1.013405,-0.009996,-0.9864
588090,2025-06-19,1.006393,1.015517,-0.009124,-0.8985
588090,2025-06-18,1.008828,1.017318,-0.00849,-0.8345
588090,2025-06-17,1.010615,1.018784,-0.008169,-0.8018
588090,2025-06-16,1.013636,1.020767,-0.007131,-0.6986
588090,2025-06-13,1.015751,1.022268,-0.006517,-0.6375
588090,2025-06-12,1.01807,1.023809,-0.005739,-0.5606
588090,2025-06-11,1.0199,1.025074,-0.005174,-0.5047
588090,2025-06-10,1.021337,1.02612,-0.004783,-0.4661
588090,2025-06-09,1.022671,1.02709,-0.004419,-0.4302
588090,2025-06-06,1.020975,1.026697,-0.005722,-0.5573
588090,2025-06-05,1.020061,1.026753,-0.006692,-0.6518
588090,2025-06-04,1.018072,1.026413,-0.008341,-0.8126
588090,2025-06-03,1.018085,1.027086,-0.009001,-0.8764
588090,2025-05-30,1.018646,1.028053,-0.009407,-0.915
588090,2025-05-29,1.020218,1.029497,-0.009279,-0.9013
588090,2025-05-28,1.020439,1.030337,-0.009898,-0.9607
588090,2025-05-27,1.023428,1.032444,-0.009016,-0.8733
588090,2025-05-26,1.026415,1.034479,-0.008064,-0.7795
588090,2025-05-23,1.028309,1.035958,-0.007649,-0.7384
588090,2025-05-22,1.031638,1.038034,-0.006396,-0.6162
588090,2025-05-21,1.033754,1.039477,-0.005723,-0.5506
588090,2025-05-20,1.035346,1.040635,-0.005289,-0.5082
588090,2025-05-19,1.036681,1.041646,-0.004965,-0.4766
588090,2025-05-16,1.038623,1.042898,-0.004275,-0.4099
588090,2025-05-15,1.041282,1.044409,-0.003127,-0.2994
588090,2025-05-14,1.043334,1.045562,-0.002228,-0.2131
588090,2025-05-13,1.043212,1.045687,-0.002475,-0.2367
588090,2025-05-12,1.043796,1.046142,-0.002346,-0.2243
588090,2025-05-09,1.044123,1.046473,-0.00235,-0.2246
588090,2025-05-08,1.045418,1.047231,-0.001813,-0.1731
588090,2025-05-07,1.043131,1.04637,-0.003239,-0.3095
588090,2025-05-06,1.040063,1.045279,-0.005216,-0.499
588090,2025-04-30,1.037166,1.044422,-0.007256,-0.6947
588090,2025-04-29,1.036287,1.044616,-0.008329,-0.7973
588090,2025-04-28,1.037066,1.045625,-0.008559,-0.8186
588090,2025-04-25,1.037988,1.046715,-0.008727,-0.8338
588090,2025-04-24,1.038894,1.047812,-0.008918,-0.8511
588090,2025-04-23,1.039966,1.048997,-0.009031,-0.8609
588090,2025-04-22,1.039596,1.049557,-0.009961,-0.9491
588090,2025-04-21,1.038432,1.049841,-0.011409,-1.0867
588090,2025-04-18,1.03651,1.049909,-0.013399,-1.2762
588090,2025-04-17,1.03624,1.050861,-0.014621,-1.3913
588090,2025-04-16,1.034829,1.05141,-0.016581,-1.577
588090,2025-04-15,1.033888,1.052323,-0.018435,-1.7518
588090,2025-04-14,1.033868,1.053789,-0.019921,-1.8904
588090,2025-04-11,1.032208,1.054652,-0.022444,-2.1281
588090,2025-04-10,1.030609,1.055744,-0.025135,-2.3808
588090,2025-04-09,1.032902,1.058764,-0.025862,-2.4427
588090,2025-04-08,1.037975,1.063065,-0.02509,-2.3602
588090,2025-04-07,1.051243,1.07091,-0.019667,-1.8365
588090,2025-04-03,1.068923,1.080263,-0.01134,-1.0497
588090,2025-04-02,1.072546,1.082764,-0.010218,-0.9437
588090,2025-04-01,1.075918,1.085065,-0.009147,-0.843
588090,2025-03-31,1.079903,1.08755,-0.007647,-0.7031
588090,2025-03-28,1.084613,1.090234,-0.005621,-0.5156
588090,2025-03-27,1.089088,1.092653,-0.003565,-0.3263
588090,2025-03-26,1.092376,1.094385,-0.002009,-0.1836
588090,2025-03-25,1.098081,1.097056,0.001025,0.0934
588090,2025-03-24,1.10446,1.09978,0.00468,0.4255
588090,2025-03-21,1.10927,1.101522,0.007748,0.7034
588090,2025-03-20,1.115865,1.103804,0.012061,1.0927
588090,2025-03-19,1.119113,1.104269,0.014844,1.3442
588090,2025-03-18,1.12077,1.10381,0.01696,1.5365
588090,2025-03-17,1.120547,1.102355,0.018192,1.6503
588090,2025-03-14,1.121191,1.101183,0.020008,1.817
588090,2025-03-13,1.121044,1.099518,0.021526,1.9578
588090,2025-03-12,1.124325,1.099239,0.025086,2.2821
588090,2025-03-11,1.123657,1.096939,0.026718,2.4357
588090,2025-03-10,1.121958,1.094054,0.027904,2.5505
588090,2025-03-07,1.118678,1.090378,0.0283,2.5954
588090,2025-03-06,1.114983,1.086488,0.028495,2.6227
588090,2025-03-05,1.107343,1.080847,0.026496,2.4514
588090,2025-03-04,1.105769,1.078035,0.027734,2.5726
588090,2025-03-03,1.104273,1.075158,0.029115,2.708
588090,2025-02-28,1.105959,1.07357,0.032389,3.0169
588090,2025-02-27,1.104861,1.070496,0.034365,3.2102
588090,2025-02-26,1.095017,1.063416,0.031601,2.9716
588090,2025-02-25,1.08302,1.055609,0.027411,2.5967
588090,2025-02-24,1.072842,1.048938,0.023904,2.2789
588090,2025-02-21,1.061722,1.042133,0.019589,1.8797
588090,2025-02-20,1.049672,1.035263,0.014409,1.3918
588090,2025-02-19,1.046885,1.032884,0.014001,1.3555
588090,2025-02-18,1.04341,1.030235,0.013175,1.2788
588090,2025-02-17,1.043484,1.029214,0.01427,1.3865
588090,2025-02-14,1.038845,1.026031,0.012814,1.2489
588090,2025-02-13,1.036089,1.023794,0.012295,1.2009
588090,2025-02-12,1.033924,1.021857,0.012067,1.1809
588090,2025-02-11,1.027001,1.017846,0.009155,0.8994
588090,2025-02-10,1.02191,1.014873,0.007037,0.6934
588090,2025-02-07,1.01353,1.010623,0.002907,0.2876
588090,2025-02-06,1.006899,1.007473,-0.000574,-0.057
588090,2025-02-05,1.000518,1.004711,-0.004193,-0.4173
588090,2025-01-27,0.998612,1.004208,-0.005596,-0.5573
588090,2025-01-24,1.001268,1.005825,-0.004557,-0.4531
588090,2025-01-23,1.000772,1.005971,-0.005199,-0.5168
588090,2025-01-22,1.001276,1.006608,-0.005332,-0.5297
588090,2025-01-21,1.000598,1.006737,-0.006139,-0.6098
588090,2025-01-20,0.999616,1.006796,-0.00718,-0.7132
588090,2025-01-17,0.999728,1.007419,-0.007691,-0.7634
588090,2025-01-16,1.000042,1.008173,-0.008131,-0.8065
588090,2025-01-15,1.001868,1.009627,-0.007759,-0.7685
588090,2025-01-14,1.000753,1.009757,-0.009004,-0.8917
588090,2025-01-13,0.998527,1.009498,-0.010971,-1.0868
588090,2025-01-10,1.001714,1.011777,-0.010063,-0.9946
588090,2025-01-09,1.00548,1.014239,-0.008759,-0.8636
588090,2025-01-08,1.008112,1.016099,-0.007987,-0.786
588090,2025-01-07,1.010496,1.017787,-0.007291,-0.7164
588090,2025-01-06,1.01295,1.019449,-0.006499,-0.6375
588090,2025-01-03,1.021123,1.023565,-0.002442,-0.2386
588090,2025-01-02,1.030054,1.027691,0.002363,0.2299
588090,2024-12-31,1.037701,1.030866,0.006835,0.663
588090,2024-12-30,1.040737,1.031655,0.009082,0.8803
588090,2024-12-27,1.038689,1.030028,0.008661,0.8409
588090,2024-12-26,1.036451,1.02835,0.008101,0.7878
588090,2024-12-25,1.032351,1.025898,0.006453,0.629
588090,2024-12-24,1.029324,1.02405,0.005274,0.515
588090,2024-12-23,1.026474,1.022374,0.0041,0.401
588090,2024-12-20,1.025833,1.021763,0.00407,0.3983
588090,2024-12-19,1.022894,1.020145,0.002749,0.2695
588090,2024-12-18,1.022874,1.019916,0.002958,0.29
588090,2024-12-17,1.025033,1.020629,0.004404,0.4315
588090,2024-12-16,1.029767,1.02236,0.007407,0.7245
588090,2024-12-13,1.034088,1.023668,0.01042,1.0179
588090,2024-12-12,1.036104,1.023722,0.012382,1.2095
588090,2024-12-11,1.035032,1.02226,0.012772,1.2494
588090,2024-12-10,1.034129,1.02084,0.013289,1.3018
588090,2024-12-09,1.032516,1.019068,0.013448,1.3196
588090,2024-12-06,1.031882,1.017713,0.014169,1.3922
588090,2024-12-05,1.028952,1.01529,0.013662,1.3456
588090,2024-12-04,1.027852,1.013713,0.014139,1.3948
588090,2024-12-03,1.02728,1.012331,0.014949,1.4767
588090,2024-12-02,1.025512,1.010357,0.015155,1.5
588090,2024-11-29,1.021242,1.007266,0.013976,1.3875
588090,2024-11-28,1.017831,1.004647,0.013184,1.3123
588090,2024-11-27,1.018528,1.003898,0.01463,1.4573
588090,2024-11-26,1.018442,1.00269,0.015752,1.571
588090,2024-11-25,1.02525,1.004426,0.020824,2.0732
588090,2024-11-22,1.031841,1.00566,0.026181,2.6034
588090,2024-11-21,1.037266,1.005952,0.031314,3.1129
588090,2024-11-20,1.036224,1.002989,0.033235,3.3136
588090,2024-11-19,1.036628,1.000508,0.03612,3.6102
588090,2024-11-18,1.037834,0.998148,0.039686,3.976
588090,2024-11-15,1.044531,0.99792,0.046611,4.6708
588090,2024-11-14,1.048991,0.996154,0.052837,5.3041
588090,2024-11-13,1.046989,0.991046,0.055943,5.6448
588090,2024-11-12,1.03826,0.98273,0.05553,5.6506
588090,2024-11-11,1.029761,0.974548,0.055213,5.6655
588090,2024-11-08,1.015536,0.963872,0.051664,5.36
588090,2024-11-07,1.007452,0.956182,0.05127,5.3619
588090,2024-11-06,0.997534,0.947716,0.049818,5.2566
588090,2024-11-05,0.991449,0.941054,0.050395,5.3552
588090,2024-11-04,0.984804,0.934098,0.050706,5.4283
588090,2024-11-01,0.984768,0.930026,0.054742,5.8861
588090,2024-10-31,0.987271,0.926748,0.060523,6.5307
588090,2024-10-30,0.984775,0.920808,0.063967,6.9468
588090,2024-10-29,0.983643,0.915192,0.068451,7.4794
588090,2024-10-28,0.979215,0.907768,0.071447,7.8706
588090,2024-10-25,0.972163,0.898949,0.073214,8.1444
588090,2024-10-24,0.962738,0.888945,0.073793,8.3012
588090,2024-10-23,0.95469,0.8795,0.07519,8.5492
588090,2024-10-22,0.944088,0.86882,0.075268,8.6632
588090,2024-10-21,0.93065,0.856886,0.073764,8.6084
588090,2024-10-18,0.911859,0.842717,0.069142,8.2047
588090,2024-10-17,0.892015,0.828454,0.063561,7.6722
588090,2024-10-16,0.889472,0.822251,0.067221,8.1752
588090,2024-10-15,0.887013,0.815791,0.071222,8.7304
588090,2024-10-14,0.879379,0.806734,0.072645,9.0048
588090,2024-10-11,0.86563,0.794873,0.070757,8.9017
588090,2024-10-10,0.854471,0.784303,0.070168,8.9465
588090,2024-10-09,0.830375,0.768087,0.062288,8.1095
588090,2024-10-08,0.792989,0.746654,0.046335,6.2057
588090,2024-09-30,0.735169,0.717506,0.017663,2.4617
588090,2024-09-27,0.700472,0.700827,-0.000355,-0.0507
588090,2024-09-26,0.687467,0.695133,-0.007666,-1.1028
588090,2024-09-25,0.682279,0.693463,-0.011184,-1.6128
588090,2024-09-24,0.680875,0.69374,-0.012865,-1.8544
588090,2024-09-23,0.679398,0.69412,-0.014722,-2.121
588090,2024-09-20,0.682016,0.696449,-0.014433,-2.0724
588090,2024-09-19,0.684382,0.698645,-0.014263,-2.0415
588090,2024-09-18,0.686452,0.700697,-0.014245,-2.033
588090,2024-09-13,0.689806,0.703312,-0.013506,-1.9203
588090,2024-09-12,0.692498,0.705577,-0.013079,-1.8537
588090,2024-09-11,0.694407,0.707464,-0.013057,-1.8456
588090,2024-09-10,0.695754,0.709101,-0.013347,-1.8822
588090,2024-09-09,0.698255,0.711269,-0.013014,-1.8297
588090,2024-09-06,0.701756,0.71385,-0.012094,-1.6942
588090,2024-09-05,0.70462,0.716078,-0.011458,-1.6001
588090,2024-09-04,0.70637,0.717764,-0.011394,-1.5874
588090,2024-09-03,0.708437,0.719586,-0.011149,-1.5494
588090,2024-09-02,0.710334,0.721312,-0.010978,-1.5219
588090,2024-08-30,0.713304,0.723497,-0.010193,-1.4089
588090,2024-08-29,0.712451,0.723937,-0.011486,-1.5866
588090,2024-08-28,0.714169,0.725612,-0.011443,-1.577
588090,2024-08-27,0.717654,0.728061,-0.010407,-1.4294
588090,2024-08-26,0.721046,0.730386,-0.00934,-1.2788
588090,2024-08-23,0.723599,0.732257,-0.008658,-1.1824
588090,2024-08-22,0.726072,0.734037,-0.007965,-1.0851
588090,2024-08-21,0.728994,0.73596,-0.006966,-0.9465
588090,2024-08-20,0.731175,0.737477,-0.006302,-0.8545
588090,2024-08-19,0.733752,0.739115,-0.005363,-0.7256
588090,2024-08-16,0.73498,0.740085,-0.005105,-0.6898
588090,2024-08-15,0.735704,0.740812,-0.005108,-0.6895
588090,2024-08-14,0.736377,0.741516,-0.005139,-0.693
588090,2024-08-13,0.738445,0.742838,-0.004393,-0.5914
588090,2024-08-12,0.739072,0.743465,-0.004393,-0.5909
588090,2024-08-09,0.740176,0.744302,-0.004126,-0.5543
588090,2024-08-08,0.741844,0.745366,-0.003522,-0.4725
588090,2024-08-07,0.74327,0.746275,-0.003005,-0.4027
588090,2024-08-06,0.745501,0.747497,-0.001996,-0.267
588090,2024-08-05,0.746683,0.748177,-0.001494,-0.1997
588090,2024-08-02,0.749899,0.749711,0.000188,0.0251
588090,2024-08-01,0.749698,0.749608,9e-05,0.012
588090,2024-07-31,0.747098,0.748457,-0.001359,-0.1816
588090,2024-07-30,0.743116,0.746814,-0.003698,-0.4952
588090,2024-07-29,0.744773,0.747839,-0.003066,-0.41
588090,2024-07-26,0.747096,0.749106,-0.00201,-0.2683
588090,2024-07-25,0.747659,0.749514,-0.001855,-0.2475
588090,2024-07-24,0.749415,0.750435,-0.00102,-0.1359
588090,2024-07-23,0.751672,0.75151,0.000162,0.0216
