代码,日期,EMA12,EMA26,EMA差值12-26,EMA差值12-26(%)
159596,2025-06-27,1.087947,1.086245,0.001702,0.1567
159596,2025-06-26,1.087148,1.085758,0.00139,0.128
159596,2025-06-25,1.084954,1.084681,0.000273,0.0252
159596,2025-06-24,1.081469,1.083126,-0.001657,-0.153
159596,2025-06-23,1.080028,1.082625,-0.002597,-0.2399
159596,2025-06-20,1.081005,1.083262,-0.002257,-0.2084
159596,2025-06-19,1.082338,1.084029,-0.001691,-0.156
159596,2025-06-18,1.084449,1.085093,-0.000644,-0.0593
159596,2025-06-17,1.085337,1.085535,-0.000198,-0.0182
159596,2025-06-16,1.086029,1.085856,0.000173,0.0159
159596,2025-06-13,1.086667,1.086123,0.000544,0.0501
159596,2025-06-12,1.087244,1.086333,0.000911,0.0839
159596,2025-06-11,1.086675,1.08601,0.000665,0.0612
159596,2025-06-10,1.086181,1.085739,0.000442,0.0407
159596,2025-06-09,1.087562,1.086311,0.001251,0.1152
159596,2025-06-06,1.088122,1.086458,0.001664,0.1532
159596,2025-06-05,1.088428,1.086459,0.001969,0.1812
159596,2025-06-04,1.088967,1.086539,0.002428,0.2235
159596,2025-06-03,1.089783,1.086704,0.003079,0.2833
159596,2025-05-30,1.091283,1.087117,0.004166,0.3832
159596,2025-05-29,1.092698,1.087407,0.005291,0.4866
159596,2025-05-28,1.093657,1.087405,0.006252,0.5749
159596,2025-05-27,1.095326,1.08764,0.007686,0.7067
159596,2025-05-26,1.09694,1.087735,0.009205,0.8463
159596,2025-05-23,1.097599,1.087288,0.010311,0.9483
159596,2025-05-22,1.09659,1.08602,0.01057,0.9733
159596,2025-05-21,1.094149,1.0841,0.010049,0.9269
159596,2025-05-20,1.091084,1.081948,0.009136,0.8444
159596,2025-05-19,1.088713,1.080174,0.008539,0.7905
159596,2025-05-16,1.08734,1.078886,0.008454,0.7836
159596,2025-05-15,1.085002,1.077181,0.007821,0.7261
159596,2025-05-14,1.081525,1.075026,0.006499,0.6045
159596,2025-05-13,1.076166,1.072148,0.004018,0.3748
159596,2025-05-12,1.072511,1.070218,0.002293,0.2143
159596,2025-05-09,1.068549,1.068291,0.000258,0.0242
159596,2025-05-08,1.06601,1.067154,-0.001144,-0.1072
159596,2025-05-07,1.063188,1.066003,-0.002815,-0.2641
