代码,日期,EMA12,EMA26,EMA差值12-26,EMA差值12-26(%)
515050,2025-06-27,1.110803,1.085009,0.025794,2.3773
515050,2025-06-26,1.102403,1.07925,0.023153,2.1453
515050,2025-06-25,1.09684,1.07495,0.02189,2.0364
515050,2025-06-24,1.090993,1.070626,0.020367,1.9023
515050,2025-06-23,1.086992,1.067236,0.019756,1.8511
515050,2025-06-20,1.085172,1.064855,0.020317,1.908
515050,2025-06-19,1.083022,1.062283,0.020739,1.9523
515050,2025-06-18,1.077935,1.058386,0.019549,1.8471
515050,2025-06-17,1.070105,1.053377,0.016728,1.588
515050,2025-06-16,1.065578,1.050047,0.015531,1.4791
515050,2025-06-13,1.060229,1.046451,0.013778,1.3166
515050,2025-06-12,1.057725,1.044247,0.013478,1.2907
515050,2025-06-11,1.052039,1.040666,0.011373,1.0929
515050,2025-06-10,1.048409,1.03816,0.010249,0.9872
515050,2025-06-09,1.044848,1.035773,0.009075,0.8762
515050,2025-06-06,1.037547,1.031834,0.005713,0.5537
515050,2025-06-05,1.030737,1.028381,0.002356,0.2291
515050,2025-06-04,1.023417,1.024972,-0.001555,-0.1517
515050,2025-06-03,1.020584,1.023849,-0.003265,-0.3189
515050,2025-05-30,1.021417,1.024477,-0.00306,-0.2987
515050,2025-05-29,1.021675,1.024836,-0.003161,-0.3084
515050,2025-05-28,1.019434,1.024102,-0.004668,-0.4558
515050,2025-05-27,1.02224,1.025711,-0.003471,-0.3384
515050,2025-05-26,1.026647,1.027927,-0.00128,-0.1245
515050,2025-05-23,1.028765,1.028962,-0.000197,-0.0191
515050,2025-05-22,1.032358,1.030558,0.0018,0.1747
515050,2025-05-21,1.033333,1.030843,0.00249,0.2415
515050,2025-05-20,1.033575,1.030751,0.002824,0.274
515050,2025-05-19,1.032407,1.030011,0.002396,0.2326
515050,2025-05-16,1.031935,1.029612,0.002323,0.2256
515050,2025-05-15,1.031014,1.02902,0.001994,0.1938
515050,2025-05-14,1.03029,1.028542,0.001748,0.1699
515050,2025-05-13,1.024161,1.025705,-0.001544,-0.1505
515050,2025-05-12,1.018008,1.023122,-0.005114,-0.4998
515050,2025-05-09,1.009282,1.019692,-0.01041,-1.0209
515050,2025-05-08,1.004243,1.018307,-0.014064,-1.3811
515050,2025-05-07,0.995014,1.015372,-0.020358,-2.005
515050,2025-05-06,0.989926,1.014761,-0.024835,-2.4474
515050,2025-04-30,0.983549,1.013942,-0.030393,-2.9975
515050,2025-04-29,0.981648,1.015538,-0.03389,-3.3371
515050,2025-04-28,0.981948,1.018381,-0.036433,-3.5775
515050,2025-04-25,0.982666,1.021611,-0.038945,-3.8121
515050,2025-04-24,0.981151,1.02406,-0.042909,-4.1901
515050,2025-04-23,0.982633,1.028145,-0.045512,-4.4266
515050,2025-04-22,0.981293,1.031196,-0.049903,-4.8393
515050,2025-04-21,0.984074,1.036412,-0.052338,-5.0499
515050,2025-04-18,0.98536,1.041165,-0.055805,-5.3599
515050,2025-04-17,0.990153,1.047738,-0.057585,-5.4961
515050,2025-04-16,0.997998,1.055797,-0.057799,-5.4744
515050,2025-04-15,1.007089,1.064421,-0.057332,-5.3862
515050,2025-04-14,1.014196,1.072135,-0.057939,-5.4041
515050,2025-04-11,1.020232,1.079425,-0.059193,-5.4838
515050,2025-04-10,1.028274,1.0877,-0.059426,-5.4635
515050,2025-04-09,1.041596,1.098315,-0.056719,-5.1642
515050,2025-04-08,1.064432,1.112901,-0.048469,-4.3552
515050,2025-04-07,1.093602,1.129613,-0.036011,-3.1879
515050,2025-04-03,1.118438,1.143422,-0.024984,-2.185
515050,2025-04-02,1.128518,1.149856,-0.021338,-1.8557
515050,2025-04-01,1.131885,1.153044,-0.021159,-1.8351
515050,2025-03-31,1.136773,1.156887,-0.020114,-1.7386
515050,2025-03-28,1.142005,1.160798,-0.018793,-1.619
515050,2025-03-27,1.14746,1.164702,-0.017242,-1.4804
515050,2025-03-26,1.153726,1.168839,-0.015113,-1.293
515050,2025-03-25,1.160403,1.172986,-0.012583,-1.0727
515050,2025-03-24,1.167749,1.177224,-0.009475,-0.8049
515050,2025-03-21,1.172612,1.180122,-0.00751,-0.6364
515050,2025-03-20,1.179087,1.183572,-0.004485,-0.3789
515050,2025-03-19,1.182194,1.185298,-0.003104,-0.2619
515050,2025-03-18,1.183502,1.186122,-0.00262,-0.2209
515050,2025-03-17,1.180684,1.185092,-0.004408,-0.372
515050,2025-03-14,1.180627,1.185419,-0.004792,-0.4042
515050,2025-03-13,1.180559,1.185772,-0.005213,-0.4396
515050,2025-03-12,1.185206,1.188234,-0.003028,-0.2548
515050,2025-03-11,1.186517,1.189053,-0.002536,-0.2133
515050,2025-03-10,1.190429,1.190977,-0.000548,-0.046
515050,2025-03-07,1.194325,1.192735,0.00159,0.1333
515050,2025-03-06,1.198566,1.194474,0.004092,0.3426
515050,2025-03-05,1.199578,1.194592,0.004986,0.4174
515050,2025-03-04,1.205138,1.19664,0.008498,0.7102
515050,2025-03-03,1.213708,1.199731,0.013977,1.165
515050,2025-02-28,1.226019,1.204029,0.02199,1.8264
515050,2025-02-27,1.236749,1.206992,0.029757,2.4654
515050,2025-02-26,1.237067,1.204751,0.032316,2.6824
515050,2025-02-25,1.23217,1.200011,0.032159,2.6799
515050,2025-02-24,1.226747,1.195052,0.031695,2.6522
515050,2025-02-21,1.218155,1.188736,0.029419,2.4748
515050,2025-02-20,1.205456,1.180795,0.024661,2.0885
515050,2025-02-19,1.199903,1.176378,0.023525,1.9998
515050,2025-02-18,1.194794,1.172249,0.022545,1.9232
515050,2025-02-17,1.193484,1.169869,0.023615,2.0186
515050,2025-02-14,1.186118,1.164738,0.02138,1.8356
515050,2025-02-13,1.18323,1.161757,0.021473,1.8483
515050,2025-02-12,1.18109,1.159098,0.021992,1.8973
515050,2025-02-11,1.172197,1.153425,0.018772,1.6275
515050,2025-02-10,1.166779,1.149539,0.01724,1.4997
515050,2025-02-07,1.160375,1.145343,0.015032,1.3124
515050,2025-02-06,1.153897,1.14129,0.012607,1.1046
515050,2025-02-05,1.150606,1.138833,0.011773,1.0338
515050,2025-01-27,1.154534,1.13962,0.014914,1.3087
515050,2025-01-24,1.155177,1.13871,0.016467,1.4461
515050,2025-01-23,1.145209,1.133006,0.012203,1.077
515050,2025-01-22,1.138702,1.129167,0.009535,0.8444
515050,2025-01-21,1.127011,1.12326,0.003751,0.3339
515050,2025-01-20,1.117559,1.118801,-0.001242,-0.111
515050,2025-01-17,1.111479,1.116225,-0.004746,-0.4252
515050,2025-01-16,1.107747,1.114963,-0.007216,-0.6472
515050,2025-01-15,1.106065,1.1148,-0.008735,-0.7835
515050,2025-01-14,1.106622,1.115744,-0.009122,-0.8176
515050,2025-01-13,1.10419,1.115404,-0.011214,-1.0054
515050,2025-01-10,1.11077,1.119196,-0.008426,-0.7529
515050,2025-01-09,1.117274,1.122732,-0.005458,-0.4861
515050,2025-01-08,1.119142,1.12399,-0.004848,-0.4313
515050,2025-01-07,1.123713,1.126389,-0.002676,-0.2376
515050,2025-01-06,1.127297,1.12818,-0.000883,-0.0783
515050,2025-01-03,1.137715,1.132835,0.00488,0.4308
515050,2025-01-02,1.148936,1.137382,0.011554,1.0158
515050,2024-12-31,1.157652,1.140292,0.01736,1.5224
515050,2024-12-30,1.160679,1.140235,0.020444,1.793
515050,2024-12-27,1.156439,1.136734,0.019705,1.7335
515050,2024-12-26,1.150337,1.132473,0.017864,1.5774
515050,2024-12-25,1.139307,1.126191,0.013116,1.1646
515050,2024-12-24,1.135181,1.123326,0.011855,1.0553
515050,2024-12-23,1.130851,1.120472,0.010379,0.9263
515050,2024-12-20,1.127733,1.11827,0.009463,0.8462
515050,2024-12-19,1.12023,1.114212,0.006018,0.5401
515050,2024-12-18,1.111544,1.109909,0.001635,0.1473
515050,2024-12-17,1.108916,1.108621,0.000295,0.0266
515050,2024-12-16,1.107809,1.108111,-0.000302,-0.0273
515050,2024-12-13,1.107956,1.1082,-0.000244,-0.022
515050,2024-12-12,1.106858,1.107736,-0.000878,-0.0793
