date,code,ema_fast,ema_slow,dif,dea,macd_bar,calc_time
2025-06-27,513770,1.056527,1.046193,0.010334,0.008908,0.002853,2025-06-29 17:13:06
2025-06-26,513770,1.053808,1.044361,0.009447,0.008551,0.001792,2025-06-29 17:13:06
2025-06-25,513770,1.052342,1.043169,0.009173,0.008327,0.001692,2025-06-29 17:13:06
2025-06-24,513770,1.04938,1.041284,0.008097,0.008115,-3.8e-05,2025-06-29 17:13:06
2025-06-23,513770,1.047089,1.039772,0.007317,0.00812,-0.001606,2025-06-29 17:13:06
2025-06-20,513770,1.047099,1.039392,0.007707,0.008321,-0.001227,2025-06-29 17:13:06
2025-06-19,513770,1.048888,1.039834,0.009054,0.008474,0.00116,2025-06-29 17:13:06
2025-06-18,513770,1.050875,1.040298,0.010577,0.008329,0.004495,2025-06-29 17:13:06
2025-06-17,513770,1.049973,1.039314,0.010658,0.007767,0.005782,2025-06-29 17:13:06
2025-06-16,513770,1.047414,1.037541,0.009873,0.007045,0.005656,2025-06-29 17:13:06
2025-06-13,513770,1.044682,1.035728,0.008955,0.006338,0.005234,2025-06-29 17:13:06
2025-06-12,513770,1.044536,1.035187,0.009349,0.005683,0.007331,2025-06-29 17:13:06
2025-06-11,513770,1.041707,1.033355,0.008352,0.004767,0.007169,2025-06-29 17:13:06
2025-06-10,513770,1.037341,1.030847,0.006494,0.003871,0.005245,2025-06-29 17:13:06
2025-06-09,513770,1.03449,1.029155,0.005335,0.003215,0.004239,2025-06-29 17:13:06
2025-06-06,513770,1.030544,1.027005,0.003539,0.002685,0.001707,2025-06-29 17:13:06
2025-06-05,513770,1.029049,1.026111,0.002938,0.002472,0.000932,2025-06-29 17:13:06
2025-06-04,513770,1.026943,1.024959,0.001985,0.002355,-0.000742,2025-06-29 17:13:06
2025-06-03,513770,1.026937,1.024851,0.002086,0.002448,-0.000725,2025-06-29 17:13:06
2025-05-30,513770,1.027485,1.025001,0.002484,0.002539,-0.000109,2025-06-29 17:13:06
2025-05-29,513770,1.028761,1.025475,0.003287,0.002552,0.001468,2025-06-29 17:13:06
2025-05-28,513770,1.027402,1.024658,0.002744,0.002369,0.00075,2025-06-29 17:13:06
2025-05-27,513770,1.028113,1.02485,0.003263,0.002275,0.001975,2025-06-29 17:13:06
2025-05-26,513770,1.02857,1.024895,0.003675,0.002028,0.003294,2025-06-29 17:13:06
2025-05-23,513770,1.029633,1.025205,0.004428,0.001616,0.005623,2025-06-29 17:13:06
2025-05-22,513770,1.029481,1.0249,0.004581,0.000914,0.007335,2025-06-29 17:13:06
