date,code,ema_fast,ema_slow,dif,dea,macd_bar,calc_time
2025-06-27,159329,1.000021,1.009859,-0.009838,-0.009487,-0.000701,2025-06-29 17:13:07
2025-06-26,159329,1.000579,1.010641,-0.010062,-0.0094,-0.001325,2025-06-29 17:13:07
2025-06-25,159329,1.00131,1.011517,-0.010207,-0.009234,-0.001946,2025-06-29 17:13:07
2025-06-24,159329,1.0019,1.012334,-0.010434,-0.008991,-0.002885,2025-06-29 17:13:07
2025-06-23,159329,1.002889,1.013351,-0.010462,-0.00863,-0.003664,2025-06-29 17:13:07
2025-06-20,159329,1.005543,1.015159,-0.009616,-0.008172,-0.002887,2025-06-29 17:13:07
2025-06-19,159329,1.008048,1.016852,-0.008804,-0.007811,-0.001985,2025-06-29 17:13:07
2025-06-18,159329,1.009498,1.018002,-0.008504,-0.007563,-0.001882,2025-06-29 17:13:07
2025-06-17,159329,1.011886,1.019581,-0.007694,-0.007328,-0.000733,2025-06-29 17:13:07
2025-06-16,159329,1.01354,1.020769,-0.007229,-0.007236,1.5e-05,2025-06-29 17:13:07
2025-06-13,159329,1.015378,1.02202,-0.006642,-0.007238,0.001193,2025-06-29 17:13:07
2025-06-12,159329,1.016865,1.023074,-0.006209,-0.007387,0.002356,2025-06-29 17:13:07
2025-06-11,159329,1.016739,1.023341,-0.006602,-0.007682,0.002159,2025-06-29 17:13:07
2025-06-10,159329,1.016487,1.023569,-0.007082,-0.007952,0.001739,2025-06-29 17:13:07
2025-06-09,159329,1.016208,1.02381,-0.007602,-0.008169,0.001134,2025-06-29 17:13:07
2025-06-06,159329,1.016342,1.024274,-0.007931,-0.008311,0.000759,2025-06-29 17:13:07
2025-06-05,159329,1.016603,1.024814,-0.008212,-0.008406,0.000388,2025-06-29 17:13:07
2025-06-04,159329,1.016225,1.025068,-0.008843,-0.008454,-0.000777,2025-06-29 17:13:07
2025-06-03,159329,1.017694,1.026229,-0.008535,-0.008357,-0.000355,2025-06-29 17:13:07
2025-05-30,159329,1.019549,1.027557,-0.008008,-0.008313,0.000611,2025-06-29 17:13:07
2025-05-29,159329,1.021277,1.028797,-0.00752,-0.008389,0.001739,2025-06-29 17:13:07
2025-05-28,159329,1.022308,1.029681,-0.007373,-0.008607,0.002467,2025-06-29 17:13:07
2025-05-27,159329,1.024231,1.03098,-0.006749,-0.008915,0.004332,2025-06-29 17:13:07
2025-05-26,159329,1.025146,1.031768,-0.006623,-0.009457,0.005668,2025-06-29 17:13:07
2025-05-23,159329,1.026162,1.032598,-0.006436,-0.010165,0.007457,2025-06-29 17:13:07
2025-05-22,159329,1.026513,1.033103,-0.00659,-0.011097,0.009014,2025-06-29 17:13:07
2025-05-21,159329,1.02557,1.033003,-0.007433,-0.012224,0.009581,2025-06-29 17:13:07
2025-05-20,159329,1.025189,1.033214,-0.008025,-0.013422,0.010793,2025-06-29 17:13:07
2025-05-19,159329,1.023988,1.033068,-0.00908,-0.014771,0.011382,2025-06-29 17:13:07
2025-05-16,159329,1.022542,1.032861,-0.010319,-0.016193,0.01175,2025-06-29 17:13:07
2025-05-15,159329,1.020269,1.032327,-0.012058,-0.017662,0.011208,2025-06-29 17:13:07
2025-05-14,159329,1.018077,1.031923,-0.013847,-0.019063,0.010433,2025-06-29 17:13:07
2025-05-13,159329,1.010418,1.029024,-0.018606,-0.020367,0.003523,2025-06-29 17:13:07
2025-05-12,159329,1.008909,1.029289,-0.020379,-0.020808,0.000856,2025-06-29 17:13:07
2025-05-09,159329,1.009899,1.03083,-0.020931,-0.020915,-3.3e-05,2025-06-29 17:13:07
2025-05-08,159329,1.011888,1.032874,-0.020986,-0.02091,-0.000151,2025-06-29 17:13:07
2025-05-07,159329,1.014209,1.035078,-0.020869,-0.020892,4.5e-05,2025-06-29 17:13:07
2025-05-06,159329,1.016343,1.037187,-0.020844,-0.020897,0.000107,2025-06-29 17:13:07
2025-04-30,159329,1.018826,1.03946,-0.020634,-0.020911,0.000552,2025-06-29 17:13:07
2025-04-29,159329,1.020362,1.041274,-0.020912,-0.02098,0.000135,2025-06-29 17:13:07
2025-04-28,159329,1.021736,1.043025,-0.02129,-0.020997,-0.000586,2025-06-29 17:13:07
2025-04-25,159329,1.022928,1.044711,-0.021782,-0.020923,-0.001718,2025-06-29 17:13:07
2025-04-24,159329,1.024032,1.04638,-0.022348,-0.020709,-0.003279,2025-06-29 17:13:07
2025-04-23,159329,1.026146,1.048558,-0.022411,-0.020299,-0.004225,2025-06-29 17:13:07
2025-04-22,159329,1.027718,1.050482,-0.022764,-0.01977,-0.005986,2025-06-29 17:13:07
2025-04-21,159329,1.030131,1.052823,-0.022692,-0.019022,-0.007339,2025-06-29 17:13:07
2025-04-18,159329,1.032479,1.055129,-0.02265,-0.018105,-0.009091,2025-06-29 17:13:07
2025-04-17,159329,1.034866,1.057452,-0.022586,-0.016968,-0.011236,2025-06-29 17:13:07
2025-04-16,159329,1.038184,1.060212,-0.022029,-0.015564,-0.012929,2025-06-29 17:13:07
2025-04-15,159329,1.042427,1.063382,-0.020955,-0.013948,-0.014014,2025-06-29 17:13:07
