日期,ETF代码,EMA快线,EMA慢线,DIF,DEA,MACD柱,DIF高于DEA,DIF高于零轴,DEA高于零轴,DIF_DEA差值,DIF强度,MACD强度,计算时间
2021-12-28,159718,0.956,0.956,0.0,0.0,0.0,否,否,否,0.0,0.0,0.0,2025-06-29 16:59:00
2021-12-29,159718,0.9541,0.95505,-0.00095,-0.00019,-0.00152,否,否,否,-0.00076,0.00095,0.00152,2025-06-29 16:59:00
2021-12-30,159718,0.95299,0.954447,-0.001457,-0.000443,-0.002028,否,否,否,-0.001014,0.001457,0.002028,2025-06-29 16:59:00
2021-12-31,159718,0.955391,0.955575,-0.000184,-0.000392,0.000415,是,否,否,0.000208,0.000184,0.000415,2025-06-29 16:59:00
2022-01-04,159718,0.953352,0.954546,-0.001194,-0.000552,-0.001285,否,否,否,-0.000642,0.001194,0.001285,2025-06-29 16:59:00
2022-01-05,159718,0.949917,0.952769,-0.002852,-0.001012,-0.00368,否,否,否,-0.00184,0.002852,0.00368,2025-06-29 16:59:00
2022-01-06,159718,0.944225,0.949781,-0.005556,-0.001921,-0.007269,否,否,否,-0.003635,0.005556,0.007269,2025-06-29 16:59:00
2022-01-07,159718,0.941003,0.947892,-0.006889,-0.002915,-0.007949,否,否,否,-0.003974,0.006889,0.007949,2025-06-29 16:59:00
2022-01-10,159718,0.941102,0.947597,-0.006495,-0.003631,-0.005728,否,否,否,-0.002864,0.006495,0.005728,2025-06-29 16:59:00
2022-01-11,159718,0.940692,0.947067,-0.006375,-0.004179,-0.004391,否,否,否,-0.002196,0.006375,0.004391,2025-06-29 16:59:00
2022-01-12,159718,0.943323,0.948064,-0.004741,-0.004292,-0.000898,否,否,否,-0.000449,0.004741,0.000898,2025-06-29 16:59:00
2022-01-13,159718,0.945091,0.948711,-0.00362,-0.004157,0.001075,是,否,否,0.000537,0.00362,0.001075,2025-06-29 16:59:00
2022-01-14,159718,0.946682,0.949325,-0.002644,-0.003855,0.002422,是,否,否,0.001211,0.002644,0.002422,2025-06-29 16:59:00
2022-01-17,159718,0.948013,0.949859,-0.001845,-0.003453,0.003215,是,否,否,0.001608,0.001845,0.003215,2025-06-29 16:59:00
2022-01-18,159718,0.949212,0.950366,-0.001154,-0.002993,0.003678,是,否,否,0.001839,0.001154,0.003678,2025-06-29 16:59:00
2022-01-19,159718,0.949191,0.950298,-0.001107,-0.002616,0.003018,是,否,否,0.001509,0.001107,0.003018,2025-06-29 16:59:00
2022-01-20,159718,0.950572,0.950933,-0.000361,-0.002165,0.003608,是,否,否,0.001804,0.000361,0.003608,2025-06-29 16:59:00
2022-01-21,159718,0.951315,0.951286,2.8e-05,-0.001726,0.003509,是,是,否,0.001754,2.8e-05,0.003509,2025-06-29 16:59:00
2022-01-24,159718,0.950383,0.950822,-0.000439,-0.001469,0.00206,是,否,否,0.00103,0.000439,0.00206,2025-06-29 16:59:00
2022-01-25,159718,0.946245,0.948731,-0.002486,-0.001672,-0.001628,否,否,否,-0.000814,0.002486,0.001628,2025-06-29 16:59:00
2022-01-26,159718,0.94002,0.945494,-0.005474,-0.002432,-0.006083,否,否,否,-0.003042,0.005474,0.006083,2025-06-29 16:59:00
2022-01-27,159718,0.930318,0.940369,-0.010051,-0.003956,-0.01219,否,否,否,-0.006095,0.010051,0.01219,2025-06-29 16:59:00
