日期,ETF代码,EMA快线,EMA慢线,DIF,DEA,MACD柱,DIF高于DEA,DIF高于零轴,DEA高于零轴,DIF_DEA差值,DIF强度,MACD强度,计算时间
2024-12-02,159359,1.014,1.014,0.0,0.0,0.0,否,否,否,0.0,0.0,0.0,2025-06-29 16:58:58
2024-12-03,159359,1.0138,1.0139,-0.0001,-2e-05,-0.00016,否,否,否,-8e-05,0.0001,0.00016,2025-06-29 16:58:58
2024-12-04,159359,1.01312,1.013555,-0.000435,-0.000103,-0.000664,否,否,否,-0.000332,0.000435,0.000664,2025-06-29 16:58:58
2024-12-05,159359,1.012308,1.013127,-0.000819,-0.000246,-0.001146,否,否,否,-0.000573,0.000819,0.001146,2025-06-29 16:58:58
2024-12-06,159359,1.012977,1.013421,-0.000444,-0.000286,-0.000316,否,否,否,-0.000158,0.000444,0.000316,2025-06-29 16:58:58
2024-12-09,159359,1.013479,1.01365,-0.00017,-0.000263,0.000185,是,否,否,9.3e-05,0.00017,0.000185,2025-06-29 16:58:58
2024-12-10,159359,1.014732,1.014267,0.000464,-0.000117,0.001163,是,是,否,0.000581,0.000464,0.001163,2025-06-29 16:58:58
2024-12-11,159359,1.015658,1.014754,0.000904,8.7e-05,0.001635,是,是,是,0.000817,0.000904,0.001635,2025-06-29 16:58:58
2024-12-12,159359,1.017493,1.015716,0.001776,0.000425,0.002703,是,是,是,0.001351,0.001776,0.002703,2025-06-29 16:58:58
2024-12-13,159359,1.016943,1.01553,0.001413,0.000622,0.001581,是,是,是,0.000791,0.001413,0.001581,2025-06-29 16:58:58
2024-12-16,159359,1.015749,1.015004,0.000745,0.000647,0.000196,是,是,是,9.8e-05,0.000745,0.000196,2025-06-29 16:58:58
2024-12-17,159359,1.014574,1.014454,0.00012,0.000542,-0.000843,否,是,是,-0.000422,0.00012,0.000843,2025-06-29 16:58:58
2024-12-18,159359,1.013917,1.014131,-0.000214,0.00039,-0.00121,否,否,是,-0.000604,0.000214,0.00121,2025-06-29 16:58:58
2024-12-19,159359,1.013825,1.014075,-0.00025,0.000262,-0.001024,否,否,是,-0.000512,0.00025,0.001024,2025-06-29 16:58:58
2024-12-20,159359,1.013442,1.013871,-0.000428,0.000124,-0.001105,否,否,是,-0.000552,0.000428,0.001105,2025-06-29 16:58:58
2024-12-23,159359,1.012998,1.013627,-0.000629,-2.6e-05,-0.001205,否,否,否,-0.000603,0.000629,0.001205,2025-06-29 16:58:58
2024-12-24,159359,1.013498,1.013846,-0.000347,-9.1e-05,-0.000514,否,否,否,-0.000256,0.000347,0.000514,2025-06-29 16:58:58
2024-12-25,159359,1.013849,1.014004,-0.000155,-0.000103,-0.000103,否,否,否,-5.2e-05,0.000155,0.000103,2025-06-29 16:58:58
2024-12-26,159359,1.014464,1.014303,0.00016,-5.1e-05,0.000422,是,是,否,0.000211,0.00016,0.000422,2025-06-29 16:58:58
2024-12-27,159359,1.015017,1.014588,0.000429,4.5e-05,0.000768,是,是,是,0.000384,0.000429,0.000768,2025-06-29 16:58:58
2024-12-30,159359,1.015716,1.014959,0.000757,0.000188,0.001138,是,是,是,0.000569,0.000757,0.001138,2025-06-29 16:58:58
2024-12-31,159359,1.014844,1.014561,0.000283,0.000207,0.000153,是,是,是,7.6e-05,0.000283,0.000153,2025-06-29 16:58:58
2025-01-02,159359,1.01076,1.012533,-0.001773,-0.000189,-0.003168,否,否,否,-0.001584,0.001773,0.003168,2025-06-29 16:58:58
2025-01-03,159359,1.005784,1.009956,-0.004173,-0.000986,-0.006373,否,否,否,-0.003187,0.004173,0.006373,2025-06-29 16:58:58
2025-01-06,159359,1.000905,1.007308,-0.006403,-0.002069,-0.008667,否,否,否,-0.004334,0.006403,0.008667,2025-06-29 16:58:58
2025-01-07,159359,0.997415,1.005243,-0.007828,-0.003221,-0.009214,否,否,否,-0.004607,0.007828,0.009214,2025-06-29 16:58:58
2025-01-08,159359,0.993973,1.003131,-0.009158,-0.004408,-0.009498,否,否,否,-0.00475,0.009158,0.009498,2025-06-29 16:58:58
2025-01-09,159359,0.990876,1.001124,-0.010248,-0.005576,-0.009344,否,否,否,-0.004672,0.010248,0.009344,2025-06-29 16:58:58
2025-01-10,159359,0.986988,0.998668,-0.01168,-0.006797,-0.009765,否,否,否,-0.004883,0.01168,0.009765,2025-06-29 16:58:58
2025-01-13,159359,0.98299,0.996085,-0.013095,-0.008057,-0.010077,否,否,否,-0.005038,0.013095,0.010077,2025-06-29 16:58:58
2025-01-14,159359,0.982091,0.99498,-0.01289,-0.009023,-0.007733,否,否,否,-0.003867,0.01289,0.007733,2025-06-29 16:58:58
2025-01-15,159359,0.980782,0.993681,-0.0129,-0.009799,-0.006203,否,否,否,-0.003101,0.0129,0.006203,2025-06-29 16:58:58
2025-01-16,159359,0.979703,0.992497,-0.012794,-0.010398,-0.004793,否,否,否,-0.002396,0.012794,0.004793,2025-06-29 16:58:58
2025-01-17,159359,0.979233,0.991622,-0.012389,-0.010796,-0.003187,否,否,否,-0.001593,0.012389,0.003187,2025-06-29 16:58:58
2025-01-20,159359,0.97931,0.991041,-0.011732,-0.010983,-0.001497,否,否,否,-0.000749,0.011732,0.001497,2025-06-29 16:58:58
2025-01-21,159359,0.979479,0.990539,-0.011061,-0.010999,-0.000124,否,否,否,-6.2e-05,0.011061,0.000124,2025-06-29 16:58:58
2025-01-22,159359,0.978931,0.989712,-0.010781,-0.010955,0.000348,是,否,否,0.000174,0.010781,0.000348,2025-06-29 16:58:58
2025-01-23,159359,0.978438,0.988927,-0.010489,-0.010862,0.000746,是,否,否,0.000373,0.010489,0.000746,2025-06-29 16:58:58
