代码,日期,开盘价,最高价,最低价,收盘价,上日收盘,涨跌,涨幅%,成交量(手数),成交额(千元)
562380.SH,20250620,0.863,0.863,0.854,0.854,0.866,-0.012,-1.3857,26718.0,2293.316
562380.SH,20250619,0.877,0.877,0.863,0.866,0.877,-0.011,-1.2543,40119.0,3480.525
562380.SH,20250618,0.87,0.877,0.868,0.877,0.869,0.008,0.9206,21947.0,1918.8
562380.SH,20250617,0.866,0.87,0.863,0.869,0.871,-0.002,-0.2296,30907.0,2674.894
562380.SH,20250616,0.866,0.874,0.865,0.871,0.865,0.006,0.6936,39412.0,3432.074
562380.SH,20250613,0.865,0.868,0.86,0.865,0.863,0.002,0.2317,27653.0,2393.051
562380.SH,20250612,0.865,0.87,0.863,0.863,0.867,-0.004,-0.4614,6744.0,583.619
562380.SH,20250611,0.864,0.869,0.864,0.867,0.863,0.004,0.4635,38111.0,3304.606
562380.SH,20250610,0.88,0.884,0.858,0.863,0.879,-0.016,-1.8203,46632.0,4037.204
562380.SH,20250609,0.867,0.886,0.867,0.879,0.867,0.012,1.3841,54906.0,4839.678
562380.SH,20250606,0.869,0.874,0.866,0.867,0.866,0.001,0.1155,35862.0,3111.936
562380.SH,20250605,0.859,0.868,0.855,0.866,0.859,0.007,0.8149,39201.0,3388.849
562380.SH,20250604,0.86,0.861,0.854,0.859,0.859,0.0,0.0,25637.0,2201.399
562380.SH,20250603,0.852,0.864,0.849,0.859,0.853,0.006,0.7034,15025.0,1290.121
562380.SH,20250530,0.855,0.855,0.848,0.853,0.857,-0.004,-0.4667,40377.0,3435.507
562380.SH,20250529,0.843,0.857,0.842,0.857,0.838,0.019,2.2673,33218.0,2829.123
562380.SH,20250528,0.84,0.843,0.837,0.838,0.841,-0.003,-0.3567,28552.0,2396.946
562380.SH,20250527,0.848,0.848,0.837,0.841,0.848,-0.007,-0.8255,29798.0,2500.825
562380.SH,20250526,0.841,0.849,0.841,0.848,0.841,0.007,0.8323,7591.0,641.902
562380.SH,20250523,0.85,0.853,0.841,0.841,0.851,-0.01,-1.1751,50865.0,4312.508
562380.SH,20250522,0.851,0.863,0.851,0.851,0.857,-0.006,-0.7001,22661.0,1939.874
562380.SH,20250521,0.855,0.858,0.853,0.857,0.857,0.0,0.0,36007.0,3080.644
562380.SH,20250520,0.862,0.862,0.85,0.857,0.858,-0.001,-0.1166,100043.0,8544.409
562380.SH,20250519,0.854,0.86,0.848,0.858,0.853,0.005,0.5862,44902.0,3847.886
562380.SH,20250516,0.854,0.86,0.852,0.853,0.853,0.0,0.0,18810.0,1608.247
562380.SH,20250515,0.869,0.872,0.853,0.853,0.869,-0.016,-1.8412,13007.0,1116.094
562380.SH,20250514,0.871,0.875,0.866,0.869,0.872,-0.003,-0.344,16284.0,1416.983
562380.SH,20250513,0.89,0.895,0.87,0.872,0.89,-0.018,-2.0225,49899.0,4374.212
562380.SH,20250512,0.862,0.895,0.862,0.89,0.863,0.027,3.1286,55553.0,4908.372
562380.SH,20250509,0.891,0.891,0.86,0.863,0.883,-0.02,-2.265,31301.0,2714.411
562380.SH,20250508,0.872,0.884,0.86,0.883,0.866,0.017,1.963,34473.0,3014.203
562380.SH,20250507,0.854,0.872,0.854,0.866,0.848,0.018,2.1226,52528.0,4535.878
562380.SH,20250506,0.833,0.848,0.83,0.848,0.832,0.016,1.9231,25197.0,2128.543
562380.SH,20250430,0.829,0.833,0.829,0.832,0.828,0.004,0.4831,4756.0,395.722
562380.SH,20250429,0.828,0.829,0.82,0.828,0.83,-0.002,-0.241,20198.0,1667.104
562380.SH,20250428,0.838,0.838,0.829,0.83,0.838,-0.008,-0.9547,40109.0,3334.831
562380.SH,20250425,0.839,0.841,0.83,0.838,0.834,0.004,0.4796,8604.0,719.893
562380.SH,20250424,0.84,0.84,0.831,0.834,0.844,-0.01,-1.1848,14904.0,1247.613
562380.SH,20250423,0.847,0.851,0.841,0.844,0.847,-0.003,-0.3542,16116.0,1364.692
562380.SH,20250422,0.851,0.852,0.846,0.847,0.852,-0.005,-0.5869,4449.0,377.424
562380.SH,20250421,0.845,0.853,0.844,0.852,0.841,0.011,1.308,16936.0,1435.564
562380.SH,20250418,0.841,0.843,0.835,0.841,0.845,-0.004,-0.4734,22698.0,1905.385
562380.SH,20250417,0.845,0.853,0.842,0.845,0.844,0.001,0.1185,84473.0,7158.089
562380.SH,20250416,0.844,0.85,0.834,0.844,0.848,-0.004,-0.4717,33214.0,2794.543
562380.SH,20250415,0.853,0.853,0.842,0.848,0.861,-0.013,-1.5099,49645.0,4198.688
562380.SH,20250414,0.865,0.865,0.857,0.861,0.857,0.004,0.4667,50532.0,4348.243
562380.SH,20250411,0.842,0.864,0.839,0.857,0.843,0.014,1.6607,70163.0,6008.322
562380.SH,20250410,0.837,0.887,0.837,0.843,0.837,0.006,0.7168,75496.0,6416.815
562380.SH,20250409,0.802,0.842,0.791,0.837,0.802,0.035,4.3641,140586.0,11670.748
562380.SH,20250408,0.793,0.808,0.789,0.802,0.794,0.008,1.0076,48295.0,3846.534
562380.SH,20250407,0.817,0.848,0.776,0.794,0.862,-0.068,-7.8886,74290.0,6003.968
562380.SH,20250403,0.859,0.871,0.857,0.862,0.867,-0.005,-0.5767,28208.0,2445.143
562380.SH,20250402,0.873,0.873,0.863,0.867,0.875,-0.008,-0.9143,44817.0,3875.053
562380.SH,20250401,0.872,0.883,0.872,0.875,0.87,0.005,0.5747,11522.0,1011.373
562380.SH,20250331,0.887,0.887,0.86,0.87,0.883,-0.013,-1.4723,87311.0,7575.465
562380.SH,20250328,0.888,0.89,0.882,0.883,0.887,-0.004,-0.451,47161.0,4174.626
562380.SH,20250327,0.888,0.895,0.877,0.887,0.888,-0.001,-0.1126,24029.0,2132.766
562380.SH,20250326,0.887,0.895,0.887,0.888,0.887,0.001,0.1127,11076.0,985.919
562380.SH,20250325,0.89,0.9,0.886,0.887,0.89,-0.003,-0.3371,34417.0,3075.021
562380.SH,20250324,0.901,0.901,0.876,0.89,0.901,-0.011,-1.2209,75653.0,6695.462
562380.SH,20250321,0.913,0.915,0.897,0.901,0.912,-0.011,-1.2061,41088.0,3710.458
562380.SH,20250320,0.917,0.922,0.911,0.912,0.919,-0.007,-0.7617,9229.0,844.723
562380.SH,20250319,0.93,0.93,0.916,0.919,0.93,-0.011,-1.1828,18827.0,1731.313
562380.SH,20250318,0.936,0.937,0.929,0.93,0.929,0.001,0.1076,44780.0,4175.675
562380.SH,20250317,0.93,0.935,0.927,0.929,0.93,-0.001,-0.1075,55103.0,5118.398
562380.SH,20250314,0.922,0.93,0.915,0.93,0.922,0.008,0.8677,57634.0,5318.471
562380.SH,20250313,0.927,0.932,0.914,0.922,0.932,-0.01,-1.073,110976.0,10232.102
562380.SH,20250312,0.933,0.941,0.932,0.932,0.933,-0.001,-0.1072,52811.0,4946.31
562380.SH,20250311,0.919,0.934,0.915,0.933,0.924,0.009,0.974,27917.0,2584.939
562380.SH,20250310,0.926,0.935,0.916,0.924,0.924,0.0,0.0,29604.0,2737.599
562380.SH,20250307,0.922,0.94,0.917,0.924,0.922,0.002,0.2169,67458.0,6272.684
562380.SH,20250306,0.907,0.923,0.903,0.922,0.9,0.022,2.4444,77406.0,7102.673
562380.SH,20250305,0.897,0.905,0.892,0.9,0.896,0.004,0.4464,37804.0,3391.085
562380.SH,20250304,0.877,0.898,0.877,0.896,0.873,0.023,2.6346,95647.0,8503.362
562380.SH,20250303,0.884,0.885,0.868,0.873,0.877,-0.004,-0.4561,37160.0,3261.302
562380.SH,20250228,0.909,0.909,0.875,0.877,0.909,-0.032,-3.5204,37263.0,3317.594
562380.SH,20250227,0.927,0.927,0.895,0.909,0.922,-0.013,-1.41,30330.0,2745.342
562380.SH,20250226,0.916,0.923,0.91,0.922,0.917,0.005,0.5453,42921.0,3938.136
562380.SH,20250225,0.918,0.927,0.912,0.917,0.933,-0.016,-1.7149,50208.0,4608.084
562380.SH,20250224,0.942,0.943,0.926,0.933,0.936,-0.003,-0.3205,69741.0,6519.928
562380.SH,20250221,0.91,0.938,0.91,0.936,0.909,0.027,2.9703,80698.0,7493.529
562380.SH,20250220,0.903,0.911,0.902,0.909,0.904,0.005,0.5531,32219.0,2929.024
562380.SH,20250219,0.885,0.904,0.885,0.904,0.885,0.019,2.1469,33050.0,2971.999
562380.SH,20250218,0.902,0.91,0.883,0.885,0.906,-0.021,-2.3179,22930.0,2054.638
562380.SH,20250217,0.908,0.918,0.9,0.906,0.903,0.003,0.3322,75890.0,6902.506
562380.SH,20250214,0.897,0.903,0.891,0.903,0.897,0.006,0.6689,48961.0,4391.224
562380.SH,20250213,0.908,0.909,0.895,0.897,0.908,-0.011,-1.2115,70588.0,6355.141
562380.SH,20250212,0.89,0.909,0.89,0.908,0.89,0.018,2.0225,81858.0,7377.705
562380.SH,20250211,0.897,0.898,0.888,0.89,0.898,-0.008,-0.8909,68699.0,6140.216
562380.SH,20250210,0.893,0.899,0.892,0.898,0.888,0.01,1.1261,34664.0,3104.182
562380.SH,20250207,0.88,0.895,0.876,0.888,0.88,0.008,0.9091,29836.0,2647.932
562380.SH,20250206,0.852,0.88,0.852,0.88,0.856,0.024,2.8037,37967.0,3289.66
562380.SH,20250205,0.859,0.888,0.849,0.856,0.848,0.008,0.9434,15552.0,1331.179
562380.SH,20250127,0.863,0.863,0.848,0.848,0.862,-0.014,-1.6241,56961.0,4872.459
562380.SH,20250124,0.853,0.863,0.853,0.862,0.853,0.009,1.0551,42913.0,3681.014
562380.SH,20250123,0.863,0.875,0.853,0.853,0.859,-0.006,-0.6985,38989.0,3363.462
562380.SH,20250122,0.859,0.861,0.853,0.859,0.856,0.003,0.3505,10219.0,874.873
562380.SH,20250121,0.857,0.862,0.852,0.856,0.854,0.002,0.2342,44679.0,3828.922
562380.SH,20250120,0.859,0.863,0.854,0.854,0.854,0.0,0.0,18297.0,1571.732
562380.SH,20250117,0.837,0.861,0.837,0.854,0.841,0.013,1.5458,90167.0,7652.075
562380.SH,20250116,0.845,0.857,0.836,0.841,0.843,-0.002,-0.2372,51581.0,4364.306
562380.SH,20250115,0.855,0.855,0.842,0.843,0.855,-0.012,-1.4035,68258.0,5791.134
562380.SH,20250114,0.829,0.858,0.825,0.855,0.826,0.029,3.5109,93433.0,7916.565
562380.SH,20250113,0.829,0.834,0.817,0.826,0.831,-0.005,-0.6017,48479.0,3996.925
562380.SH,20250110,0.841,0.853,0.83,0.831,0.841,-0.01,-1.1891,53994.0,4538.988
562380.SH,20250109,0.825,0.845,0.825,0.841,0.827,0.014,1.6929,58025.0,4869.549
562380.SH,20250108,0.835,0.838,0.804,0.827,0.835,-0.008,-0.9581,35243.0,2897.262
