代码,日期,MA5,MA10,MA20,MA60,SMA差值5-20,SMA差值5-20(%),SMA差值5-10,多空排列,排列评分
159303,2025-06-27,1.5634,1.5532,1.5445,1.390883,0.0189,1.2237,0.0102,长期温和多头排列,0.48
159303,2025-06-26,1.5554,1.5605,1.53895,1.387083,0.01645,1.0689,-0.0051,方向分化,0.0
159303,2025-06-25,1.545,1.5707,1.5304,1.383033,0.0146,0.954,-0.0257,方向分化,0.0
159303,2025-06-24,1.5364,1.5712,1.5206,1.37755,0.0158,1.0391,-0.0348,方向分化,0.0
159303,2025-06-23,1.53,1.5732,1.5097,1.372133,0.0203,1.3446,-0.0432,方向分化,0.0
159303,2025-06-20,1.543,1.5743,1.5019,1.367633,0.0411,2.7365,-0.0313,方向分化,0.0
159303,2025-06-19,1.5656,1.5728,1.49615,1.3639,0.06945,4.6419,-0.0072,方向分化,0.0
159303,2025-06-18,1.5964,1.5691,1.4909,1.361033,0.1055,7.0763,0.0273,长期强势多头排列,1.58
159303,2025-06-17,1.606,1.5638,1.48275,1.357417,0.12325,8.3123,0.0422,长期强势多头排列,1.58
159303,2025-06-16,1.6164,1.5532,1.47225,1.3535,0.14415,9.7911,0.0632,长期强势多头排列,1.58
159303,2025-06-13,1.6056,1.5358,1.4583,1.348083,0.1473,10.1008,0.0698,长期强势多头排列,1.58
159303,2025-06-12,1.58,1.5174,1.4428,1.342667,0.1372,9.5093,0.0626,长期强势多头排列,1.58
159303,2025-06-11,1.5418,1.4901,1.4256,1.335517,0.1162,8.151,0.0517,长期强势多头排列,1.58
159303,2025-06-10,1.5216,1.47,1.41125,1.329683,0.11035,7.8193,0.0516,长期强势多头排列,1.58
159303,2025-06-09,1.49,1.4462,1.39585,1.323767,0.09415,6.745,0.0438,长期强势多头排列,1.58
159303,2025-06-06,1.466,1.4295,1.38435,1.318583,0.08165,5.8981,0.0365,长期强势多头排列,1.58
159303,2025-06-05,1.4548,1.4195,1.37585,1.314817,0.07895,5.7383,0.0353,长期强势多头排列,1.58
159303,2025-06-04,1.4384,1.4127,1.3686,1.3116,0.0698,5.1001,0.0257,长期强势多头排列,1.58
159303,2025-06-03,1.4184,1.4017,1.36205,1.307667,0.05635,4.1371,0.0167,长期强势多头排列,1.58
159303,2025-05-30,1.4024,1.3913,1.35755,1.304117,0.04485,3.3037,0.0111,长期强势多头排列,1.44
159303,2025-05-29,1.393,1.3808,1.353,1.300667,0.04,2.9564,0.0122,长期中等多头排列,0.96
159303,2025-05-28,1.3842,1.3682,1.34805,1.29735,0.03615,2.6817,0.016,长期中等多头排列,0.96
159303,2025-05-27,1.387,1.3611,1.3465,1.2957,0.0405,3.0078,0.0259,长期中等多头排列,0.96
159303,2025-05-26,1.385,1.3525,1.3444,1.2939,0.0406,3.0199,0.0325,长期强势多头排列,1.44
159303,2025-05-23,1.3802,1.3455,1.34315,1.291783,0.03705,2.7584,0.0347,震荡排列,0.0
159303,2025-05-22,1.3686,1.3392,1.33935,1.289483,0.02925,2.1839,0.0294,震荡排列,0.0
159303,2025-05-21,1.3522,1.3322,1.33265,1.287383,0.01955,1.467,0.02,震荡排列,0.0
159303,2025-05-20,1.3352,1.3245,1.3246,1.2844,0.0106,0.8002,0.0107,震荡排列,0.0
159303,2025-05-19,1.32,1.3224,1.3176,1.281483,0.0024,0.1821,-0.0024,震荡排列,0.0
