代码,日期,MA5,MA10,MA20,MA60,SMA差值5-20,SMA差值5-20(%),SMA差值5-10,多空排列
159655,2025-06-27,1.5822,1.571,1.5634,1.501633,0.0188,1.2025,0.0112,强势多头排列
159655,2025-06-26,1.5732,1.5661,1.5615,1.500033,0.0117,0.7493,0.0071,强势多头排列
159655,2025-06-25,1.5662,1.5638,1.5591,1.498833,0.0071,0.4554,0.0024,强势多头排列
159655,2025-06-24,1.5618,1.5622,1.55655,1.49815,0.00525,0.3373,-0.0004,弱势空头
159655,2025-06-23,1.558,1.5603,1.5538,1.497617,0.0042,0.2703,-0.0023,弱势空头
159655,2025-06-20,1.5598,1.5611,1.55225,1.496983,0.00755,0.4864,-0.0013,弱势空头
159655,2025-06-19,1.559,1.5607,1.5508,1.49605,0.0082,0.5288,-0.0017,弱势空头
159655,2025-06-18,1.5614,1.5609,1.5503,1.49535,0.0111,0.716,0.0005,强势多头排列
159655,2025-06-17,1.5626,1.5606,1.55,1.494017,0.0126,0.8129,0.002,强势多头排列
159655,2025-06-16,1.5626,1.5584,1.5488,1.492783,0.0138,0.891,0.0042,强势多头排列
159655,2025-06-13,1.5624,1.5558,1.54785,1.4913,0.01455,0.94,0.0066,强势多头排列
159655,2025-06-12,1.5624,1.5569,1.5469,,0.0155,1.002,0.0055,中期多头排列
159655,2025-06-11,1.5604,1.5544,1.54575,,0.01465,0.9478,0.006,中期多头排列
159655,2025-06-10,1.5586,1.5509,1.54325,,0.01535,0.9947,0.0077,中期多头排列
159655,2025-06-09,1.5542,1.5473,1.5405,,0.0137,0.8893,0.0069,中期多头排列
159655,2025-06-06,1.5492,1.5434,1.53695,,0.01225,0.797,0.0058,中期多头排列
159655,2025-06-05,1.5514,1.5409,1.534,,0.0174,1.1343,0.0105,中期多头排列
159655,2025-06-04,1.5484,1.5397,1.5301,,0.0183,1.196,0.0087,中期多头排列
159655,2025-06-03,1.5432,1.5394,1.52595,,0.01725,1.1304,0.0038,中期多头排列
159655,2025-05-30,1.5404,1.5392,1.52195,,0.01845,1.2123,0.0012,中期多头排列
159655,2025-05-29,1.5376,1.5399,1.5181,,0.0195,1.2845,-0.0023,弱势空头
159655,2025-05-28,1.5304,1.5369,1.51295,,0.01745,1.1534,-0.0065,弱势空头
159655,2025-05-27,1.531,1.5371,1.50915,,0.02185,1.4478,-0.0061,弱势空头
159655,2025-05-26,1.5356,1.5356,1.50365,,0.03195,2.1248,0.0,震荡排列
159655,2025-05-23,1.538,1.5337,1.49875,,0.03925,2.6188,0.0043,中期多头排列
159655,2025-05-22,1.5422,1.5305,1.4921,,0.0501,3.3577,0.0117,中期多头排列
159655,2025-05-21,1.5434,1.5271,1.4853,,0.0581,3.9117,0.0163,中期多头排列
159655,2025-05-20,1.5432,1.5205,1.47875,,0.06445,4.3584,0.0227,中期多头排列
159655,2025-05-19,1.5356,1.5125,1.47175,,0.06385,4.3384,0.0231,中期多头排列
159655,2025-05-16,1.5294,1.5047,1.4655,,0.0639,4.3603,0.0247,中期多头排列
159655,2025-05-15,1.5188,1.4963,1.46015,,0.05865,4.0167,0.0225,中期多头排列
159655,2025-05-14,1.5108,1.489,1.4556,,0.0552,3.7923,0.0218,中期多头排列
159655,2025-05-13,1.4978,1.4812,1.44975,,0.04805,3.3144,0.0166,中期多头排列
159655,2025-05-12,1.4894,1.4717,1.4467,,0.0427,2.9515,0.0177,中期多头排列
159655,2025-05-09,1.48,1.4638,1.43775,,0.04225,2.9386,0.0162,中期多头排列
159655,2025-05-08,1.4738,1.4537,1.4318,,0.042,2.9334,0.0201,中期多头排列
159655,2025-05-07,1.4672,1.4435,1.42285,,0.04435,3.117,0.0237,中期多头排列
159655,2025-05-06,1.4646,1.437,1.422,,0.0426,2.9958,0.0276,中期多头排列
159655,2025-04-30,1.454,1.431,1.4224,,0.0316,2.2216,0.023,中期多头排列
159655,2025-04-29,1.4476,1.4263,1.4234,,0.0242,1.7002,0.0213,中期多头排列
159655,2025-04-28,1.4336,1.424,1.4234,,0.0102,0.7166,0.0096,中期多头排列
159655,2025-04-25,1.4198,1.4222,1.42565,,-0.00585,-0.4103,-0.0024,中期空头排列
159655,2025-04-24,1.4094,1.4183,1.42825,,-0.01885,-1.3198,-0.0089,中期空头排列
159655,2025-04-23,1.408,1.4217,1.43425,,-0.02625,-1.8302,-0.0137,中期空头排列
159655,2025-04-22,1.405,1.4117,1.4403,,-0.0353,-2.4509,-0.0067,中期空头排列
159655,2025-04-21,1.4144,1.4099,1.4466,,-0.0322,-2.2259,0.0045,弱势多头
159655,2025-04-18,1.4246,1.4022,1.45205,,-0.02745,-1.8904,0.0224,弱势多头
159655,2025-04-17,1.4272,1.407,1.457,,-0.0298,-2.0453,0.0202,弱势多头
159655,2025-04-16,1.4354,1.4138,1.4603,,-0.0249,-1.7051,0.0216,弱势多头
159655,2025-04-15,1.4184,1.4205,1.46405,,-0.04565,-3.1181,-0.0021,中期空头排列
159655,2025-04-14,1.4054,1.4228,1.4659,,-0.0605,-4.1272,-0.0174,中期空头排列
159655,2025-04-11,1.3798,1.4291,,,,,-0.0493,
159655,2025-04-10,1.3868,1.4382,,,,,-0.0514,
159655,2025-04-09,1.3922,1.4468,,,,,-0.0546,
159655,2025-04-08,1.4226,1.4689,,,,,-0.0463,
159655,2025-04-07,1.4402,1.4833,,,,,-0.0431,
159655,2025-04-03,1.4784,1.5019,,,,,-0.0235,
159655,2025-04-02,1.4896,1.507,,,,,-0.0174,
159655,2025-04-01,1.5014,1.5068,,,,,-0.0054,
159655,2025-03-31,1.5152,1.5076,,,,,0.0076,
159655,2025-03-28,1.5264,1.509,,,,,0.0174,
159655,2025-03-27,1.5254,,,,,,,
159655,2025-03-26,1.5244,,,,,,,
159655,2025-03-25,1.5122,,,,,,,
159655,2025-03-24,1.5,,,,,,,
159655,2025-03-21,1.4916,,,,,,,
159655,2025-03-20,,,,,,,,
159655,2025-03-19,,,,,,,,
159655,2025-03-18,,,,,,,,
159655,2025-03-17,,,,,,,,
