代码,日期,MA5,MA10,MA20,MA60,SMA差值5-20,SMA差值5-20(%),SMA差值5-10,多空排列,排列评分
513260,2025-06-27,1.366,1.3526,1.3589,1.344967,0.0071,0.5225,0.0134,方向分化,0.0
513260,2025-06-26,1.3542,1.3496,1.3584,1.346083,-0.0042,-0.3092,0.0046,方向分化,0.0
513260,2025-06-25,1.343,1.3508,1.35655,1.347783,-0.01355,-0.9989,-0.0078,温和空头排列,-0.4
513260,2025-06-24,1.3356,1.3532,1.35415,1.34905,-0.01855,-1.3699,-0.0176,震荡排列,0.0
513260,2025-06-23,1.3344,1.355,1.3524,1.350383,-0.018,-1.331,-0.0206,震荡排列,0.0
513260,2025-06-20,1.3392,1.3607,1.3531,1.3529,-0.0139,-1.0273,-0.0215,方向分化,0.0
513260,2025-06-19,1.345,1.3654,1.3553,1.355617,-0.0103,-0.76,-0.0204,方向分化,0.0
513260,2025-06-18,1.3586,1.3705,1.35865,1.359233,-5e-05,-0.0037,-0.0119,方向分化,0.0
513260,2025-06-17,1.3708,1.3703,1.36035,1.36315,0.01045,0.7682,0.0005,震荡排列,0.0
513260,2025-06-16,1.3756,1.3679,1.3605,1.366917,0.0151,1.1099,0.0077,温和多头排列,0.4
513260,2025-06-13,1.3822,1.3652,1.3609,1.3699,0.0213,1.5651,0.017,温和多头排列,0.4
513260,2025-06-12,1.3858,1.3672,1.3625,1.373167,0.0233,1.7101,0.0186,中等多头排列,0.8
513260,2025-06-11,1.3824,1.3623,1.3632,1.375083,0.0192,1.4085,0.0201,震荡排列,0.0
513260,2025-06-10,1.3698,1.3551,1.36145,1.377067,0.00835,0.6133,0.0147,方向分化,0.0
513260,2025-06-09,1.3602,1.3498,1.3615,1.37985,-0.0013,-0.0955,0.0104,方向分化,0.0
513260,2025-06-06,1.3482,1.3455,1.3594,1.3824,-0.0112,-0.8239,0.0027,方向分化,0.0
513260,2025-06-05,1.3486,1.3452,1.35975,1.385933,-0.01115,-0.82,0.0034,方向分化,0.0
513260,2025-06-04,1.3422,1.3468,1.36005,1.38955,-0.01785,-1.3125,-0.0046,长期温和空头排列,-0.48
513260,2025-06-03,1.3404,1.3504,1.36165,1.3922,-0.02125,-1.5606,-0.01,长期温和空头排列,-0.48
513260,2025-05-30,1.3394,1.3531,1.36165,1.394317,-0.02225,-1.634,-0.0137,长期中等空头排列,-0.96
513260,2025-05-29,1.3428,1.3566,1.3611,1.39625,-0.0183,-1.3445,-0.0138,长期温和空头排列,-0.48
513260,2025-05-28,1.3418,1.3578,1.3591,1.397783,-0.0173,-1.2729,-0.016,震荡排列,0.0
513260,2025-05-27,1.3514,1.3641,1.35865,1.401533,-0.00725,-0.5336,-0.0127,方向分化,0.0
513260,2025-05-26,1.3604,1.3678,1.3573,1.405483,0.0031,0.2284,-0.0074,方向分化,0.0
513260,2025-05-23,1.3668,1.3732,1.3576,1.40815,0.0092,0.6777,-0.0064,方向分化,0.0
513260,2025-05-22,1.3704,1.3733,1.35485,1.41115,0.01555,1.1477,-0.0029,方向分化,0.0
513260,2025-05-21,1.3738,1.3743,1.35145,1.41385,0.02235,1.6538,-0.0005,震荡排列,0.0
513260,2025-05-20,1.3768,1.3733,1.34635,1.415117,0.03045,2.2617,0.0035,中等多头排列,0.8
513260,2025-05-19,1.3752,1.3729,1.3418,1.417,0.0334,2.4892,0.0023,震荡排列,0.0
513260,2025-05-16,1.3796,1.3702,1.33735,1.418717,0.04225,3.1592,0.0094,强势多头排列,1.2
513260,2025-05-15,1.3762,1.3656,1.3347,1.419983,0.0415,3.1093,0.0106,强势多头排列,1.2
513260,2025-05-14,1.3748,1.3604,1.3319,1.42085,0.0429,3.221,0.0144,强势多头排列,1.2
513260,2025-05-13,1.3698,1.3532,1.3274,1.421,0.0424,3.1942,0.0166,强势多头排列,1.2
513260,2025-05-12,1.3706,1.3468,1.32295,1.421183,0.04765,3.6018,0.0238,强势多头排列,1.2
513260,2025-05-09,1.3608,1.342,1.3151,1.420817,0.0457,3.475,0.0188,强势多头排列,1.2
513260,2025-05-08,1.355,1.3364,1.3078,1.421433,0.0472,3.6091,0.0186,强势多头排列,1.2
513260,2025-05-07,1.346,1.3286,1.3021,1.421167,0.0439,3.3715,0.0174,强势多头排列,1.2
513260,2025-05-06,1.3366,1.3194,1.30335,1.42035,0.03325,2.5511,0.0172,中等多头排列,0.8
513260,2025-04-30,1.323,1.3107,1.3058,1.4189,0.0172,1.3172,0.0123,温和多头排列,0.4
513260,2025-04-29,1.3232,1.3045,1.3103,1.41715,0.0129,0.9845,0.0187,方向分化,0.0
