代码,日期,MA5,MA10,MA20,MA60,SMA差值5-20,SMA差值5-20(%),SMA差值5-10,多空排列
159323,2025-06-27,1.2186,1.2043,1.2232,1.200983,-0.0046,-0.3761,0.0143,弱势多头
159323,2025-06-26,1.2102,1.2039,1.22455,1.201417,-0.01435,-1.1719,0.0063,弱势多头
159323,2025-06-25,1.2014,1.208,1.22505,1.2022,-0.02365,-1.9305,-0.0066,中期空头排列
159323,2025-06-24,1.1928,1.2124,1.2247,1.202467,-0.0319,-2.6047,-0.0196,中期空头排列
159323,2025-06-23,1.1866,1.2134,1.2251,1.2025,-0.0385,-3.1426,-0.0268,中期空头排列
159323,2025-06-20,1.19,1.2184,1.2303,1.203867,-0.0403,-3.2756,-0.0284,中期空头排列
159323,2025-06-19,1.1976,1.2258,1.2367,1.205417,-0.0391,-3.1616,-0.0282,中期空头排列
159323,2025-06-18,1.2146,1.2337,1.2429,1.207967,-0.0283,-2.2769,-0.0191,中期空头排列
159323,2025-06-17,1.232,1.2388,1.2466,1.2101,-0.0146,-1.1712,-0.0068,中期空头排列
159323,2025-06-16,1.2402,1.242,1.2491,1.21225,-0.0089,-0.7125,-0.0018,中期空头排列
159323,2025-06-13,1.2468,1.2421,1.25195,1.213667,-0.00515,-0.4114,0.0047,弱势多头
159323,2025-06-12,1.254,1.2452,1.2545,,-0.0005,-0.0399,0.0088,弱势多头
159323,2025-06-11,1.2528,1.2421,1.25525,,-0.00245,-0.1952,0.0107,弱势多头
159323,2025-06-10,1.2456,1.237,1.2528,,-0.0072,-0.5747,0.0086,弱势多头
159323,2025-06-09,1.2438,1.2368,1.25295,,-0.00915,-0.7303,0.007,弱势多头
159323,2025-06-06,1.2374,1.2422,1.2505,,-0.0131,-1.0476,-0.0048,中期空头排列
159323,2025-06-05,1.2364,1.2476,1.24835,,-0.01195,-0.9573,-0.0112,中期空头排列
159323,2025-06-04,1.2314,1.2521,1.24545,,-0.01405,-1.1281,-0.0207,弱势空头
159323,2025-06-03,1.2284,1.2544,1.2422,,-0.0138,-1.1109,-0.026,弱势空头
159323,2025-05-30,1.2298,1.2562,1.238,,-0.0082,-0.6624,-0.0264,弱势空头
159323,2025-05-29,1.247,1.2618,1.2352,,0.0118,0.9553,-0.0148,弱势空头
