代码,日期,MA5,MA10,MA20,MA60,SMA差值5-20,SMA差值5-20(%),SMA差值5-10,多空排列
159691,2025-06-27,1.180178,1.176214,1.174926,1.124827,0.005252,0.447,0.003964,强势多头排列
159691,2025-06-26,1.177205,1.178097,1.173885,1.12372,0.00332,0.2828,-0.000892,弱势空头
159691,2025-06-25,1.171655,1.179485,1.172299,1.122778,-0.000644,-0.0549,-0.00783,弱势空头
159691,2025-06-24,1.167889,1.179187,1.169772,1.12144,-0.001883,-0.161,-0.011298,弱势空头
159691,2025-06-23,1.167493,1.17889,1.16779,1.120152,-0.000297,-0.0254,-0.011397,弱势空头
159691,2025-06-20,1.17225,1.178989,1.166006,1.11921,0.006244,0.5355,-0.006739,弱势空头
159691,2025-06-19,1.178989,1.180476,1.165362,1.118484,0.013627,1.1693,-0.001487,弱势空头
159691,2025-06-18,1.187314,1.181566,1.165461,1.118104,0.021853,1.8751,0.005748,强势多头排列
159691,2025-06-17,1.190486,1.180476,1.164172,1.117526,0.026314,2.2603,0.01001,强势多头排列
159691,2025-06-16,1.190287,1.178295,1.161447,1.11665,0.02884,2.4831,0.011992,强势多头排列
159691,2025-06-13,1.185728,1.173637,1.157681,1.115411,0.028047,2.4227,0.012091,强势多头排列
159691,2025-06-12,1.181962,1.169673,1.154311,,0.027651,2.3955,0.012289,中期多头排列
159691,2025-06-11,1.175818,1.165114,1.15114,,0.024678,2.1438,0.010704,中期多头排列
159691,2025-06-10,1.170466,1.160357,1.147671,,0.022795,1.9862,0.010109,中期多头排列
159691,2025-06-09,1.166303,1.15669,1.1445,,0.021803,1.905,0.009613,中期多头排列
159691,2025-06-06,1.161546,1.153023,1.141229,,0.020317,1.7803,0.008523,中期多头排列
159691,2025-06-05,1.157384,1.150248,1.137562,,0.019822,1.7425,0.007136,中期多头排列
159691,2025-06-04,1.15441,1.149356,1.13449,,0.01992,1.7559,0.005054,中期多头排列
159691,2025-06-03,1.150248,1.147869,1.131169,,0.019079,1.6867,0.002379,中期多头排列
159691,2025-05-30,1.147076,1.144599,1.127552,,0.019524,1.7315,0.002477,中期多头排列
159691,2025-05-29,1.144499,1.141724,1.124232,,0.020267,1.8027,0.002775,中期多头排列
159691,2025-05-28,1.143112,1.138949,1.12111,,0.022002,1.9625,0.004163,中期多头排列
159691,2025-05-27,1.144301,1.137166,1.118335,,0.025966,2.3218,0.007135,中期多头排列
159691,2025-05-26,1.145491,1.134985,1.115659,,0.029832,2.6739,0.010506,中期多头排列
159691,2025-05-23,1.142121,1.132309,1.113181,,0.02894,2.5998,0.009812,中期多头排列
159691,2025-05-22,1.138949,1.129435,1.110654,,0.028295,2.5476,0.009514,中期多头排列
159691,2025-05-21,1.134787,1.124876,1.106987,,0.0278,2.5113,0.009911,中期多头排列
159691,2025-05-20,1.13003,1.119623,1.102874,,0.027156,2.4623,0.010407,中期多头排列
159691,2025-05-19,1.12448,1.11447,1.099257,,0.025223,2.2945,0.01001,中期多头排列
159691,2025-05-16,1.122498,1.110505,1.096234,,0.026264,2.3958,0.011993,中期多头排列
159691,2025-05-15,1.119921,1.106739,1.093905,,0.026016,2.3783,0.013182,中期多头排列
159691,2025-05-14,1.114965,1.103271,1.091031,,0.023934,2.1937,0.011694,中期多头排列
159691,2025-05-13,1.109217,1.099504,1.087066,,0.022151,2.0377,0.009713,中期多头排列
159691,2025-05-12,1.10446,1.096333,1.083746,,0.020714,1.9113,0.008127,中期多头排列
159691,2025-05-09,1.098513,1.094054,1.079088,,0.019425,1.8001,0.004459,中期多头排列
159691,2025-05-08,1.093558,1.091873,1.074331,,0.019227,1.7897,0.001685,中期多头排列
159691,2025-05-07,1.091576,1.089098,1.06997,,0.021606,2.0193,0.002478,中期多头排列
159691,2025-05-06,1.089792,1.086125,1.071011,,0.018781,1.7536,0.003667,中期多头排列
159691,2025-04-30,1.088206,1.084044,1.072498,,0.015708,1.4646,0.004162,中期多头排列
159691,2025-04-29,1.089594,1.081962,1.074281,,0.015313,1.4254,0.007632,中期多头排列
159691,2025-04-28,1.090188,1.08107,1.075322,,0.014866,1.3825,0.009118,中期多头排列
159691,2025-04-25,1.08662,1.078791,1.076165,,0.010455,0.9715,0.007829,中期多头排列
159691,2025-04-24,1.082458,1.074628,1.077701,,0.004757,0.4414,0.00783,弱势多头
159691,2025-04-23,1.079881,1.07116,1.07889,,0.000991,0.0919,0.008721,弱势多头
159691,2025-04-22,1.074331,1.064123,1.079485,,-0.005154,-0.4774,0.010208,弱势多头
159691,2025-04-21,1.071952,1.056789,1.080971,,-0.009019,-0.8343,0.015163,弱势多头
159691,2025-04-18,1.070961,1.050842,1.083102,,-0.012141,-1.1209,0.020119,弱势多头
159691,2025-04-17,1.066799,1.055897,1.085976,,-0.019177,-1.7659,0.010902,弱势多头
159691,2025-04-16,1.062438,1.060951,1.089148,,-0.02671,-2.4524,0.001487,弱势多头
159691,2025-04-15,1.053915,1.066601,1.09227,,-0.038355,-3.5115,-0.012686,中期空头排列
159691,2025-04-14,1.041625,1.069574,1.094648,,-0.053023,-4.8438,-0.027949,中期空头排列
159691,2025-04-11,1.030724,1.073538,,,,,-0.042814,
159691,2025-04-10,1.044995,1.080773,,,,,-0.035778,
159691,2025-04-09,1.059465,1.08662,,,,,-0.027155,
159691,2025-04-08,1.079286,1.094846,,,,,-0.01556,
159691,2025-04-07,1.097522,1.105154,,,,,-0.007632,
159691,2025-04-03,1.116353,1.115362,,,,,0.000991,
159691,2025-04-02,1.116551,1.116056,,,,,0.000495,
159691,2025-04-01,1.113776,1.117344,,,,,-0.003568,
159691,2025-03-31,1.110406,1.117939,,,,,-0.007533,
159691,2025-03-28,1.112785,1.119722,,,,,-0.006937,
159691,2025-03-27,1.114371,,,,,,,
159691,2025-03-26,1.11556,,,,,,,
159691,2025-03-25,1.120912,,,,,,,
159691,2025-03-24,1.125471,,,,,,,
159691,2025-03-21,1.12666,,,,,,,
159691,2025-03-20,,,,,,,,
159691,2025-03-19,,,,,,,,
159691,2025-03-18,,,,,,,,
159691,2025-03-17,,,,,,,,
