代码,日期,MA5,MA10,MA20,MA60,SMA差值5-20,SMA差值5-20(%),SMA差值5-10,多空排列,排列评分
513550,2025-06-27,1.0888,1.0777,1.0757,1.03775,0.0131,1.2178,0.0111,震荡排列,0.0
513550,2025-06-26,1.082,1.0756,1.07415,1.03745,0.00785,0.7308,0.0064,震荡排列,0.0
513550,2025-06-25,1.0734,1.0748,1.0719,1.037217,0.0015,0.1399,-0.0014,震荡排列,0.0
513550,2025-06-24,1.0662,1.0743,1.06935,1.036667,-0.00315,-0.2946,-0.0081,方向分化,0.0
513550,2025-06-23,1.0644,1.0738,1.06725,1.0363,-0.00285,-0.267,-0.0094,方向分化,0.0
513550,2025-06-20,1.0666,1.0754,1.06685,1.03655,-0.00025,-0.0234,-0.0088,方向分化,0.0
513550,2025-06-19,1.0692,1.0772,1.0672,1.037017,0.002,0.1874,-0.008,方向分化,0.0
513550,2025-06-18,1.0762,1.0796,1.0685,1.03795,0.0077,0.7206,-0.0034,方向分化,0.0
513550,2025-06-17,1.0824,1.0794,1.06875,1.038917,0.01365,1.2772,0.003,长期温和多头排列,0.48
513550,2025-06-16,1.0832,1.0772,1.0677,1.03965,0.0155,1.4517,0.006,长期温和多头排列,0.48
513550,2025-06-13,1.0842,1.0737,1.0667,1.04005,0.0175,1.6406,0.0105,长期中等多头排列,0.96
513550,2025-06-12,1.0852,1.0727,1.06665,1.040483,0.01855,1.7391,0.0125,长期中等多头排列,0.96
513550,2025-06-11,1.083,1.069,1.06605,1.040217,0.01695,1.59,0.014,长期温和多头排列,0.48
513550,2025-06-10,1.0764,1.0644,1.06365,1.039683,0.01275,1.1987,0.012,震荡排列,0.0
513550,2025-06-09,1.0712,1.0607,1.0622,1.03955,0.009,0.8473,0.0105,震荡排列,0.0
513550,2025-06-06,1.0632,1.0583,1.0602,1.039567,0.003,0.283,0.0049,震荡排列,0.0
513550,2025-06-05,1.0602,1.0572,1.0586,1.0401,0.0016,0.1511,0.003,震荡排列,0.0
513550,2025-06-04,1.055,1.0574,1.057,1.0407,-0.002,-0.1892,-0.0024,震荡排列,0.0
513550,2025-06-03,1.0524,1.0581,1.0555,1.040833,-0.0031,-0.2937,-0.0057,方向分化,0.0
513550,2025-05-30,1.0502,1.0582,1.0531,1.040767,-0.0029,-0.2754,-0.008,方向分化,0.0
513550,2025-05-29,1.0534,1.0597,1.05115,1.040933,0.00225,0.2141,-0.0063,方向分化,0.0
513550,2025-05-28,1.0542,1.0606,1.0489,1.040717,0.0053,0.5053,-0.0064,方向分化,0.0
513550,2025-05-27,1.0598,1.0631,1.0473,1.04135,0.0125,1.1935,-0.0033,方向分化,0.0
513550,2025-05-26,1.0638,1.0629,1.04485,1.04195,0.01895,1.8137,0.0009,震荡排列,0.0
513550,2025-05-23,1.0662,1.0637,1.0432,1.041833,0.023,2.2048,0.0025,方向分化,0.0
513550,2025-05-22,1.066,1.0621,1.0393,1.041867,0.0267,2.569,0.0039,中等多头排列,0.8
513550,2025-05-21,1.067,1.06,1.03485,1.041767,0.03215,3.1067,0.007,强势多头排列,1.2
513550,2025-05-20,1.0664,1.0566,1.02955,1.040933,0.03685,3.5792,0.0098,强势多头排列,1.2
513550,2025-05-19,1.062,1.0529,1.0245,1.040367,0.0375,3.6603,0.0091,强势多头排列,1.2
513550,2025-05-16,1.0612,1.048,1.01945,1.039983,0.04175,4.0953,0.0132,强势多头排列,1.32
513550,2025-05-15,1.0582,1.0426,1.0152,1.03935,0.043,4.2356,0.0156,强势多头排列,1.32
513550,2025-05-14,1.053,1.0372,1.0105,1.038467,0.0425,4.2058,0.0158,强势多头排列,1.32
513550,2025-05-13,1.0468,1.0315,1.0045,1.037283,0.0423,4.2111,0.0153,强势多头排列,1.32
513550,2025-05-12,1.0438,1.0268,0.99925,1.03615,0.04455,4.4583,0.017,强势多头排列,1.32
513550,2025-05-09,1.0348,1.0227,0.99205,1.03455,0.04275,4.3093,0.0121,强势多头排列,1.32
513550,2025-05-08,1.027,1.0165,0.98545,1.033217,0.04155,4.2163,0.0105,强势多头排列,1.32
513550,2025-05-07,1.0214,1.0097,0.9801,1.031667,0.0413,4.2139,0.0117,强势多头排列,1.32
513550,2025-05-06,1.0162,1.0025,0.97995,1.029933,0.03625,3.6992,0.0137,强势多头排列,1.2
513550,2025-04-30,1.0098,0.9961,0.9811,1.028167,0.0287,2.9253,0.0137,中等多头排列,0.8
513550,2025-04-29,1.0106,0.9909,0.9839,1.026533,0.0267,2.7137,0.0197,中等多头排列,0.8
513550,2025-04-28,1.006,0.9878,0.9864,1.024817,0.0196,1.987,0.0182,震荡排列,0.0
513550,2025-04-25,0.998,0.9838,0.9893,1.022717,0.0087,0.8794,0.0142,方向分化,0.0
513550,2025-04-24,0.9888,0.9775,0.99245,1.020617,-0.00365,-0.3678,0.0113,方向分化,0.0
513550,2025-04-23,0.9824,0.9717,0.9958,1.018967,-0.0134,-1.3457,0.0107,方向分化,0.0
513550,2025-04-22,0.9712,0.9614,0.99845,1.017033,-0.02725,-2.7292,0.0098,方向分化,0.0
513550,2025-04-21,0.9696,0.9544,1.0035,1.015367,-0.0339,-3.3782,0.0152,方向分化,0.0
513550,2025-04-18,0.9696,0.9505,1.009,1.013833,-0.0394,-3.9049,0.0191,方向分化,0.0
513550,2025-04-17,0.9662,0.9574,1.0158,1.0122,-0.0496,-4.8829,0.0088,方向分化,0.0
513550,2025-04-16,0.961,0.9661,1.0235,1.010517,-0.0625,-6.1065,-0.0051,强势空头排列,-1.32
513550,2025-04-15,0.9516,0.9769,1.0318,1.008817,-0.0802,-7.7728,-0.0253,强势空头排列,-1.32
513550,2025-04-14,0.9392,0.985,1.03825,1.00695,-0.09905,-9.5401,-0.0458,强势空头排列,-1.32
513550,2025-04-11,0.9314,0.9948,1.0443,1.0053,-0.1129,-10.8111,-0.0634,强势空头排列,-1.32
513550,2025-04-10,0.9486,1.0074,1.0501,1.003967,-0.1015,-9.6657,-0.0588,强势空头排列,-1.32
513550,2025-04-09,0.9712,1.0199,1.05615,1.0028,-0.08495,-8.0434,-0.0487,强势空头排列,-1.32
513550,2025-04-08,1.0022,1.0355,1.0644,1.00245,-0.0622,-5.8437,-0.0333,强势空头排列,-1.32
513550,2025-04-07,1.0308,1.0526,1.07305,1.002133,-0.04225,-3.9374,-0.0218,强势空头排列,-1.2
513550,2025-04-03,1.0582,1.0675,1.0816,1.00135,-0.0234,-2.1635,-0.0093,中等空头排列,-0.8
513550,2025-04-02,1.0662,1.0742,1.08515,0.999033,-0.01895,-1.7463,-0.008,中等空头排列,-0.8
513550,2025-04-01,1.0686,1.0809,1.0859,0.99645,-0.0173,-1.5931,-0.0123,温和空头排列,-0.4
513550,2025-03-31,1.0688,1.0867,1.0853,0.9937,-0.0165,-1.5203,-0.0179,震荡排列,0.0
513550,2025-03-28,1.0744,1.0915,1.08525,0.991167,-0.01085,-0.9998,-0.0171,方向分化,0.0
513550,2025-03-27,1.0768,1.0938,1.08395,0.9884,-0.00715,-0.6596,-0.017,方向分化,0.0
513550,2025-03-26,1.0822,1.0928,1.0843,0.985583,-0.0021,-0.1937,-0.0106,方向分化,0.0
513550,2025-03-25,1.0932,1.0924,1.0852,0.98265,0.008,0.7372,0.0008,震荡排列,0.0
513550,2025-03-24,1.1046,1.0933,1.08385,0.979717,0.02075,1.9145,0.0113,长期中等多头排列,0.96
513550,2025-03-21,1.1086,1.0935,1.0828,0.976533,0.0258,2.3827,0.0151,长期中等多头排列,0.96
513550,2025-03-20,1.1108,1.0957,1.08145,0.973367,0.02935,2.7139,0.0151,长期中等多头排列,0.96
513550,2025-03-19,1.1034,1.0961,1.07745,0.969733,0.02595,2.4085,0.0073,长期中等多头排列,0.96
513550,2025-03-18,1.0916,1.0909,1.0731,0.965717,0.0185,1.724,0.0007,震荡排列,0.0
513550,2025-03-17,1.082,1.0839,1.0687,0.961933,0.0133,1.2445,-0.0019,震荡排列,0.0
513550,2025-03-14,1.0784,1.079,1.0646,0.958767,0.0138,1.2963,-0.0006,震荡排列,0.0
513550,2025-03-13,1.0806,1.0741,1.0606,0.955533,0.02,1.8857,0.0065,长期中等多头排列,0.96
513550,2025-03-12,1.0888,1.0758,1.05725,0.952933,0.03155,2.9842,0.013,长期中等多头排列,0.96
513550,2025-03-11,1.0902,1.078,1.05305,0.949983,0.03715,3.5278,0.0122,长期强势多头排列,1.44
513550,2025-03-10,1.0858,1.0744,1.0472,0.946867,0.0386,3.686,0.0114,长期强势多头排列,1.44
513550,2025-03-07,1.0796,1.0721,1.04115,0.943383,0.03845,3.693,0.0075,长期强势多头排列,1.44
513550,2025-03-06,1.0676,1.0672,1.0333,0.9397,0.0343,3.3195,0.0004,震荡排列,0.0
513550,2025-03-05,1.0628,1.0588,1.0247,0.935933,0.0381,3.7182,0.004,长期强势多头排列,1.44
513550,2025-03-04,1.0658,1.0553,1.0175,0.932617,0.0483,4.7469,0.0105,长期强势多头排列,1.58
513550,2025-03-03,1.063,1.0535,1.0104,0.9295,0.0526,5.2059,0.0095,长期强势多头排列,1.58
513550,2025-02-28,1.0646,1.0502,1.0028,0.926383,0.0618,6.1627,0.0144,长期强势多头排列,1.58
513550,2025-02-27,1.0668,1.0471,0.9949,0.923517,0.0719,7.2269,0.0197,长期强势多头排列,1.58
513550,2025-02-26,1.0548,1.0387,0.9851,0.91975,0.0697,7.0754,0.0161,长期强势多头排列,1.58
513550,2025-02-25,1.0448,1.0281,0.9759,0.915933,0.0689,7.0601,0.0167,长期强势多头排列,1.58
513550,2025-02-24,1.044,1.02,0.9688,0.912917,0.0752,7.7622,0.024,长期强势多头排列,1.58
513550,2025-02-21,1.0358,1.0102,0.9598,0.909867,0.076,7.9183,0.0256,长期强势多头排列,1.58
513550,2025-02-20,1.0274,0.9994,0.95105,0.906967,0.07635,8.028,0.028,长期强势多头排列,1.58
513550,2025-02-19,1.0226,0.9906,0.94335,0.904517,0.07925,8.4009,0.032,长期强势多头排列,1.58
513550,2025-02-18,1.0114,0.9797,0.93495,0.901783,0.07645,8.1769,0.0317,长期强势多头排列,1.58
513550,2025-02-17,0.996,0.9673,0.92595,0.898983,0.07005,7.5652,0.0287,长期强势多头排列,1.58
513550,2025-02-14,0.9846,0.9554,0.918,0.896417,0.0666,7.2549,0.0292,长期强势多头排列,1.58
513550,2025-02-13,0.9714,0.9427,0.911,0.89415,0.0604,6.6301,0.0287,长期强势多头排列,1.58
513550,2025-02-12,0.9586,0.9315,0.90455,0.892133,0.05405,5.9753,0.0271,长期强势多头排列,1.58
513550,2025-02-11,0.948,0.9237,0.8992,0.890783,0.0488,5.427,0.0243,长期强势多头排列,1.58
513550,2025-02-10,0.9386,0.9176,0.89575,0.890083,0.04285,4.7837,0.021,长期强势多头排列,1.58
513550,2025-02-07,0.9262,0.9094,0.8922,0.889417,0.034,3.8108,0.0168,长期强势多头排列,1.44
513550,2025-02-06,0.914,0.9027,0.88915,0.888583,0.02485,2.7948,0.0113,中等多头排列,0.8
513550,2025-02-05,0.9044,0.8961,0.88725,0.88815,0.01715,1.9329,0.0083,中等多头排列,0.8
513550,2025-01-27,0.8994,0.8902,0.88595,0.887617,0.01345,1.5181,0.0092,温和多头排列,0.4
513550,2025-01-24,0.8966,0.8846,0.8854,0.8873,0.0112,1.265,0.012,震荡排列,0.0
513550,2025-01-23,0.8926,0.8806,0.88545,0.887033,0.00715,0.8075,0.012,方向分化,0.0
513550,2025-01-22,0.8914,0.8793,0.88635,0.887083,0.00505,0.5698,0.0121,方向分化,0.0
513550,2025-01-21,0.8878,0.8776,0.88735,0.887283,0.00045,0.0507,0.0102,方向分化,0.0
513550,2025-01-20,0.881,0.8747,0.88685,0.88715,-0.00585,-0.6596,0.0063,方向分化,0.0
513550,2025-01-17,0.8726,0.8739,0.8865,0.887083,-0.0139,-1.568,-0.0013,震荡排列,0.0
513550,2025-01-16,0.8686,0.875,0.887,0.88725,-0.0184,-2.0744,-0.0064,中等空头排列,-0.8
513550,2025-01-15,0.8672,0.8756,0.8876,0.887583,-0.0204,-2.2983,-0.0084,中等空头排列,-0.8
513550,2025-01-14,0.8674,0.8784,0.8884,0.887867,-0.021,-2.3638,-0.011,中等空头排列,-0.8
