代码,日期,MA5,MA10,MA20,MA60,SMA差值5-20,SMA差值5-20(%),SMA差值5-10,多空排列
159742,2025-06-27,0.7232,0.7163,0.7196,0.712133,0.0036,0.5003,0.0069,弱势多头
159742,2025-06-26,0.7172,0.7149,0.7194,0.712767,-0.0022,-0.3058,0.0023,弱势多头
159742,2025-06-25,0.7114,0.7154,0.7185,0.713683,-0.0071,-0.9882,-0.004,中期空头排列
159742,2025-06-24,0.7076,0.7167,0.7173,0.714367,-0.0097,-1.3523,-0.0091,中期空头排列
159742,2025-06-23,0.707,0.7174,0.7164,0.715083,-0.0094,-1.3121,-0.0104,弱势空头
159742,2025-06-20,0.7094,0.7203,0.71675,0.716433,-0.00735,-1.0255,-0.0109,弱势空头
159742,2025-06-19,0.7126,0.7228,0.7179,0.717933,-0.0053,-0.7383,-0.0102,弱势空头
159742,2025-06-18,0.7194,0.7255,0.7197,0.719883,-0.0003,-0.0417,-0.0061,弱势空头
159742,2025-06-17,0.7258,0.7255,0.72055,0.722,0.00525,0.7286,0.0003,中期多头排列
159742,2025-06-16,0.7278,0.7243,0.7207,0.724,0.0071,0.9852,0.0035,中期多头排列
159742,2025-06-13,0.7312,0.7229,0.72105,0.725633,0.01015,1.4077,0.0083,中期多头排列
159742,2025-06-12,0.733,0.7239,0.7219,,0.0111,1.5376,0.0091,中期多头排列
159742,2025-06-11,0.7316,0.7216,0.72235,,0.00925,1.2805,0.01,弱势多头
159742,2025-06-10,0.7252,0.7179,0.7214,,0.0038,0.5268,0.0073,弱势多头
159742,2025-06-09,0.7208,0.7154,0.7215,,-0.0007,-0.097,0.0054,弱势多头
159742,2025-06-06,0.7146,0.7132,0.72035,,-0.00575,-0.7982,0.0014,弱势多头
159742,2025-06-05,0.7148,0.713,0.72045,,-0.00565,-0.7842,0.0018,弱势多头
159742,2025-06-04,0.7116,0.7139,0.72055,,-0.00895,-1.2421,-0.0023,中期空头排列
159742,2025-06-03,0.7106,0.7156,0.7213,,-0.0107,-1.4834,-0.005,中期空头排列
159742,2025-05-30,0.71,0.7171,0.72115,,-0.01115,-1.5461,-0.0071,中期空头排列
159742,2025-05-29,0.7118,0.7192,0.7208,,-0.009,-1.2486,-0.0074,中期空头排列
159742,2025-05-28,0.7112,0.7199,0.7197,,-0.0085,-1.181,-0.0087,弱势空头
159742,2025-05-27,0.7162,0.7231,0.7194,,-0.0032,-0.4448,-0.0069,弱势空头
159742,2025-05-26,0.7206,0.7249,0.71865,,0.00195,0.2713,-0.0043,弱势空头
159742,2025-05-23,0.7242,0.7276,0.7187,,0.0055,0.7653,-0.0034,弱势空头
159742,2025-05-22,0.7266,0.7275,0.7172,,0.0094,1.3107,-0.0009,弱势空头
159742,2025-05-21,0.7286,0.7279,0.71545,,0.01315,1.838,0.0007,中期多头排列
159742,2025-05-20,0.73,0.7272,0.71275,,0.01725,2.4202,0.0028,中期多头排列
159742,2025-05-19,0.7292,0.727,0.7103,,0.0189,2.6608,0.0022,中期多头排列
159742,2025-05-16,0.731,0.7252,0.7079,,0.0231,3.2632,0.0058,中期多头排列
159742,2025-05-15,0.7284,0.7224,0.70635,,0.02205,3.1217,0.006,中期多头排列
159742,2025-05-14,0.7272,0.7195,0.7048,,0.0224,3.1782,0.0077,中期多头排列
159742,2025-05-13,0.7244,0.7157,0.70235,,0.02205,3.1395,0.0087,中期多头排列
159742,2025-05-12,0.7248,0.7124,0.69995,,0.02485,3.5503,0.0124,中期多头排列
159742,2025-05-09,0.7194,0.7098,0.6958,,0.0236,3.3918,0.0096,中期多头排列
159742,2025-05-08,0.7164,0.7069,0.6918,,0.0246,3.5559,0.0095,中期多头排列
159742,2025-05-07,0.7118,0.703,0.6889,,0.0229,3.3241,0.0088,中期多头排列
