代码,日期,MA5,MA10,MA20,MA60,SMA差值5-20,SMA差值5-20(%),SMA差值5-10,多空排列
512900,2025-06-27,1.1086,1.0873,1.07295,1.047283,0.03565,3.3226,0.0213,强势多头排列
512900,2025-06-26,1.0934,1.0813,1.06855,1.0468,0.02485,2.3256,0.0121,强势多头排列
512900,2025-06-25,1.0784,1.0762,1.06345,1.046283,0.01495,1.4058,0.0022,强势多头排列
512900,2025-06-24,1.063,1.0692,1.0576,1.0454,0.0054,0.5106,-0.0062,弱势空头
512900,2025-06-23,1.0624,1.0663,1.0548,1.045533,0.0076,0.7205,-0.0039,弱势空头
512900,2025-06-20,1.066,1.0675,1.0534,1.046167,0.0126,1.1961,-0.0015,弱势空头
512900,2025-06-19,1.0692,1.0682,1.05325,1.047033,0.01595,1.5144,0.001,强势多头排列
512900,2025-06-18,1.074,1.0693,1.05335,1.04815,0.02065,1.9604,0.0047,强势多头排列
512900,2025-06-17,1.0754,1.0676,1.05265,1.049117,0.02275,2.1612,0.0078,强势多头排列
512900,2025-06-16,1.0702,1.0632,1.0512,1.049867,0.019,1.8075,0.007,强势多头排列
512900,2025-06-13,1.069,1.0586,1.05005,1.050667,0.01895,1.8047,0.0104,中期多头排列
512900,2025-06-12,1.0672,1.0558,1.0502,,0.017,1.6187,0.0114,中期多头排列
512900,2025-06-11,1.0646,1.0507,1.0508,,0.0138,1.3133,0.0139,弱势多头
512900,2025-06-10,1.0598,1.046,1.04945,,0.01035,0.9862,0.0138,弱势多头
512900,2025-06-09,1.0562,1.0433,1.0495,,0.0067,0.6384,0.0129,弱势多头
512900,2025-06-06,1.0482,1.0393,1.04755,,0.00065,0.062,0.0089,弱势多头
512900,2025-06-05,1.0444,1.0383,1.04705,,-0.00265,-0.2531,0.0061,弱势多头
512900,2025-06-04,1.0368,1.0374,1.04605,,-0.00925,-0.8843,-0.0006,中期空头排列
512900,2025-06-03,1.0322,1.0377,1.0452,,-0.013,-1.2438,-0.0055,中期空头排列
512900,2025-05-30,1.0304,1.0392,1.04435,,-0.01395,-1.3358,-0.0088,中期空头排列
512900,2025-05-29,1.0304,1.0415,1.04365,,-0.01325,-1.2696,-0.0111,中期空头排列
512900,2025-05-28,1.0322,1.0446,1.04295,,-0.01075,-1.0307,-0.0124,弱势空头
512900,2025-05-27,1.038,1.0509,1.04315,,-0.00515,-0.4937,-0.0129,弱势空头
512900,2025-05-26,1.0432,1.0529,1.0426,,0.0006,0.0575,-0.0097,弱势空头
512900,2025-05-23,1.048,1.0557,1.04235,,0.00565,0.542,-0.0077,弱势空头
512900,2025-05-22,1.0526,1.0558,1.04195,,0.01065,1.0221,-0.0032,弱势空头
512900,2025-05-21,1.057,1.0558,1.04095,,0.01605,1.5419,0.0012,中期多头排列
512900,2025-05-20,1.0638,1.0547,1.0393,,0.0245,2.3574,0.0091,中期多头排列
512900,2025-05-19,1.0626,1.0527,1.03715,,0.02545,2.4538,0.0099,中期多头排列
512900,2025-05-16,1.0634,1.0495,1.0351,,0.0283,2.734,0.0139,中期多头排列
512900,2025-05-15,1.059,1.0458,1.0331,,0.0259,2.507,0.0132,中期多头排列
512900,2025-05-14,1.0546,1.0413,1.0307,,0.0239,2.3188,0.0133,中期多头排列
512900,2025-05-13,1.0456,1.0354,1.02725,,0.01835,1.7863,0.0102,中期多头排列
512900,2025-05-12,1.0428,1.0323,1.0255,,0.0173,1.687,0.0105,中期多头排列
512900,2025-05-09,1.0356,1.029,1.02265,,0.01295,1.2663,0.0066,中期多头排列
512900,2025-05-08,1.0326,1.0281,1.02005,,0.01255,1.2303,0.0045,中期多头排列
512900,2025-05-07,1.028,1.0261,1.0162,,0.0118,1.1612,0.0019,中期多头排列
512900,2025-05-06,1.0252,1.0239,1.01785,,0.00735,0.7221,0.0013,中期多头排列
512900,2025-04-30,1.0218,1.0216,1.0199,,0.0019,0.1863,0.0002,中期多头排列
512900,2025-04-29,1.0224,1.0207,1.02245,,-5e-05,-0.0049,0.0017,弱势多头
512900,2025-04-28,1.0236,1.0204,1.02525,,-0.00165,-0.1609,0.0032,弱势多头
512900,2025-04-25,1.0242,1.0201,1.0289,,-0.0047,-0.4568,0.0041,弱势多头
512900,2025-04-24,1.0226,1.0191,1.03225,,-0.00965,-0.9349,0.0035,弱势多头
512900,2025-04-23,1.0214,1.0187,1.036,,-0.0146,-1.4093,0.0027,弱势多头
512900,2025-04-22,1.019,1.0163,1.03945,,-0.02045,-1.9674,0.0027,弱势多头
512900,2025-04-21,1.0172,1.012,1.04315,,-0.02595,-2.4877,0.0052,弱势多头
512900,2025-04-18,1.016,1.0063,1.0469,,-0.0309,-2.9516,0.0097,弱势多头
512900,2025-04-17,1.0156,1.0118,1.0518,,-0.0362,-3.4417,0.0038,弱势多头
512900,2025-04-16,1.016,1.0182,1.05755,,-0.04155,-3.9289,-0.0022,中期空头排列
512900,2025-04-15,1.0136,1.0242,1.0633,,-0.0497,-4.6741,-0.0106,中期空头排列
512900,2025-04-14,1.0068,1.0301,1.06885,,-0.06205,-5.8053,-0.0233,中期空头排列
512900,2025-04-11,0.9966,1.0377,,,,,-0.0411,
512900,2025-04-10,1.008,1.0454,,,,,-0.0374,
512900,2025-04-09,1.0204,1.0533,,,,,-0.0329,
512900,2025-04-08,1.0348,1.0626,,,,,-0.0278,
512900,2025-04-07,1.0534,1.0743,,,,,-0.0209,
512900,2025-04-03,1.0788,1.0875,,,,,-0.0087,
512900,2025-04-02,1.0828,1.0918,,,,,-0.009,
512900,2025-04-01,1.0862,1.0969,,,,,-0.0107,
512900,2025-03-31,1.0904,1.1024,,,,,-0.012,
512900,2025-03-28,1.0952,1.1076,,,,,-0.0124,
512900,2025-03-27,1.0962,,,,,,,
512900,2025-03-26,1.1008,,,,,,,
512900,2025-03-25,1.1076,,,,,,,
512900,2025-03-24,1.1144,,,,,,,
512900,2025-03-21,1.12,,,,,,,
512900,2025-03-20,,,,,,,,
512900,2025-03-19,,,,,,,,
512900,2025-03-18,,,,,,,,
512900,2025-03-17,,,,,,,,
