代码,日期,MA5,MA10,MA20,MA60,SMA差值5-20,SMA差值5-20(%),SMA差值5-10
512800,2025-06-27,1.7332,1.7066,1.6752,1.594183,0.058,3.4623,0.0266
512800,2025-06-26,1.7306,1.7003,1.66975,1.59095,0.06085,3.6443,0.0303
512800,2025-06-25,1.7144,1.6904,1.6619,1.586967,0.0525,3.159,0.024
512800,2025-06-24,1.7022,1.6817,1.65505,1.583183,0.04715,2.8489,0.0205
512800,2025-06-23,1.6902,1.6742,1.64865,1.580083,0.04155,2.5202,0.016
512800,2025-06-20,1.68,1.6664,1.6431,1.576933,0.0369,2.2458,0.0136
512800,2025-06-19,1.67,1.6602,1.6394,1.5739,0.0306,1.8665,0.0098
512800,2025-06-18,1.6664,1.6554,1.63595,1.5715,0.03045,1.8613,0.011
512800,2025-06-17,1.6612,1.6516,1.63185,1.569233,0.02935,1.7986,0.0096
512800,2025-06-16,1.6582,1.6493,1.62835,1.566867,0.02985,1.8331,0.0089
512800,2025-06-13,1.6528,1.6438,1.6249,1.564483,0.0279,1.717,0.009
512800,2025-06-12,1.6504,1.6392,1.62315,1.56235,0.02725,1.6788,0.0112
512800,2025-06-11,1.6444,1.6334,1.62095,1.559667,0.02345,1.4467,0.011
512800,2025-06-10,1.642,1.6284,1.61835,1.557,0.02365,1.4614,0.0136
512800,2025-06-09,1.6404,1.6231,1.6149,1.55445,0.0255,1.579,0.0173
512800,2025-06-06,1.6348,1.6198,1.6116,1.5519,0.0232,1.4396,0.015
512800,2025-06-05,1.628,1.6186,1.6076,1.549633,0.0204,1.269,0.0094
512800,2025-06-04,1.6224,1.6165,1.60305,1.54745,0.01935,1.2071,0.0059
512800,2025-06-03,1.6148,1.6121,1.59675,1.545183,0.01805,1.1304,0.0027
512800,2025-05-30,1.6058,1.6074,1.5906,1.54255,0.0152,0.9556,-0.0016
512800,2025-05-29,1.6048,1.606,1.58755,1.5404,0.01725,1.0866,-0.0012
512800,2025-05-28,1.6092,1.6071,1.58525,1.538483,0.02395,1.5108,0.0021
512800,2025-05-27,1.6106,1.6085,1.58225,1.536683,0.02835,1.7918,0.0021
512800,2025-05-26,1.6094,1.6083,1.5794,1.534533,0.03,1.8995,0.0011
512800,2025-05-23,1.609,1.6067,1.57615,1.5324,0.03285,2.0842,0.0023
512800,2025-05-22,1.6072,1.6034,1.5727,1.53025,0.0345,2.1937,0.0038
512800,2025-05-21,1.605,1.5966,1.5678,1.52805,0.0372,2.3728,0.0084
512800,2025-05-20,1.6064,1.5896,1.5646,1.526433,0.0418,2.6716,0.0168
512800,2025-05-19,1.6072,1.5814,1.5612,1.524983,0.046,2.9465,0.0258
512800,2025-05-16,1.6044,1.5738,1.558,1.52375,0.0464,2.9782,0.0306
512800,2025-05-15,1.5996,1.5691,1.55385,1.522167,0.04575,2.9443,0.0305
512800,2025-05-14,1.5882,1.5634,1.5479,1.5204,0.0403,2.6035,0.0248
512800,2025-05-13,1.5728,1.556,1.54135,1.51845,0.03145,2.0404,0.0168
512800,2025-05-12,1.5556,1.5505,1.5353,1.5167,0.0203,1.3222,0.0051
512800,2025-05-09,1.5432,1.5456,1.5298,1.515167,0.0134,0.8759,-0.0024
512800,2025-05-08,1.5386,1.542,1.5252,1.5135,0.0134,0.8786,-0.0034
512800,2025-05-07,1.5386,1.539,1.52155,1.512117,0.01705,1.1206,-0.0004
512800,2025-05-06,1.5392,1.5396,1.5211,1.511083,0.0181,1.1899,-0.0004
512800,2025-04-30,1.5454,1.541,1.52155,1.510433,0.02385,1.5675,0.0044
512800,2025-04-29,1.548,1.5422,1.5213,1.51015,0.0267,1.7551,0.0058
512800,2025-04-28,1.5454,1.5386,1.5198,1.508967,0.0256,1.6844,0.0068
512800,2025-04-25,1.5394,1.5324,1.51785,1.50765,0.02155,1.4198,0.007
512800,2025-04-24,1.54,1.5267,1.51675,1.50595,0.02325,1.5329,0.0133
512800,2025-04-23,1.5366,1.5201,1.5151,1.504633,0.0215,1.419,0.0165
512800,2025-04-22,1.5364,1.514,1.51545,1.5036,0.02095,1.3824,0.0224
512800,2025-04-21,1.5318,1.5084,1.515,1.502533,0.0168,1.1089,0.0234
512800,2025-04-18,1.5254,1.5041,1.5145,1.501817,0.0109,0.7197,0.0213
512800,2025-04-17,1.5134,1.5026,1.51395,1.500533,-0.00055,-0.0363,0.0108
512800,2025-04-16,1.5036,1.5021,1.51465,1.4993,-0.01105,-0.7295,0.0015
512800,2025-04-15,1.4916,1.5004,1.51425,1.4977,-0.02265,-1.4958,-0.0088
512800,2025-04-14,1.485,1.501,1.5147,1.496667,-0.0297,-1.9608,-0.016
512800,2025-04-11,1.4828,1.5033,1.516,1.49615,-0.0332,-2.19,-0.0205
512800,2025-04-10,1.4918,1.5068,1.5167,1.495933,-0.0249,-1.6417,-0.015
512800,2025-04-09,1.5006,1.5101,1.51735,1.4956,-0.01675,-1.1039,-0.0095
512800,2025-04-08,1.5092,1.5169,1.51865,1.495317,-0.00945,-0.6223,-0.0077
512800,2025-04-07,1.517,1.5216,1.5189,1.4946,-0.0019,-0.1251,-0.0046
512800,2025-04-03,1.5238,1.5249,1.51975,1.494033,0.00405,0.2665,-0.0011
512800,2025-04-02,1.5218,1.5253,1.5182,1.493233,0.0036,0.2371,-0.0035
512800,2025-04-01,1.5196,1.5272,1.51725,1.4928,0.00235,0.1549,-0.0076
512800,2025-03-31,1.5246,1.5281,1.51575,1.492267,0.00885,0.5839,-0.0035
512800,2025-03-28,1.5262,1.5284,1.51385,1.49165,0.01235,0.8158,-0.0022
512800,2025-03-27,1.526,1.5287,1.51235,1.491133,0.01365,0.9026,-0.0027
512800,2025-03-26,1.5288,1.5266,1.51105,1.490267,0.01775,1.1747,0.0022
512800,2025-03-25,1.5348,1.5246,1.5091,1.4892,0.0257,1.703,0.0102
512800,2025-03-24,1.5316,1.5204,1.5056,1.487333,0.026,1.7269,0.0112
512800,2025-03-21,1.5306,1.5162,1.50305,1.48565,0.02755,1.8329,0.0144
512800,2025-03-20,1.5314,1.5146,1.50185,1.48445,0.02955,1.9676,0.0168
512800,2025-03-19,1.5244,1.5111,1.50075,1.482633,0.02365,1.5759,0.0133
512800,2025-03-18,1.5144,1.5073,1.4991,1.480667,0.0153,1.0206,0.0071
512800,2025-03-17,1.5092,1.5034,1.499,1.478867,0.0102,0.6805,0.0058
512800,2025-03-14,1.5018,1.4993,1.49795,1.477533,0.00385,0.257,0.0025
512800,2025-03-13,1.4978,1.496,1.4973,1.475983,0.0005,0.0334,0.0018
512800,2025-03-12,1.4978,1.4955,1.4973,1.475,0.0005,0.0334,0.0023
512800,2025-03-11,1.5002,1.4936,1.49745,1.473867,0.00275,0.1836,0.0066
512800,2025-03-10,1.4976,1.4908,1.49705,1.472617,0.00055,0.0367,0.0068
512800,2025-03-07,1.4968,1.4899,1.4964,1.47125,0.0004,0.0267,0.0069
512800,2025-03-06,1.4942,1.4891,1.49505,1.469683,-0.00085,-0.0569,0.0051
512800,2025-03-05,1.4932,1.4904,1.49395,1.468133,-0.00075,-0.0502,0.0028
512800,2025-03-04,1.487,1.4909,1.4925,1.4661,-0.0055,-0.3685,-0.0039
512800,2025-03-03,1.484,1.4946,1.4934,1.464583,-0.0094,-0.6294,-0.0106
512800,2025-02-28,1.483,1.4966,1.49325,1.463017,-0.01025,-0.6864,-0.0136
512800,2025-02-27,1.484,1.4986,1.49275,1.461417,-0.00875,-0.5862,-0.0146
512800,2025-02-26,1.4876,1.4991,1.49005,1.459467,-0.00245,-0.1644,-0.0115
512800,2025-02-25,1.4948,1.5013,1.4897,1.457633,0.0051,0.3424,-0.0065
512800,2025-02-24,1.5052,1.5033,1.48975,1.455883,0.01545,1.0371,0.0019
512800,2025-02-21,1.5102,1.5029,1.48955,1.454467,0.02065,1.3863,0.0073
512800,2025-02-20,1.5132,1.501,1.4891,1.452883,0.0241,1.6184,0.0122
512800,2025-02-19,1.5106,1.4975,1.4869,1.45105,0.0237,1.5939,0.0131
512800,2025-02-18,1.5078,1.4941,1.48415,1.449317,0.02365,1.5935,0.0137
512800,2025-02-17,1.5014,1.4922,1.47985,1.447017,0.02155,1.4562,0.0092
