代码,日期,MA5,MA10,MA20,MA60,SMA差值5-20,SMA差值5-20(%),SMA差值5-10,多空排列,排列评分
159834,2025-06-27,7.7084,7.7608,7.77,7.704967,-0.0616,-0.7928,-0.0524,震荡排列,0.0
159834,2025-06-26,7.7318,7.7881,7.76855,7.6981,-0.03675,-0.4731,-0.0563,方向分化,0.0
159834,2025-06-25,7.7438,7.7975,7.7668,7.68765,-0.023,-0.2961,-0.0537,方向分化,0.0
159834,2025-06-24,7.7666,7.8011,7.76535,7.677283,0.00125,0.0161,-0.0345,方向分化,0.0
159834,2025-06-23,7.7912,7.8045,7.76795,7.6667,0.02325,0.2993,-0.0133,震荡排列,0.0
159834,2025-06-20,7.8132,7.7979,7.76735,7.654883,0.04585,0.5903,0.0153,震荡排列,0.0
159834,2025-06-19,7.8444,7.8023,7.76815,7.643383,0.07625,0.9816,0.0421,长期温和多头排列,0.48
159834,2025-06-18,7.8512,7.8043,7.7671,7.63205,0.0841,1.0828,0.0469,长期温和多头排列,0.48
159834,2025-06-17,7.8356,7.8014,7.7516,7.619717,0.084,1.0836,0.0342,长期温和多头排列,0.48
159834,2025-06-16,7.8178,7.7997,7.73735,7.60635,0.08045,1.0398,0.0181,方向分化,0.0
159834,2025-06-13,7.7826,7.7792,7.7173,7.5909,0.0653,0.8462,0.0034,震荡排列,0.0
159834,2025-06-12,7.7602,7.749,7.69055,7.575067,0.06965,0.9057,0.0112,震荡排列,0.0
159834,2025-06-11,7.7574,7.7361,7.67905,7.5591,0.07835,1.0203,0.0213,长期温和多头排列,0.48
159834,2025-06-10,7.7672,7.7296,7.674,7.543483,0.0932,1.2145,0.0376,长期温和多头排列,0.48
159834,2025-06-09,7.7816,7.7314,7.67225,7.527833,0.10935,1.4253,0.0502,长期温和多头排列,0.48
159834,2025-06-06,7.7758,7.7368,7.6795,7.513067,0.0963,1.254,0.039,长期温和多头排列,0.48
159834,2025-06-05,7.7378,7.734,7.6833,7.4965,0.0545,0.7093,0.0038,震荡排列,0.0
159834,2025-06-04,7.7148,7.7299,7.6931,7.480117,0.0217,0.2821,-0.0151,震荡排列,0.0
159834,2025-06-03,7.692,7.7018,7.7002,7.46405,-0.0082,-0.1065,-0.0098,震荡排列,0.0
159834,2025-05-30,7.6812,7.675,7.6998,7.447083,-0.0186,-0.2416,0.0062,震荡排列,0.0
159834,2025-05-29,7.6978,7.6554,7.70745,7.431317,-0.00965,-0.1252,0.0424,方向分化,0.0
159834,2025-05-28,7.7302,7.6321,7.71665,7.416617,0.01355,0.1756,0.0981,方向分化,0.0
159834,2025-05-27,7.745,7.622,7.7254,7.4015,0.0196,0.2537,0.123,方向分化,0.0
159834,2025-05-26,7.7116,7.6184,7.73675,7.386883,-0.02515,-0.3251,0.0932,方向分化,0.0
