代码,日期,WMA3,WMA5,WMA10,WMA20,WMA差值5-20,WMA差值5-20(%),WMA差值3-5
159217,20250627,1.231167,1.238933,1.232273,1.236952,0.001981,0.1602,-0.007766
159217,20250626,1.25,1.245933,1.236618,1.23699,0.008943,0.723,0.004067
159217,20250625,1.261167,1.2446,1.239891,1.234695,0.009905,0.8022,0.016567
159217,20250624,1.240667,1.228067,1.236382,1.227943,0.000124,0.0101,0.0126
159217,20250623,1.2125,1.211733,1.234618,1.220986,-0.009253,-0.7578,0.000767
159217,20250620,1.196,1.2074,1.237455,1.215686,-0.008286,-0.6816,-0.0114
159217,20250619,1.206167,1.225,1.248018,1.213924,0.011076,0.9124,-0.018833
159217,20250618,1.234,1.253333,1.258436,1.211876,0.041457,3.4209,-0.019333
159217,20250617,1.2545,1.271333,1.260655,1.205252,0.066081,5.4828,-0.016833
159217,20250616,1.298167,1.2952,1.262673,1.198324,0.096876,8.0843,0.002967
159217,20250613,1.305833,1.293267,1.249545,1.183681,0.109586,9.2581,0.012566
159217,20250612,1.3005,1.278067,1.230255,1.166014,0.112053,9.6099,0.022433
159217,20250611,1.2605,1.239267,1.199855,1.143376,0.095891,8.3867,0.021233
159217,20250610,1.238833,1.216067,1.178127,1.125667,0.0904,8.0308,0.022766
159217,20250609,1.197667,1.1836,1.152236,1.106424,0.077176,6.9753,0.014067
159217,20250606,1.165667,1.1564,1.130436,1.089776,0.066624,6.1135,0.009267
159217,20250605,1.151667,1.1422,1.115873,1.077143,0.065057,6.0398,0.009467
159217,20250604,1.144333,1.130867,1.104545,1.066195,0.064672,6.0657,0.013466
159217,20250603,1.119833,1.108067,1.088127,1.053043,0.055024,5.2252,0.011766
159217,20250530,1.1035,1.091933,1.0762,1.043014,0.048919,4.6902,0.011567
159217,20250529,1.088833,1.077867,1.064873,1.034067,0.0438,4.2357,0.010966
159217,20250528,1.0625,1.060333,1.051073,1.024762,0.035571,3.4711,0.002167
159217,20250527,1.060167,1.059133,1.044309,1.01991,0.039223,3.8457,0.001034
159217,20250526,1.049,1.0524,1.033509,1.013848,0.038552,3.8025,-0.0034
159217,20250523,1.060833,1.0548,1.027564,1.011152,0.043648,4.3167,0.006033
159217,20250522,1.057333,1.043667,1.0158,1.005771,0.037896,3.7679,0.013666
159217,20250521,1.0485,1.0296,1.004309,1.000776,0.028824,2.8802,0.0189
159217,20250520,1.018833,1.004333,0.988745,0.993814,0.010519,1.0584,0.0145
159217,20250519,0.986667,0.9808,0.976764,0.988414,-0.007614,-0.7703,0.005867
159217,20250516,0.975833,0.970933,0.974582,0.98759,-0.016657,-1.6866,0.0049
159217,20250515,0.966167,0.964933,0.974836,0.987638,-0.022705,-2.2989,0.001234
159217,20250514,0.963167,0.966533,0.979655,0.989638,-0.023105,-2.3347,-0.003366
159217,20250513,0.9615,0.9674,0.9848,0.990981,-0.023581,-2.3796,-0.0059
159217,20250512,0.966667,0.975,0.992818,0.992762,-0.017762,-1.7891,-0.008333
159217,20250509,0.986833,0.993533,1.005382,0.995724,-0.002191,-0.22,-0.0067
159217,20250508,0.988,0.9978,1.009327,0.993433,0.004367,0.4396,-0.0098
159217,20250507,1.003667,1.0092,1.015382,0.992219,0.016981,1.7114,-0.005533
159217,20250506,1.022667,1.022533,1.019636,0.990738,0.031795,3.2092,0.000134
159217,20250430,1.021,1.024,1.015182,,,,-0.003
159217,20250429,1.021167,1.0252,1.008945,,,,-0.004033
159217,20250428,1.027333,1.026733,1.002691,,,,0.0006
159217,20250425,1.0365,1.0252,0.996236,,,,0.0113
159217,20250424,1.028167,1.009467,0.983855,,,,0.0187
159217,20250423,1.004667,0.986,0.968455,,,,0.018667
159217,20250422,0.973667,0.9616,0.952655,,,,0.012067
159217,20250421,0.944833,0.9438,0.938873,,,,0.001033
159217,20250418,0.934833,0.942,0.932545,,,,-0.007167
159217,20250417,0.940333,0.946667,0.931545,,,,-0.006334
159217,20250416,0.953167,0.949,,,,,0.004167
159217,20250415,0.964333,0.945133,,,,,0.0192
159217,20250414,0.947167,0.922733,,,,,0.024434
159217,20250411,0.906167,0.894667,,,,,0.0115
159217,20250410,0.873,0.887333,,,,,-0.014333
159217,20250409,0.864,,,,,,
159217,20250408,0.904667,,,,,,
159217,20250407,,,,,,,
159217,20250403,,,,,,,
