代码,日期,WMA3,WMA5,WMA10,WMA20,WMA差值5-20,WMA差值5-20(%),WMA差值3-5,多空排列,排列评分
588750,20250627,1.017667,1.0146,1.003709,0.998271,0.016329,1.6357,0.003067,中等多头排列,0.41
588750,20250626,1.0175,1.010267,0.999455,0.996419,0.013848,1.3898,0.007233,温和多头排列,0.42
588750,20250625,1.013167,1.0044,0.994818,0.994495,0.009905,0.996,0.008767,微弱多头排列,0.3
588750,20250624,0.9945,0.991267,0.987182,0.991124,0.000143,0.0144,0.003233,震荡排列,0.0
588750,20250623,0.985,0.984133,0.983709,0.989981,-0.005848,-0.5907,0.000867,震荡排列,0.0
588750,20250620,0.9835,0.982333,0.983909,0.990457,-0.008124,-0.8202,0.001167,微弱空头排列,-0.3
588750,20250619,0.983833,0.982733,0.985873,0.991614,-0.008881,-0.8956,0.0011,温和空头排列,-0.27
588750,20250618,0.980333,0.980933,0.987382,0.992286,-0.011353,-1.1441,-0.0006,温和空头排列,-0.34
588750,20250617,0.978333,0.980733,0.989691,0.993381,-0.012648,-1.2732,-0.0024,温和空头排列,-0.38
588750,20250616,0.983,0.985133,0.994218,0.9956,-0.010467,-1.0513,-0.002133,微弱空头排列,-0.3
588750,20250613,0.9855,0.989333,0.997327,0.997167,-0.007834,-0.7856,-0.003833,震荡排列,0.0
588750,20250612,0.9885,0.995133,1.000327,0.998681,-0.003548,-0.3553,-0.006633,震荡排列,0.0
588750,20250611,0.997333,1.003467,1.003255,1.000414,0.003053,0.3052,-0.006134,微弱多头排列,0.3
588750,20250610,1.005833,1.009133,1.004382,1.001433,0.0077,0.7689,-0.0033,微弱多头排列,0.3
588750,20250609,1.019167,1.015,1.005491,1.002619,0.012381,1.2349,0.004167,微弱多头排列,0.3
588750,20250606,1.016,1.009867,1.001291,1.001352,0.008515,0.8504,0.006133,震荡排列,0.0
588750,20250605,1.009667,1.003733,0.997018,1.000333,0.0034,0.3399,0.005934,震荡排列,0.0
588750,20250604,0.995,0.993467,0.991709,0.999105,-0.005638,-0.5643,0.001533,震荡排列,0.0
588750,20250603,0.992333,0.990267,0.991036,1.000457,-0.01019,-1.0185,0.002066,微弱空头排列,-0.3
588750,20250530,0.988,0.987467,0.990982,1.002248,-0.014781,-1.4748,0.000533,温和空头排列,-0.44
588750,20250529,0.989667,0.988867,0.993491,1.005433,-0.016566,-1.6476,0.0008,中等空头排列,-0.41
588750,20250528,0.983333,0.986,0.993727,1.007457,-0.021457,-2.1298,-0.002667,中等空头排列,-0.54
588750,20250527,0.987167,0.9908,0.998145,1.011405,-0.020605,-2.0373,-0.003633,中等空头排列,-0.51
588750,20250526,0.992333,0.9962,1.002545,1.0152,-0.019,-1.8716,-0.003867,中等空头排列,-0.47
588750,20250523,0.995667,1.000133,1.006145,1.018481,-0.018348,-1.8015,-0.004466,中等空头排列,-0.45
588750,20250522,1.005833,1.006933,1.011327,1.0225,-0.015567,-1.5224,-0.0011,温和空头排列,-0.46
588750,20250521,1.0085,1.008667,1.014255,1.025114,-0.016447,-1.6044,-0.000167,中等空头排列,-0.4
588750,20250520,1.010667,1.011733,1.017964,1.02779,-0.016057,-1.5623,-0.001066,温和空头排列,-0.47
588750,20250519,1.008833,1.0128,1.021073,1.029867,-0.017067,-1.6572,-0.003967,中等空头排列,-0.42
588750,20250516,1.011833,1.016067,1.025418,1.032362,-0.016295,-1.5784,-0.004234,温和空头排列,-0.48
588750,20250515,1.020333,1.022267,1.031255,1.035462,-0.013195,-1.2743,-0.001934,温和空头排列,-0.38
588750,20250514,1.027333,1.028267,1.036018,1.037962,-0.009695,-0.934,-0.000934,微弱空头排列,-0.3
588750,20250513,1.024833,1.030467,1.037582,1.038981,-0.008514,-0.8195,-0.005634,微弱空头排列,-0.3
588750,20250512,1.030333,1.037467,1.040582,1.040524,-0.003057,-0.2938,-0.007134,震荡排列,0.0
588750,20250509,1.038333,1.044133,1.042964,1.041367,0.002766,0.2656,-0.0058,微弱多头排列,0.3
588750,20250508,1.054333,1.053,1.0464,1.042143,0.010857,1.0418,0.001333,温和多头排列,0.31
588750,20250507,1.057,1.052133,1.045091,1.039881,0.012252,1.1782,0.004867,温和多头排列,0.35
