代码,日期,WMA3,WMA5,WMA10,WMA20,WMA差值5-20,WMA差值5-20(%),WMA差值3-5
159562,20250627,1.5995,1.593733,1.594273,1.599248,-0.005515,-0.3448,0.005767
159562,20250626,1.589333,1.586733,1.594873,1.597729,-0.010996,-0.6882,0.0026
159562,20250625,1.580167,1.580867,1.596873,1.596381,-0.015514,-0.9718,-0.0007
159562,20250624,1.578833,1.584133,1.602164,1.596524,-0.012391,-0.7761,-0.0053
159562,20250623,1.585833,1.594533,1.609309,1.597595,-0.003062,-0.1917,-0.0087
159562,20250620,1.589667,1.601933,1.612545,1.596714,0.005219,0.3269,-0.012266
159562,20250619,1.6105,1.621133,1.618782,1.597229,0.023904,1.4966,-0.010633
159562,20250618,1.631,1.637,1.621345,1.595957,0.041043,2.5717,-0.006
159562,20250617,1.640167,1.637467,1.616364,1.590476,0.046991,2.9545,0.0027
159562,20250616,1.649,1.634267,1.610309,1.584224,0.050043,3.1588,0.014733
159562,20250613,1.642167,1.622067,1.599945,1.575986,0.046081,2.9239,0.0201
159562,20250612,1.6035,1.5934,1.581364,1.563771,0.029629,1.8947,0.0101
159562,20250611,1.577167,1.575267,1.569309,1.555124,0.020143,1.2953,0.0019
159562,20250610,1.572333,1.571867,1.564382,1.550186,0.021681,1.3986,0.000466
159562,20250609,1.569667,1.5712,1.560964,1.54561,0.02559,1.6557,-0.001533
159562,20250606,1.574,1.5704,1.558909,1.541438,0.028962,1.8789,0.0036
159562,20250605,1.569667,1.5616,1.553727,1.535562,0.026038,1.6957,0.008067
159562,20250604,1.569333,1.557867,1.552127,1.531438,0.026429,1.7258,0.011466
159562,20250603,1.548,1.542867,1.544364,1.524738,0.018129,1.189,0.005133
159562,20250530,1.528,1.532333,1.537273,1.5189,0.013433,0.8844,-0.004333
159562,20250529,1.532833,1.5396,1.537455,1.517267,0.022333,1.4719,-0.006767
159562,20250528,1.540833,1.546067,1.535218,1.514867,0.0312,2.0596,-0.005234
159562,20250527,1.55,1.551933,1.5308,1.511686,0.040247,2.6624,-0.001933
159562,20250526,1.561833,1.5548,1.5256,1.508448,0.046352,3.0728,0.007033
159562,20250523,1.556,1.540333,1.512818,1.50191,0.038423,2.5583,0.015667
159562,20250522,1.5405,1.5214,1.499855,1.496229,0.025171,1.6823,0.0191
159562,20250521,1.518,1.500733,1.488418,1.492324,0.008409,0.5635,0.017267
159562,20250520,1.4755,1.471667,1.474818,1.487338,-0.015671,-1.0536,0.003833
159562,20250519,1.464333,1.4664,1.475,1.489467,-0.023067,-1.5487,-0.002067
159562,20250516,1.463667,1.467333,1.478527,1.493714,-0.026381,-1.7661,-0.003666
159562,20250515,1.4675,1.471067,1.483018,1.498538,-0.027471,-1.8332,-0.003567
159562,20250514,1.477,1.480133,1.489364,1.504357,-0.024224,-1.6103,-0.003133
159562,20250513,1.4795,1.486333,1.492545,1.508271,-0.021938,-1.4545,-0.006833
159562,20250512,1.482333,1.493267,1.495018,1.511262,-0.017995,-1.1907,-0.010934
