代码,日期,WMA3,WMA5,WMA10,WMA20,WMA差值5-20,WMA差值5-20(%),WMA差值3-5
159353,20250627,0.968522,0.966203,0.962956,0.962818,0.003385,0.3516,0.002319
159353,20250626,0.968854,0.964462,0.962136,0.962398,0.002064,0.2145,0.004392
159353,20250625,0.963552,0.960518,0.960553,0.961518,-0.001,-0.104,0.003034
159353,20250624,0.954562,0.955433,0.958551,0.960361,-0.004928,-0.5131,-0.000871
159353,20250623,0.952322,0.955303,0.959129,0.960539,-0.005236,-0.5451,-0.002981
159353,20250620,0.957833,0.9596,0.961855,0.961733,-0.002133,-0.2218,-0.001767
159353,20250619,0.960667,0.961733,0.963309,0.962262,-0.000529,-0.055,-0.001066
159353,20250618,0.964333,0.964267,0.964673,0.962767,0.0015,0.1558,6.6e-05
159353,20250617,0.9635,0.9644,0.964473,0.962524,0.001876,0.1949,-0.0009
159353,20250616,0.9645,0.965067,0.964491,0.962471,0.002596,0.2697,-0.000567
159353,20250613,0.965167,0.9652,0.963964,0.962229,0.002971,0.3088,-3.3e-05
159353,20250612,0.967167,0.9664,0.963945,0.962305,0.004095,0.4255,0.000767
159353,20250611,0.966,0.9652,0.962564,0.961857,0.003343,0.3476,0.0008
159353,20250610,0.963333,0.963,0.960727,0.96131,0.00169,0.1758,0.000333
159353,20250609,0.964833,0.963067,0.960327,0.961552,0.001515,0.1576,0.001766
159353,20250606,0.962,0.960333,0.958764,0.961171,-0.000838,-0.0872,0.001667
159353,20250605,0.959833,0.958733,0.958055,0.961162,-0.002429,-0.2527,0.0011
159353,20250604,0.957,0.956867,0.957709,0.96121,-0.004343,-0.4518,0.000133
159353,20250603,0.955833,0.955667,0.958073,0.961505,-0.005838,-0.6072,0.000166
159353,20250530,0.956333,0.956133,0.959309,0.962095,-0.005962,-0.6197,0.0002
159353,20250529,0.956667,0.957133,0.960727,0.96259,-0.005457,-0.5669,-0.000466
159353,20250528,0.9545,0.957133,0.9614,0.962495,-0.005362,-0.5571,-0.002633
159353,20250527,0.9575,0.960733,0.9638,0.962995,-0.002262,-0.2349,-0.003233
159353,20250526,0.962667,0.964933,0.966273,0.963324,0.001609,0.167,-0.002266
159353,20250523,0.966833,0.967333,0.967782,0.962986,0.004347,0.4514,-0.0005
159353,20250522,0.970333,0.968867,0.968618,0.962243,0.006624,0.6884,0.001466
159353,20250521,0.969167,0.968,0.968018,0.960681,0.007319,0.7619,0.001167
159353,20250520,0.965833,0.966867,0.966727,0.958752,0.008115,0.8464,-0.001034
159353,20250519,0.964667,0.967067,0.965855,0.957033,0.010034,1.0484,-0.0024
159353,20250516,0.9685,0.9692,0.965418,0.955633,0.013567,1.4197,-0.0007
159353,20250515,0.971833,0.970067,0.964073,0.953881,0.016186,1.6969,0.001766
159353,20250514,0.972833,0.969067,0.9614,0.951571,0.017496,1.8386,0.003766
159353,20250513,0.965667,0.963467,0.956364,0.948176,0.015291,1.6127,0.0022
159353,20250512,0.962333,0.960067,0.9526,0.945514,0.014553,1.5392,0.002266
159353,20250509,0.957333,0.955,0.948527,0.942667,0.012333,1.3083,0.002333
159353,20250508,0.957,0.9522,0.946127,0.940581,0.011619,1.2353,0.0048
159353,20250507,0.950167,0.946067,0.9424,0.937671,0.008396,0.8954,0.0041
159353,20250506,0.943667,0.9412,0.9396,0.935462,0.005738,0.6134,0.002467
159353,20250430,0.936167,0.936467,0.937,0.933624,0.002843,0.3045,-0.0003
159353,20250429,0.935833,0.9366,0.936818,0.933276,0.003324,0.3562,-0.000767
159353,20250428,0.937,0.9376,0.936927,0.933286,0.004314,0.4622,-0.0006
159353,20250425,0.938333,0.9384,0.936782,0.933395,0.005005,0.5362,-6.7e-05
159353,20250424,0.938667,0.938333,0.936127,0.933524,0.004809,0.5151,0.000334
159353,20250423,0.939,0.937867,0.935182,0.933843,0.004024,0.4309,0.001133
159353,20250422,0.9375,0.936067,0.933291,0.934171,0.001896,0.203,0.001433
159353,20250421,0.936,0.934467,0.931,0.934905,-0.000438,-0.0468,0.001533
159353,20250418,0.933167,0.932467,0.9278,0.935843,-0.003376,-0.3607,0.0007
159353,20250417,0.931167,0.931133,0.925618,0.937357,-0.006224,-0.664,3.4e-05
159353,20250416,0.930667,0.930133,0.924655,0.9395,-0.009367,-0.997,0.000534
159353,20250415,0.931167,0.928333,0.924782,0.942186,-0.013853,-1.4703,0.002834
159353,20250414,0.929667,0.923867,0.925436,0.94511,-0.021243,-2.2477,0.0058
159353,20250411,0.923667,0.916133,0.926727,0.948271,-0.032138,-3.3891,0.007534
159353,20250410,0.913,0.911133,0.929327,0.951862,-0.040729,-4.2789,0.001867
159353,20250409,0.900667,0.911933,0.9344,0.956519,-0.044586,-4.6613,-0.011266
159353,20250408,0.904167,0.921533,0.943364,0.962895,-0.041362,-4.2956,-0.017366
159353,20250407,0.925833,0.940067,0.956091,0.970843,-0.030776,-3.17,-0.014234
159353,20250403,0.965167,0.9672,0.971964,0.980033,-0.012833,-1.3094,-0.002033
159353,20250402,0.9695,0.9714,0.9752,0.982414,-0.011014,-1.1211,-0.0019
159353,20250401,0.971167,0.973533,0.977618,0.984076,-0.010543,-1.0714,-0.002366
159353,20250331,0.974333,0.976133,0.980473,0.985657,-0.009524,-0.9663,-0.0018
159353,20250328,0.978833,0.9796,0.983891,0.987257,-0.007657,-0.7756,-0.000767
159353,20250327,0.980667,0.981,0.986491,0.988181,-0.007181,-0.7267,-0.000333
159353,20250326,0.980167,0.981667,0.988145,0.988681,-0.007014,-0.7094,-0.0015
159353,20250325,0.982167,0.9854,0.990673,0.989643,-0.004243,-0.4287,-0.003233
159353,20250324,0.9845,0.989267,0.9926,0.990243,-0.000976,-0.0986,-0.004767
159353,20250321,0.989833,0.994,0.9944,0.99081,0.00319,0.322,-0.004167
159353,20250320,1.0,1.0008,0.996709,0.991648,0.009152,0.9229,-0.0008
159353,20250319,1.0035,1.001533,0.9962,0.991,0.010533,1.0629,0.001967
159353,20250318,1.002667,0.9984,0.993764,0.9895,0.0089,0.8994,0.004267
159353,20250317,0.997833,0.994267,0.990764,0.987876,0.006391,0.6469,0.003566
159353,20250314,0.992,0.990133,0.987818,0.986481,0.003652,0.3702,0.001867
159353,20250313,0.9835,0.9848,0.9842,0.984914,-0.000114,-0.0116,-0.0013
159353,20250312,0.987,0.987533,0.984818,0.985433,0.0021,0.2131,-0.000533
159353,20250311,0.988,0.987733,0.984509,0.985357,0.002376,0.2411,0.000267
159353,20250310,0.987833,0.985867,0.9836,0.984914,0.000953,0.0968,0.001966
159353,20250307,0.987833,0.9842,0.983418,0.984714,-0.000514,-0.0522,0.003633
159353,20250306,0.983667,0.9806,0.982855,0.984148,-0.003548,-0.3605,0.003067
159353,20250305,0.975667,0.976467,0.9818,0.983229,-0.006762,-0.6877,-0.0008
159353,20250304,0.973667,0.9778,0.983236,0.98339,-0.00559,-0.5684,-0.004133
159353,20250303,0.9775,0.981667,0.985673,0.983914,-0.002247,-0.2284,-0.004167
159353,20250228,0.984333,0.986667,0.9882,0.984243,0.002424,0.2463,-0.002334
159353,20250227,0.9925,0.992867,0.990745,0.984324,0.008543,0.8679,-0.000367
159353,20250226,0.992167,0.992467,0.989745,0.982448,0.010019,1.0198,-0.0003
159353,20250225,0.991333,0.990733,0.988127,0.980176,0.010557,1.0771,0.0006
159353,20250224,0.994667,0.991467,0.987891,0.978586,0.012881,1.3163,0.0032
159353,20250221,0.991167,0.9884,0.985491,0.975795,0.012605,1.2918,0.002767
159353,20250220,0.983333,0.983867,0.982255,0.972543,0.011324,1.1644,-0.000534
159353,20250219,0.983333,0.9836,0.981073,0.97041,0.01319,1.3592,-0.000267
159353,20250218,0.983,0.982733,0.978982,0.967995,0.014738,1.5225,0.000267
159353,20250217,0.986167,0.9838,0.977636,0.965971,0.017829,1.8457,0.002367
159353,20250214,0.9825,0.9804,0.973636,0.96259,0.01781,1.8502,0.0021
159353,20250213,0.978,0.977067,0.9694,0.959248,0.017819,1.8576,0.000933
159353,20250212,0.977333,0.975,0.965964,0.956452,0.018548,1.9393,0.002333
159353,20250211,0.973667,0.969533,0.961455,0.953157,0.016376,1.7181,0.004134
159353,20250210,0.972,0.965533,0.958164,0.950514,0.015019,1.5801,0.006467
159353,20250207,0.9625,0.958267,0.953364,0.947176,0.011091,1.171,0.004233
159353,20250206,0.951667,0.950733,0.948909,0.944186,0.006547,0.6934,0.000934
159353,20250205,0.947667,0.9472,0.946855,0.942695,0.004505,0.4779,0.000467
159353,20250127,0.949333,0.948133,0.947,0.942557,0.005576,0.5916,0.0012
159353,20250124,0.947833,0.947733,0.945891,0.942214,0.005519,0.5857,0.0001
159353,20250123,0.944167,0.9454,0.943527,0.941657,0.003743,0.3975,-0.001233
159353,20250122,0.9465,0.946267,0.942818,0.942248,0.004019,0.4265,0.000233
159353,20250121,0.949667,0.947267,0.942127,0.943138,0.004129,0.4378,0.0024
159353,20250120,0.946,0.944533,0.939327,0.943186,0.001347,0.1428,0.001467
159353,20250117,0.942167,0.940867,0.936709,0.943667,-0.0028,-0.2967,0.0013
159353,20250116,0.941167,0.937533,0.934764,0.9448,-0.007267,-0.7692,0.003634
159353,20250115,0.938167,0.934733,0.933436,0.946395,-0.011662,-1.2323,0.003434
159353,20250114,0.933667,0.9322,0.933073,0.948348,-0.016148,-1.7028,0.001467
159353,20250113,0.923667,0.926667,0.932218,0.949762,-0.023095,-2.4317,-0.003
159353,20250110,0.928833,0.9304,0.937291,0.953938,-0.023538,-2.4675,-0.001567
159353,20250109,0.934,0.933267,0.9428,0.958105,-0.024838,-2.5924,0.000733
159353,20250108,0.933333,0.933533,0.9474,0.961595,-0.028062,-2.9183,-0.0002
159353,20250107,0.932833,0.936733,0.953127,0.965476,-0.028743,-2.9771,-0.0039
159353,20250106,0.932333,0.942467,0.959018,0.96931,-0.026843,-2.7693,-0.010134
159353,20250103,0.9425,0.954333,0.967109,0.974095,-0.019762,-2.0288,-0.011833
159353,20250102,0.961333,0.969333,0.975745,0.978895,-0.009562,-0.9768,-0.008
159353,20241231,0.98,0.982267,0.982436,0.982514,-0.000247,-0.0251,-0.002267
159353,20241230,0.987833,0.987067,0.984255,0.983614,0.003453,0.3511,0.000766
159353,20241227,0.986333,0.985267,0.982691,0.983071,0.002196,0.2234,0.001066
159353,20241226,0.986167,0.984067,0.981564,0.982752,0.001315,0.1338,0.0021
159353,20241225,0.982833,0.981733,0.980327,0.982124,-0.000391,-0.0398,0.0011
159353,20241224,0.980833,0.980333,0.979964,0.981814,-0.001481,-0.1508,0.0005
159353,20241223,0.977667,0.977867,0.9796,0.981262,-0.003395,-0.346,-0.0002
159353,20241220,0.98,0.9786,0.981255,0.981581,-0.002981,-0.3037,0.0014
159353,20241219,0.978833,0.977667,0.982164,0.981348,-0.003681,-0.3751,0.001166
159353,20241218,0.975833,0.9778,0.982764,0.981076,-0.003276,-0.3339,-0.001967
159353,20241217,0.974667,0.979867,0.983891,0.981162,-0.001295,-0.132,-0.0052
159353,20241216,0.980167,0.984667,0.985909,0.981695,0.002972,0.3027,-0.0045
159353,20241213,0.989333,0.990667,0.988309,0.982357,0.00831,0.8459,-0.001334
159353,20241212,0.9975,0.994933,0.989309,0.98239,0.012543,1.2768,0.002567
159353,20241211,0.992,0.99,0.9856,0.980362,0.009638,0.9831,0.002
159353,20241210,0.991,0.9874,0.983327,0.979452,0.007948,0.8115,0.0036
159353,20241209,0.985,0.983,0.979764,0.9784,0.0046,0.4702,0.002
159353,20241206,0.982,0.981467,0.977327,0.978438,0.003029,0.3096,0.000533
159353,20241205,0.9765,0.977867,0.973891,0.978357,-0.00049,-0.0501,-0.001367
159353,20241204,0.980167,0.978533,0.973527,0.979981,-0.001448,-0.1478,0.001634
159353,20241203,0.981667,0.9778,0.972909,0.981462,-0.003662,-0.3731,0.003867
159353,20241202,0.976833,0.973133,0.971291,0.982495,-0.009362,-0.9529,0.0037
159353,20241129,0.969333,0.9664,0.969418,0.983429,-0.017029,-1.7316,0.002933
159353,20241128,0.964167,0.962733,0.969818,0.9854,-0.022667,-2.3003,0.001434
159353,20241127,0.963167,0.9644,0.972873,0.988376,-0.023976,-2.4258,-0.001233
159353,20241126,0.957,0.964867,0.975491,0.99059,-0.025723,-2.5967,-0.007867
159353,20241125,0.965833,0.973267,0.982491,0.994524,-0.021257,-2.1374,-0.007434
159353,20241122,0.9785,0.9818,0.990164,0.998205,-0.016405,-1.6434,-0.0033
