代码,日期,WMA3,WMA5,WMA10,WMA20,WMA差值5-20,WMA差值5-20(%),WMA差值3-5,多空排列,排列评分
159506,20250627,1.248,1.2564,1.250273,1.257357,-0.000957,-0.0761,-0.0084,震荡排列,0.0
159506,20250626,1.2695,1.264933,1.255618,1.258229,0.006704,0.5328,0.004567,震荡排列,0.0
159506,20250625,1.279833,1.263,1.258818,1.2562,0.0068,0.5413,0.016833,温和多头排列,0.3
159506,20250624,1.258833,1.246133,1.255582,1.249795,-0.003662,-0.293,0.0127,震荡排列,0.0
159506,20250623,1.23,1.2298,1.254309,1.243195,-0.013395,-1.0775,0.0002,震荡排列,0.0
159506,20250620,1.214,1.226267,1.258236,1.238457,-0.01219,-0.9843,-0.012267,震荡排列,0.0
159506,20250619,1.225167,1.244667,1.269855,1.237205,0.007462,0.6031,-0.0195,震荡排列,0.0
159506,20250618,1.254167,1.274,1.281545,1.23571,0.03829,3.0986,-0.019833,震荡排列,0.0
159506,20250617,1.276667,1.293667,1.285182,1.2297,0.063967,5.2018,-0.017,强势多头排列,1.0
159506,20250616,1.318833,1.317667,1.287509,1.222852,0.094815,7.7536,0.001166,强势多头排列,1.0
159506,20250613,1.329,1.318267,1.275636,1.208833,0.109434,9.0529,0.010733,强势多头排列,1.0
159506,20250612,1.3255,1.304467,1.256891,1.191457,0.11301,9.485,0.021033,强势多头排列,1.0
159506,20250611,1.289833,1.268333,1.2274,1.169352,0.098981,8.4646,0.0215,强势多头排列,1.0
159506,20250610,1.268667,1.245333,1.205091,1.151548,0.093785,8.1443,0.023334,强势多头排列,1.0
159506,20250609,1.226333,1.211533,1.177891,1.131952,0.079581,7.0304,0.0148,强势多头排列,1.0
159506,20250606,1.193,1.182733,1.154782,1.115052,0.067681,6.0698,0.010267,强势多头排列,1.0
159506,20250605,1.179167,1.168133,1.139655,1.102595,0.065538,5.944,0.011034,强势多头排列,1.0
159506,20250604,1.1685,1.154467,1.126982,1.091462,0.063005,5.7725,0.014033,强势多头排列,1.0
159506,20250603,1.142333,1.13,1.110036,1.078557,0.051443,4.7696,0.012333,强势多头排列,1.0
159506,20250530,1.1255,1.113067,1.098291,1.069119,0.043948,4.1107,0.012433,强势多头排列,1.0
159506,20250529,1.1105,1.0988,1.087727,1.061005,0.037795,3.5622,0.0117,强势多头排列,1.0
159506,20250528,1.081833,1.080267,1.074309,1.052271,0.027996,2.6605,0.001566,强势多头排列,1.0
159506,20250527,1.0785,1.079467,1.068673,1.048286,0.031181,2.9745,-0.000967,强势多头排列,1.0
159506,20250526,1.070667,1.0758,1.060273,1.043595,0.032205,3.086,-0.005133,强势多头排列,1.0
159506,20250523,1.084333,1.080333,1.056109,1.041805,0.038528,3.6982,0.004,强势多头排列,1.0
159506,20250522,1.085,1.072533,1.046509,1.03749,0.035043,3.3777,0.012467,强势多头排列,1.0
159506,20250521,1.077667,1.059867,1.036073,1.032914,0.026953,2.6094,0.0178,强势多头排列,1.0
159506,20250520,1.0505,1.036333,1.021691,1.0264,0.009933,0.9678,0.014167,震荡排列,0.0
159506,20250519,1.019167,1.013533,1.010273,1.021081,-0.007548,-0.7392,0.005634,震荡排列,0.0
159506,20250516,1.008667,1.0044,1.008527,1.020238,-0.015838,-1.5524,0.004267,中等空头排列,-0.6
159506,20250515,0.999333,0.998667,1.009018,1.020152,-0.021485,-2.1061,0.000666,中等空头排列,-0.6
159506,20250514,0.997333,1.000733,1.014,1.022024,-0.021291,-2.0832,-0.0034,中等空头排列,-0.6
159506,20250513,0.997,1.002533,1.019327,1.023324,-0.020791,-2.0317,-0.005533,中等空头排列,-0.6
159506,20250512,1.0015,1.0098,1.026545,1.024671,-0.014871,-1.4513,-0.0083,震荡排列,0.0
159506,20250509,1.02,1.027533,1.037873,1.027105,0.000428,0.0417,-0.007533,震荡排列,0.0
159506,20250508,1.0235,1.033067,1.041727,1.024876,0.008191,0.7992,-0.009567,震荡排列,0.0
159506,20250507,1.038833,1.0436,1.046691,1.023262,0.020338,1.9876,-0.004767,震荡排列,0.0
159506,20250506,1.058167,1.056,1.0502,1.021614,0.034386,3.3659,0.002167,强势多头排列,1.0
159506,20250430,1.054,1.054533,1.0444,1.016114,0.038419,3.781,-0.000533,强势多头排列,1.0
159506,20250429,1.050667,1.052667,1.037109,1.010952,0.041715,4.1263,-0.002,强势多头排列,1.0
159506,20250428,1.053167,1.052267,1.030291,1.006552,0.045715,4.5417,0.0009,强势多头排列,1.0
159506,20250425,1.059167,1.049933,1.023909,1.002781,0.047152,4.7021,0.009234,强势多头排列,1.0
159506,20250424,1.0525,1.036067,1.012818,0.997438,0.038629,3.8728,0.016433,强势多头排列,1.0
159506,20250423,1.032667,1.0156,0.999109,0.991652,0.023948,2.415,0.017067,强势多头排列,1.0
159506,20250422,1.0065,0.9944,0.985073,0.9869,0.0075,0.76,0.0121,震荡排列,0.0
159506,20250421,0.977,0.9758,0.971073,0.983429,-0.007629,-0.7758,0.0012,震荡排列,0.0
159506,20250418,0.967833,0.9744,0.965218,0.984538,-0.010138,-1.0297,-0.006567,震荡排列,0.0
159506,20250417,0.9725,0.9786,0.964509,0.987757,-0.009157,-0.927,-0.0061,震荡排列,0.0
159506,20250416,0.984,0.980133,0.966036,0.991338,-0.011205,-1.1303,0.003867,震荡排列,0.0
159506,20250415,0.995167,0.976867,0.970345,0.995329,-0.018462,-1.8549,0.0183,震荡排列,0.0
159506,20250414,0.979833,0.956133,0.970182,0.996476,-0.040343,-4.0486,0.0237,强势空头排列,-1.0
159506,20250411,0.938667,0.9284,0.968709,0.996481,-0.068081,-6.8321,0.010267,强势空头排列,-1.0
159506,20250410,0.908167,0.9236,0.9774,1.000933,-0.077333,-7.7261,-0.015433,强势空头排列,-1.0
