代码,日期,WMA3,WMA5,WMA10,WMA20,WMA差值5-20,WMA差值5-20(%),WMA差值3-5
518850,20250627,7.402,7.414667,7.448691,7.481167,-0.0665,-0.8889,-0.012667
518850,20250626,7.434833,7.444467,7.474782,7.493043,-0.048576,-0.6483,-0.009634
518850,20250625,7.436667,7.451,7.487855,7.497038,-0.046038,-0.6141,-0.014333
518850,20250624,7.453667,7.469933,7.504309,7.502319,-0.032386,-0.4317,-0.016266
518850,20250623,7.493167,7.5024,7.524273,7.509352,-0.006952,-0.0926,-0.009233
518850,20250620,7.495167,7.5122,7.527073,7.507943,0.004257,0.0567,-0.017033
518850,20250619,7.520333,7.540733,7.535345,7.509062,0.031671,0.4218,-0.0204
518850,20250618,7.549833,7.563467,7.539418,7.507695,0.055772,0.7429,-0.013634
518850,20250617,7.573667,7.567867,7.535673,7.501114,0.066753,0.8899,0.0058
518850,20250616,7.599833,7.5676,7.532327,7.493586,0.074014,0.9877,0.032233
518850,20250613,7.570833,7.534733,7.513582,7.478024,0.056709,0.7583,0.0361
518850,20250612,7.499333,7.4862,7.485018,7.457562,0.028638,0.384,0.013133
518850,20250611,7.455,7.465733,7.470109,7.444395,0.021338,0.2866,-0.010733
518850,20250610,7.455667,7.4726,7.467273,7.4377,0.0349,0.4692,-0.016933
518850,20250609,7.478,7.4906,7.468164,7.432638,0.057962,0.7798,-0.0126
518850,20250606,7.517,7.5094,7.471618,7.429076,0.080324,1.0812,0.0076
518850,20250605,7.516833,7.489867,7.460164,7.418343,0.071524,0.9642,0.026966
518850,20250604,7.496,7.462,7.447418,7.408219,0.053781,0.726,0.034
518850,20250603,7.450667,7.429733,7.431491,7.399614,0.030119,0.407,0.020934
518850,20250530,7.383167,7.391,7.409364,7.39019,0.00081,0.011,-0.007833
518850,20250529,7.371833,7.395867,7.404509,7.392329,0.003538,0.0479,-0.024034
518850,20250528,7.415333,7.4334,7.407673,7.401719,0.031681,0.428,-0.018067
518850,20250527,7.4355,7.4512,7.395764,7.404914,0.046286,0.6251,-0.0157
518850,20250526,7.475167,7.462067,7.385036,7.410114,0.051953,0.7011,0.0131
