代码,日期,WMA3,WMA5,WMA10,WMA20,WMA差值5-20,WMA差值5-20(%),WMA差值3-5
513970,20250627,0.940833,0.9388,0.933145,0.939548,-0.000748,-0.0796,0.002033
513970,20250626,0.940167,0.934733,0.932091,0.939771,-0.005038,-0.5361,0.005434
513970,20250625,0.936167,0.929,0.931636,0.940081,-0.011081,-1.1787,0.007167
513970,20250624,0.9255,0.922533,0.931255,0.940167,-0.017634,-1.8756,0.002967
513970,20250623,0.912833,0.918467,0.932273,0.940662,-0.022195,-2.3595,-0.005634
513970,20250620,0.914167,0.923733,0.9376,0.9431,-0.019367,-2.0535,-0.009566
513970,20250619,0.926667,0.934933,0.945218,0.9465,-0.011567,-1.2221,-0.008266
513970,20250618,0.946,0.949,0.953164,0.949819,-0.000819,-0.0862,-0.003
513970,20250617,0.951667,0.9544,0.955691,0.950143,0.004257,0.448,-0.002733
513970,20250616,0.956333,0.958533,0.956818,0.949695,0.008838,0.9306,-0.0022
513970,20250613,0.958,0.959467,0.955855,0.948229,0.011238,1.1852,-0.001467
513970,20250612,0.964167,0.961533,0.955764,0.947138,0.014395,1.5198,0.002634
513970,20250611,0.963333,0.958933,0.953218,0.944867,0.014066,1.4887,0.0044
513970,20250610,0.957333,0.954467,0.949564,0.942095,0.012372,1.3132,0.002866
513970,20250609,0.949667,0.949133,0.945527,0.939295,0.009838,1.0474,0.000534
513970,20250606,0.946833,0.945667,0.942782,0.937267,0.0084,0.8962,0.001166
513970,20250605,0.9485,0.945933,0.9416,0.936024,0.009909,1.0586,0.002567
513970,20250604,0.9455,0.9442,0.939418,0.934248,0.009952,1.0652,0.0013
513970,20250603,0.9395,0.9396,0.935945,0.931833,0.007767,0.8335,-0.0001
513970,20250530,0.939,0.9378,0.934382,0.930414,0.007386,0.7938,0.0012
513970,20250529,0.9435,0.938533,0.934291,0.929733,0.0088,0.9465,0.004967
513970,20250528,0.9345,0.931933,0.930582,0.927143,0.00479,0.5166,0.002567
513970,20250527,0.929333,0.929,0.929,0.925533,0.003467,0.3746,0.000333
513970,20250526,0.924833,0.926867,0.927709,0.924043,0.002824,0.3056,-0.002034
513970,20250523,0.928,0.928933,0.928509,0.923614,0.005319,0.5759,-0.000933
513970,20250522,0.931333,0.9302,0.928782,0.92281,0.00739,0.8008,0.001133
513970,20250521,0.9315,0.929867,0.927764,0.92131,0.008557,0.9288,0.001633
513970,20250520,0.9285,0.928667,0.925891,0.919248,0.009419,1.0246,-0.000167
513970,20250519,0.925833,0.927067,0.923964,0.917033,0.010034,1.0942,-0.001234
513970,20250516,0.927667,0.926933,0.922836,0.915143,0.01179,1.2883,0.000734
513970,20250515,0.930667,0.927333,0.921964,0.913367,0.013966,1.5291,0.003334
513970,20250514,0.9275,0.9236,0.919236,0.91059,0.01301,1.4287,0.0039
513970,20250513,0.919167,0.917267,0.915218,0.907129,0.010138,1.1176,0.0019
513970,20250512,0.915833,0.915467,0.913364,0.904752,0.010715,1.1843,0.000366
513970,20250509,0.913667,0.914133,0.911836,0.902271,0.011862,1.3147,-0.000466
513970,20250508,0.913,0.912867,0.910127,0.899571,0.013296,1.478,0.000133
513970,20250507,0.916,0.913933,0.909236,0.897129,0.016804,1.8731,0.002067
513970,20250506,0.914,0.911867,0.906327,0.89401,0.017857,1.9974,0.002133
513970,20250430,0.908833,0.907533,0.902164,0.890676,0.016857,1.8926,0.0013
513970,20250429,0.907167,0.905933,0.898982,0.888295,0.017638,1.9856,0.001234
513970,20250428,0.905833,0.903933,0.895982,0.886243,0.01769,1.9961,0.0019
513970,20250425,0.903,0.8996,0.892109,0.88411,0.01549,1.752,0.0034
513970,20250424,0.899667,0.895,0.888545,0.882624,0.012376,1.4022,0.004667
513970,20250423,0.895667,0.8904,0.885145,0.881576,0.008824,1.0009,0.005267
513970,20250422,0.8835,0.881667,0.879382,0.879952,0.001715,0.1949,0.001833
513970,20250421,0.880333,0.879667,0.876236,0.880395,-0.000728,-0.0827,0.000666
513970,20250418,0.8765,0.878133,0.872345,0.8812,-0.003067,-0.348,-0.001633
513970,20250417,0.879167,0.879333,0.8708,0.883129,-0.003796,-0.4298,-0.000166
513970,20250416,0.8795,0.878133,0.869327,0.884943,-0.00681,-0.7695,0.001367
513970,20250415,0.882333,0.8764,0.869964,0.88771,-0.01131,-1.2741,0.005933
513970,20250414,0.875667,0.866533,0.868764,0.88949,-0.022957,-2.5809,0.009134
513970,20250411,0.8645,0.8548,0.869582,0.8921,-0.0373,-4.1811,0.0097
513970,20250410,0.8515,0.849267,0.873473,0.8958,-0.046533,-5.1946,0.002233
513970,20250409,0.831833,0.848733,0.878509,0.899914,-0.051181,-5.6873,-0.0169
513970,20250408,0.841667,0.865467,0.8908,0.907605,-0.042138,-4.6428,-0.0238
