代码,日期,WMA3,WMA5,WMA10,WMA20,WMA差值5-20,WMA差值5-20(%),WMA差值3-5,多空排列
159581,20250627,0.983794,0.982714,0.979322,0.977803,0.004911,0.5022,0.00108,强势多头排列
159581,20250626,0.983794,0.981443,0.978144,0.97727,0.004173,0.427,0.002351,强势多头排列
159581,20250625,0.981252,0.978583,0.976497,0.97649,0.002093,0.2143,0.002669,强势多头排列
159581,20250624,0.976486,0.975151,0.974729,0.975642,-0.000491,-0.0503,0.001335,弱势多头
159581,20250623,0.973149,0.973308,0.97388,0.975306,-0.001998,-0.2049,-0.000159,强势空头排列
159581,20250620,0.971878,0.972609,0.973827,0.975352,-0.002743,-0.2812,-0.000731,强势空头排列
159581,20250619,0.97299,0.973371,0.974621,0.975828,-0.002457,-0.2518,-0.000381,强势空头排列
159581,20250618,0.975056,0.97496,0.975726,0.976481,-0.001521,-0.1558,9.6e-05,强势空头排列
159581,20250617,0.973943,0.97477,0.975894,0.976617,-0.001847,-0.1891,-0.000827,强势空头排列
159581,20250616,0.97442,0.975087,0.976494,0.976947,-0.00186,-0.1904,-0.000667,强势空头排列
159581,20250613,0.976168,0.976226,0.977352,0.977376,-0.00115,-0.1177,-5.8e-05,强势空头排列
159581,20250612,0.977121,0.977424,0.978052,0.977746,-0.000322,-0.0329,-0.000303,弱势多头
159581,20250611,0.976632,0.977345,0.977936,0.977776,-0.000431,-0.0441,-0.000713,弱势多头
159581,20250610,0.976448,0.977515,0.977679,0.9778,-0.000285,-0.0291,-0.001067,强势空头排列
159581,20250609,0.980064,0.980032,0.97846,0.978391,0.001641,0.1677,3.2e-05,强势多头排列
159581,20250606,0.979585,0.979522,0.97766,0.978135,0.001387,0.1418,6.3e-05,弱势多头
159581,20250605,0.979426,0.979011,0.977138,0.977915,0.001096,0.1121,0.000415,弱势多头
159581,20250604,0.980223,0.978692,0.977155,0.977823,0.000869,0.0889,0.001531,弱势多头
159581,20250603,0.97799,0.976332,0.976477,0.977265,-0.000933,-0.0955,0.001658,强势空头排列
159581,20250530,0.975917,0.974482,0.976285,0.976888,-0.002406,-0.2463,0.001435,强势空头排列
159581,20250529,0.973046,0.973014,0.976216,0.976543,-0.003529,-0.3614,3.2e-05,强势空头排列
159581,20250528,0.971132,0.973206,0.976773,0.976435,-0.003229,-0.3307,-0.002074,弱势多头
159581,20250527,0.972408,0.975821,0.978234,0.976673,-0.000852,-0.0872,-0.003413,弱势多头
159581,20250526,0.976715,0.979522,0.979991,0.976987,0.002535,0.2595,-0.002807,弱势多头
159581,20250523,0.982775,0.982903,0.981486,0.977078,0.005825,0.5962,-0.000128,强势多头排列
159581,20250522,0.985965,0.983796,0.981658,0.976471,0.007325,0.7502,0.002169,强势多头排列
159581,20250521,0.98437,0.982137,0.980296,0.975125,0.007012,0.7191,0.002233,强势多头排列
159581,20250520,0.979107,0.979139,0.978011,0.973392,0.005747,0.5904,-3.2e-05,强势多头排列
159581,20250519,0.977033,0.978054,0.976559,0.972209,0.005845,0.6012,-0.001021,强势多头排列
159581,20250516,0.978309,0.97856,0.975661,0.971418,0.007142,0.7352,-0.000251,强势多头排列
159581,20250515,0.980861,0.979571,0.974936,0.970736,0.008835,0.9101,0.00129,强势多头排列
159581,20250514,0.979893,0.977833,0.972922,0.969419,0.008414,0.8679,0.00206,强势多头排列
159581,20250513,0.976361,0.974366,0.970279,0.967791,0.006575,0.6794,0.001995,强势多头排列
159581,20250512,0.974248,0.971721,0.968505,0.966622,0.005099,0.5275,0.002527,强势多头排列
159581,20250509,0.970409,0.967946,0.966498,0.965322,0.002624,0.2718,0.002463,强势多头排列
159581,20250508,0.966411,0.964939,0.965067,0.964249,0.00069,0.0716,0.001472,弱势多头
159581,20250507,0.963372,0.963468,0.964439,0.963446,2.2e-05,0.0023,-9.6e-05,弱势多头
159581,20250506,0.961132,0.9627,0.964125,0.962929,-0.000229,-0.0238,-0.001568,弱势多头
159581,20250430,0.962892,0.964299,0.96491,0.963089,0.00121,0.1256,-0.001407,弱势多头
159581,20250429,0.966411,0.966475,0.96594,0.963459,0.003016,0.313,-6.4e-05,强势多头排列
159581,20250428,0.96737,0.966795,0.965817,0.963326,0.003469,0.3601,0.000575,强势多头排列
159581,20250425,0.966731,0.966283,0.965257,0.963074,0.003209,0.3332,0.000448,强势多头排列
159581,20250424,0.965931,0.965579,0.964485,0.962918,0.002661,0.2763,0.000352,强势多头排列
159581,20250423,0.964651,0.964619,0.963554,0.962862,0.001757,0.1825,3.2e-05,强势多头排列
159581,20250422,0.965451,0.964939,0.963039,0.963295,0.001644,0.1707,0.000512,弱势多头
