代码,日期,WMA3,WMA5,WMA10,WMA20,WMA差值5-20,WMA差值5-20(%),WMA差值3-5,多空排列,排列评分
513920,20250627,1.460689,1.463873,1.460588,1.452279,0.011594,0.7983,-0.003184,微弱多头排列,0.3
513920,20250626,1.468811,1.467381,1.461758,1.450385,0.016996,1.1718,0.00143,温和多头排列,0.35
513920,20250625,1.471248,1.464847,1.460712,1.447039,0.017808,1.2307,0.006401,微弱多头排列,0.3
513920,20250624,1.466537,1.459389,1.458037,1.442569,0.01682,1.166,0.007148,微弱多头排列,0.3
513920,20250623,1.452567,1.451917,1.453943,1.437325,0.014592,1.0152,0.00065,震荡排列,0.0
513920,20250620,1.444282,1.448798,1.450966,1.432721,0.016077,1.1221,-0.004516,震荡排列,0.0
513920,20250619,1.444444,1.451202,1.449708,1.429031,0.022171,1.5515,-0.006758,微弱多头排列,0.3
513920,20250618,1.462313,1.462248,1.451834,1.427123,0.035125,2.4612,6.5e-05,中等多头排列,0.61
513920,20250617,1.46345,1.461144,1.446465,1.421526,0.039618,2.787,0.002306,中等多头排列,0.69
513920,20250616,1.464587,1.458804,1.440333,1.415701,0.043103,3.0446,0.005783,强势多头排列,0.6
513920,20250613,1.457115,1.448733,1.430569,1.408289,0.040444,2.8719,0.008382,中等多头排列,0.71
513920,20250612,1.446231,1.436842,1.420397,1.400938,0.035904,2.5629,0.009389,中等多头排列,0.64
513920,20250611,1.435023,1.426121,1.411324,1.394463,0.031658,2.2703,0.008902,中等多头排列,0.56
513920,20250610,1.416667,1.411436,1.400833,1.387459,0.023977,1.7281,0.005231,中等多头排列,0.43
513920,20250609,1.406108,1.402339,1.393762,1.382335,0.020004,1.4471,0.003769,温和多头排列,0.43
513920,20250606,1.402047,1.397401,1.389261,1.378581,0.01882,1.3652,0.004646,温和多头排列,0.41
513920,20250605,1.394737,1.390838,1.384051,1.374427,0.016411,1.194,0.003899,温和多头排列,0.36
513920,20250604,1.387589,1.385185,1.37978,1.370653,0.014532,1.0602,0.002404,温和多头排列,0.32
513920,20250603,1.383528,1.381222,1.376715,1.367349,0.013873,1.0146,0.002306,温和多头排列,0.3
513920,20250530,1.378655,1.377063,1.373542,1.363882,0.013181,0.9664,0.001592,微弱多头排列,0.3
513920,20250529,1.37833,1.375569,1.371841,1.361088,0.014481,1.0639,0.002761,微弱多头排列,0.3
513920,20250528,1.372969,1.37115,1.368651,1.357398,0.013752,1.0131,0.001819,微弱多头排列,0.3
513920,20250527,1.370208,1.369591,1.366826,1.354233,0.015358,1.1341,0.000617,微弱多头排列,0.3
513920,20250526,1.367771,1.368486,1.364753,1.350924,0.017562,1.3,-0.000715,微弱多头排列,0.3
513920,20250523,1.366797,1.366862,1.36236,1.347522,0.01934,1.4352,-6.5e-05,温和多头排列,0.43
513920,20250522,1.370208,1.366667,1.3605,1.3445,0.022167,1.6487,0.003541,中等多头排列,0.41
513920,20250521,1.368583,1.364263,1.356938,1.340685,0.023578,1.7587,0.00432,中等多头排列,0.44
513920,20250520,1.360786,1.359454,1.351586,1.336007,0.023447,1.755,0.001332,中等多头排列,0.44
513920,20250519,1.353314,1.353931,1.345933,1.331314,0.022617,1.6988,-0.000617,中等多头排列,0.42
