date,code,ema_fast,ema_slow,dif,dea,macd_bar,calc_time
2025-06-27,159561,1.331242,1.323116,0.008126,0.007561,0.001131,2025-06-29 17:12:27
2025-06-26,159561,1.326195,1.320245,0.00595,0.007419,-0.002939,2025-06-29 17:12:27
2025-06-25,159561,1.323322,1.318505,0.004817,0.007786,-0.00594,2025-06-29 17:12:27
2025-06-24,159561,1.320471,1.316865,0.003606,0.008529,-0.009847,2025-06-29 17:12:27
2025-06-23,159561,1.31692,1.315015,0.001906,0.00976,-0.015708,2025-06-29 17:12:27
2025-06-20,159561,1.319451,1.315976,0.003475,0.011723,-0.016496,2025-06-29 17:12:27
2025-06-19,159561,1.322988,1.317254,0.005734,0.013785,-0.016103,2025-06-29 17:12:27
2025-06-18,159561,1.328258,1.319114,0.009144,0.015798,-0.013308,2025-06-29 17:12:27
2025-06-17,159561,1.330851,1.319523,0.011327,0.017462,-0.012268,2025-06-29 17:12:27
2025-06-16,159561,1.332642,1.319405,0.013237,0.018995,-0.011517,2025-06-29 17:12:27
2025-06-13,159561,1.333486,1.318718,0.014768,0.020435,-0.011333,2025-06-29 17:12:27
2025-06-12,159561,1.33721,1.319175,0.018035,0.021852,-0.007632,2025-06-29 17:12:27
2025-06-11,159561,1.337794,1.317989,0.019805,0.022806,-0.006001,2025-06-29 17:12:27
2025-06-10,159561,1.337938,1.316468,0.02147,0.023556,-0.004171,2025-06-29 17:12:27
2025-06-09,159561,1.3372,1.314425,0.022774,0.024077,-0.002605,2025-06-29 17:12:27
2025-06-06,159561,1.334691,1.3115,0.023191,0.024403,-0.002423,2025-06-29 17:12:27
2025-06-05,159561,1.331544,1.308259,0.023284,0.024706,-0.002843,2025-06-29 17:12:27
2025-06-04,159561,1.328915,1.30524,0.023675,0.025061,-0.002772,2025-06-29 17:12:27
2025-06-03,159561,1.326173,1.302139,0.024033,0.025407,-0.002749,2025-06-29 17:12:27
2025-05-30,159561,1.323477,1.299031,0.024446,0.025751,-0.00261,2025-06-29 17:12:27
2025-05-29,159561,1.322654,1.296713,0.025941,0.026077,-0.000272,2025-06-29 17:12:27
2025-05-28,159561,1.3195,1.29325,0.02625,0.026111,0.000278,2025-06-29 17:12:27
2025-05-27,159561,1.316137,1.28967,0.026467,0.026076,0.000781,2025-06-29 17:12:27
2025-05-26,159561,1.313253,1.286284,0.026969,0.025979,0.00198,2025-06-29 17:12:27
2025-05-23,159561,1.309662,1.282546,0.027116,0.025731,0.002769,2025-06-29 17:12:27
2025-05-22,159561,1.306328,1.27891,0.027418,0.025385,0.004066,2025-06-29 17:12:27
2025-05-21,159561,1.302024,1.274823,0.027201,0.024877,0.004648,2025-06-29 17:12:27
2025-05-20,159561,1.296756,1.270329,0.026427,0.024296,0.004262,2025-06-29 17:12:27
2025-05-19,159561,1.291257,1.265795,0.025462,0.023763,0.003397,2025-06-29 17:12:27
2025-05-16,159561,1.289122,1.262819,0.026303,0.023339,0.005929,2025-06-29 17:12:27
2025-05-15,159561,1.285689,1.259204,0.026485,0.022597,0.007776,2025-06-29 17:12:27
2025-05-14,159561,1.285088,1.256821,0.028267,0.021625,0.013283,2025-06-29 17:12:27
2025-05-13,159561,1.281649,1.253046,0.028603,0.019965,0.017275,2025-06-29 17:12:27
2025-05-12,159561,1.278312,1.24929,0.029023,0.017806,0.022434,2025-06-29 17:12:27
2025-05-09,159561,1.26946,1.243073,0.026387,0.015001,0.022771,2025-06-29 17:12:27
2025-05-08,159561,1.262089,1.237719,0.02437,0.012155,0.02443,2025-06-29 17:12:27
2025-05-07,159561,1.255014,1.232656,0.022358,0.009101,0.026514,2025-06-29 17:12:27
2025-05-06,159561,1.245563,1.226709,0.018854,0.005787,0.026133,2025-06-29 17:12:27
2025-04-30,159561,1.234028,1.220126,0.013903,0.00252,0.022765,2025-06-29 17:12:27
2025-04-29,159561,1.227306,1.216056,0.011251,-0.000325,0.023152,2025-06-29 17:12:27
2025-04-28,159561,1.220998,1.21238,0.008618,-0.003219,0.023675,2025-06-29 17:12:27
2025-04-25,159561,1.213362,1.20833,0.005031,-0.006179,0.02242,2025-06-29 17:12:27
2025-04-24,159561,1.206155,1.204757,0.001398,-0.008981,0.020758,2025-06-29 17:12:27
2025-04-23,159561,1.200547,1.202177,-0.001631,-0.011576,0.01989,2025-06-29 17:12:27
2025-04-22,159561,1.193373,1.199152,-0.005778,-0.014062,0.016567,2025-06-29 17:12:27
2025-04-21,159561,1.189077,1.197724,-0.008646,-0.016133,0.014973,2025-06-29 17:12:27
2025-04-18,159561,1.185819,1.196982,-0.011163,-0.018004,0.013683,2025-06-29 17:12:27
2025-04-17,159561,1.18215,1.19626,-0.014111,-0.019715,0.011208,2025-06-29 17:12:27
2025-04-16,159561,1.177086,1.195161,-0.018075,-0.021116,0.006081,2025-06-29 17:12:27
2025-04-15,159561,1.173647,1.195094,-0.021447,-0.021876,0.000857,2025-06-29 17:12:27
2025-04-14,159561,1.171219,1.195741,-0.024523,-0.021983,-0.005079,2025-06-29 17:12:27
2025-04-11,159561,1.168713,1.196601,-0.027887,-0.021348,-0.013079,2025-06-29 17:12:27
2025-04-10,159561,1.168661,1.198809,-0.030148,-0.019713,-0.020869,2025-06-29 17:12:27
2025-04-09,159561,1.168781,1.201274,-0.032492,-0.017105,-0.030775,2025-06-29 17:12:27
2025-04-08,159561,1.183469,1.210335,-0.026866,-0.013258,-0.027217,2025-06-29 17:12:27
2025-04-07,159561,1.197372,1.218602,-0.02123,-0.009856,-0.022748,2025-06-29 17:12:27
2025-04-03,159561,1.218349,1.22953,-0.011181,-0.007012,-0.008338,2025-06-29 17:12:27
2025-04-02,159561,1.221322,1.231733,-0.010411,-0.00597,-0.008882,2025-06-29 17:12:27
2025-04-01,159561,1.224653,1.234032,-0.009378,-0.00486,-0.009037,2025-06-29 17:12:27
2025-03-31,159561,1.229317,1.236834,-0.007517,-0.00373,-0.007573,2025-06-29 17:12:27
2025-03-28,159561,1.235193,1.240021,-0.004828,-0.002784,-0.004088,2025-06-29 17:12:27
2025-03-27,159561,1.239046,1.242102,-0.003056,-0.002273,-0.001567,2025-06-29 17:12:27
2025-03-26,159561,1.243055,1.244111,-0.001056,-0.002077,0.002042,2025-06-29 17:12:27
2025-03-25,159561,1.243247,1.24428,-0.001033,-0.002332,0.002598,2025-06-29 17:12:27
2025-03-24,159561,1.244746,1.245022,-0.000276,-0.002657,0.004762,2025-06-29 17:12:27
2025-03-21,159561,1.243973,1.244704,-0.000731,-0.003252,0.005042,2025-06-29 17:12:27
