日期,代码,名称,开盘价,最高价,最低价,收盘价,上日收盘,涨跌,涨幅%,成交量(手数),成交额(千元),复权因子
20180716,159001.SZ,易方达保证金货币A,99.999,100.001,99.999,100.0,100.0,0.0,0.0,243400.47,2434004.941,1.0
20180716,159003.SZ,招商保证金快线A,99.997,99.999,99.996,99.999,99.998,0.001,0.001,117832.97,1178304.208,1.0
20180716,159005.SZ,汇添富收益快钱货币A,99.999,100.001,99.998,100.001,100.001,0.0,0.0,13219.8,132197.136,1.0
20180716,159901.SZ,易方达深证100ETF,4.256,4.295,4.24,4.256,4.27,-0.014,-0.3279,114801.0,48933.449,1.031
20180716,159902.SZ,华夏中小企业100ETF,3.144,3.149,3.122,3.137,3.136,0.001,0.0319,54581.97,17105.554,1.048
20180716,159903.SZ,南方深证成份ETF,1.002,1.003,0.995,0.996,1.003,-0.007,-0.6979,3063.78,305.621,1.0
20180716,159905.SZ,深红利ETF,1.486,1.504,1.482,1.49,1.491,-0.001,-0.0671,15377.0,2291.833,1.0
20180716,159906.SZ,大成深证成长40ETF,0.905,0.905,0.894,0.894,0.881,0.013,1.4756,39.0,3.488,1.0
20180716,159907.SZ,广发国证2000ETF,1.3,1.3,1.266,1.27,1.275,-0.005,-0.3922,1453.0,185.218,1.0
20180716,159908.SZ,博时创业板ETF,1.497,1.497,1.497,1.497,1.447,0.05,3.4554,1.0,0.149,1.0
20180716,159909.SZ,深证TMT50ETF,4.484,4.499,4.484,4.499,4.453,0.046,1.033,39.0,17.507,1.0
20180716,159910.SZ,嘉实深证基本面120ETF,1.556,1.564,1.546,1.551,1.558,-0.007,-0.4493,1692.0,262.671,1.0
20180716,159912.SZ,汇添富深证300ETF,1.199,1.214,1.192,1.21,1.208,0.002,0.1656,1258.0,151.439,1.0
20180716,159913.SZ,交银深证300价值ETF,1.622,1.622,1.595,1.62,1.64,-0.02,-1.2195,382.0,60.997,1.0
20180716,159915.SZ,易方达创业板ETF,1.536,1.546,1.528,1.542,1.542,0.0,0.0,2917485.06,447756.313,1.0
20180716,159916.SZ,建信深证基本面60ETF,3.299,3.304,3.277,3.291,3.299,-0.008,-0.2425,401.0,131.886,1.0
20180716,159918.SZ,嘉实中创400ETF,1.448,1.487,1.448,1.485,1.475,0.01,0.678,143.0,21.209,1.0
20180716,159919.SZ,嘉实沪深300ETF,3.84,3.869,3.806,3.83,3.843,-0.013,-0.3383,96435.0,36918.278,0.382
20180716,159920.SZ,华夏恒生ETF,1.475,1.482,1.468,1.472,1.472,0.0,0.0,2938287.9,432539.011,1.052
20180716,159922.SZ,嘉实中证500ETF,5.383,5.407,5.356,5.379,5.399,-0.02,-0.3704,940.0,505.211,1.0
20180716,159923.SZ,大成中证A100ETF,1.47,1.47,1.452,1.459,1.468,-0.009,-0.6131,452.0,65.945,1.0
20180716,159925.SZ,南方沪深300ETF,1.479,1.479,1.443,1.469,1.475,-0.006,-0.4068,546.88,80.113,1.0
20180716,159928.SZ,汇添富中证主要消费ETF,2.305,2.316,2.276,2.297,2.294,0.003,0.1308,28723.0,6580.54,1.0
20180716,159929.SZ,汇添富中证医药卫生ETF,1.713,1.753,1.713,1.746,1.741,0.005,0.2872,16935.72,2943.135,1.0
20180716,159930.SZ,汇添富中证能源ETF,0.715,0.722,0.715,0.717,0.723,-0.006,-0.8299,127.0,9.124,1.0
20180716,159931.SZ,汇添富中证金融地产ETF,1.529,1.529,1.458,1.522,1.49,0.032,2.1477,141.0,21.384,1.0
20180716,159933.SZ,国投瑞银金融地产ETF,1.625,1.641,1.605,1.63,1.63,0.0,0.0,21.0,3.431,1.0
20180716,159934.SZ,易方达黄金ETF,2.651,2.657,2.651,2.654,2.65,0.004,0.1509,46395.07,12316.516,1.0
20180716,159935.SZ,景顺长城中证500ETF,1.386,1.386,1.354,1.376,1.38,-0.004,-0.2899,465.0,63.257,1.0
20180716,159936.SZ,广发中证全指可选消费ETF,1.351,1.351,1.344,1.346,1.351,-0.005,-0.3701,15.0,2.02,1.0
20180716,159937.SZ,博时黄金ETF,2.667,2.675,2.667,2.672,2.667,0.005,0.1875,258934.0,69212.615,1.0
20180716,159938.SZ,广发中证全指医药卫生ETF,1.478,1.479,1.458,1.473,1.476,-0.003,-0.2033,53053.0,7784.241,1.0
20180716,159939.SZ,广发中证全指信息技术ETF,0.957,0.964,0.951,0.958,0.955,0.003,0.3141,22775.67,2179.145,1.0
20180716,159940.SZ,广发中证全指金融地产ETF,0.804,0.804,0.793,0.795,0.804,-0.009,-1.1194,1562.0,124.198,1.0
20180716,159941.SZ,广发纳指100ETF,1.635,1.666,1.635,1.663,1.651,0.012,0.7268,380.0,63.094,1.0
20180716,159943.SZ,深证ETF,9.945,9.95,9.941,9.941,9.961,-0.02,-0.2008,179.03,178.086,1.0
20180716,159944.SZ,广发中证全指原材料ETF,0.765,0.765,0.757,0.761,0.765,-0.004,-0.5229,591.03,44.827,1.0
20180716,159945.SZ,广发中证全指能源ETF,0.637,0.643,0.633,0.643,0.637,0.006,0.9419,342.0,21.881,1.0
20180716,159948.SZ,南方创业板ETF,1.69,1.692,1.675,1.683,1.69,-0.007,-0.4142,7642.0,1285.126,1.0
20180716,159949.SZ,华安创业板50ETF,0.593,0.595,0.587,0.59,0.593,-0.003,-0.5059,6642719.86,391789.312,1.0
20180716,159952.SZ,广发创业板ETF,0.924,0.932,0.92,0.93,0.928,0.002,0.2155,148200.48,13728.043,1.0
20180716,159954.SZ,南方恒生中国企业ETF,0.943,0.943,0.933,0.938,0.943,-0.005,-0.5302,21231.0,1991.009,1.0
20180716,159956.SZ,建信创业板ETF,0.91,0.915,0.903,0.911,0.915,-0.004,-0.4372,2332.0,212.066,1.0
20180716,159957.SZ,华夏创业板ETF,0.945,0.947,0.93,0.942,0.942,0.0,0.0,16047.0,1510.668,1.0
20180716,159958.SZ,创业板ETF工银,0.935,0.937,0.928,0.932,0.934,-0.002,-0.2141,14613.08,1360.62,1.0
20180716,510010.SH,交银上证180公司治理ETF,1.015,1.024,1.012,1.02,1.015,0.005,0.4926,91.0,9.227,1.0
20180716,510020.SH,博时上证超大盘ETF,2.479,2.479,2.44,2.465,2.485,-0.02,-0.8048,101.0,24.977,0.101
20180716,510030.SH,上证180价值ETF,4.5,4.5,4.435,4.5,4.528,-0.028,-0.6184,355.7,159.724,1.0
20180716,510050.SH,华夏上证50ETF,2.508,2.524,2.478,2.49,2.509,-0.019,-0.7573,3981412.05,992598.503,1.259
20180716,510060.SH,工银上证央企ETF,1.642,1.643,1.622,1.623,1.641,-0.018,-1.0969,155.0,25.363,1.0
20180716,510090.SH,建信上证社会责任ETF,1.485,1.485,1.485,1.485,1.485,0.0,0.0,1.0,0.149,1.0
20180716,510150.SH,招商上证消费80ETF,5.128,5.128,5.072,5.099,5.113,-0.014,-0.2738,7238.0,3701.358,1.0
20180716,510160.SH,南方小康ETF,0.518,0.519,0.516,0.518,0.521,-0.003,-0.5758,2622.0,135.695,1.0
20180716,510170.SH,国联安上证商品ETF,1.685,1.686,1.675,1.686,1.678,0.008,0.4768,36.72,6.189,1.0
20180716,510180.SH,华安上证180ETF,3.05,3.064,3.02,3.033,3.048,-0.015,-0.4921,63160.75,19132.704,2.916
20180716,510190.SH,华安上证50ETF,3.18,3.2,3.175,3.2,3.297,-0.097,-2.9421,44.0,14.016,1.0
20180716,510210.SH,上证综指ETF,3.266,3.409,3.266,3.281,3.315,-0.034,-1.0256,29.42,9.675,1.0
20180716,510230.SH,国泰上证180金融ETF,5.38,5.387,5.3,5.311,5.387,-0.076,-1.4108,9922.0,5266.389,1.0
20180716,510270.SH,国企ETF,0.997,0.997,0.997,0.997,1.0,-0.003,-0.3,200.0,19.94,1.0
20180716,510290.SH,南方上证380ETF,1.404,1.405,1.398,1.403,1.4,0.003,0.2143,453.0,63.56,1.0
20180716,510300.SH,华泰柏瑞沪深300ETF,3.531,3.559,3.506,3.519,3.534,-0.015,-0.4244,1265179.0,445644.461,1.093
20180716,510310.SH,易方达沪深300ETF发起式,1.506,1.511,1.49,1.499,1.506,-0.007,-0.4648,23826.0,3562.325,1.0
20180716,510330.SH,华夏沪深300ETF,3.835,3.85,3.797,3.811,3.829,-0.018,-0.4701,24761.0,9480.38,1.034
20180716,510360.SH,广发沪深300ETF,1.114,1.119,1.105,1.108,1.114,-0.006,-0.5386,86348.0,9572.625,1.0
20180716,510380.SH,国寿安保沪深300ETF,0.882,0.884,0.88,0.88,0.884,-0.004,-0.4525,397.0,35.002,1.0
20180716,510390.SH,平安沪深300ETF,3.521,3.541,3.497,3.509,3.523,-0.014,-0.3974,42335.44,14858.48,1.0
20180716,510410.SH,博时上证自然资源ETF,0.65,0.65,0.644,0.649,0.652,-0.003,-0.4601,87.0,5.625,1.0
20180716,510500.SH,南方中证500ETF,5.517,5.541,5.476,5.52,5.514,0.006,0.1088,699098.53,384465.202,0.28
20180716,510510.SH,广发中证500ETF,1.48,1.48,1.453,1.46,1.464,-0.004,-0.2732,88880.0,12962.047,1.0
20180716,510560.SH,国寿安保中证500ETF,1.1,1.1,1.089,1.091,1.091,0.0,0.0,22.0,2.404,1.0
20180716,510580.SH,易方达中证500ETF,5.189,5.189,5.138,5.172,5.167,0.005,0.0968,16.0,8.271,1.0
20180716,510590.SH,平安中证500ETF,5.296,5.3,5.252,5.283,5.288,-0.005,-0.0946,195.34,103.079,1.0
20180716,510630.SH,华夏消费ETF,2.378,2.409,2.378,2.4,2.391,0.009,0.3764,6006.0,1432.867,1.0
20180716,510650.SH,华夏金融ETF,1.557,1.557,1.546,1.546,1.57,-0.024,-1.5287,183.0,28.357,1.0
20180716,510660.SH,华夏医药ETF,2.11,2.119,2.09,2.119,2.123,-0.004,-0.1884,15721.0,3315.886,1.0
20180716,510710.SH,博时上证50ETF,2.668,2.684,2.637,2.647,2.668,-0.021,-0.7871,3922.11,1038.902,1.0
20180716,510800.SH,建信上证50ETF,0.868,0.868,0.848,0.855,0.856,-0.001,-0.1168,18482.0,1580.903,1.0
20180716,510810.SH,中证上海国企ETF,0.848,0.85,0.841,0.848,0.848,0.0,0.0,4958.0,419.713,1.03
20180716,510880.SH,华泰柏瑞上证红利ETF,2.686,2.694,2.66,2.675,2.685,-0.01,-0.3724,48687.64,13018.962,1.269
20180716,510900.SH,易方达恒生国企(QDII-ETF),1.139,1.144,1.128,1.132,1.138,-0.006,-0.5272,7983925.5,904802.313,1.045
20180716,511010.SH,国泰上证5年期国债ETF,112.95,113.158,112.881,113.097,112.898,0.199,0.1763,14123.0,159646.74,1.012
20180716,511220.SH,海富通上证城投债ETF,90.79,91.099,90.505,90.999,90.426,0.573,0.6337,755.0,6854.658,1.245
20180716,511260.SH,上证10年期国债ETF,102.413,102.799,102.413,102.74,102.401,0.339,0.3311,34.0,349.354,1.0
20180716,511600.SH,华安日日鑫货币H,100.002,100.017,100.002,100.016,100.022,-0.006,-0.006,1980.79,19810.386,1.0
20180716,511620.SH,国泰瞬利货币A,99.986,99.999,99.985,99.986,99.986,0.0,0.0,10.25,102.493,1.0
20180716,511650.SH,华夏快线货币E,100.004,100.008,100.001,100.007,100.016,-0.009,-0.009,2789.84,27900.006,1.0
20180716,511660.SH,建信现金添益货币H,100.011,100.02,100.011,100.019,100.033,-0.014,-0.014,110351.85,1103693.865,1.0
20180716,511670.SH,华泰紫金天天金货币ETFA,99.999,100.0,99.998,99.999,100.015,-0.016,-0.016,15034.24,150340.94,1.0
20180716,511690.SH,大成添益交易型货币,100.01,100.014,100.006,100.008,100.021,-0.013,-0.013,40442.23,404467.319,1.0
20180716,511700.SH,平安货币ETF,100.01,100.017,100.008,100.016,100.028,-0.012,-0.012,1143.15,11432.971,1.0
20180716,511770.SH,金鹰现金增益E,100.0,100.007,100.0,100.007,100.011,-0.004,-0.004,52.04,520.431,1.0
20180716,511800.SH,易方达货币E,100.001,100.004,99.999,100.001,100.013,-0.012,-0.012,991.27,9912.805,1.0
20180716,511810.SH,南方理财金货币ETF,99.997,100.001,99.997,100.0,100.013,-0.013,-0.013,90939.33,909386.624,1.0
20180716,511820.SH,鹏华添利交易型货币B,100.001,100.021,100.001,100.02,100.025,-0.005,-0.005,55193.07,551986.974,1.0
20180716,511830.SH,华泰货币,100.002,100.002,99.995,99.998,100.012,-0.014,-0.014,3618.65,36186.167,1.0
20180716,511850.SH,招商财富宝货币ETFE,100.02,100.031,100.019,100.031,100.043,-0.012,-0.012,16040.81,160446.868,1.0
20180716,511860.SH,博时保证金货币ETF,99.999,100.009,99.996,100.0,100.016,-0.016,-0.016,745.54,7455.398,1.0
20180716,511900.SH,富国收益宝交易型货币H,100.009,100.024,100.008,100.019,100.03,-0.011,-0.011,15152.54,151548.914,1.0
20180716,511910.SH,融通易支付货币E,99.98,99.999,99.98,99.998,100.008,-0.01,-0.01,456.16,4561.506,1.0
20180716,511920.SH,广发货币E,99.998,100.012,99.998,99.999,100.009,-0.01,-0.01,54.0,540.055,1.0
20180716,511930.SH,国联日盈A,99.983,100.001,99.983,100.001,100.01,-0.009,-0.009,5.0,49.996,1.0
20180716,511960.SH,嘉实快线货币H,100.028,100.088,100.008,100.01,100.074,-0.064,-0.064,371.31,3716.118,1.0
20180716,511970.SH,国寿安保货币E,100.001,100.002,100.001,100.001,100.001,0.0,0.0,9.0,90.001,1.0
20180716,511980.SH,汇添富添富通货币E,99.996,100.009,99.986,100.003,100.008,-0.005,-0.005,154.57,1545.705,1.0
20180716,512000.SH,华宝中证全指证券公司ETF,0.707,0.707,0.698,0.702,0.704,-0.002,-0.2841,208717.0,14628.504,1.0
20180716,512010.SH,易方达沪深300医药ETF,2.0,2.024,1.99,2.02,2.005,0.015,0.7481,68073.0,13669.509,1.0
20180716,512070.SH,易方达沪深300非银ETF,1.649,1.649,1.625,1.629,1.649,-0.02,-1.2129,7576.0,1233.174,1.0
20180716,512090.SH,易方达MSCI中国A股国际通ETF,0.939,0.945,0.931,0.935,0.94,-0.005,-0.5319,1000571.0,93540.827,1.0
20180716,512100.SH,南方中证1000ETF,0.664,0.664,0.659,0.662,0.663,-0.001,-0.1508,6314.0,417.716,1.0
20180716,512120.SH,华安中证细分医药ETF,1.745,1.756,1.73,1.75,1.754,-0.004,-0.2281,42715.93,7438.75,1.0
20180716,512160.SH,南方MSCI中国A股国际通ETF,0.944,0.946,0.933,0.937,0.941,-0.004,-0.4251,211075.0,19750.836,1.0
20180716,512180.SH,建信MSCI中国A股国际通ETF,0.918,0.924,0.911,0.914,0.918,-0.004,-0.4357,903330.0,82583.865,1.0
20180716,512200.SH,南方中证全指房地产ETF,0.76,0.762,0.748,0.754,0.764,-0.01,-1.3089,8013.0,604.794,1.0
20180716,512220.SH,景顺长城中证科技传媒通信150ETF,1.192,1.192,1.192,1.192,1.214,-0.022,-1.8122,7.0,0.834,1.0
20180716,512280.SH,景顺长城MSCI中国A股国际通ETF,0.919,0.925,0.912,0.914,0.92,-0.006,-0.6522,269342.2,24633.898,1.0
20180716,512330.SH,南方中证500信息技术ETF,0.72,0.734,0.715,0.729,0.722,0.007,0.9695,16088.0,1170.193,1.0
20180716,512390.SH,平安MSCI中国A股低波动ETF,0.946,0.946,0.938,0.939,0.943,-0.004,-0.4242,700.0,65.802,1.0
20180716,512400.SH,南方中证申万有色金属ETF,0.744,0.744,0.732,0.739,0.743,-0.004,-0.5384,22144.0,1631.456,1.0
20180716,512500.SH,华夏中证500ETF,2.569,2.579,2.55,2.57,2.569,0.001,0.0389,14927.77,3824.899,1.0
20180716,512510.SH,华泰柏瑞中证500ETF,1.096,1.1,1.089,1.095,1.096,-0.001,-0.0912,8968.91,980.02,1.02
20180716,512520.SH,MSCIETF,0.925,0.927,0.916,0.918,0.923,-0.005,-0.5417,58474.0,5377.559,1.0
20180716,512550.SH,嘉实富时中国A50ETF,0.982,0.989,0.969,0.974,0.983,-0.009,-0.9156,12263.0,1192.51,1.0
20180716,512560.SH,易方达中证军工ETF,0.763,0.787,0.763,0.781,0.774,0.007,0.9044,406.0,31.722,1.0
20180716,512570.SH,易方达中证全指证券公司ETF,0.7,0.705,0.7,0.705,0.706,-0.001,-0.1416,2.0,0.141,1.0
20180716,512580.SH,广发中证环保ETF,0.773,0.773,0.764,0.769,0.771,-0.002,-0.2594,149541.0,11485.781,1.0
20180716,512600.SH,嘉实中证主要消费ETF,2.272,2.28,2.23,2.254,2.275,-0.021,-0.9231,170.0,38.271,1.0
