代码,日期,上日收盘,开盘价,最高价,最低价,收盘价,涨跌,涨幅%,成交量(手数),成交额(千元)
560960.SH,20231228,0.695,0.697,0.724,0.697,0.724,0.029,4.1727,200362.0,14322.648
560960.SH,20231227,0.696,0.69,0.696,0.69,0.695,-0.001,-0.1437,202782.0,14060.201
560960.SH,20231226,0.696,0.695,0.698,0.694,0.696,0.0,0.0,188939.0,13135.972
560960.SH,20231225,0.694,0.696,0.697,0.691,0.696,0.002,0.2882,239374.24,16630.372
560960.SH,20231222,0.687,0.686,0.701,0.683,0.694,0.007,1.0189,224525.0,15565.975
560960.SH,20231221,0.676,0.68,0.691,0.677,0.687,0.011,1.6272,224230.0,15330.698
560960.SH,20231220,0.68,0.683,0.683,0.676,0.676,-0.004,-0.5882,207312.0,14099.271
560960.SH,20231219,0.678,0.676,0.683,0.676,0.68,0.002,0.295,177442.0,12043.583
560960.SH,20231218,0.688,0.683,0.686,0.677,0.678,-0.01,-1.4535,203366.0,13796.604
560960.SH,20231215,0.689,0.697,0.697,0.687,0.688,-0.001,-0.1451,210363.0,14556.403
560960.SH,20231214,0.694,0.698,0.699,0.689,0.689,-0.005,-0.7205,178398.0,12364.717
560960.SH,20231213,0.705,0.699,0.7,0.693,0.694,-0.011,-1.5603,178127.0,12409.755
560960.SH,20231212,0.705,0.697,0.706,0.697,0.705,0.0,0.0,198326.0,13965.233
560960.SH,20231211,0.702,0.697,0.706,0.69,0.705,0.003,0.4274,177866.0,12341.992
560960.SH,20231208,0.702,0.705,0.706,0.701,0.702,0.0,0.0,206623.0,14521.326
560960.SH,20231207,0.707,0.704,0.705,0.698,0.702,-0.005,-0.7072,174391.0,12212.849
560960.SH,20231206,0.701,0.699,0.712,0.699,0.707,0.006,0.8559,190333.0,13465.363
560960.SH,20231205,0.71,0.706,0.712,0.701,0.701,-0.009,-1.2676,173221.0,12273.523
560960.SH,20231204,0.715,0.711,0.715,0.71,0.71,-0.005,-0.6993,169124.0,12042.852
560960.SH,20231201,0.718,0.714,0.717,0.709,0.715,-0.003,-0.4178,145995.0,10389.068
560960.SH,20231130,0.718,0.722,0.722,0.715,0.718,0.0,0.0,144394.0,10382.877
560960.SH,20231129,0.725,0.723,0.725,0.718,0.718,-0.007,-0.9655,154262.0,11116.878
560960.SH,20231128,0.727,0.725,0.728,0.723,0.725,-0.002,-0.2751,149150.0,10822.751
560960.SH,20231127,0.737,0.733,0.733,0.723,0.727,-0.01,-1.3569,157075.0,11407.949
560960.SH,20231124,0.746,0.743,0.743,0.737,0.737,-0.009,-1.2064,164732.0,12207.831
560960.SH,20231123,0.745,0.744,0.746,0.741,0.746,0.001,0.1342,168425.0,12491.676
560960.SH,20231122,0.756,0.766,0.766,0.745,0.745,-0.011,-1.455,165511.0,12391.058
560960.SH,20231121,0.758,0.762,0.764,0.756,0.756,-0.002,-0.2639,175265.0,13331.916
560960.SH,20231120,0.757,0.756,0.76,0.752,0.758,0.001,0.1321,167443.0,12648.195
560960.SH,20231117,0.759,0.755,0.757,0.753,0.757,-0.002,-0.2635,183453.0,13858.988
560960.SH,20231116,0.77,0.766,0.766,0.758,0.759,-0.011,-1.4286,132089.0,10053.663
560960.SH,20231115,0.761,0.766,0.773,0.766,0.77,0.009,1.1827,149643.0,11531.783
560960.SH,20231114,0.765,0.767,0.769,0.758,0.761,-0.004,-0.5229,173304.0,13227.468
560960.SH,20231113,0.764,0.77,0.771,0.761,0.765,0.001,0.1309,140136.0,10708.897
560960.SH,20231110,0.771,0.771,0.771,0.76,0.764,-0.007,-0.9079,146401.0,11144.233
560960.SH,20231109,0.763,0.765,0.773,0.765,0.771,0.008,1.0485,157755.0,12146.519
560960.SH,20231108,0.766,0.763,0.768,0.76,0.763,-0.003,-0.3916,159681.0,12214.891
560960.SH,20231107,0.77,0.764,0.767,0.762,0.766,-0.004,-0.5195,161747.0,12349.987
560960.SH,20231106,0.762,0.762,0.771,0.761,0.77,0.008,1.0499,184248.0,14120.399
560960.SH,20231103,0.745,0.748,0.762,0.748,0.762,0.017,2.2819,150790.0,11356.579
560960.SH,20231102,0.755,0.755,0.758,0.745,0.745,-0.01,-1.3245,164522.0,12349.737
560960.SH,20231101,0.74,0.777,0.777,0.752,0.755,0.015,2.027,124983.0,9449.539
560960.SH,20231031,0.77,0.764,0.764,0.74,0.74,-0.03,-3.8961,109103.0,8286.206
560960.SH,20231030,0.762,0.761,0.77,0.761,0.77,0.008,1.0499,130347.0,9964.695
560960.SH,20231027,0.744,0.742,0.763,0.742,0.762,0.018,2.4194,108644.0,8166.262
560960.SH,20231026,0.747,0.741,0.744,0.733,0.744,-0.003,-0.4016,190522.0,14081.799
560960.SH,20231025,0.749,0.754,0.756,0.746,0.747,-0.002,-0.267,165817.0,12430.031
560960.SH,20231024,0.743,0.743,0.749,0.739,0.749,0.006,0.8075,93062.0,6918.033
560960.SH,20231023,0.761,0.753,0.753,0.739,0.743,-0.018,-2.3653,163943.0,12247.48
560960.SH,20231020,0.76,0.758,0.766,0.758,0.761,0.001,0.1316,151651.32,11548.056
560960.SH,20231019,0.774,0.77,0.77,0.76,0.76,-0.014,-1.8088,121432.0,9283.747
560960.SH,20231018,0.779,0.778,0.78,0.774,0.774,-0.005,-0.6418,151625.0,11761.09
560960.SH,20231017,0.775,0.777,0.783,0.776,0.779,0.004,0.5161,106782.0,8326.258
560960.SH,20231016,0.789,0.787,0.788,0.774,0.775,-0.014,-1.7744,95433.0,7465.636
560960.SH,20231013,0.8,0.796,0.796,0.785,0.789,-0.011,-1.375,108296.0,8550.018
560960.SH,20231012,0.789,0.792,0.802,0.792,0.8,0.011,1.3942,75571.0,5999.826
560960.SH,20231011,0.789,0.79,0.797,0.789,0.789,0.0,0.0,156367.0,12371.928
560960.SH,20231010,0.797,0.798,0.798,0.789,0.789,-0.008,-1.0038,72448.0,5770.605
560960.SH,20231009,0.799,0.799,0.799,0.788,0.797,-0.002,-0.2503,145662.0,11523.905
560960.SH,20230928,0.802,0.804,0.805,0.799,0.799,-0.003,-0.3741,159294.0,12758.005
560960.SH,20230927,0.792,0.794,0.808,0.794,0.802,0.01,1.2626,64582.0,5150.508
560960.SH,20230926,0.799,0.798,0.798,0.791,0.792,-0.007,-0.8761,126676.0,10062.444
560960.SH,20230925,0.8,0.8,0.801,0.797,0.799,-0.001,-0.125,85707.0,6849.003
560960.SH,20230922,0.79,0.789,0.8,0.788,0.8,0.01,1.2658,97763.0,7757.084
560960.SH,20230921,0.8,0.796,0.799,0.79,0.79,-0.01,-1.25,75306.0,5988.689
560960.SH,20230920,0.805,0.802,0.803,0.799,0.8,-0.005,-0.6211,65670.0,5262.76
560960.SH,20230919,0.809,0.825,0.825,0.8,0.805,-0.004,-0.4944,71075.0,5722.511
560960.SH,20230918,0.805,0.807,0.814,0.801,0.809,0.004,0.4969,63181.0,5088.979
560960.SH,20230915,0.812,0.813,0.813,0.803,0.805,-0.007,-0.8621,59196.0,4790.973
560960.SH,20230914,0.817,0.819,0.819,0.809,0.812,-0.005,-0.612,62508.0,5080.167
560960.SH,20230913,0.822,0.822,0.824,0.814,0.817,-0.005,-0.6083,64536.0,5295.633
560960.SH,20230912,0.822,0.821,0.826,0.819,0.822,0.0,0.0,71545.0,5875.496
560960.SH,20230911,0.816,0.818,0.825,0.814,0.822,0.006,0.7353,76215.0,6224.746
560960.SH,20230908,0.826,0.823,0.823,0.814,0.816,-0.01,-1.2107,60114.0,4916.074
560960.SH,20230907,0.842,0.838,0.838,0.826,0.826,-0.016,-1.9002,67322.0,5617.582
560960.SH,20230906,0.848,0.843,0.846,0.839,0.842,-0.006,-0.7075,89849.0,7573.191
560960.SH,20230905,0.845,0.843,0.85,0.841,0.848,0.003,0.355,96836.0,8189.865
560960.SH,20230904,0.839,0.842,0.847,0.834,0.845,0.006,0.7151,96865.0,8140.747
560960.SH,20230901,0.837,0.841,0.842,0.836,0.839,0.002,0.2389,96329.0,8073.01
560960.SH,20230831,0.842,0.842,0.842,0.835,0.837,-0.005,-0.5938,98015.0,8212.304
560960.SH,20230830,0.845,0.845,0.851,0.842,0.842,-0.003,-0.355,59943.0,5080.852
560960.SH,20230829,0.831,0.829,0.848,0.829,0.845,0.014,1.6847,79676.0,6658.857
560960.SH,20230828,0.823,0.843,0.861,0.828,0.831,0.008,0.9721,66384.0,5607.42
560960.SH,20230825,0.827,0.821,0.827,0.819,0.823,-0.004,-0.4837,73613.0,6049.452
560960.SH,20230824,0.82,0.825,0.83,0.82,0.827,0.007,0.8537,84836.0,6998.4
560960.SH,20230823,0.836,0.836,0.836,0.82,0.82,-0.016,-1.9139,101401.0,8419.472
560960.SH,20230822,0.843,0.848,0.848,0.827,0.836,-0.007,-0.8304,105116.0,8803.354
560960.SH,20230821,0.857,0.857,0.857,0.843,0.843,-0.014,-1.6336,68551.0,5832.641
560960.SH,20230818,0.866,0.866,0.87,0.857,0.857,-0.009,-1.0393,109378.0,9446.266
560960.SH,20230817,0.864,0.859,0.869,0.854,0.866,0.002,0.2315,83639.0,7182.727
560960.SH,20230816,0.868,0.866,0.87,0.863,0.864,-0.004,-0.4608,104969.0,9111.681
560960.SH,20230815,0.878,0.878,0.878,0.864,0.868,-0.01,-1.139,95024.0,8286.108
560960.SH,20230814,0.89,0.877,0.879,0.87,0.878,-0.012,-1.3483,91299.0,7984.076
560960.SH,20230811,0.906,0.907,0.907,0.89,0.89,-0.016,-1.766,118354.0,10641.087
560960.SH,20230810,0.904,0.908,0.91,0.904,0.906,0.002,0.2212,93800.0,8519.648
560960.SH,20230809,0.908,0.904,0.906,0.902,0.904,-0.004,-0.4405,80096.0,7234.548
560960.SH,20230808,0.912,0.913,0.914,0.906,0.908,-0.004,-0.4386,80505.0,7331.024
560960.SH,20230807,0.917,0.918,0.918,0.91,0.912,-0.005,-0.5453,90866.0,8287.979
560960.SH,20230804,0.912,0.912,0.921,0.911,0.917,0.005,0.5482,68107.0,6244.361
560960.SH,20230803,0.903,0.901,0.912,0.901,0.912,0.009,0.9967,72652.0,6581.075
560960.SH,20230802,0.905,0.903,0.909,0.9,0.903,-0.002,-0.221,90785.0,8219.534
560960.SH,20230801,0.911,0.939,0.939,0.893,0.905,-0.006,-0.6586,101356.0,9189.19
560960.SH,20230731,0.899,0.903,0.917,0.903,0.911,0.012,1.3348,73430.07,6692.588
560960.SH,20230728,0.887,0.884,0.899,0.881,0.899,0.012,1.3529,96287.0,8545.231
560960.SH,20230727,0.89,0.894,0.896,0.887,0.887,-0.003,-0.3371,73458.0,6573.404
560960.SH,20230726,0.888,0.887,0.891,0.887,0.89,0.002,0.2252,75794.0,6740.601
560960.SH,20230725,0.871,0.885,0.889,0.885,0.888,0.017,1.9518,85888.0,7621.83
560960.SH,20230724,0.88,0.877,0.877,0.87,0.871,-0.009,-1.0227,117683.0,10268.644
560960.SH,20230721,0.885,0.882,0.884,0.877,0.88,-0.005,-0.565,78760.19,6927.681
560960.SH,20230720,0.888,0.891,0.896,0.885,0.885,-0.003,-0.3378,78948.0,7042.842
560960.SH,20230719,0.892,0.892,0.892,0.884,0.888,-0.004,-0.4484,94149.0,8363.514
560960.SH,20230718,0.894,0.893,0.894,0.888,0.892,-0.002,-0.2237,97110.0,8653.64
560960.SH,20230717,0.9,0.899,0.899,0.892,0.894,-0.006,-0.6667,81065.0,7253.133
560960.SH,20230714,0.909,0.906,0.908,0.9,0.9,-0.009,-0.9901,92303.0,8341.551
560960.SH,20230713,0.9,0.914,0.914,0.905,0.909,0.009,1.0,85900.0,7816.107
560960.SH,20230712,0.901,0.896,0.909,0.896,0.9,-0.001,-0.111,98950.0,8904.069
560960.SH,20230711,0.901,0.902,0.902,0.893,0.901,0.0,0.0,118720.0,10665.844
560960.SH,20230710,0.884,0.891,0.905,0.89,0.901,0.017,1.9231,125141.0,11239.951
560960.SH,20230707,0.893,0.89,0.891,0.884,0.884,-0.009,-1.0078,108230.0,9613.566
560960.SH,20230706,0.898,0.897,0.898,0.891,0.893,-0.005,-0.5568,151473.0,13557.717
560960.SH,20230705,0.906,0.906,0.912,0.898,0.898,-0.008,-0.883,111005.0,10063.809
560960.SH,20230704,0.908,0.907,0.91,0.903,0.906,-0.002,-0.2203,111200.0,10080.177
560960.SH,20230703,0.903,0.898,0.916,0.898,0.908,0.005,0.5537,125333.0,11422.225
560960.SH,20230630,0.895,0.893,0.908,0.891,0.903,0.008,0.8939,83074.0,7470.046
560960.SH,20230629,0.903,0.923,0.923,0.873,0.895,-0.008,-0.8859,66897.0,6012.973
560960.SH,20230628,0.895,0.895,0.903,0.891,0.903,0.008,0.8939,209625.0,18816.344
560960.SH,20230627,0.89,0.889,0.896,0.888,0.895,0.005,0.5618,95967.0,8553.22
560960.SH,20230626,0.891,0.887,0.896,0.883,0.89,-0.001,-0.1122,107651.0,9547.89
560960.SH,20230621,0.898,0.896,0.905,0.891,0.891,-0.007,-0.7795,142929.0,12858.482
560960.SH,20230620,0.897,0.898,0.903,0.893,0.898,0.001,0.1115,118532.0,10662.754
560960.SH,20230619,0.903,0.905,0.905,0.897,0.897,-0.006,-0.6645,42053.0,3793.473
560960.SH,20230616,0.897,0.9,0.905,0.895,0.903,0.006,0.6689,45522.0,4109.061
560960.SH,20230615,0.863,0.864,0.897,0.864,0.897,0.034,3.9397,62734.0,5494.063
560960.SH,20230614,0.869,0.871,0.872,0.862,0.863,-0.006,-0.6904,84824.0,7351.256
560960.SH,20230613,0.871,0.87,0.871,0.865,0.869,-0.002,-0.2296,80532.0,6988.23
560960.SH,20230612,0.864,0.88,0.88,0.862,0.871,0.007,0.8102,81862.0,7104.032
560960.SH,20230609,0.859,0.86,0.867,0.858,0.864,0.005,0.5821,146341.0,12624.587
560960.SH,20230608,0.854,0.861,0.865,0.858,0.859,0.005,0.5855,153704.0,13212.442
560960.SH,20230607,0.87,0.869,0.869,0.854,0.854,-0.016,-1.8391,60492.0,5210.89
560960.SH,20230606,0.88,0.877,0.877,0.869,0.87,-0.01,-1.1364,78446.0,6857.558
560960.SH,20230605,0.892,0.889,0.889,0.876,0.88,-0.012,-1.3453,150438.0,13231.527
560960.SH,20230602,0.879,0.882,0.893,0.882,0.892,0.013,1.479,50441.0,4466.219
560960.SH,20230601,0.882,0.882,0.891,0.879,0.879,-0.003,-0.3401,67427.0,5962.852
560960.SH,20230531,0.891,0.89,0.89,0.879,0.882,-0.009,-1.0101,58054.0,5139.874
560960.SH,20230530,0.891,0.89,0.899,0.885,0.891,0.0,0.0,84909.0,7574.664
560960.SH,20230529,0.904,0.9,0.905,0.888,0.891,-0.013,-1.4381,62230.0,5581.595
560960.SH,20230526,0.916,0.91,0.91,0.896,0.904,-0.012,-1.31,46572.0,4214.8
560960.SH,20230525,0.918,0.913,0.92,0.911,0.916,-0.002,-0.2179,61955.0,5675.568
560960.SH,20230524,0.919,0.915,0.927,0.914,0.918,-0.001,-0.1088,56644.0,5197.907
560960.SH,20230523,0.929,0.928,0.929,0.919,0.919,-0.01,-1.0764,75004.0,6948.496
560960.SH,20230522,0.922,0.921,0.929,0.919,0.929,0.007,0.7592,50286.0,4645.743
560960.SH,20230519,0.927,0.92,0.926,0.92,0.922,-0.005,-0.5394,55351.0,5102.806
560960.SH,20230518,0.939,0.936,0.939,0.926,0.927,-0.012,-1.278,53106.0,4970.744
560960.SH,20230517,0.937,0.941,0.941,0.939,0.939,0.002,0.2134,60010.0,5637.039
560960.SH,20230516,0.936,0.939,0.943,0.935,0.937,0.001,0.1068,106149.0,9965.765
560960.SH,20230515,0.92,0.922,0.937,0.922,0.936,0.016,1.7391,63318.0,5877.395
560960.SH,20230512,0.93,0.933,0.933,0.92,0.92,-0.01,-1.0753,81314.0,7533.825
560960.SH,20230511,0.918,0.921,0.939,0.919,0.93,0.012,1.3072,89336.0,8231.352
560960.SH,20230510,0.91,0.906,0.925,0.905,0.918,0.008,0.8791,68698.0,6231.846
560960.SH,20230509,0.923,0.92,0.921,0.909,0.91,-0.013,-1.4085,100876.0,9258.24
560960.SH,20230508,0.913,0.92,0.924,0.916,0.923,0.01,1.0953,64013.0,5899.773
560960.SH,20230505,0.925,0.921,0.921,0.907,0.913,-0.012,-1.2973,77222.0,7079.647
560960.SH,20230504,0.929,0.924,0.936,0.924,0.925,-0.004,-0.4306,77310.0,7182.805
560960.SH,20230428,0.926,0.932,0.936,0.922,0.929,0.003,0.324,82293.0,7641.11
560960.SH,20230427,0.922,0.924,0.931,0.918,0.926,0.004,0.4338,74152.0,6828.247
560960.SH,20230426,0.892,0.89,0.933,0.889,0.922,0.03,3.3632,80812.0,7260.369
560960.SH,20230425,0.912,0.918,0.918,0.888,0.892,-0.02,-2.193,74535.0,6809.126
560960.SH,20230424,0.929,0.926,0.926,0.912,0.912,-0.017,-1.8299,87665.0,8064.135
560960.SH,20230421,0.936,0.942,0.947,0.928,0.929,-0.007,-0.7479,92012.0,8652.31
560960.SH,20230420,0.953,0.949,0.949,0.934,0.936,-0.017,-1.7838,93630.0,8830.37
560960.SH,20230419,0.963,0.962,0.962,0.953,0.953,-0.01,-1.0384,125382.0,11976.168
560960.SH,20230418,0.957,0.966,0.97,0.961,0.963,0.006,0.627,119777.0,11573.064
560960.SH,20230417,0.953,0.961,0.961,0.948,0.957,0.004,0.4197,119135.0,11411.316
560960.SH,20230414,0.936,0.937,0.954,0.937,0.953,0.017,1.8162,117968.0,11156.456
560960.SH,20230413,0.942,0.941,0.943,0.935,0.936,-0.006,-0.6369,108619.0,10193.925
560960.SH,20230412,0.952,0.951,0.951,0.939,0.942,-0.01,-1.0504,104707.0,9916.798
560960.SH,20230411,0.952,0.953,0.956,0.949,0.952,0.0,0.0,128962.0,12269.119
560960.SH,20230410,0.937,0.942,0.952,0.94,0.952,0.015,1.6009,106076.0,9993.464
560960.SH,20230407,0.938,0.937,0.945,0.937,0.937,-0.001,-0.1066,156896.0,14769.503
560960.SH,20230406,0.939,0.931,0.938,0.928,0.938,-0.001,-0.1065,163474.0,15227.507
560960.SH,20230404,0.95,0.943,0.943,0.931,0.939,-0.011,-1.1579,158033.0,14828.347
560960.SH,20230403,0.95,0.946,0.952,0.942,0.95,0.0,0.0,247697.0,23459.029
560960.SH,20230331,0.949,0.952,0.96,0.948,0.95,0.001,0.1054,70053.0,6666.369
560960.SH,20230330,0.938,0.937,0.949,0.935,0.949,0.011,1.1727,140787.0,13257.38
560960.SH,20230329,0.934,0.932,0.945,0.932,0.938,0.004,0.4283,155055.0,14612.709
560960.SH,20230328,0.94,0.94,0.941,0.933,0.934,-0.006,-0.6383,165626.0,15530.361
560960.SH,20230327,0.937,0.937,0.941,0.929,0.94,0.003,0.3202,203538.0,19008.601
560960.SH,20230324,0.937,0.931,0.942,0.93,0.937,0.0,0.0,212342.0,19831.743
560960.SH,20230323,0.941,0.934,0.939,0.933,0.937,-0.004,-0.4251,145218.0,13586.009
560960.SH,20230322,0.937,0.942,0.952,0.937,0.941,0.004,0.4269,153168.0,14489.33
560960.SH,20230321,0.924,0.928,0.937,0.923,0.937,0.013,1.4069,153281.0,14195.839
560960.SH,20230320,0.922,0.908,0.933,0.908,0.924,0.002,0.2169,79061.0,7317.764
560960.SH,20230317,0.929,0.935,0.935,0.922,0.922,-0.007,-0.7535,228270.0,21219.671
560960.SH,20230316,0.956,0.956,0.956,0.927,0.929,-0.027,-2.8243,194083.8,18287.276
560960.SH,20230315,0.955,0.946,0.964,0.946,0.956,0.001,0.1047,134691.0,12903.281
560960.SH,20230314,0.962,0.958,0.958,0.939,0.955,-0.007,-0.7277,149398.0,14202.269
560960.SH,20230313,0.965,0.965,0.97,0.959,0.962,-0.003,-0.3109,146758.0,14135.973
560960.SH,20230310,0.976,0.967,0.969,0.961,0.965,-0.011,-1.127,123740.0,11943.107
560960.SH,20230309,0.979,0.976,0.983,0.974,0.976,-0.003,-0.3064,121880.0,11907.183
560960.SH,20230308,0.985,0.975,0.987,0.974,0.979,-0.006,-0.6091,128603.0,12626.292
560960.SH,20230307,0.998,0.992,0.997,0.985,0.985,-0.013,-1.3026,172763.0,17158.043
560960.SH,20230306,0.988,0.99,0.998,0.975,0.998,0.01,1.0121,124448.0,12266.987
560960.SH,20230303,0.983,0.988,0.992,0.985,0.988,0.005,0.5086,148231.0,14646.699
560960.SH,20230302,0.995,0.992,0.993,0.983,0.983,-0.012,-1.206,121175.0,12000.637
560960.SH,20230301,0.99,0.986,0.996,0.986,0.995,0.005,0.5051,135197.0,13383.517
560960.SH,20230228,0.985,0.995,0.995,0.979,0.99,0.005,0.5076,123313.0,12146.989
560960.SH,20230227,0.99,0.987,0.995,0.982,0.985,-0.005,-0.5051,106706.0,10545.302
560960.SH,20230224,1.001,1.001,1.001,0.988,0.99,-0.011,-1.0989,136575.0,13563.857
560960.SH,20230223,0.994,0.998,1.004,0.995,1.001,0.007,0.7042,129438.0,12919.89
560960.SH,20230222,1.001,0.996,1.001,0.991,0.994,-0.007,-0.6993,129837.24,12950.577
560960.SH,20230221,0.997,0.994,1.007,0.993,1.001,0.004,0.4012,127410.0,12741.056
560960.SH,20230220,0.983,0.98,0.997,0.974,0.997,0.014,1.4242,164494.0,16122.19
560960.SH,20230217,1.003,1.003,1.004,0.983,0.983,-0.02,-1.994,136897.0,13643.176
560960.SH,20230216,1.016,1.015,1.023,0.995,1.003,-0.013,-1.2795,133951.0,13617.424
560960.SH,20230215,1.024,1.027,1.029,1.015,1.016,-0.008,-0.7813,68451.0,6992.456
560960.SH,20230214,1.027,1.03,1.031,1.02,1.024,-0.003,-0.2921,138282.0,14160.17
560960.SH,20230213,1.02,1.023,1.029,1.02,1.027,0.007,0.6863,126930.0,13015.755
560960.SH,20230210,1.033,1.03,1.03,1.017,1.02,-0.013,-1.2585,87923.0,8961.648
560960.SH,20230209,1.024,1.022,1.034,1.021,1.033,0.009,0.8789,135896.0,13997.652
560960.SH,20230208,1.028,1.027,1.034,1.023,1.024,-0.004,-0.3891,136284.44,14020.895
560960.SH,20230207,1.023,1.03,1.03,1.022,1.028,0.005,0.4888,141370.0,14516.431
560960.SH,20230206,1.035,1.03,1.03,1.017,1.023,-0.012,-1.1594,92282.0,9418.6
560960.SH,20230203,1.051,1.045,1.045,1.023,1.035,-0.016,-1.5224,32174.0,3309.52
560960.SH,20230202,1.06,1.06,1.06,1.046,1.051,-0.009,-0.8491,39090.0,4106.565
560960.SH,20230201,1.047,1.057,1.07,1.047,1.06,0.013,1.2416,105431.81,11112.986
560960.SH,20230131,1.048,1.04,1.058,1.04,1.047,-0.001,-0.0954,146966.0,15452.443
560960.SH,20230130,1.029,1.03,1.08,1.03,1.048,0.019,1.8465,76325.0,8057.704
560960.SH,20230120,1.01,1.011,1.031,1.011,1.029,0.019,1.8812,145889.61,14922.556
560960.SH,20230119,1.011,1.002,1.011,1.002,1.01,-0.001,-0.0989,84978.2,8559.306
560960.SH,20230118,1.005,1.005,1.014,1.005,1.011,0.006,0.597,126942.81,12833.752
560960.SH,20230117,1.005,1.005,1.012,1.001,1.005,0.0,0.0,141377.64,14244.367
560960.SH,20230116,1.001,1.001,1.007,0.991,1.005,0.004,0.3996,414810.45,41626.493
560960.SH,20230113,1.002,1.004,1.009,0.99,1.001,-0.001,-0.0998,2243311.98,224959.555
