代码,日期,EMA12,EMA26,EMA差值12-26,EMA差值12-26(%)
159688,2025-06-27,0.987649,0.982039,0.00561,0.5713
159688,2025-06-26,0.985403,0.980602,0.004801,0.4896
159688,2025-06-25,0.983295,0.97929,0.004005,0.409
159688,2025-06-24,0.980076,0.977553,0.002523,0.2581
159688,2025-06-23,0.97809,0.976478,0.001612,0.1651
159688,2025-06-20,0.97956,0.976996,0.002564,0.2624
159688,2025-06-19,0.98348,0.978515,0.004965,0.5074
159688,2025-06-18,0.987931,0.980077,0.007854,0.8014
159688,2025-06-17,0.988464,0.979683,0.008781,0.8963
159688,2025-06-16,0.986913,0.978297,0.008616,0.8807
159688,2025-06-13,0.98526,0.976881,0.008379,0.8577
159688,2025-06-12,0.986035,0.976552,0.009483,0.9711
159688,2025-06-11,0.982587,0.974276,0.008311,0.853
159688,2025-06-10,0.975784,0.970618,0.005166,0.5322
159688,2025-06-09,0.9712,0.968187,0.003013,0.3112
159688,2025-06-06,0.963963,0.964762,-0.000799,-0.0828
159688,2025-06-05,0.960684,0.963383,-0.002699,-0.2802
159688,2025-06-04,0.958081,0.962454,-0.004373,-0.4544
159688,2025-06-03,0.958641,0.96305,-0.004409,-0.4578
159688,2025-05-30,0.960576,0.964254,-0.003678,-0.3814
159688,2025-05-29,0.96268,0.965475,-0.002795,-0.2895
159688,2025-05-28,0.960259,0.964633,-0.004374,-0.4534
159688,2025-05-27,0.962306,0.965883,-0.003577,-0.3703
159688,2025-05-26,0.964543,0.967154,-0.002611,-0.27
159688,2025-05-23,0.967915,0.968846,-0.000931,-0.0961
159688,2025-05-22,0.969899,0.969794,0.000105,0.0108
159688,2025-05-21,0.971699,0.970578,0.001121,0.1155
159688,2025-05-20,0.970372,0.969904,0.000468,0.0483
159688,2025-05-19,0.969712,0.969576,0.000136,0.014
159688,2025-05-16,0.970205,0.969782,0.000423,0.0436
159688,2025-05-15,0.969333,0.969365,-3.2e-05,-0.0033
159688,2025-05-14,0.967576,0.968594,-0.001018,-0.1051
159688,2025-05-13,0.962953,0.966641,-0.003688,-0.3815
159688,2025-05-12,0.960399,0.965813,-0.005414,-0.5606
159688,2025-05-09,0.956108,0.964358,-0.00825,-0.8555
159688,2025-05-08,0.955036,0.964546,-0.00951,-0.986
159688,2025-05-07,0.95177,0.96387,-0.0121,-1.2554
159688,2025-05-06,0.947001,0.96274,-0.015739,-1.6348
159688,2025-04-30,0.939547,0.960719,-0.021172,-2.2038
159688,2025-04-29,0.937465,0.961496,-0.024031,-2.4993
159688,2025-04-28,0.937549,0.963456,-0.025907,-2.689
159688,2025-04-25,0.936922,0.965253,-0.028331,-2.9351
159688,2025-04-24,0.936544,0.967353,-0.030809,-3.1849
159688,2025-04-23,0.939188,0.970981,-0.031793,-3.2743
