代码,日期,EMA12,EMA26,EMA差值12-26,EMA差值12-26(%),EMA排列,排列评分
159350,2025-06-27,1.138881,1.135144,0.003737,0.3292,温和多头排列,0.35
159350,2025-06-26,1.136677,1.133875,0.002802,0.2471,温和多头排列,0.35
159350,2025-06-25,1.134255,1.132585,0.00167,0.1475,震荡排列,0.0
159350,2025-06-24,1.129756,1.130472,-0.000716,-0.0633,震荡排列,0.0
159350,2025-06-23,1.128439,1.12995,-0.001511,-0.1337,震荡排列,0.0
159350,2025-06-20,1.129791,1.130666,-0.000875,-0.0774,震荡排列,0.0
159350,2025-06-19,1.131208,1.131359,-0.000151,-0.0133,震荡排列,0.0
159350,2025-06-18,1.132882,1.132108,0.000774,0.0684,震荡排列,0.0
159350,2025-06-17,1.132679,1.131956,0.000723,0.0639,震荡排列,0.0
159350,2025-06-16,1.133529,1.132273,0.001256,0.1109,震荡排列,0.0
159350,2025-06-13,1.133989,1.132375,0.001614,0.1425,震荡排列,0.0
159350,2025-06-12,1.134715,1.132565,0.00215,0.1898,EMA信号分化,0.0
159350,2025-06-11,1.133936,1.13205,0.001886,0.1666,震荡排列,0.0
159350,2025-06-10,1.132833,1.131414,0.001419,0.1254,震荡排列,0.0
159350,2025-06-09,1.133348,1.131527,0.001821,0.1609,震荡排列,0.0
159350,2025-06-06,1.132684,1.131089,0.001595,0.141,震荡排列,0.0
159350,2025-06-05,1.132263,1.130776,0.001487,0.1315,震荡排列,0.0
159350,2025-06-04,1.131765,1.130438,0.001327,0.1174,震荡排列,0.0
159350,2025-06-03,1.132086,1.130473,0.001613,0.1427,震荡排列,0.0
159350,2025-05-30,1.134102,1.131231,0.002871,0.2538,价格弱于EMA12但EMA12强于EMA26,0.0
159350,2025-05-29,1.135757,1.13173,0.004027,0.3558,价格弱于EMA12但EMA12强于EMA26,0.0
159350,2025-05-28,1.136258,1.131628,0.00463,0.4091,价格弱于EMA12但EMA12强于EMA26,0.0
159350,2025-05-27,1.138487,1.132238,0.006249,0.5519,价格弱于EMA12但EMA12强于EMA26,0.0
159350,2025-05-26,1.140939,1.132817,0.008122,0.717,价格弱于EMA12但EMA12强于EMA26,0.0
159350,2025-05-23,1.141655,1.132483,0.009172,0.8099,温和多头排列,0.35
159350,2025-05-22,1.141047,1.131481,0.009566,0.8454,中等多头排列,0.7
159350,2025-05-21,1.138874,1.12976,0.009114,0.8067,中等多头排列,0.7
159350,2025-05-20,1.135578,1.127581,0.007997,0.7092,中等多头排列,0.7
159350,2025-05-19,1.132592,1.125627,0.006965,0.6188,温和多头排列,0.35
159350,2025-05-16,1.131246,1.124477,0.006769,0.602,中等多头排列,0.7
159350,2025-05-15,1.129108,1.122996,0.006112,0.5443,中等多头排列,0.7
159350,2025-05-14,1.126401,1.121315,0.005086,0.4536,强势多头排列,1.21
159350,2025-05-13,1.121019,1.11854,0.002479,0.2216,中等多头排列,0.77
159350,2025-05-12,1.116477,1.116344,0.000133,0.0119,震荡排列,0.0
159350,2025-05-09,1.110928,1.113891,-0.002963,-0.266,价格强于EMA12但EMA12弱于EMA26,0.0
159350,2025-05-08,1.107824,1.112762,-0.004938,-0.4438,价格强于EMA12但EMA12弱于EMA26,0.0
159350,2025-05-07,1.103428,1.111223,-0.007795,-0.7015,价格强于EMA12但EMA12弱于EMA26,0.0
159350,2025-05-06,1.100597,1.110601,-0.010004,-0.9008,价格强于EMA12但EMA12弱于EMA26,0.0
159350,2025-04-30,1.097796,1.110169,-0.012373,-1.1145,价格强于EMA12但EMA12弱于EMA26,0.0
159350,2025-04-29,1.097395,1.110983,-0.013588,-1.2231,震荡排列,0.0
159350,2025-04-28,1.097649,1.112182,-0.014533,-1.3067,价格强于EMA12但EMA12弱于EMA26,0.0
159350,2025-04-25,1.097221,1.113156,-0.015935,-1.4315,价格强于EMA12但EMA12弱于EMA26,0.0
159350,2025-04-24,1.095989,1.113889,-0.0179,-1.607,价格强于EMA12但EMA12弱于EMA26,0.0
159350,2025-04-23,1.095623,1.11516,-0.019537,-1.7519,价格强于EMA12但EMA12弱于EMA26,0.0
159350,2025-04-22,1.094464,1.116212,-0.021748,-1.9484,中等空头排列,-0.7
159350,2025-04-21,1.094912,1.118149,-0.023237,-2.0782,中等空头排列,-0.7
159350,2025-04-18,1.095441,1.120241,-0.0248,-2.2138,强势空头排列,-1.1
159350,2025-04-17,1.097157,1.122981,-0.025824,-2.2996,强势空头排列,-1.1
159350,2025-04-16,1.099732,1.126179,-0.026447,-2.3484,强势空头排列,-1.1
159350,2025-04-15,1.102956,1.129713,-0.026757,-2.3685,强势空头排列,-1.1
159350,2025-04-14,1.105675,1.13305,-0.027375,-2.416,强势空头排列,-1.1
159350,2025-04-11,1.108706,1.136574,-0.027868,-2.4519,强势空头排列,-1.21
159350,2025-04-10,1.112471,1.14046,-0.027989,-2.4542,强势空头排列,-1.33
159350,2025-04-09,1.118011,1.145137,-0.027126,-2.3688,强势空头排列,-1.33
159350,2025-04-08,1.128741,1.152028,-0.023287,-2.0214,强势空头排列,-1.33
159350,2025-04-07,1.143603,1.160431,-0.016828,-1.4502,强势空头排列,-1.33
159350,2025-04-03,1.164803,1.171105,-0.006302,-0.5381,中等空头排列,-0.77
159350,2025-04-02,1.169131,1.173513,-0.004382,-0.3734,温和空头排列,-0.35
159350,2025-04-01,1.171519,1.174914,-0.003395,-0.289,温和空头排列,-0.35
159350,2025-03-31,1.174158,1.176348,-0.00219,-0.1862,EMA信号分化,0.0
159350,2025-03-28,1.176551,1.177575,-0.001024,-0.087,震荡排列,0.0
159350,2025-03-27,1.177924,1.178261,-0.000337,-0.0286,震荡排列,0.0
159350,2025-03-26,1.178455,1.178522,-6.7e-05,-0.0057,震荡排列,0.0
159350,2025-03-25,1.180174,1.179284,0.00089,0.0755,震荡排列,0.0
159350,2025-03-24,1.181661,1.179867,0.001794,0.1521,震荡排列,0.0
159350,2025-03-21,1.183235,1.180416,0.002819,0.2388,价格弱于EMA12但EMA12强于EMA26,0.0
159350,2025-03-20,1.186369,1.181569,0.0048,0.4062,震荡排列,0.0
159350,2025-03-19,1.186072,1.181055,0.005017,0.4248,中等多头排列,0.7
159350,2025-03-18,1.18354,1.179539,0.004001,0.3392,中等多头排列,0.7
159350,2025-03-17,1.180366,1.177823,0.002543,0.2159,EMA信号分化,0.0
159350,2025-03-14,1.178432,1.176768,0.001664,0.1414,震荡排列,0.0
159350,2025-03-13,1.175238,1.17523,8e-06,0.0007,震荡排列,0.0
159350,2025-03-12,1.176918,1.175968,0.00095,0.0808,震荡排列,0.0
159350,2025-03-11,1.177812,1.176286,0.001526,0.1297,震荡排列,0.0
159350,2025-03-10,1.17905,1.176709,0.002341,0.1989,价格弱于EMA12但EMA12强于EMA26,0.0
159350,2025-03-07,1.180332,1.177085,0.003247,0.2759,震荡排列,0.0
159350,2025-03-06,1.180574,1.176932,0.003642,0.3094,温和多头排列,0.35
159350,2025-03-05,1.17977,1.176287,0.003483,0.2961,价格弱于EMA12但EMA12强于EMA26,0.0
159350,2025-03-04,1.182273,1.17711,0.005163,0.4386,价格弱于EMA12但EMA12强于EMA26,0.0
159350,2025-03-03,1.185414,1.178078,0.007336,0.6227,价格弱于EMA12但EMA12强于EMA26,0.0
159350,2025-02-28,1.18858,1.178885,0.009695,0.8224,价格弱于EMA12但EMA12强于EMA26,0.0
159350,2025-02-27,1.191958,1.179595,0.012363,1.0481,中等多头排列,0.7
159350,2025-02-26,1.190496,1.177963,0.012533,1.064,中等多头排列,0.7
159350,2025-02-25,1.188768,1.1762,0.012568,1.0685,温和多头排列,0.35
159350,2025-02-24,1.188181,1.174936,0.013245,1.1273,中等多头排列,0.7
159350,2025-02-21,1.184395,1.172211,0.012184,1.0394,强势多头排列,1.21
159350,2025-02-20,1.178831,1.168788,0.010043,0.8593,中等多头排列,0.7
159350,2025-02-19,1.1768,1.167091,0.009709,0.8319,中等多头排列,0.7
159350,2025-02-18,1.173673,1.164938,0.008735,0.7498,中等多头排列,0.7
159350,2025-02-17,1.171795,1.163413,0.008382,0.7205,中等多头排列,0.77
159350,2025-02-14,1.167212,1.160726,0.006486,0.5588,中等多头排列,0.77
159350,2025-02-13,1.162705,1.158224,0.004481,0.3869,中等多头排列,0.7
159350,2025-02-12,1.160106,1.156722,0.003384,0.2926,中等多头排列,0.7
159350,2025-02-11,1.155944,1.15462,0.001324,0.1147,震荡排列,0.0
159350,2025-02-10,1.15357,1.15347,0.0001,0.0087,震荡排列,0.0
159350,2025-02-07,1.148764,1.151347,-0.002583,-0.2243,价格强于EMA12但EMA12弱于EMA26,0.0
159350,2025-02-06,1.143267,1.149135,-0.005868,-0.5106,价格强于EMA12但EMA12弱于EMA26,0.0
159350,2025-02-05,1.140952,1.148586,-0.007634,-0.6646,温和空头排列,-0.35
159350,2025-01-27,1.142579,1.149913,-0.007334,-0.6378,温和空头排列,-0.35
159350,2025-01-24,1.14323,1.150786,-0.007556,-0.6566,价格强于EMA12但EMA12弱于EMA26,0.0
159350,2025-01-23,1.141636,1.150689,-0.009053,-0.7867,震荡排列,0.0
159350,2025-01-22,1.141569,1.151384,-0.009815,-0.8525,价格强于EMA12但EMA12弱于EMA26,0.0
159350,2025-01-21,1.140946,1.151894,-0.010948,-0.9504,价格强于EMA12但EMA12弱于EMA26,0.0
159350,2025-01-20,1.138208,1.151566,-0.013358,-1.16,价格强于EMA12但EMA12弱于EMA26,0.0
159350,2025-01-17,1.136246,1.151771,-0.015525,-1.3479,震荡排列,0.0
