代码,日期,EMA12,EMA26,EMA差值12-26,EMA差值12-26(%)
159819,2025-06-27,0.930666,0.924577,0.006089,0.6586
159819,2025-06-26,0.926605,0.922303,0.004302,0.4664
159819,2025-06-25,0.923079,0.920407,0.002672,0.2903
159819,2025-06-24,0.918912,0.91836,0.000552,0.0601
159819,2025-06-23,0.917441,0.917669,-0.000228,-0.0248
159819,2025-06-20,0.918976,0.918362,0.000614,0.0669
159819,2025-06-19,0.920608,0.919031,0.001577,0.1716
159819,2025-06-18,0.920536,0.918873,0.001663,0.181
159819,2025-06-17,0.919543,0.918303,0.00124,0.135
159819,2025-06-16,0.920369,0.918568,0.001801,0.1961
159819,2025-06-13,0.920254,0.918373,0.001881,0.2048
159819,2025-06-12,0.921937,0.918963,0.002974,0.3236
159819,2025-06-11,0.921561,0.91856,0.003001,0.3267
159819,2025-06-10,0.920936,0.918045,0.002891,0.3149
159819,2025-06-09,0.919652,0.917248,0.002404,0.2621
159819,2025-06-06,0.915589,0.915268,0.000321,0.0351
159819,2025-06-05,0.911878,0.91361,-0.001732,-0.1896
159819,2025-06-04,0.907855,0.911978,-0.004123,-0.4521
159819,2025-06-03,0.90692,0.911897,-0.004977,-0.5458
159819,2025-05-30,0.908178,0.912848,-0.00467,-0.5116
159819,2025-05-29,0.910029,0.914036,-0.004007,-0.4384
159819,2025-05-28,0.909307,0.914039,-0.004732,-0.5177
159819,2025-05-27,0.912271,0.915722,-0.003451,-0.3769
159819,2025-05-26,0.915412,0.91738,-0.001968,-0.2145
159819,2025-05-23,0.916759,0.91813,-0.001371,-0.1493
159819,2025-05-22,0.919261,0.919341,-8e-05,-0.0087
159819,2025-05-21,0.919854,0.919608,0.000246,0.0268
159819,2025-05-20,0.920555,0.919897,0.000658,0.0715
159819,2025-05-19,0.920292,0.919729,0.000563,0.0612
159819,2025-05-16,0.921072,0.920027,0.001045,0.1136
159819,2025-05-15,0.921631,0.920189,0.001442,0.1567
159819,2025-05-14,0.922655,0.920524,0.002131,0.2315
159819,2025-05-13,0.919501,0.918966,0.000535,0.0582
159819,2025-05-12,0.917046,0.917843,-0.000797,-0.0868
159819,2025-05-09,0.913237,0.916231,-0.002994,-0.3268
159819,2025-05-08,0.910734,0.915369,-0.004635,-0.5064
159819,2025-05-07,0.904868,0.913159,-0.008291,-0.9079
159819,2025-05-06,0.900116,0.911731,-0.011615,-1.274
159819,2025-04-30,0.89341,0.90971,-0.0163,-1.7918
159819,2025-04-29,0.889848,0.909447,-0.019599,-2.155
159819,2025-04-28,0.889275,0.910762,-0.021487,-2.3592
159819,2025-04-25,0.889871,0.912743,-0.022872,-2.5059
159819,2025-04-24,0.890211,0.914723,-0.024512,-2.6797
159819,2025-04-23,0.891886,0.917421,-0.025535,-2.7833
159819,2025-04-22,0.891138,0.919134,-0.027996,-3.0459
159819,2025-04-21,0.892072,0.921785,-0.029713,-3.2234
159819,2025-04-18,0.890812,0.923608,-0.032796,-3.5509
159819,2025-04-17,0.892778,0.927097,-0.034319,-3.7018
159819,2025-04-16,0.895102,0.930864,-0.035762,-3.8418
159819,2025-04-15,0.898757,0.935334,-0.036577,-3.9106
159819,2025-04-14,0.901985,0.93968,-0.037695,-4.0115
159819,2025-04-11,0.904346,0.943735,-0.039389,-4.1737
159819,2025-04-10,0.908045,0.948513,-0.040468,-4.2665
159819,2025-04-09,0.915872,0.955194,-0.039322,-4.1167
159819,2025-04-08,0.928212,0.96377,-0.035558,-3.6895
159819,2025-04-07,0.947887,0.975272,-0.027385,-2.8079
159819,2025-04-03,0.967139,0.985933,-0.018794,-1.9062
159819,2025-04-02,0.972983,0.990008,-0.017025,-1.7197
159819,2025-04-01,0.976798,0.993049,-0.016251,-1.6365
