代码,日期,EMA12,EMA26,EMA差值12-26,EMA差值12-26(%)
513060,2025-06-27,0.557969,0.543583,0.014386,2.6465
513060,2025-06-26,0.558509,0.54267,0.015839,2.9187
513060,2025-06-25,0.558238,0.541283,0.016955,3.1324
513060,2025-06-24,0.555736,0.538826,0.01691,3.1383
513060,2025-06-23,0.553324,0.536412,0.016912,3.1528
513060,2025-06-20,0.552838,0.534845,0.017993,3.3642
513060,2025-06-19,0.554808,0.534273,0.020535,3.8435
513060,2025-06-18,0.557319,0.533735,0.023584,4.4187
513060,2025-06-17,0.557376,0.531873,0.025503,4.7949
513060,2025-06-16,0.557081,0.529703,0.027378,5.1686
513060,2025-06-13,0.553096,0.525759,0.027337,5.1995
513060,2025-06-12,0.547477,0.5211,0.026377,5.0618
513060,2025-06-11,0.538291,0.514948,0.023343,4.5331
513060,2025-06-10,0.531799,0.510224,0.021575,4.2285
513060,2025-06-09,0.52358,0.504882,0.018698,3.7034
513060,2025-06-06,0.516595,0.500313,0.016282,3.2544
513060,2025-06-05,0.512339,0.497138,0.015201,3.0577
513060,2025-06-04,0.508947,0.494429,0.014518,2.9363
513060,2025-06-03,0.503482,0.490863,0.012619,2.5708
513060,2025-05-30,0.500115,0.488372,0.011743,2.4045
513060,2025-05-29,0.496682,0.485922,0.01076,2.2143
513060,2025-05-28,0.492624,0.483275,0.009349,1.9345
513060,2025-05-27,0.491101,0.481857,0.009244,1.9184
513060,2025-05-26,0.489119,0.480246,0.008873,1.8476
513060,2025-05-23,0.488596,0.479306,0.00929,1.9382
513060,2025-05-22,0.486522,0.47765,0.008872,1.8574
513060,2025-05-21,0.484072,0.475862,0.00821,1.7253
513060,2025-05-20,0.479903,0.473371,0.006532,1.3799
513060,2025-05-19,0.476067,0.471161,0.004906,1.0413
513060,2025-05-16,0.474807,0.470214,0.004593,0.9768
513060,2025-05-15,0.473862,0.469431,0.004431,0.9439
513060,2025-05-14,0.474383,0.469305,0.005078,1.082
513060,2025-05-13,0.474089,0.468769,0.00532,1.1349
513060,2025-05-12,0.474469,0.468511,0.005958,1.2717
513060,2025-05-09,0.47619,0.468792,0.007398,1.5781
513060,2025-05-08,0.475861,0.468055,0.007806,1.6678
513060,2025-05-07,0.476018,0.4675,0.008518,1.822
513060,2025-05-06,0.475657,0.46666,0.008997,1.928
513060,2025-04-30,0.472868,0.464712,0.008156,1.7551
513060,2025-04-29,0.470298,0.462929,0.007369,1.5918
513060,2025-04-28,0.467807,0.461244,0.006563,1.4229
513060,2025-04-25,0.465954,0.459903,0.006051,1.3157
513060,2025-04-24,0.462309,0.457816,0.004493,0.9814
513060,2025-04-23,0.458183,0.455641,0.002542,0.5579
513060,2025-04-22,0.454217,0.453692,0.000525,0.1157
513060,2025-04-21,0.450801,0.452147,-0.001346,-0.2977
513060,2025-04-18,0.450402,0.452079,-0.001677,-0.371
513060,2025-04-17,0.45102,0.452486,-0.001466,-0.324
513060,2025-04-16,0.451751,0.452924,-0.001173,-0.259
513060,2025-04-15,0.452797,0.453478,-0.000681,-0.1502
513060,2025-04-14,0.451669,0.453037,-0.001368,-0.302
513060,2025-04-11,0.449245,0.45208,-0.002835,-0.6271
513060,2025-04-10,0.450199,0.452726,-0.002527,-0.5582
513060,2025-04-09,0.453871,0.454544,-0.000673,-0.1481
513060,2025-04-08,0.460939,0.457708,0.003231,0.7059
513060,2025-04-07,0.470019,0.461444,0.008575,1.8583
513060,2025-04-03,0.476022,0.4634,0.012622,2.7238
513060,2025-04-02,0.474208,0.461592,0.012616,2.7331
513060,2025-04-01,0.470973,0.459159,0.011814,2.573
513060,2025-03-31,0.466241,0.456132,0.010109,2.2162
513060,2025-03-28,0.46483,0.454702,0.010128,2.2274
513060,2025-03-27,0.462981,0.453079,0.009902,2.1855
513060,2025-03-26,0.460795,0.451325,0.00947,2.0983
513060,2025-03-25,0.462031,0.451111,0.01092,2.4207
513060,2025-03-24,0.463673,0.45096,0.012713,2.8191
513060,2025-03-21,0.464159,0.450156,0.014003,3.1107
513060,2025-03-20,0.464187,0.449049,0.015138,3.3711
513060,2025-03-19,0.460585,0.446253,0.014332,3.2116
513060,2025-03-18,0.456691,0.443393,0.013298,2.9991
513060,2025-03-17,0.453181,0.440785,0.012396,2.8123
513060,2025-03-14,0.451032,0.438847,0.012185,2.7766
