代码,日期,EMA12,EMA26,EMA差值12-26,EMA差值12-26(%)
515650,2025-06-27,1.137393,1.14838,-0.010987,-0.9567
515650,2025-06-26,1.138373,1.149691,-0.011318,-0.9844
515650,2025-06-25,1.138259,1.150546,-0.012287,-1.0679
515650,2025-06-24,1.137761,1.15131,-0.013549,-1.1768
515650,2025-06-23,1.138808,1.152854,-0.014046,-1.2184
515650,2025-06-20,1.142228,1.155483,-0.013255,-1.1471
515650,2025-06-19,1.144815,1.157681,-0.012866,-1.1114
515650,2025-06-18,1.149145,1.160616,-0.011471,-0.9884
515650,2025-06-17,1.152807,1.163145,-0.010338,-0.8888
515650,2025-06-16,1.156954,1.165797,-0.008843,-0.7585
515650,2025-06-13,1.162037,1.168741,-0.006704,-0.5736
515650,2025-06-12,1.167135,1.17152,-0.004385,-0.3743
515650,2025-06-11,1.169886,1.173081,-0.003195,-0.2724
515650,2025-06-10,1.171866,1.174208,-0.002342,-0.1995
515650,2025-06-09,1.174387,1.175504,-0.001117,-0.095
515650,2025-06-06,1.176457,1.176505,-4.8e-05,-0.0041
515650,2025-06-05,1.178358,1.177345,0.001013,0.086
515650,2025-06-04,1.180423,1.178173,0.00225,0.191
515650,2025-06-03,1.182136,1.178747,0.003389,0.2875
515650,2025-05-30,1.184707,1.179606,0.005101,0.4324
515650,2025-05-29,1.185381,1.179495,0.005886,0.499
515650,2025-05-28,1.18545,1.179054,0.006396,0.5425
515650,2025-05-27,1.185168,1.178419,0.006749,0.5727
515650,2025-05-26,1.18629,1.178372,0.007918,0.6719
515650,2025-05-23,1.187251,1.178162,0.009089,0.7715
515650,2025-05-22,1.18657,1.177135,0.009435,0.8015
515650,2025-05-21,1.184855,1.175626,0.009229,0.785
515650,2025-05-20,1.182647,1.173916,0.008731,0.7437
515650,2025-05-19,1.180219,1.172149,0.00807,0.6885
515650,2025-05-16,1.179714,1.171281,0.008433,0.72
515650,2025-05-15,1.178571,1.170104,0.008467,0.7236
515650,2025-05-14,1.175765,1.168192,0.007573,0.6483
515650,2025-05-13,1.171723,1.165807,0.005916,0.5075
515650,2025-05-12,1.168945,1.164112,0.004833,0.4152
515650,2025-05-09,1.165481,1.162201,0.00328,0.2822
515650,2025-05-08,1.163204,1.160937,0.002267,0.1953
515650,2025-05-07,1.16106,1.159812,0.001248,0.1076
515650,2025-05-06,1.15998,1.159237,0.000743,0.0641
515650,2025-04-30,1.159249,1.158856,0.000393,0.0339
515650,2025-04-29,1.158748,1.158604,0.000144,0.0124
515650,2025-04-28,1.158884,1.158653,0.000231,0.0199
515650,2025-04-25,1.158681,1.158545,0.000136,0.0117
515650,2025-04-24,1.158805,1.158589,0.000216,0.0186
515650,2025-04-23,1.158588,1.158476,0.000112,0.0097
515650,2025-04-22,1.158695,1.158514,0.000181,0.0156
515650,2025-04-21,1.158458,1.158395,6.3e-05,0.0054
515650,2025-04-18,1.158723,1.158506,0.000217,0.0187
515650,2025-04-17,1.158673,1.158467,0.000206,0.0178
515650,2025-04-16,1.157522,1.157944,-0.000422,-0.0364
515650,2025-04-15,1.156708,1.15762,-0.000912,-0.0788
515650,2025-04-14,1.156291,1.157509,-0.001218,-0.1052
515650,2025-04-11,1.15689,1.15787,-0.00098,-0.0846
515650,2025-04-10,1.156324,1.1577,-0.001376,-0.1189
515650,2025-04-09,1.154747,1.157116,-0.002369,-0.2047
515650,2025-04-08,1.155974,1.157845,-0.001871,-0.1616
515650,2025-04-07,1.159787,1.159673,0.000114,0.0098
515650,2025-04-03,1.172475,1.165246,0.007229,0.6204
515650,2025-04-02,1.173653,1.165186,0.008467,0.7267
515650,2025-04-01,1.174317,1.164801,0.009516,0.817
515650,2025-03-31,1.175465,1.164545,0.01092,0.9377
