代码,日期,EMA12,EMA26,EMA差值12-26,EMA差值12-26(%),EMA排列,排列评分
513880,2025-06-27,1.381832,1.365994,0.015838,1.1594,强势多头排列,1.33
513880,2025-06-26,1.373074,1.360873,0.012201,0.8966,强势多头排列,1.21
513880,2025-06-25,1.366542,1.357023,0.009519,0.7015,中等多头排列,0.7
513880,2025-06-24,1.364277,1.355265,0.009012,0.665,中等多头排列,0.7
513880,2025-06-23,1.361964,1.353526,0.008438,0.6234,价格弱于EMA12但EMA12强于EMA26,0.0
513880,2025-06-20,1.364321,1.353888,0.010433,0.7706,价格弱于EMA12但EMA12强于EMA26,0.0
513880,2025-06-19,1.365106,1.3534,0.011706,0.8649,EMA信号分化,0.0
513880,2025-06-18,1.36458,1.352231,0.012349,0.9132,中等多头排列,0.7
513880,2025-06-17,1.361231,1.34977,0.011461,0.8491,温和多头排列,0.35
513880,2025-06-16,1.359636,1.348152,0.011484,0.8518,中等多头排列,0.7
513880,2025-06-13,1.357388,1.346244,0.011144,0.8278,震荡排列,0.0
513880,2025-06-12,1.357277,1.345303,0.011974,0.8901,中等多头排列,0.7
513880,2025-06-11,1.35551,1.343567,0.011943,0.8889,中等多头排列,0.7
513880,2025-06-10,1.353784,1.341853,0.011931,0.8891,温和多头排列,0.35
513880,2025-06-09,1.352108,1.340161,0.011947,0.8915,温和多头排列,0.35
513880,2025-06-06,1.350673,1.338574,0.012099,0.9039,震荡排列,0.0
513880,2025-06-05,1.350796,1.33766,0.013136,0.982,震荡排列,0.0
513880,2025-06-04,1.350577,1.336513,0.014064,1.0523,温和多头排列,0.35
513880,2025-06-03,1.349955,1.335114,0.014841,1.1116,温和多头排列,0.35
513880,2025-05-30,1.348855,1.333443,0.015412,1.1558,中等多头排列,0.7
513880,2025-05-29,1.346466,1.331158,0.015308,1.15,中等多头排列,0.7
513880,2025-05-28,1.343277,1.328531,0.014746,1.1099,温和多头排列,0.35
513880,2025-05-27,1.342419,1.326973,0.015446,1.164,中等多头排列,0.7
513880,2025-05-26,1.338677,1.324091,0.014586,1.1016,中等多头排列,0.7
513880,2025-05-23,1.335163,1.321379,0.013784,1.0432,EMA信号分化,0.0
513880,2025-05-22,1.334648,1.320049,0.014599,1.1059,震荡排列,0.0
513880,2025-05-21,1.334765,1.318933,0.015832,1.2004,中等多头排列,0.7
513880,2025-05-20,1.333632,1.317167,0.016465,1.25,中等多头排列,0.7
513880,2025-05-19,1.331565,1.314941,0.016624,1.2642,温和多头排列,0.35
513880,2025-05-16,1.33094,1.313336,0.017604,1.3404,中等多头排列,0.7
513880,2025-05-15,1.328384,1.310803,0.017581,1.3412,中等多头排列,0.7
513880,2025-05-14,1.326454,1.308547,0.017907,1.3685,中等多头排列,0.7
513880,2025-05-13,1.323264,1.305711,0.017553,1.3443,中等多头排列,0.7
513880,2025-05-12,1.32113,1.303368,0.017762,1.3628,强势多头排列,1.1
513880,2025-05-09,1.317153,1.300197,0.016956,1.3041,强势多头排列,1.21
513880,2025-05-08,1.311909,1.296533,0.015376,1.1859,强势多头排列,1.21
513880,2025-05-07,1.306438,1.292896,0.013542,1.0474,强势多头排列,1.21
513880,2025-05-06,1.301063,1.289447,0.011616,0.9009,强势多头排列,1.21
513880,2025-04-30,1.293983,1.285403,0.00858,0.6675,强势多头排列,1.21
513880,2025-04-29,1.288343,1.282235,0.006108,0.4764,强势多头排列,1.21
513880,2025-04-28,1.281679,1.278814,0.002865,0.224,中等多头排列,0.77
513880,2025-04-25,1.276711,1.276399,0.000312,0.0244,震荡排列,0.0
513880,2025-04-24,1.271568,1.274111,-0.002543,-0.1996,价格强于EMA12但EMA12弱于EMA26,0.0
513880,2025-04-23,1.269126,1.27324,-0.004114,-0.3231,价格强于EMA12但EMA12弱于EMA26,0.0
513880,2025-04-22,1.264967,1.271739,-0.006772,-0.5325,价格强于EMA12但EMA12弱于EMA26,0.0
513880,2025-04-21,1.261142,1.270598,-0.009456,-0.7442,价格强于EMA12但EMA12弱于EMA26,0.0
513880,2025-04-18,1.258623,1.270246,-0.011623,-0.915,价格强于EMA12但EMA12弱于EMA26,0.0
513880,2025-04-17,1.254009,1.269146,-0.015137,-1.1927,价格强于EMA12但EMA12弱于EMA26,0.0
513880,2025-04-16,1.250919,1.268998,-0.018079,-1.4247,价格强于EMA12但EMA12弱于EMA26,0.0
513880,2025-04-15,1.249995,1.270037,-0.020042,-1.5781,价格强于EMA12但EMA12弱于EMA26,0.0
513880,2025-04-14,1.247813,1.27068,-0.022867,-1.7996,价格强于EMA12但EMA12弱于EMA26,0.0
513880,2025-04-11,1.245051,1.271295,-0.026244,-2.0644,中等空头排列,-0.7
513880,2025-04-10,1.245606,1.273638,-0.028032,-2.2009,价格强于EMA12但EMA12弱于EMA26,0.0
513880,2025-04-09,1.244262,1.275289,-0.031027,-2.4329,强势空头排列,-1.33
513880,2025-04-08,1.253946,1.282033,-0.028087,-2.1908,强势空头排列,-1.33
513880,2025-04-07,1.263391,1.288435,-0.025044,-1.9438,强势空头排列,-1.33
513880,2025-04-03,1.28728,1.30095,-0.01367,-1.0508,强势空头排列,-1.21
513880,2025-04-02,1.293694,1.304866,-0.011172,-0.8562,中等空头排列,-0.7
513880,2025-04-01,1.297093,1.307255,-0.010162,-0.7774,中等空头排列,-0.77
513880,2025-03-31,1.30202,1.310236,-0.008216,-0.6271,强势空头排列,-1.21
513880,2025-03-28,1.308023,1.313535,-0.005512,-0.4196,温和空头排列,-0.35
513880,2025-03-27,1.310755,1.315177,-0.004422,-0.3362,温和空头排列,-0.35
513880,2025-03-26,1.311619,1.315912,-0.004293,-0.3262,价格强于EMA12但EMA12弱于EMA26,0.0
513880,2025-03-25,1.310459,1.315745,-0.005286,-0.4017,价格强于EMA12但EMA12弱于EMA26,0.0
513880,2025-03-24,1.309633,1.315804,-0.006171,-0.469,价格强于EMA12但EMA12弱于EMA26,0.0
513880,2025-03-21,1.308476,1.315788,-0.007312,-0.5557,价格强于EMA12但EMA12弱于EMA26,0.0
513880,2025-03-20,1.307289,1.315852,-0.008563,-0.6508,价格强于EMA12但EMA12弱于EMA26,0.0
513880,2025-03-19,1.304978,1.31552,-0.010542,-0.8014,价格强于EMA12但EMA12弱于EMA26,0.0
513880,2025-03-18,1.304429,1.316121,-0.011692,-0.8884,价格强于EMA12但EMA12弱于EMA26,0.0
513880,2025-03-17,1.303234,1.316531,-0.013297,-1.01,温和空头排列,-0.35
513880,2025-03-14,1.303822,1.317853,-0.014031,-1.0647,中等空头排列,-0.7
513880,2025-03-13,1.306153,1.320002,-0.013849,-1.0492,中等空头排列,-0.7
513880,2025-03-12,1.309818,1.322722,-0.012904,-0.9756,中等空头排列,-0.7
513880,2025-03-11,1.313966,1.32558,-0.011614,-0.8761,中等空头排列,-0.7
513880,2025-03-10,1.317778,1.328186,-0.010408,-0.7836,中等空头排列,-0.7
513880,2025-03-07,1.320647,1.330281,-0.009634,-0.7242,中等空头排列,-0.7
513880,2025-03-06,1.324401,1.332703,-0.008302,-0.6229,温和空头排列,-0.35
513880,2025-03-05,1.325928,1.334039,-0.008111,-0.608,中等空头排列,-0.7
513880,2025-03-04,1.329552,1.336283,-0.006731,-0.5037,中等空头排列,-0.7
513880,2025-03-03,1.333288,1.338465,-0.005177,-0.3868,温和空头排列,-0.35
513880,2025-02-28,1.335705,1.339942,-0.004237,-0.3162,中等空头排列,-0.77
513880,2025-02-27,1.342015,1.343058,-0.001043,-0.0777,震荡排列,0.0
513880,2025-02-26,1.342199,1.343222,-0.001023,-0.0762,震荡排列,0.0
513880,2025-02-25,1.344235,1.3442,3.5e-05,0.0026,震荡排列,0.0
513880,2025-02-24,1.345732,1.344856,0.000876,0.0651,震荡排列,0.0
513880,2025-02-21,1.34732,1.345485,0.001835,0.1364,震荡排列,0.0
513880,2025-02-20,1.348469,1.345844,0.002625,0.195,价格弱于EMA12但EMA12强于EMA26,0.0
513880,2025-02-19,1.349464,1.346071,0.003393,0.2521,震荡排列,0.0
513880,2025-02-18,1.349548,1.345837,0.003711,0.2757,温和多头排列,0.35
513880,2025-02-17,1.348557,1.345104,0.003453,0.2567,价格弱于EMA12但EMA12强于EMA26,0.0
