代码,日期,EMA12,EMA26,EMA差值12-26,EMA差值12-26(%)
159993,2025-06-27,1.175969,1.157717,0.018252,1.5766
159993,2025-06-26,1.169054,1.153214,0.01584,1.3736
159993,2025-06-25,1.161428,1.148591,0.012837,1.1176
159993,2025-06-24,1.14896,1.142078,0.006882,0.6026
159993,2025-06-23,1.144953,1.139765,0.005188,0.4552
159993,2025-06-20,1.144945,1.139346,0.005599,0.4914
159993,2025-06-19,1.14748,1.140014,0.007466,0.6549
159993,2025-06-18,1.149931,1.140495,0.009436,0.8274
159993,2025-06-17,1.149009,1.139334,0.009675,0.8492
159993,2025-06-16,1.145738,1.137121,0.008617,0.7578
159993,2025-06-13,1.142418,1.134971,0.007447,0.6561
159993,2025-06-12,1.141585,1.134008,0.007577,0.6682
159993,2025-06-11,1.138236,1.131929,0.006307,0.5572
159993,2025-06-10,1.133552,1.129363,0.004189,0.3709
159993,2025-06-09,1.132562,1.128592,0.00397,0.3518
159993,2025-06-06,1.128664,1.12656,0.002104,0.1868
159993,2025-06-05,1.126784,1.125564,0.00122,0.1084
159993,2025-06-04,1.123109,1.12385,-0.000741,-0.0659
159993,2025-06-03,1.120583,1.122798,-0.002215,-0.1973
159993,2025-05-30,1.120507,1.122941,-0.002434,-0.2168
159993,2025-05-29,1.12169,1.123657,-0.001967,-0.1751
159993,2025-05-28,1.122179,1.124029,-0.00185,-0.1646
159993,2025-05-27,1.125121,1.125472,-0.000351,-0.0312
159993,2025-05-26,1.127507,1.126549,0.000958,0.085
159993,2025-05-23,1.129963,1.127553,0.00241,0.2137
159993,2025-05-22,1.132683,1.128557,0.004126,0.3656
159993,2025-05-21,1.133353,1.128522,0.004831,0.4281
159993,2025-05-20,1.132871,1.127924,0.004947,0.4386
159993,2025-05-19,1.131757,1.127038,0.004719,0.4187
159993,2025-05-16,1.13044,1.126081,0.004359,0.3871
159993,2025-05-15,1.129065,1.125127,0.003938,0.35
159993,2025-05-14,1.125441,1.123217,0.002224,0.198
159993,2025-05-13,1.117158,1.119395,-0.002237,-0.1998
159993,2025-05-12,1.114459,1.118386,-0.003927,-0.3511
159993,2025-05-09,1.109997,1.116737,-0.00674,-0.6035
159993,2025-05-08,1.109269,1.116956,-0.007687,-0.6882
159993,2025-05-07,1.106409,1.116313,-0.009904,-0.8872
159993,2025-05-06,1.103756,1.115938,-0.012182,-1.0916
159993,2025-04-30,1.101893,1.116093,-0.0142,-1.2723
159993,2025-04-29,1.102056,1.1173,-0.015244,-1.3644
159993,2025-04-28,1.103339,1.119084,-0.015745,-1.407
159993,2025-04-25,1.103946,1.120611,-0.016665,-1.4871
159993,2025-04-24,1.103391,1.1217,-0.018309,-1.6323
159993,2025-04-23,1.104189,1.123516,-0.019327,-1.7202
159993,2025-04-22,1.104223,1.125077,-0.020854,-1.8536
159993,2025-04-21,1.104446,1.126843,-0.022397,-1.9876
159993,2025-04-18,1.104527,1.128671,-0.024144,-2.1392
159993,2025-04-17,1.105713,1.131124,-0.025411,-2.2465
159993,2025-04-16,1.108389,1.134334,-0.025945,-2.2872
159993,2025-04-15,1.111368,1.137721,-0.026353,-2.3163
159993,2025-04-14,1.114526,1.141219,-0.026693,-2.339
159993,2025-04-11,1.117167,1.144516,-0.027349,-2.3896
159993,2025-04-10,1.120834,1.148318,-0.027484,-2.3934
159993,2025-04-09,1.125531,1.152583,-0.027052,-2.3471
159993,2025-04-08,1.134173,1.15855,-0.024377,-2.1041
159993,2025-04-07,1.148023,1.166594,-0.018571,-1.5919
159993,2025-04-03,1.168027,1.176881,-0.008854,-0.7523
159993,2025-04-02,1.170759,1.178792,-0.008033,-0.6815
159993,2025-04-01,1.173988,1.180855,-0.006867,-0.5815
159993,2025-03-31,1.178168,1.183243,-0.005075,-0.4289
159993,2025-03-28,1.182925,1.185743,-0.002818,-0.2377
159993,2025-03-27,1.184185,1.186522,-0.002337,-0.197
