代码,日期,EMA12,EMA26,EMA差值12-26,EMA差值12-26(%)
513300,2025-06-27,1.971421,1.945309,0.026112,1.3423
513300,2025-06-26,1.962588,1.939333,0.023255,1.1991
513300,2025-06-25,1.956513,1.9348,0.021713,1.1222
513300,2025-06-24,1.950789,1.930544,0.020245,1.0487
513300,2025-06-23,1.944568,1.926188,0.01838,0.9542
513300,2025-06-20,1.945581,1.925163,0.020418,1.0606
513300,2025-06-19,1.945141,1.923336,0.021805,1.1337
513300,2025-06-18,1.945712,1.921842,0.02387,1.242
513300,2025-06-17,1.944023,1.91919,0.024833,1.2939
513300,2025-06-16,1.941118,1.915925,0.025193,1.3149
513300,2025-06-13,1.939504,1.913199,0.026305,1.3749
513300,2025-06-12,1.940322,1.911455,0.028867,1.5102
513300,2025-06-11,1.937472,1.907891,0.029581,1.5505
513300,2025-06-10,1.932831,1.903483,0.029348,1.5418
513300,2025-06-09,1.928982,1.899441,0.029541,1.5552
513300,2025-06-06,1.925524,1.895557,0.029967,1.5809
513300,2025-06-05,1.922892,1.892001,0.030891,1.6327
513300,2025-06-04,1.91869,1.887681,0.031009,1.6427
513300,2025-06-03,1.913906,1.883096,0.03081,1.6361
513300,2025-05-30,1.911344,1.879503,0.031841,1.6941
513300,2025-05-29,1.909952,1.876344,0.033608,1.7911
513300,2025-05-28,1.901216,1.869811,0.031405,1.6796
513300,2025-05-27,1.895982,1.864996,0.030986,1.6615
513300,2025-05-26,1.892525,1.860996,0.031529,1.6942
513300,2025-05-23,1.89062,1.857635,0.032985,1.7756
513300,2025-05-22,1.889096,1.854326,0.03477,1.8751
513300,2025-05-21,1.886205,1.850272,0.035933,1.942
513300,2025-05-20,1.881151,1.845174,0.035977,1.9498
513300,2025-05-19,1.872452,1.838468,0.033984,1.8485
513300,2025-05-16,1.866352,1.833066,0.033286,1.8159
513300,2025-05-15,1.856234,1.825951,0.030283,1.6585
513300,2025-05-14,1.842822,1.817627,0.025195,1.3861
513300,2025-05-13,1.825153,1.807837,0.017316,0.9578
513300,2025-05-12,1.813908,1.801504,0.012404,0.6885
513300,2025-05-09,1.801528,1.795064,0.006464,0.3601
513300,2025-05-08,1.793806,1.791149,0.002657,0.1483
513300,2025-05-07,1.784861,1.787001,-0.00214,-0.1198
513300,2025-05-06,1.778654,1.784442,-0.005788,-0.3244
513300,2025-04-30,1.771864,1.781917,-0.010053,-0.5642
513300,2025-04-29,1.76584,1.78007,-0.01423,-0.7994
513300,2025-04-28,1.758356,1.777916,-0.01956,-1.1002
513300,2025-04-25,1.74933,1.775509,-0.026179,-1.4745
513300,2025-04-24,1.73939,1.77323,-0.03384,-1.9084
513300,2025-04-23,1.739461,1.775968,-0.036507,-2.0556
513300,2025-04-22,1.735908,1.777326,-0.041418,-2.3304
513300,2025-04-21,1.742437,1.783512,-0.041075,-2.303
513300,2025-04-18,1.749426,1.789873,-0.040447,-2.2598
513300,2025-04-17,1.753866,1.795062,-0.041196,-2.295
513300,2025-04-16,1.757479,1.799948,-0.042469,-2.3595
513300,2025-04-15,1.762475,1.805543,-0.043068,-2.3853
513300,2025-04-14,1.760561,1.808147,-0.047586,-2.6318
513300,2025-04-11,1.753936,1.809038,-0.055102,-3.0459
