代码,日期,EMA12,EMA26,EMA差值12-26,EMA差值12-26(%)
159236,2025-06-27,1.009698,1.009738,-4e-05,-0.004
159236,2025-06-26,1.00837,1.009157,-0.000787,-0.078
159236,2025-06-25,1.007892,1.00901,-0.001118,-0.1108
159236,2025-06-24,1.007327,1.00885,-0.001523,-0.151
159236,2025-06-23,1.007204,1.008918,-0.001714,-0.1699
159236,2025-06-20,1.007969,1.009392,-0.001423,-0.141
159236,2025-06-19,1.009236,1.010063,-0.000827,-0.0819
159236,2025-06-18,1.011461,1.011108,0.000353,0.0349
159236,2025-06-17,1.012453,1.011517,0.000936,0.0925
159236,2025-06-16,1.013445,1.011878,0.001567,0.1549
159236,2025-06-13,1.014435,1.012189,0.002246,0.2219
159236,2025-06-12,1.014878,1.012204,0.002674,0.2642
159236,2025-06-11,1.014492,1.01182,0.002672,0.2641
159236,2025-06-10,1.01349,1.011166,0.002324,0.2298
159236,2025-06-09,1.013216,1.010859,0.002357,0.2332
159236,2025-06-06,1.01271,1.010447,0.002263,0.224
159236,2025-06-05,1.01302,1.010403,0.002617,0.259
159236,2025-06-04,1.01357,1.010436,0.003134,0.3102
159236,2025-06-03,1.013673,1.01023,0.003443,0.3408
159236,2025-05-30,1.013977,1.010089,0.003888,0.3849
159236,2025-05-29,1.013064,1.009376,0.003688,0.3654
159236,2025-05-28,1.011803,1.008526,0.003277,0.3249
159236,2025-05-27,1.01104,1.007928,0.003112,0.3088
159236,2025-05-26,1.011593,1.007922,0.003671,0.3642
159236,2025-05-23,1.011155,1.007436,0.003719,0.3692
159236,2025-05-22,1.009911,1.006591,0.00332,0.3298
159236,2025-05-21,1.007713,1.005358,0.002355,0.2342
159236,2025-05-20,1.004751,1.003867,0.000884,0.0881
159236,2025-05-19,1.003615,1.003296,0.000319,0.0318
159236,2025-05-16,1.003,1.003,0.0,0.0
