date,code,ema_fast,ema_slow,dif,dea,macd_bar,calc_time
2025-06-27,512400,1.098813,1.087492,0.011322,0.009493,0.003658,2025-06-29 17:12:49
2025-06-26,512400,1.091472,1.082865,0.008608,0.009036,-0.000856,2025-06-29 17:12:49
2025-06-25,512400,1.088245,1.080377,0.007868,0.009143,-0.002548,2025-06-29 17:12:49
2025-06-24,512400,1.085508,1.078196,0.007312,0.009461,-0.004298,2025-06-29 17:12:49
2025-06-23,512400,1.084247,1.07673,0.007517,0.009998,-0.004963,2025-06-29 17:12:49
2025-06-20,512400,1.08432,1.075823,0.008498,0.010619,-0.004242,2025-06-29 17:12:49
2025-06-19,512400,1.087237,1.076037,0.011201,0.011149,0.000104,2025-06-29 17:12:49
2025-06-18,512400,1.089858,1.075783,0.014075,0.011136,0.005878,2025-06-29 17:12:49
2025-06-17,512400,1.087864,1.073151,0.014713,0.010401,0.008623,2025-06-29 17:12:49
2025-06-16,512400,1.084736,1.069944,0.014792,0.009323,0.010938,2025-06-29 17:12:49
2025-06-13,512400,1.080713,1.066335,0.014378,0.007956,0.012845,2025-06-29 17:12:49
2025-06-12,512400,1.074412,1.061781,0.012631,0.00635,0.012562,2025-06-29 17:12:49
2025-06-11,512400,1.066028,1.056534,0.009494,0.00478,0.009429,2025-06-29 17:12:49
2025-06-10,512400,1.058637,1.052113,0.006524,0.003602,0.005844,2025-06-29 17:12:49
2025-06-09,512400,1.055346,1.049858,0.005488,0.002871,0.005233,2025-06-29 17:12:49
2025-06-06,512400,1.051396,1.047444,0.003952,0.002217,0.00347,2025-06-29 17:12:49
2025-06-05,512400,1.047164,1.045099,0.002066,0.001783,0.000565,2025-06-29 17:12:49
2025-06-04,512400,1.045394,1.044066,0.001328,0.001712,-0.000768,2025-06-29 17:12:49
2025-06-03,512400,1.041989,1.04241,-0.000421,0.001808,-0.004459,2025-06-29 17:12:49
2025-05-30,512400,1.041281,1.042153,-0.000872,0.002366,-0.006475,2025-06-29 17:12:49
2025-05-29,512400,1.044042,1.04347,0.000572,0.003175,-0.005207,2025-06-29 17:12:49
2025-05-28,512400,1.045332,1.043963,0.001369,0.003826,-0.004914,2025-06-29 17:12:49
2025-05-27,512400,1.048403,1.045135,0.003267,0.00444,-0.002345,2025-06-29 17:12:49
2025-05-26,512400,1.052068,1.04633,0.005738,0.004733,0.002009,2025-06-29 17:12:49
2025-05-23,512400,1.050852,1.045081,0.005771,0.004482,0.002578,2025-06-29 17:12:49
2025-05-22,512400,1.049289,1.043676,0.005613,0.00416,0.002906,2025-06-29 17:12:49
2025-05-21,512400,1.047561,1.042218,0.005343,0.003797,0.003092,2025-06-29 17:12:49
2025-05-20,512400,1.042516,1.039343,0.003173,0.00341,-0.000475,2025-06-29 17:12:49
2025-05-19,512400,1.042523,1.03895,0.003574,0.00347,0.000208,2025-06-29 17:12:49
2025-05-16,512400,1.043662,1.039001,0.004661,0.003444,0.002434,2025-06-29 17:12:49
2025-05-15,512400,1.043997,1.038565,0.005432,0.00314,0.004584,2025-06-29 17:12:49
2025-05-14,512400,1.043863,1.037828,0.006035,0.002567,0.006938,2025-06-29 17:12:49
2025-05-13,512400,1.04002,1.035392,0.004628,0.001699,0.005858,2025-06-29 17:12:49
2025-05-12,512400,1.037338,1.03364,0.003698,0.000967,0.005462,2025-06-29 17:12:49
2025-05-09,512400,1.035019,1.032163,0.002856,0.000284,0.005143,2025-06-29 17:12:49
2025-05-08,512400,1.034579,1.031614,0.002965,-0.000359,0.006648,2025-06-29 17:12:49
2025-05-07,512400,1.033165,1.030625,0.002541,-0.00119,0.007461,2025-06-29 17:12:49
2025-05-06,512400,1.02909,1.028524,0.000566,-0.002122,0.005376,2025-06-29 17:12:49
2025-04-30,512400,1.024696,1.026531,-0.001835,-0.002794,0.001919,2025-06-29 17:12:49
2025-04-29,512400,1.026106,1.027377,-0.001271,-0.003034,0.003526,2025-06-29 17:12:49
2025-04-28,512400,1.027354,1.028082,-0.000728,-0.003475,0.005493,2025-06-29 17:12:49
2025-04-25,512400,1.028393,1.028628,-0.000235,-0.004161,0.007854,2025-06-29 17:12:49
2025-04-24,512400,1.0286,1.028748,-0.000147,-0.005143,0.009991,2025-06-29 17:12:49
2025-04-23,512400,1.029431,1.02913,0.000302,-0.006392,0.013387,2025-06-29 17:12:49
2025-04-22,512400,1.028523,1.028695,-0.000171,-0.008065,0.015788,2025-06-29 17:12:49
2025-04-21,512400,1.023121,1.026353,-0.003232,-0.010039,0.013615,2025-06-29 17:12:49
2025-04-18,512400,1.014764,1.0231,-0.008336,-0.011741,0.006808,2025-06-29 17:12:49
2025-04-17,512400,1.015029,1.024258,-0.009229,-0.012592,0.006725,2025-06-29 17:12:49
2025-04-16,512400,1.014524,1.025191,-0.010667,-0.013432,0.005531,2025-06-29 17:12:49
2025-04-15,512400,1.012462,1.025622,-0.01316,-0.014124,0.001927,2025-06-29 17:12:49
2025-04-14,512400,1.00953,1.025984,-0.016455,-0.014365,-0.00418,2025-06-29 17:12:49
2025-04-11,512400,1.0035,1.025403,-0.021903,-0.013842,-0.016122,2025-06-29 17:12:49
2025-04-10,512400,1.002806,1.027838,-0.025031,-0.011827,-0.026409,2025-06-29 17:12:49
2025-04-09,512400,1.004173,1.031564,-0.027392,-0.008526,-0.037732,2025-06-29 17:12:49
2025-04-08,512400,1.016376,1.040327,-0.023951,-0.003809,-0.040284,2025-06-29 17:12:49
2025-04-07,512400,1.035453,1.051668,-0.016214,0.001226,-0.034881,2025-06-29 17:12:49
2025-04-03,512400,1.063652,1.066031,-0.002379,0.005586,-0.015931,2025-06-29 17:12:49
