date,code,ema_fast,ema_slow,dif,dea,macd_bar,calc_time
2025-06-27,560530,0.978676,0.973812,0.004864,0.00238,0.004967,2025-06-29 17:12:49
2025-06-26,560530,0.976571,0.972283,0.004288,0.00176,0.005056,2025-06-29 17:12:49
2025-06-25,560530,0.973295,0.970314,0.002981,0.001128,0.003707,2025-06-29 17:12:49
2025-06-24,560530,0.968514,0.96785,0.000664,0.000664,0.0,2025-06-29 17:12:49
2025-06-23,560530,0.966354,0.966822,-0.000467,0.000664,-0.002263,2025-06-29 17:12:49
2025-06-20,560530,0.966712,0.967036,-0.000325,0.000947,-0.002543,2025-06-29 17:12:49
2025-06-19,560530,0.968025,0.967652,0.000374,0.001265,-0.001783,2025-06-29 17:12:49
2025-06-18,560530,0.969714,0.968344,0.00137,0.001488,-0.000235,2025-06-29 17:12:49
2025-06-17,560530,0.969607,0.968126,0.001481,0.001517,-7.1e-05,2025-06-29 17:12:49
2025-06-16,560530,0.969469,0.96788,0.001589,0.001526,0.000126,2025-06-29 17:12:49
2025-06-13,560530,0.969292,0.967604,0.001688,0.00151,0.000355,2025-06-29 17:12:49
2025-06-12,560530,0.969634,0.967543,0.002091,0.001466,0.00125,2025-06-29 17:12:49
2025-06-11,560530,0.968364,0.966726,0.001638,0.00131,0.000657,2025-06-29 17:12:49
2025-06-10,560530,0.967016,0.965931,0.001085,0.001227,-0.000285,2025-06-29 17:12:49
2025-06-09,560530,0.967277,0.96591,0.001367,0.001263,0.000208,2025-06-29 17:12:49
2025-06-06,560530,0.965904,0.965138,0.000766,0.001237,-0.000943,2025-06-29 17:12:49
2025-06-05,560530,0.964993,0.964644,0.000349,0.001355,-0.002012,2025-06-29 17:12:49
2025-06-04,560530,0.964107,0.964213,-0.000106,0.001606,-0.003425,2025-06-29 17:12:49
2025-06-03,560530,0.963822,0.964101,-0.00028,0.002035,-0.004628,2025-06-29 17:12:49
2025-05-30,560530,0.964594,0.964474,0.00012,0.002613,-0.004986,2025-06-29 17:12:49
2025-05-29,560530,0.965303,0.964769,0.000534,0.003236,-0.005405,2025-06-29 17:12:49
2025-05-28,560530,0.965645,0.964852,0.000793,0.003912,-0.006239,2025-06-29 17:12:49
2025-05-27,560530,0.968078,0.965818,0.00226,0.004692,-0.004863,2025-06-29 17:12:49
2025-05-26,560530,0.970637,0.966654,0.003982,0.0053,-0.002635,2025-06-29 17:12:49
2025-05-23,560530,0.972217,0.966848,0.005369,0.005629,-0.000521,2025-06-29 17:12:49
2025-05-22,560530,0.972825,0.966443,0.006382,0.005694,0.001375,2025-06-29 17:12:49
2025-05-21,560530,0.971897,0.965239,0.006658,0.005522,0.002271,2025-06-29 17:12:49
2025-05-20,560530,0.970135,0.963636,0.006499,0.005238,0.00252,2025-06-29 17:12:49
2025-05-19,560530,0.968723,0.962206,0.006517,0.004923,0.003187,2025-06-29 17:12:49
2025-05-16,560530,0.968618,0.961345,0.007272,0.004525,0.005495,2025-06-29 17:12:49
2025-05-15,560530,0.968482,0.960377,0.008105,0.003838,0.008534,2025-06-29 17:12:49
2025-05-14,560530,0.966598,0.95854,0.008059,0.002771,0.010574,2025-06-29 17:12:49
2025-05-13,560530,0.961897,0.955476,0.006422,0.00145,0.009944,2025-06-29 17:12:49
2025-05-12,560530,0.958417,0.95315,0.005267,0.000207,0.01012,2025-06-29 17:12:49
2025-05-09,560530,0.954228,0.950659,0.003569,-0.001058,0.009254,2025-06-29 17:12:49
2025-05-08,560530,0.951975,0.949227,0.002747,-0.002215,0.009924,2025-06-29 17:12:49
2025-05-07,560530,0.947938,0.947118,0.00082,-0.003456,0.008551,2025-06-29 17:12:49
2025-05-06,560530,0.944743,0.945617,-0.000875,-0.004524,0.007299,2025-06-29 17:12:49
