日期,ETF代码,EMA快线,EMA慢线,DIF,DEA,MACD柱,DIF高于DEA,DIF高于零轴,DEA高于零轴,DIF_DEA差值,DIF强度,MACD强度,计算时间
2022-02-09,513160,0.964,0.964,0.0,0.0,0.0,否,否,否,0.0,0.0,0.0,2025-06-29 16:58:37
2022-02-10,513160,0.962222,0.963111,-0.000889,-0.000178,-0.001422,否,否,否,-0.000711,0.000889,0.001422,2025-06-29 16:58:37
2022-02-11,513160,0.957728,0.960765,-0.003037,-0.00075,-0.004575,否,否,否,-0.002287,0.003037,0.004575,2025-06-29 16:58:37
2022-02-14,513160,0.954678,0.958903,-0.004225,-0.001445,-0.005561,否,否,否,-0.00278,0.004225,0.005561,2025-06-29 16:58:37
2022-02-15,513160,0.951416,0.956802,-0.005386,-0.002233,-0.006307,否,否,否,-0.003153,0.005386,0.006307,2025-06-29 16:58:37
2022-02-16,513160,0.951101,0.956047,-0.004945,-0.002775,-0.004339,否,否,否,-0.00217,0.004945,0.004339,2025-06-29 16:58:37
2022-02-17,513160,0.952412,0.956152,-0.00374,-0.002968,-0.001544,否,否,否,-0.000772,0.00374,0.001544,2025-06-29 16:58:37
2022-02-18,513160,0.950098,0.95458,-0.004482,-0.003271,-0.002421,否,否,否,-0.001211,0.004482,0.002421,2025-06-29 16:58:37
2022-02-21,513160,0.944521,0.951293,-0.006772,-0.003971,-0.005602,否,否,否,-0.002801,0.006772,0.005602,2025-06-29 16:58:37
2022-02-22,513160,0.934405,0.945483,-0.011078,-0.005393,-0.01137,否,否,否,-0.005685,0.011078,0.01137,2025-06-29 16:58:37
2022-02-23,513160,0.930982,0.94254,-0.011559,-0.006626,-0.009866,否,否,否,-0.004933,0.011559,0.009866,2025-06-29 16:58:37
2022-02-24,513160,0.921875,0.936703,-0.014828,-0.008266,-0.013123,否,否,否,-0.006562,0.014828,0.013123,2025-06-29 16:58:37
2022-02-25,513160,0.916791,0.932513,-0.015722,-0.009757,-0.011929,否,否,否,-0.005965,0.015722,0.011929,2025-06-29 16:58:37
2022-02-28,513160,0.907282,0.926012,-0.01873,-0.011552,-0.014356,否,否,否,-0.007178,0.01873,0.014356,2025-06-29 16:58:37
2022-03-01,513160,0.903886,0.922233,-0.018347,-0.012911,-0.010872,否,否,否,-0.005436,0.018347,0.010872,2025-06-29 16:58:37
2022-03-02,513160,0.895467,0.915985,-0.020518,-0.014432,-0.012171,否,否,否,-0.006086,0.020518,0.012171,2025-06-29 16:58:37
2022-03-03,513160,0.885808,0.908875,-0.023068,-0.016159,-0.013817,否,否,否,-0.006909,0.023068,0.013817,2025-06-29 16:58:37
2022-03-04,513160,0.871184,0.899,-0.027817,-0.018491,-0.018652,否,否,否,-0.009326,0.027817,0.018652,2025-06-29 16:58:37
2022-03-07,513160,0.852921,0.886778,-0.033857,-0.021564,-0.024587,否,否,否,-0.012293,0.033857,0.024587,2025-06-29 16:58:37
2022-03-08,513160,0.834494,0.873803,-0.039309,-0.025113,-0.028392,否,否,否,-0.014196,0.039309,0.028392,2025-06-29 16:58:37
2022-03-09,513160,0.818384,0.86138,-0.042996,-0.02869,-0.028613,否,否,否,-0.014306,0.042996,0.028613,2025-06-29 16:58:37
2022-03-10,513160,0.807854,0.851338,-0.043484,-0.031648,-0.02367,否,否,否,-0.011836,0.043484,0.02367,2025-06-29 16:58:37
2022-03-11,513160,0.79522,0.840189,-0.044969,-0.034313,-0.021313,否,否,否,-0.010656,0.044969,0.021313,2025-06-29 16:58:37
2022-03-14,513160,0.774727,0.824946,-0.050219,-0.037494,-0.025451,否,否,否,-0.012725,0.050219,0.025451,2025-06-29 16:58:37
2022-03-15,513160,0.748565,0.806285,-0.05772,-0.041539,-0.032362,否,否,否,-0.016181,0.05772,0.032362,2025-06-29 16:58:37
2022-03-16,513160,0.742884,0.797031,-0.054147,-0.044061,-0.020173,否,否,否,-0.010086,0.054147,0.020173,2025-06-29 16:58:37
2022-03-17,513160,0.752465,0.795806,-0.04334,-0.043917,0.001153,是,否,否,0.000577,0.04334,0.001153,2025-06-29 16:58:37
2022-03-18,513160,0.761029,0.795272,-0.034243,-0.041982,0.015478,是,否,否,0.007739,0.034243,0.015478,2025-06-29 16:58:37
2022-03-21,513160,0.765467,0.793686,-0.028219,-0.039229,0.02202,是,否,否,0.01101,0.028219,0.02202,2025-06-29 16:58:37
2022-03-22,513160,0.771141,0.793388,-0.022247,-0.035833,0.027172,是,否,否,0.013586,0.022247,0.027172,2025-06-29 16:58:37
2022-03-23,513160,0.782887,0.796789,-0.013902,-0.031447,0.03509,是,否,否,0.017545,0.013902,0.03509,2025-06-29 16:58:37
2022-03-24,513160,0.786246,0.796923,-0.010678,-0.027293,0.03323,是,否,否,0.016615,0.010678,0.03323,2025-06-29 16:58:37
2022-03-25,513160,0.78108,0.793154,-0.012074,-0.024249,0.02435,是,否,否,0.012175,0.012074,0.02435,2025-06-29 16:58:37
2022-03-28,513160,0.78084,0.791693,-0.010853,-0.02157,0.021434,是,否,否,0.010717,0.010853,0.021434,2025-06-29 16:58:37
2022-03-29,513160,0.782876,0.791505,-0.008629,-0.018982,0.020705,是,否,否,0.010353,0.008629,0.020705,2025-06-29 16:58:37
2022-03-30,513160,0.786681,0.792449,-0.005768,-0.016339,0.021143,是,否,否,0.010571,0.005768,0.021143,2025-06-29 16:58:37
2022-03-31,513160,0.785419,0.791176,-0.005758,-0.014223,0.01693,是,否,否,0.008465,0.005758,0.01693,2025-06-29 16:58:37
2022-04-01,513160,0.782881,0.789268,-0.006387,-0.012656,0.012537,是,否,否,0.006269,0.006387,0.012537,2025-06-29 16:58:37
2022-04-06,513160,0.784685,0.78946,-0.004775,-0.011079,0.012609,是,否,否,0.006304,0.004775,0.012609,2025-06-29 16:58:37
2022-04-07,513160,0.780755,0.786965,-0.00621,-0.010105,0.007792,是,否,否,0.003895,0.00621,0.007792,2025-06-29 16:58:37
2022-04-08,513160,0.777032,0.784413,-0.007381,-0.009561,0.004359,是,否,否,0.00218,0.007381,0.004359,2025-06-29 16:58:37
2022-04-11,513160,0.764803,0.777478,-0.012676,-0.010184,-0.004984,否,否,否,-0.002492,0.012676,0.004984,2025-06-29 16:58:37
2022-04-12,513160,0.759291,0.773314,-0.014023,-0.010952,-0.006143,否,否,否,-0.003071,0.014023,0.006143,2025-06-29 16:58:37
2022-04-13,513160,0.753893,0.769057,-0.015164,-0.011794,-0.00674,否,否,否,-0.00337,0.015164,0.00674,2025-06-29 16:58:37
2022-04-14,513160,0.752361,0.766606,-0.014245,-0.012284,-0.003922,否,否,否,-0.001961,0.014245,0.003922,2025-06-29 16:58:37
2022-04-15,513160,0.749392,0.763539,-0.014147,-0.012657,-0.00298,否,否,否,-0.00149,0.014147,0.00298,2025-06-29 16:58:37
2022-04-18,513160,0.747083,0.760812,-0.01373,-0.012871,-0.001717,否,否,否,-0.000859,0.01373,0.001717,2025-06-29 16:58:37
2022-04-19,513160,0.742398,0.756944,-0.014547,-0.013206,-0.00268,否,否,否,-0.001341,0.014547,0.00268,2025-06-29 16:58:37
2022-04-20,513160,0.739865,0.754062,-0.014197,-0.013404,-0.001585,否,否,否,-0.000793,0.014197,0.001585,2025-06-29 16:58:37
2022-04-21,513160,0.732562,0.748833,-0.016271,-0.013978,-0.004586,否,否,否,-0.002293,0.016271,0.004586,2025-06-29 16:58:37
2022-04-22,513160,0.729103,0.745296,-0.016192,-0.014421,-0.003543,否,否,否,-0.001771,0.016192,0.003543,2025-06-29 16:58:37
2022-04-25,513160,0.720858,0.739374,-0.018516,-0.01524,-0.006552,否,否,否,-0.003276,0.018516,0.006552,2025-06-29 16:58:37
2022-04-26,513160,0.71689,0.735332,-0.018443,-0.01588,-0.005125,否,否,否,-0.002563,0.018443,0.005125,2025-06-29 16:58:37
2022-04-27,513160,0.717581,0.733629,-0.016048,-0.015914,-0.000268,否,否,否,-0.000134,0.016048,0.000268,2025-06-29 16:58:37
2022-04-28,513160,0.71923,0.73267,-0.01344,-0.015419,0.003957,是,否,否,0.001979,0.01344,0.003957,2025-06-29 16:58:37
2022-04-29,513160,0.732512,0.737818,-0.005306,-0.013396,0.016181,是,否,否,0.00809,0.005306,0.016181,2025-06-29 16:58:37
2022-05-05,513160,0.739954,0.740949,-0.000995,-0.010916,0.019842,是,否,否,0.009921,0.000995,0.019842,2025-06-29 16:58:37
2022-05-06,513160,0.73952,0.740621,-0.001102,-0.008953,0.015703,是,否,否,0.007851,0.001102,0.015703,2025-06-29 16:58:37
2022-05-09,513160,0.739404,0.740441,-0.001037,-0.00737,0.012666,是,否,否,0.006333,0.001037,0.012666,2025-06-29 16:58:37
2022-05-10,513160,0.736648,0.738948,-0.0023,-0.006356,0.008112,是,否,否,0.004056,0.0023,0.008112,2025-06-29 16:58:37
2022-05-11,513160,0.739615,0.740176,-0.000561,-0.005197,0.009272,是,否,否,0.004636,0.000561,0.009272,2025-06-29 16:58:37
2022-05-12,513160,0.739256,0.739934,-0.000678,-0.004293,0.00723,是,否,否,0.003615,0.000678,0.00723,2025-06-29 16:58:37
2022-05-13,513160,0.744532,0.742497,0.002035,-0.003028,0.010126,是,是,否,0.005063,0.002035,0.010126,2025-06-29 16:58:37
2022-05-16,513160,0.74797,0.744442,0.003528,-0.001716,0.010489,是,是,否,0.005244,0.003528,0.010489,2025-06-29 16:58:37
2022-05-17,513160,0.758421,0.750059,0.008362,0.000299,0.016125,是,是,是,0.008063,0.008362,0.016125,2025-06-29 16:58:37
2022-05-18,513160,0.764772,0.754164,0.010608,0.002361,0.016494,是,是,是,0.008247,0.010608,0.016494,2025-06-29 16:58:37
2022-05-19,513160,0.765489,0.755701,0.009788,0.003846,0.011883,是,是,是,0.005942,0.009788,0.011883,2025-06-29 16:58:37
2022-05-20,513160,0.770492,0.75929,0.011202,0.005317,0.011768,是,是,是,0.005885,0.011202,0.011768,2025-06-29 16:58:37
2022-05-23,513160,0.770605,0.760591,0.010013,0.006257,0.007514,是,是,是,0.003756,0.010013,0.007514,2025-06-29 16:58:37
2022-05-24,513160,0.765137,0.75897,0.006167,0.006239,-0.000143,否,是,是,-7.2e-05,0.006167,0.000143,2025-06-29 16:58:37
2022-05-25,513160,0.763329,0.758751,0.004578,0.005906,-0.002658,否,是,是,-0.001328,0.004578,0.002658,2025-06-29 16:58:37
2022-05-26,513160,0.762367,0.758779,0.003588,0.005443,-0.003709,否,是,是,-0.001855,0.003588,0.003709,2025-06-29 16:58:37
2022-05-27,513160,0.765174,0.760581,0.004593,0.005273,-0.001359,否,是,是,-0.00068,0.004593,0.001359,2025-06-29 16:58:37
2022-05-30,513160,0.770691,0.76385,0.006841,0.005587,0.002509,是,是,是,0.001254,0.006841,0.002509,2025-06-29 16:58:37
2022-05-31,513160,0.779871,0.7692,0.010671,0.006603,0.008135,是,是,是,0.004068,0.010671,0.008135,2025-06-29 16:58:37
2022-06-01,513160,0.787677,0.774289,0.013389,0.00796,0.010856,是,是,是,0.005429,0.013389,0.010856,2025-06-29 16:58:37
2022-06-02,513160,0.792416,0.778146,0.01427,0.009222,0.010095,是,是,是,0.005048,0.01427,0.010095,2025-06-29 16:58:37
2022-06-06,513160,0.80099,0.784018,0.016972,0.010772,0.012399,是,是,是,0.0062,0.016972,0.012399,2025-06-29 16:58:37
2022-06-07,513160,0.808992,0.789905,0.019087,0.012435,0.013304,是,是,是,0.006652,0.019087,0.013304,2025-06-29 16:58:37
2022-06-08,513160,0.820549,0.797805,0.022745,0.014497,0.016496,是,是,是,0.008248,0.022745,0.016496,2025-06-29 16:58:37
2022-06-09,513160,0.825316,0.802715,0.022601,0.016118,0.012966,是,是,是,0.006483,0.022601,0.012966,2025-06-29 16:58:37
2022-06-10,513160,0.833468,0.809302,0.024166,0.017728,0.012877,是,是,是,0.006438,0.024166,0.012877,2025-06-29 16:58:37
2022-06-13,513160,0.835809,0.813158,0.022651,0.018712,0.007877,是,是,是,0.003939,0.022651,0.007877,2025-06-29 16:58:37
2022-06-14,513160,0.838518,0.817029,0.021489,0.019268,0.004443,是,是,是,0.002221,0.021489,0.004443,2025-06-29 16:58:37
2022-06-15,513160,0.840625,0.82047,0.020155,0.019445,0.001419,是,是,是,0.00071,0.020155,0.001419,2025-06-29 16:58:37
2022-06-16,513160,0.838264,0.821529,0.016735,0.018903,-0.004336,否,是,是,-0.002168,0.016735,0.004336,2025-06-29 16:58:37
2022-06-17,513160,0.837761,0.823137,0.014624,0.018047,-0.006847,否,是,是,-0.003423,0.014624,0.006847,2025-06-29 16:58:37
2022-06-20,513160,0.838703,0.825233,0.01347,0.017132,-0.007323,否,是,是,-0.003662,0.01347,0.007323,2025-06-29 16:58:37
2022-06-21,513160,0.841436,0.828096,0.01334,0.016373,-0.006067,否,是,是,-0.003033,0.01334,0.006067,2025-06-29 16:58:37
2022-06-22,513160,0.839339,0.82853,0.010809,0.01526,-0.008903,否,是,是,-0.004451,0.010809,0.008903,2025-06-29 16:58:37
2022-06-23,513160,0.839263,0.829693,0.00957,0.014122,-0.009104,否,是,是,-0.004552,0.00957,0.009104,2025-06-29 16:58:37
2022-06-24,513160,0.844983,0.833616,0.011367,0.013571,-0.004409,否,是,是,-0.002204,0.011367,0.004409,2025-06-29 16:58:37
2022-06-27,513160,0.855653,0.840214,0.015439,0.013945,0.002988,是,是,是,0.001494,0.015439,0.002988,2025-06-29 16:58:37
2022-06-28,513160,0.867508,0.847857,0.019651,0.015086,0.00913,是,是,是,0.004565,0.019651,0.00913,2025-06-29 16:58:37
2022-06-29,513160,0.871395,0.851984,0.019411,0.015951,0.00692,是,是,是,0.00346,0.019411,0.00692,2025-06-29 16:58:37
2022-06-30,513160,0.872641,0.854764,0.017877,0.016336,0.003082,是,是,是,0.001541,0.017877,0.003082,2025-06-29 16:58:37
2022-07-01,513160,0.873832,0.857345,0.016486,0.016366,0.00024,是,是,是,0.00012,0.016486,0.00024,2025-06-29 16:58:37
2022-07-04,513160,0.873647,0.859085,0.014562,0.016005,-0.002887,否,是,是,-0.001443,0.014562,0.002887,2025-06-29 16:58:37
2022-07-05,513160,0.871503,0.859631,0.011872,0.015179,-0.006613,否,是,是,-0.003307,0.011872,0.006613,2025-06-29 16:58:37
2022-07-06,513160,0.864947,0.857672,0.007275,0.013598,-0.012646,否,是,是,-0.006323,0.007275,0.012646,2025-06-29 16:58:37
2022-07-07,513160,0.861181,0.856597,0.004584,0.011795,-0.014423,否,是,是,-0.007211,0.004584,0.014423,2025-06-29 16:58:37
2022-07-08,513160,0.859363,0.856198,0.003165,0.010069,-0.013808,否,是,是,-0.006904,0.003165,0.013808,2025-06-29 16:58:37
2022-07-11,513160,0.85106,0.852398,-0.001338,0.007788,-0.018251,否,否,是,-0.009126,0.001338,0.018251,2025-06-29 16:58:37
2022-07-12,513160,0.843491,0.848465,-0.004974,0.005235,-0.020418,否,否,是,-0.010209,0.004974,0.020418,2025-06-29 16:58:37
2022-07-13,513160,0.837604,0.844969,-0.007364,0.002715,-0.02016,否,否,是,-0.010079,0.007364,0.02016,2025-06-29 16:58:37
