date,code,ema_fast,ema_slow,dif,dea,macd_bar,calc_time
2025-06-27,159998,0.871868,0.870245,0.001623,-0.002818,0.008882,2025-06-29 17:12:34
2025-06-26,159998,0.868208,0.868504,-0.000297,-0.003928,0.007263,2025-06-29 17:12:34
2025-06-25,159998,0.863882,0.866625,-0.002743,-0.004836,0.004186,2025-06-29 17:12:34
2025-06-24,159998,0.858042,0.864275,-0.006233,-0.005359,-0.001747,2025-06-29 17:12:34
2025-06-23,159998,0.856777,0.864216,-0.00744,-0.005141,-0.004598,2025-06-29 17:12:34
2025-06-20,159998,0.858918,0.865754,-0.006836,-0.004566,-0.004539,2025-06-29 17:12:34
2025-06-19,159998,0.863085,0.868134,-0.005049,-0.003999,-0.0021,2025-06-29 17:12:34
2025-06-18,159998,0.865828,0.869745,-0.003917,-0.003736,-0.000362,2025-06-29 17:12:34
2025-06-17,159998,0.866706,0.870444,-0.003739,-0.003691,-9.5e-05,2025-06-29 17:12:34
2025-06-16,159998,0.868107,0.87136,-0.003253,-0.003679,0.000852,2025-06-29 17:12:34
2025-06-13,159998,0.868853,0.871949,-0.003095,-0.003786,0.00138,2025-06-29 17:12:34
2025-06-12,159998,0.871554,0.873385,-0.001831,-0.003958,0.004255,2025-06-29 17:12:34
2025-06-11,159998,0.872382,0.873895,-0.001513,-0.00449,0.005953,2025-06-29 17:12:34
2025-06-10,159998,0.872633,0.874127,-0.001494,-0.005234,0.00748,2025-06-29 17:12:34
2025-06-09,159998,0.872203,0.874057,-0.001854,-0.006169,0.00863,2025-06-29 17:12:34
2025-06-06,159998,0.868785,0.872702,-0.003917,-0.007248,0.006662,2025-06-29 17:12:34
2025-06-05,159998,0.866201,0.871878,-0.005677,-0.008081,0.004807,2025-06-29 17:12:34
2025-06-04,159998,0.862965,0.870908,-0.007944,-0.008681,0.001476,2025-06-29 17:12:34
2025-06-03,159998,0.862049,0.871141,-0.009092,-0.008866,-0.000452,2025-06-29 17:12:34
2025-05-30,159998,0.862785,0.872192,-0.009407,-0.008809,-0.001195,2025-06-29 17:12:34
2025-05-29,159998,0.864201,0.873568,-0.009367,-0.00866,-0.001413,2025-06-29 17:12:34
2025-05-28,159998,0.86351,0.874013,-0.010503,-0.008483,-0.004039,2025-06-29 17:12:34
2025-05-27,159998,0.866694,0.876254,-0.00956,-0.007978,-0.003164,2025-06-29 17:12:34
2025-05-26,159998,0.869184,0.878114,-0.008931,-0.007583,-0.002696,2025-06-29 17:12:34
2025-05-23,159998,0.870671,0.879483,-0.008812,-0.007246,-0.003132,2025-06-29 17:12:34
2025-05-22,159998,0.875157,0.882162,-0.007005,-0.006855,-0.000301,2025-06-29 17:12:34
2025-05-21,159998,0.877913,0.883935,-0.006022,-0.006817,0.00159,2025-06-29 17:12:34
2025-05-20,159998,0.879715,0.88521,-0.005495,-0.007016,0.003042,2025-06-29 17:12:34
2025-05-19,159998,0.881118,0.886267,-0.005149,-0.007396,0.004495,2025-06-29 17:12:34
2025-05-16,159998,0.883321,0.887648,-0.004327,-0.007958,0.007263,2025-06-29 17:12:34
2025-05-15,159998,0.88538,0.8889,-0.00352,-0.008866,0.010691,2025-06-29 17:12:34
2025-05-14,159998,0.887449,0.890092,-0.002643,-0.010202,0.015118,2025-06-29 17:12:34
2025-05-13,159998,0.885167,0.889299,-0.004132,-0.012092,0.015919,2025-06-29 17:12:34
2025-05-12,159998,0.883561,0.888923,-0.005362,-0.014082,0.017439,2025-06-29 17:12:34
2025-05-09,159998,0.88039,0.887957,-0.007567,-0.016262,0.01739,2025-06-29 17:12:34
2025-05-08,159998,0.879007,0.887953,-0.008947,-0.018435,0.018977,2025-06-29 17:12:34
2025-05-07,159998,0.874826,0.88683,-0.012004,-0.020807,0.017607,2025-06-29 17:12:34
2025-05-06,159998,0.870612,0.885936,-0.015324,-0.023008,0.015369,2025-06-29 17:12:34
2025-04-30,159998,0.864542,0.884491,-0.019949,-0.02493,0.009961,2025-06-29 17:12:34
2025-04-29,159998,0.862459,0.88517,-0.022712,-0.026175,0.006926,2025-06-29 17:12:34
2025-04-28,159998,0.863451,0.887424,-0.023973,-0.02704,0.006135,2025-06-29 17:12:34
2025-04-25,159998,0.865533,0.890258,-0.024725,-0.027807,0.006166,2025-06-29 17:12:34
2025-04-24,159998,0.867267,0.892999,-0.025732,-0.028578,0.005692,2025-06-29 17:12:34
2025-04-23,159998,0.87077,0.896598,-0.025829,-0.02929,0.006922,2025-06-29 17:12:34
2025-04-22,159998,0.871273,0.898886,-0.027613,-0.030155,0.005084,2025-06-29 17:12:34
2025-04-21,159998,0.872777,0.901757,-0.02898,-0.03079,0.003621,2025-06-29 17:12:34
2025-04-18,159998,0.872192,0.903818,-0.031626,-0.031243,-0.000767,2025-06-29 17:12:34
2025-04-17,159998,0.874954,0.907563,-0.03261,-0.031147,-0.002925,2025-06-29 17:12:34
2025-04-16,159998,0.878036,0.911528,-0.033492,-0.030781,-0.005421,2025-06-29 17:12:34
2025-04-15,159998,0.882043,0.91597,-0.033928,-0.030104,-0.007648,2025-06-29 17:12:34
2025-04-14,159998,0.885141,0.920048,-0.034907,-0.029148,-0.011518,2025-06-29 17:12:34
2025-04-11,159998,0.887712,0.923972,-0.03626,-0.027708,-0.017103,2025-06-29 17:12:34
2025-04-10,159998,0.891115,0.92837,-0.037255,-0.02557,-0.02337,2025-06-29 17:12:34
2025-04-09,159998,0.896954,0.933919,-0.036966,-0.022649,-0.028633,2025-06-29 17:12:34
2025-04-08,159998,0.905309,0.940553,-0.035244,-0.01907,-0.032348,2025-06-29 17:12:34
2025-04-07,159998,0.921183,0.950357,-0.029174,-0.015026,-0.028295,2025-06-29 17:12:34
