代码,日期,MA5,MA10,MA20,MA60,SMA差值5-20,SMA差值5-20(%),SMA差值5-10,多空排列
513220,2025-06-27,1.235,1.2254,1.2291,1.21575,0.0059,0.48,0.0096,弱势多头
513220,2025-06-26,1.2256,1.2229,1.22855,1.217117,-0.00295,-0.2401,0.0027,弱势多头
513220,2025-06-25,1.2166,1.2234,1.2271,1.2187,-0.0105,-0.8557,-0.0068,中期空头排列
513220,2025-06-24,1.21,1.2242,1.226,1.219917,-0.016,-1.3051,-0.0142,中期空头排列
513220,2025-06-23,1.2114,1.226,1.2258,1.221433,-0.0144,-1.1747,-0.0146,弱势空头
513220,2025-06-20,1.2158,1.2308,1.22745,1.22385,-0.01165,-0.9491,-0.015,弱势空头
513220,2025-06-19,1.2202,1.2342,1.2299,1.22645,-0.0097,-0.7887,-0.014,弱势空头
513220,2025-06-18,1.2302,1.2384,1.2334,1.229433,-0.0032,-0.2594,-0.0082,弱势空头
513220,2025-06-17,1.2384,1.2384,1.23585,1.23275,0.00255,0.2063,0.0,震荡排列
513220,2025-06-16,1.2406,1.2355,1.2366,1.2359,0.004,0.3235,0.0051,弱势多头
513220,2025-06-13,1.2458,1.2328,1.23785,1.23835,0.00795,0.6422,0.013,弱势多头
513220,2025-06-12,1.2482,1.2342,1.2405,,0.0077,0.6207,0.014,弱势多头
513220,2025-06-11,1.2466,1.2308,1.24255,,0.00405,0.3259,0.0158,弱势多头
513220,2025-06-10,1.2384,1.2278,1.2421,,-0.0037,-0.2979,0.0106,弱势多头
513220,2025-06-09,1.2304,1.2256,1.2426,,-0.0122,-0.9818,0.0048,弱势多头
513220,2025-06-06,1.2198,1.2241,1.2414,,-0.0216,-1.74,-0.0043,中期空头排列
513220,2025-06-05,1.2202,1.2256,1.242,,-0.0218,-1.7552,-0.0054,中期空头排列
513220,2025-06-04,1.215,1.2284,1.2422,,-0.0272,-2.1897,-0.0134,中期空头排列
513220,2025-06-03,1.2172,1.2333,1.2436,,-0.0264,-2.1229,-0.0161,中期空头排列
513220,2025-05-30,1.2208,1.2377,1.24295,,-0.02215,-1.7821,-0.0169,中期空头排列
513220,2025-05-29,1.2284,1.2429,1.2419,,-0.0135,-1.087,-0.0145,弱势空头
513220,2025-05-28,1.231,1.2468,1.2397,,-0.0087,-0.7018,-0.0158,弱势空头
513220,2025-05-27,1.2418,1.2543,1.23865,,0.00315,0.2543,-0.0125,弱势空头
513220,2025-05-26,1.2494,1.2564,1.23545,,0.01395,1.1291,-0.007,弱势空头
513220,2025-05-23,1.2546,1.2596,1.23355,,0.02105,1.7065,-0.005,弱势空头
513220,2025-05-22,1.2574,1.2587,1.22875,,0.02865,2.3316,-0.0013,弱势空头
513220,2025-05-21,1.2626,1.2584,1.22345,,0.03915,3.2,0.0042,中期多头排列
513220,2025-05-20,1.2668,1.256,1.21675,,0.05005,4.1134,0.0108,中期多头排列
513220,2025-05-19,1.2634,1.2539,1.2102,,0.0532,4.396,0.0095,中期多头排列
513220,2025-05-16,1.2646,1.2482,1.2039,,0.0607,5.0419,0.0164,中期多头排列
513220,2025-05-15,1.26,1.2409,1.199,,0.061,5.0876,0.0191,中期多头排列
513220,2025-05-14,1.2542,1.2326,1.19295,,0.06125,5.1343,0.0216,中期多头排列
513220,2025-05-13,1.2452,1.223,1.1856,,0.0596,5.027,0.0222,中期多头排列
513220,2025-05-12,1.2444,1.2145,1.1803,,0.0641,5.4308,0.0299,中期多头排列
513220,2025-05-09,1.2318,1.2075,1.17305,,0.05875,5.0083,0.0243,中期多头排列
513220,2025-05-08,1.2218,1.1988,1.1667,,0.0551,4.7227,0.023,中期多头排列
513220,2025-05-07,1.211,1.1885,1.16165,,0.04935,4.2483,0.0225,中期多头排列
513220,2025-05-06,1.2008,1.1775,1.163,,0.0378,3.2502,0.0233,中期多头排列
513220,2025-04-30,1.1846,1.1665,1.16545,,0.01915,1.6431,0.0181,中期多头排列
513220,2025-04-29,1.1832,1.1596,1.17075,,0.01245,1.0634,0.0236,弱势多头
513220,2025-04-28,1.1758,1.1571,1.17625,,-0.00045,-0.0383,0.0187,弱势多头
513220,2025-04-25,1.166,1.1533,1.1831,,-0.0171,-1.4454,0.0127,弱势多头
513220,2025-04-24,1.1542,1.1482,1.19035,,-0.03615,-3.0369,0.006,弱势多头
513220,2025-04-23,1.1484,1.1461,1.1983,,-0.0499,-4.1642,0.0023,弱势多头
513220,2025-04-22,1.136,1.1386,1.20495,,-0.06895,-5.7222,-0.0026,中期空头排列
513220,2025-04-21,1.1384,1.1346,1.21535,,-0.07695,-6.3315,0.0038,弱势多头
513220,2025-04-18,1.1406,1.1348,1.226,,-0.0854,-6.9657,0.0058,弱势多头
513220,2025-04-17,1.1422,1.1485,1.23815,,-0.09595,-7.7495,-0.0063,中期空头排列
513220,2025-04-16,1.1438,1.1644,1.2522,,-0.1084,-8.6568,-0.0206,中期空头排列
513220,2025-04-15,1.1412,1.1819,1.2672,,-0.126,-9.9432,-0.0407,中期空头排列
513220,2025-04-14,1.1308,1.1954,1.2782,,-0.1474,-11.5318,-0.0646,中期空头排列
513220,2025-04-11,1.129,1.2129,,,,,-0.0839,
513220,2025-04-10,1.1548,1.2325,,,,,-0.0777,
513220,2025-04-09,1.185,1.2505,,,,,-0.0655,
513220,2025-04-08,1.2226,1.2713,,,,,-0.0487,
513220,2025-04-07,1.26,1.2961,,,,,-0.0361,
513220,2025-04-03,1.2968,1.3172,,,,,-0.0204,
513220,2025-04-02,1.3102,1.3278,,,,,-0.0176,
513220,2025-04-01,1.316,1.34,,,,,-0.024,
513220,2025-03-31,1.32,1.3525,,,,,-0.0325,
513220,2025-03-28,1.3322,1.361,,,,,-0.0288,
513220,2025-03-27,1.3376,,,,,,,
513220,2025-03-26,1.3454,,,,,,,
513220,2025-03-25,1.364,,,,,,,
513220,2025-03-24,1.385,,,,,,,
513220,2025-03-21,1.3898,,,,,,,
513220,2025-03-20,,,,,,,,
513220,2025-03-19,,,,,,,,
513220,2025-03-18,,,,,,,,
513220,2025-03-17,,,,,,,,
