代码,日期,MA5,MA10,MA20,MA60,SMA差值5-20,SMA差值5-20(%),SMA差值5-10,多空排列
159329,2025-06-27,0.9914,0.9917,1.0016,1.01445,-0.0102,-1.0184,-0.0003,强势空头排列
159329,2025-06-26,0.989,0.9924,1.00245,1.016333,-0.01345,-1.3417,-0.0034,强势空头排列
159329,2025-06-25,0.9892,0.9948,1.003,1.017983,-0.0138,-1.3759,-0.0056,强势空头排列
159329,2025-06-24,0.9876,0.9971,1.004,1.019733,-0.0164,-1.6335,-0.0095,强势空头排列
159329,2025-06-23,0.9884,0.9997,1.00515,1.021867,-0.01675,-1.6664,-0.0113,强势空头排列
159329,2025-06-20,0.992,1.0033,1.00735,1.0238,-0.01535,-1.5238,-0.0113,强势空头排列
159329,2025-06-19,0.9958,1.0064,1.00995,1.02625,-0.01415,-1.4011,-0.0106,强势空头排列
159329,2025-06-18,1.0004,1.0089,1.01165,1.0274,-0.01125,-1.112,-0.0085,强势空头排列
159329,2025-06-17,1.0066,1.0104,1.01405,1.028583,-0.00745,-0.7347,-0.0038,强势空头排列
159329,2025-06-16,1.011,1.0108,1.01605,1.029717,-0.00505,-0.497,0.0002,弱势多头
159329,2025-06-13,1.0146,1.0115,1.01835,1.030917,-0.00375,-0.3682,0.0031,弱势多头
159329,2025-06-12,1.017,1.0125,1.02025,,-0.00325,-0.3185,0.0045,弱势多头
159329,2025-06-11,1.0174,1.0112,1.0237,,-0.0063,-0.6154,0.0062,弱势多头
159329,2025-06-10,1.0142,1.0109,1.02395,,-0.00975,-0.9522,0.0033,弱势多头
159329,2025-06-09,1.0106,1.0106,1.023,,-0.0124,-1.2121,0.0,震荡排列
159329,2025-06-06,1.0084,1.0114,1.02185,,-0.01345,-1.3162,-0.003,中期空头排列
159329,2025-06-05,1.008,1.0135,1.0207,,-0.0127,-1.2442,-0.0055,中期空头排列
159329,2025-06-04,1.005,1.0144,1.01945,,-0.01445,-1.4174,-0.0094,中期空头排列
159329,2025-06-03,1.0076,1.0177,1.019,,-0.0114,-1.1187,-0.0101,中期空头排列
159329,2025-05-30,1.0106,1.0213,1.0192,,-0.0086,-0.8438,-0.0107,弱势空头
159329,2025-05-29,1.0144,1.0252,1.0194,,-0.005,-0.4905,-0.0108,弱势空头
159329,2025-05-28,1.019,1.028,1.01935,,-0.00035,-0.0343,-0.009,弱势空头
159329,2025-05-27,1.0238,1.0362,1.01975,,0.00405,0.3972,-0.0124,弱势空头
159329,2025-05-26,1.0278,1.037,1.0192,,0.0086,0.8438,-0.0092,弱势空头
159329,2025-05-23,1.032,1.0354,1.019,,0.013,1.2758,-0.0034,弱势空头
159329,2025-05-22,1.036,1.0323,1.01815,,0.01785,1.7532,0.0037,中期多头排列
159329,2025-05-21,1.037,1.0279,1.01685,,0.02015,1.9816,0.0091,中期多头排列
159329,2025-05-20,1.0486,1.0245,1.01595,,0.03265,3.2137,0.0241,中期多头排列
159329,2025-05-19,1.0462,1.0203,1.0144,,0.0318,3.1349,0.0259,中期多头排列
159329,2025-05-16,1.0388,1.0171,1.01255,,0.02625,2.5925,0.0217,中期多头排列
159329,2025-05-15,1.0286,1.0136,1.0108,,0.0178,1.761,0.015,中期多头排列
159329,2025-05-14,1.0188,1.0107,1.00925,,0.00955,0.9462,0.0081,中期多头排列
159329,2025-05-13,1.0004,1.0033,1.00485,,-0.00445,-0.4429,-0.0029,中期空头排列
159329,2025-05-12,0.9944,1.0014,1.0039,,-0.0095,-0.9463,-0.007,中期空头排列
159329,2025-05-09,0.9954,1.0026,1.002,,-0.0066,-0.6587,-0.0072,弱势空头
159329,2025-05-08,0.9986,1.004,1.00165,,-0.00305,-0.3045,-0.0054,弱势空头
159329,2025-05-07,1.0026,1.0058,1.0006,,0.002,0.1999,-0.0032,弱势空头
159329,2025-05-06,1.0062,1.0074,1.00475,,0.00145,0.1443,-0.0012,弱势空头
159329,2025-04-30,1.0084,1.0085,1.01045,,-0.00205,-0.2029,-0.0001,中期空头排列
159329,2025-04-29,1.0098,1.008,1.01645,,-0.00665,-0.6542,0.0018,弱势多头
159329,2025-04-28,1.0094,1.008,1.02235,,-0.01295,-1.2667,0.0014,弱势多头
159329,2025-04-25,1.009,1.0078,1.0272,,-0.0182,-1.7718,0.0012,弱势多头
159329,2025-04-24,1.0086,1.0064,1.0312,,-0.0226,-2.1916,0.0022,弱势多头
159329,2025-04-23,1.0086,1.0064,1.036,,-0.0274,-2.6448,0.0022,弱势多头
159329,2025-04-22,1.0062,1.0014,1.04145,,-0.03525,-3.3847,0.0048,弱势多头
159329,2025-04-21,1.0066,0.9993,1.0459,,-0.0393,-3.7575,0.0073,弱势多头
159329,2025-04-18,1.0066,0.9954,1.05195,,-0.04535,-4.311,0.0112,弱势多头
159329,2025-04-17,1.0042,1.0021,1.0546,,-0.0504,-4.7791,0.0021,弱势多头
159329,2025-04-16,1.0042,1.0124,1.0573,,-0.0531,-5.0222,-0.0082,中期空头排列
159329,2025-04-15,0.9966,1.0249,1.06055,,-0.06395,-6.0299,-0.0283,中期空头排列
159329,2025-04-14,0.992,1.0367,1.0636,,-0.0716,-6.7319,-0.0447,中期空头排列
159329,2025-04-11,0.9842,1.0466,,,,,-0.0624,
159329,2025-04-10,1.0,1.056,,,,,-0.056,
159329,2025-04-09,1.0206,1.0656,,,,,-0.045,
159329,2025-04-08,1.0532,1.0815,,,,,-0.0283,
159329,2025-04-07,1.0814,1.0925,,,,,-0.0111,
159329,2025-04-03,1.109,1.1085,,,,,0.0005,
159329,2025-04-02,1.112,1.1071,,,,,0.0049,
159329,2025-04-01,1.1106,1.1022,,,,,0.0084,
159329,2025-03-31,1.1098,1.0962,,,,,0.0136,
159329,2025-03-28,1.1036,1.0905,,,,,0.0131,
159329,2025-03-27,1.108,,,,,,,
159329,2025-03-26,1.1022,,,,,,,
159329,2025-03-25,1.0938,,,,,,,
159329,2025-03-24,1.0826,,,,,,,
159329,2025-03-21,1.0774,,,,,,,
159329,2025-03-20,,,,,,,,
159329,2025-03-19,,,,,,,,
159329,2025-03-18,,,,,,,,
159329,2025-03-17,,,,,,,,
