代码,日期,MA5,MA10,MA20,MA60,SMA差值5-20,SMA差值5-20(%),SMA差值5-10,多空排列
515230,2025-06-27,0.8214,0.8059,0.80085,0.796817,0.02055,2.566,0.0155,强势多头排列
515230,2025-06-26,0.808,0.8006,0.79875,0.796933,0.00925,1.1581,0.0074,强势多头排列
515230,2025-06-25,0.7966,0.7957,0.7949,0.797017,0.0017,0.2139,0.0009,中期多头排列
515230,2025-06-24,0.7884,0.7913,0.7916,0.797133,-0.0032,-0.4042,-0.0029,强势空头排列
515230,2025-06-23,0.7874,0.7903,0.7904,0.797867,-0.003,-0.3796,-0.0029,强势空头排列
515230,2025-06-20,0.7904,0.7932,0.78975,0.799117,0.00065,0.0823,-0.0028,弱势空头
515230,2025-06-19,0.7932,0.797,0.79075,0.80085,0.00245,0.3098,-0.0038,弱势空头
515230,2025-06-18,0.7948,0.7996,0.79115,0.8028,0.00365,0.4614,-0.0048,弱势空头
515230,2025-06-17,0.7942,0.799,0.7911,0.804683,0.0031,0.3919,-0.0048,弱势空头
515230,2025-06-16,0.7932,0.7977,0.79095,0.806833,0.00225,0.2845,-0.0045,弱势空头
515230,2025-06-13,0.796,0.7958,0.79075,0.808917,0.00525,0.6639,0.0002,中期多头排列
515230,2025-06-12,0.8008,0.7969,0.7918,,0.009,1.1367,0.0039,中期多头排列
515230,2025-06-11,0.8044,0.7941,0.79345,,0.01095,1.38,0.0103,中期多头排列
515230,2025-06-10,0.8038,0.7919,0.79455,,0.00925,1.1642,0.0119,弱势多头
515230,2025-06-09,0.8022,0.7905,0.79615,,0.00605,0.7599,0.0117,弱势多头
515230,2025-06-06,0.7956,0.7863,0.79605,,-0.00045,-0.0565,0.0093,弱势多头
515230,2025-06-05,0.793,0.7845,0.7972,,-0.0042,-0.5268,0.0085,弱势多头
515230,2025-06-04,0.7838,0.7827,0.7979,,-0.0141,-1.7671,0.0011,弱势多头
515230,2025-06-03,0.78,0.7832,0.79985,,-0.01985,-2.4817,-0.0032,中期空头排列
515230,2025-05-30,0.7788,0.7842,0.80075,,-0.02195,-2.7412,-0.0054,中期空头排列
515230,2025-05-29,0.777,0.7857,0.8008,,-0.0238,-2.972,-0.0087,中期空头排列
515230,2025-05-28,0.776,0.7867,0.8001,,-0.0241,-3.0121,-0.0107,中期空头排列
515230,2025-05-27,0.7816,0.7928,0.8011,,-0.0195,-2.4342,-0.0112,中期空头排列
515230,2025-05-26,0.7864,0.7972,0.8012,,-0.0148,-1.8472,-0.0108,中期空头排列
515230,2025-05-23,0.7896,0.8018,0.80175,,-0.01215,-1.5154,-0.0122,弱势空头
515230,2025-05-22,0.7944,0.8058,0.80255,,-0.00815,-1.0155,-0.0114,弱势空头
515230,2025-05-21,0.7974,0.8099,0.80305,,-0.00565,-0.7036,-0.0125,弱势空头
515230,2025-05-20,0.804,0.8131,0.8024,,0.0016,0.1994,-0.0091,弱势空头
515230,2025-05-19,0.808,0.8165,0.8015,,0.0065,0.811,-0.0085,弱势空头
515230,2025-05-16,0.814,0.8173,0.80025,,0.01375,1.7182,-0.0033,弱势空头
515230,2025-05-15,0.8172,0.8159,0.79935,,0.01785,2.2331,0.0013,中期多头排列
515230,2025-05-14,0.8224,0.8135,0.7986,,0.0238,2.9802,0.0089,中期多头排列
515230,2025-05-13,0.8222,0.8094,0.7966,,0.0256,3.2137,0.0128,中期多头排列
515230,2025-05-12,0.825,0.8052,0.7946,,0.0304,3.8258,0.0198,中期多头排列
515230,2025-05-09,0.8206,0.8017,0.79185,,0.02875,3.6307,0.0189,中期多头排列
515230,2025-05-08,0.8146,0.7993,0.7884,,0.0262,3.3232,0.0153,中期多头排列
515230,2025-05-07,0.8046,0.7962,0.78435,,0.02025,2.5818,0.0084,中期多头排列
515230,2025-05-06,0.7966,0.7917,0.78465,,0.01195,1.523,0.0049,中期多头排列
515230,2025-04-30,0.7854,0.7865,0.78475,,0.00065,0.0828,-0.0011,弱势空头
515230,2025-04-29,0.7828,0.7832,0.786,,-0.0032,-0.4071,-0.0004,中期空头排列
515230,2025-04-28,0.784,0.7828,0.7888,,-0.0048,-0.6085,0.0012,弱势多头
515230,2025-04-25,0.7878,0.7837,0.79195,,-0.00415,-0.524,0.0041,弱势多头
515230,2025-04-24,0.7868,0.7838,0.79505,,-0.00825,-1.0377,0.003,弱势多头
515230,2025-04-23,0.7876,0.784,0.7986,,-0.011,-1.3774,0.0036,弱势多头
515230,2025-04-22,0.7836,0.782,0.80145,,-0.01785,-2.2272,0.0016,弱势多头
515230,2025-04-21,0.7816,0.7775,0.80505,,-0.02345,-2.9129,0.0041,弱势多头
