代码,日期,MA5,MA10,MA20,MA60,SMA差值5-20,SMA差值5-20(%),SMA差值5-10,多空排列
159615,2025-06-27,1.0484,1.0419,1.0378,0.929333,0.0106,1.0214,0.0065,强势多头排列
159615,2025-06-26,1.0442,1.0485,1.03415,0.926883,0.01005,0.9718,-0.0043,弱势空头
159615,2025-06-25,1.0368,1.0563,1.0281,0.924067,0.0087,0.8462,-0.0195,弱势空头
159615,2025-06-24,1.0308,1.0573,1.02115,0.920183,0.00965,0.945,-0.0265,弱势空头
159615,2025-06-23,1.0256,1.0589,1.0132,0.916317,0.0124,1.2238,-0.0333,弱势空头
159615,2025-06-20,1.0354,1.0598,1.00755,0.913083,0.02785,2.7641,-0.0244,弱势空头
159615,2025-06-19,1.0528,1.0592,1.00335,0.910433,0.04945,4.9285,-0.0064,弱势空头
159615,2025-06-18,1.0758,1.057,0.99975,0.9084,0.07605,7.6069,0.0188,强势多头排列
159615,2025-06-17,1.0838,1.0533,0.994,0.905767,0.0898,9.0342,0.0305,强势多头排列
159615,2025-06-16,1.0922,1.0464,0.98635,0.902967,0.10585,10.7315,0.0458,强势多头排列
159615,2025-06-13,1.0842,1.0337,0.9758,0.898933,0.1084,11.1088,0.0505,强势多头排列
159615,2025-06-12,1.0656,1.0198,0.96405,,0.10155,10.5337,0.0458,中期多头排列
159615,2025-06-11,1.0382,0.9999,0.9511,,0.0871,9.1578,0.0383,中期多头排列
159615,2025-06-10,1.0228,0.985,0.9402,,0.0826,8.7854,0.0378,中期多头排列
159615,2025-06-09,1.0006,0.9675,0.92855,,0.07205,7.7594,0.0331,中期多头排列
159615,2025-06-06,0.9832,0.9553,0.92005,,0.06315,6.8638,0.0279,中期多头排列
159615,2025-06-05,0.974,0.9475,0.91345,,0.06055,6.6287,0.0265,中期多头排列
159615,2025-06-04,0.9616,0.9425,0.90795,,0.05365,5.9089,0.0191,中期多头排列
159615,2025-06-03,0.9472,0.9347,0.90315,,0.04405,4.8774,0.0125,中期多头排列
159615,2025-05-30,0.9344,0.9263,0.89975,,0.03465,3.8511,0.0081,中期多头排列
159615,2025-05-29,0.9274,0.9179,0.89665,,0.03075,3.4294,0.0095,中期多头排列
159615,2025-05-28,0.921,0.9083,0.8934,,0.0276,3.0893,0.0127,中期多头排列
159615,2025-05-27,0.9234,0.9023,0.89255,,0.03085,3.4564,0.0211,中期多头排列
159615,2025-05-26,0.9222,0.8954,0.89135,,0.03085,3.461,0.0268,中期多头排列
159615,2025-05-23,0.9182,0.8896,0.8909,,0.0273,3.0643,0.0286,弱势多头
159615,2025-05-22,0.9084,0.8848,0.88865,,0.01975,2.2225,0.0236,弱势多头
159615,2025-05-21,0.8956,0.8794,0.8842,,0.0114,1.2893,0.0162,弱势多头
159615,2025-05-20,0.8812,0.8734,0.8788,,0.0024,0.2731,0.0078,弱势多头
159615,2025-05-19,0.8686,0.8716,0.87405,,-0.00545,-0.6235,-0.003,中期空头排列
159615,2025-05-16,0.861,0.8732,0.8714,,-0.0104,-1.1935,-0.0122,弱势空头
159615,2025-05-15,0.8612,0.8754,0.8702,,-0.009,-1.0342,-0.0142,弱势空头
159615,2025-05-14,0.8632,0.8785,0.87025,,-0.00705,-0.8101,-0.0153,弱势空头
159615,2025-05-13,0.8656,0.8828,0.86815,,-0.00255,-0.2937,-0.0172,弱势空头
159615,2025-05-12,0.8746,0.8873,0.8645,,0.0101,1.1683,-0.0127,弱势空头
159615,2025-05-09,0.8854,0.8922,0.8604,,0.025,2.9056,-0.0068,弱势空头
159615,2025-05-08,0.8896,0.8925,0.8541,,0.0355,4.1564,-0.0029,弱势空头
159615,2025-05-07,0.8938,0.889,0.8513,,0.0425,4.9924,0.0048,中期多头排列
159615,2025-05-06,0.9,0.8842,0.8528,,0.0472,5.5347,0.0158,中期多头排列
159615,2025-04-30,0.9,0.8765,0.8532,,0.0468,5.4852,0.0235,中期多头排列
159615,2025-04-29,0.899,0.8696,0.8544,,0.0446,5.22,0.0294,中期多头排列
159615,2025-04-28,0.8954,0.865,0.85355,,0.04185,4.9031,0.0304,中期多头排列
159615,2025-04-25,0.8842,0.862,0.8531,,0.0311,3.6455,0.0222,中期多头排列
159615,2025-04-24,0.8684,0.8535,0.85155,,0.01685,1.9787,0.0149,中期多头排列
159615,2025-04-23,0.853,0.8417,0.84805,,0.00495,0.5837,0.0113,弱势多头
159615,2025-04-22,0.8402,0.8286,0.84485,,-0.00465,-0.5504,0.0116,弱势多头
159615,2025-04-21,0.8346,0.8157,0.84305,,-0.00845,-1.0023,0.0189,弱势多头
159615,2025-04-18,0.8398,0.8136,0.84375,,-0.00395,-0.4681,0.0262,弱势多头
159615,2025-04-17,0.8386,0.8214,0.84665,,-0.00805,-0.9508,0.0172,弱势多头
159615,2025-04-16,0.8304,0.8299,0.84925,,-0.01885,-2.2196,0.0005,弱势多头
159615,2025-04-15,0.817,0.8392,0.85115,,-0.03415,-4.0122,-0.0222,中期空头排列
159615,2025-04-14,0.7968,0.8421,0.8508,,-0.054,-6.347,-0.0453,中期空头排列
159615,2025-04-11,0.7874,0.8442,,,,,-0.0568,
159615,2025-04-10,0.8042,0.8496,,,,,-0.0454,
159615,2025-04-09,0.8294,0.8544,,,,,-0.025,
159615,2025-04-08,0.8614,0.8611,,,,,0.0003,
159615,2025-04-07,0.8874,0.8704,,,,,0.017,
159615,2025-04-03,0.901,0.8739,,,,,0.0271,
159615,2025-04-02,0.895,0.8719,,,,,0.0231,
159615,2025-04-01,0.8794,0.8686,,,,,0.0108,
159615,2025-03-31,0.8608,0.8631,,,,,-0.0023,
159615,2025-03-28,0.8534,0.8595,,,,,-0.0061,
159615,2025-03-27,0.8468,,,,,,,
159615,2025-03-26,0.8488,,,,,,,
159615,2025-03-25,0.8578,,,,,,,
159615,2025-03-24,0.8654,,,,,,,
159615,2025-03-21,0.8656,,,,,,,
159615,2025-03-20,,,,,,,,
159615,2025-03-19,,,,,,,,
159615,2025-03-18,,,,,,,,
159615,2025-03-17,,,,,,,,
