代码,日期,MA5,MA10,MA20,MA60,SMA差值5-20,SMA差值5-20(%),SMA差值5-10
512020,2025-06-27,1.0112,1.0038,1.001,0.988783,0.0102,1.019,0.0074
512020,2025-06-26,1.0062,1.0021,0.99995,0.988733,0.00625,0.625,0.0041
512020,2025-06-25,1.0008,1.0007,0.99845,0.9887,0.00235,0.2354,0.0001
512020,2025-06-24,0.9968,0.999,0.99695,0.988617,-0.00015,-0.015,-0.0022
512020,2025-06-23,0.9952,0.998,0.9964,0.988833,-0.0012,-0.1204,-0.0028
512020,2025-06-20,0.9964,0.9987,0.9966,0.989233,-0.0002,-0.0201,-0.0023
512020,2025-06-19,0.998,0.9996,0.99735,0.9897,0.00065,0.0652,-0.0016
512020,2025-06-18,1.0006,1.0002,0.99815,0.990383,0.00245,0.2455,0.0004
512020,2025-06-17,1.0012,0.9998,0.99835,0.991067,0.00285,0.2855,0.0014
512020,2025-06-16,1.0008,0.9991,0.9984,0.991783,0.0024,0.2404,0.0017
512020,2025-06-13,1.001,0.9982,0.99835,0.992417,0.00265,0.2654,0.0028
512020,2025-06-12,1.0012,0.9978,0.99855,0.9931,0.00265,0.2654,0.0034
512020,2025-06-11,0.9998,0.9962,0.99895,0.993317,0.00085,0.0851,0.0036
512020,2025-06-10,0.9984,0.9949,0.999,0.993667,-0.0006,-0.0601,0.0035
512020,2025-06-09,0.9974,0.9948,0.9994,0.99415,-0.002,-0.2001,0.0026
512020,2025-06-06,0.9954,0.9945,0.99885,0.994517,-0.00345,-0.3454,0.0009
512020,2025-06-05,0.9944,0.9951,0.99865,0.994933,-0.00425,-0.4256,-0.0007
512020,2025-06-04,0.9926,0.9961,0.9982,0.995433,-0.0056,-0.561,-0.0035
512020,2025-06-03,0.9914,0.9969,0.9976,0.99575,-0.0062,-0.6215,-0.0055
512020,2025-05-30,0.9922,0.9977,0.99665,0.996067,-0.00445,-0.4465,-0.0055
512020,2025-05-29,0.9936,0.9985,0.99555,0.99635,-0.00195,-0.1959,-0.0049
512020,2025-05-28,0.9958,0.9993,0.99435,0.996633,0.00145,0.1458,-0.0035
512020,2025-05-27,0.9996,1.0017,0.99355,0.997367,0.00605,0.6089,-0.0021
512020,2025-05-26,1.0024,1.0031,0.9927,0.998067,0.0097,0.9771,-0.0007
512020,2025-05-23,1.0032,1.004,0.9917,0.99855,0.0115,1.1596,-0.0008
512020,2025-05-22,1.0034,1.0032,0.9904,0.999133,0.013,1.3126,0.0002
512020,2025-05-21,1.0028,1.0022,0.9888,0.9996,0.014,1.4159,0.0006
512020,2025-05-20,1.0038,1.0003,0.9867,0.999817,0.0171,1.733,0.0035
512020,2025-05-19,1.0038,0.9983,0.98475,1.000117,0.01905,1.9345,0.0055
512020,2025-05-16,1.0048,0.9956,0.9831,1.00035,0.0217,2.2073,0.0092
512020,2025-05-15,1.003,0.9926,0.9814,1.00075,0.0216,2.2009,0.0104
512020,2025-05-14,1.0016,0.9894,0.9796,1.001083,0.022,2.2458,0.0122
512020,2025-05-13,0.9968,0.9854,0.9771,1.001117,0.0197,2.0162,0.0114
512020,2025-05-12,0.9928,0.9823,0.9748,1.00135,0.018,1.8465,0.0105
512020,2025-05-09,0.9864,0.9794,0.97165,1.0014,0.01475,1.518,0.007
512020,2025-05-08,0.9822,0.9776,0.9686,1.00175,0.0136,1.4041,0.0046
512020,2025-05-07,0.9772,0.9754,0.96485,1.001967,0.01235,1.28,0.0018
512020,2025-05-06,0.974,0.9731,0.9653,1.002033,0.0087,0.9013,0.0009
512020,2025-04-30,0.9718,0.9712,0.96635,1.001967,0.00545,0.564,0.0006
512020,2025-04-29,0.9724,0.9706,0.96805,1.002117,0.00435,0.4494,0.0018
512020,2025-04-28,0.973,0.9702,0.9698,1.0024,0.0032,0.33,0.0028
512020,2025-04-25,0.9736,0.9698,0.9719,1.002517,0.0017,0.1749,0.0038
512020,2025-04-24,0.9722,0.9688,0.9741,1.002617,-0.0019,-0.1951,0.0034
512020,2025-04-23,0.9706,0.9673,0.9762,1.00285,-0.0056,-0.5737,0.0033
512020,2025-04-22,0.9688,0.9639,0.9784,1.003017,-0.0096,-0.9812,0.0049
512020,2025-04-21,0.9674,0.9596,0.9807,1.003117,-0.0133,-1.3562,0.0078
512020,2025-04-18,0.966,0.9543,0.98295,1.00315,-0.01695,-1.7244,0.0117
512020,2025-04-17,0.9654,0.9575,0.9863,1.003283,-0.0209,-2.119,0.0079
512020,2025-04-16,0.964,0.9615,0.9901,1.003567,-0.0261,-2.6361,0.0025
512020,2025-04-15,0.959,0.9655,0.99385,1.003367,-0.03485,-3.5066,-0.0065
512020,2025-04-14,0.9518,0.9694,0.9975,1.003233,-0.0457,-4.5815,-0.0176
512020,2025-04-11,0.9426,0.974,1.00115,1.003267,-0.05855,-5.8483,-0.0314
512020,2025-04-10,0.9496,0.9794,1.0039,1.003367,-0.0543,-5.4089,-0.0298
512020,2025-04-09,0.959,0.9851,1.0072,1.0036,-0.0482,-4.7855,-0.0261
512020,2025-04-08,0.972,0.9929,1.0114,1.003983,-0.0394,-3.8956,-0.0209
512020,2025-04-07,0.987,1.0018,1.0161,1.004617,-0.0291,-2.8639,-0.0148
512020,2025-04-03,1.0054,1.0116,1.0213,1.005583,-0.0159,-1.5568,-0.0062
512020,2025-04-02,1.0092,1.0151,1.0228,1.0058,-0.0136,-1.3297,-0.0059
512020,2025-04-01,1.0112,1.0187,1.0233,1.006133,-0.0121,-1.1824,-0.0075
512020,2025-03-31,1.0138,1.0222,1.0235,1.0064,-0.0097,-0.9477,-0.0084
512020,2025-03-28,1.0166,1.0256,1.0237,1.0067,-0.0071,-0.6936,-0.009
512020,2025-03-27,1.0178,1.0283,1.02365,1.006833,-0.00585,-0.5715,-0.0105
512020,2025-03-26,1.021,1.0284,1.02445,1.006917,-0.00345,-0.3368,-0.0074
512020,2025-03-25,1.0262,1.0293,1.0253,1.006883,0.0009,0.0878,-0.0031
512020,2025-03-24,1.0306,1.0299,1.02555,1.006817,0.00505,0.4924,0.0007
512020,2025-03-21,1.0346,1.0304,1.0263,1.006783,0.0083,0.8087,0.0042
512020,2025-03-20,1.0388,1.031,1.02705,1.0067,0.01175,1.1441,0.0078
512020,2025-03-19,1.0358,1.0305,1.02645,1.0063,0.00935,0.9109,0.0053
512020,2025-03-18,1.0324,1.0279,1.0255,1.00575,0.0069,0.6728,0.0045
512020,2025-03-17,1.0292,1.0248,1.0241,1.00535,0.0051,0.498,0.0044
512020,2025-03-14,1.0262,1.0218,1.02335,1.005333,0.00285,0.2785,0.0044
512020,2025-03-13,1.0232,1.019,1.0225,1.00515,0.0007,0.0685,0.0042
512020,2025-03-12,1.0252,1.0205,1.02235,1.005367,0.00285,0.2788,0.0047
512020,2025-03-11,1.0234,1.0213,1.02205,1.005333,0.00135,0.1321,0.0021
512020,2025-03-10,1.0204,1.0212,1.02115,1.005317,-0.00075,-0.0734,-0.0008
512020,2025-03-07,1.0174,1.0222,1.02055,1.005117,-0.00315,-0.3087,-0.0048
512020,2025-03-06,1.0148,1.0231,1.01975,1.004917,-0.00495,-0.4854,-0.0083
512020,2025-03-05,1.0158,1.0224,1.018,1.00475,-0.0022,-0.2161,-0.0066
512020,2025-03-04,1.0192,1.0231,1.01625,1.004817,0.00295,0.2903,-0.0039
512020,2025-03-03,1.022,1.0234,1.0148,,0.0072,0.7095,-0.0014
512020,2025-02-28,1.027,1.0249,1.0137,,0.0133,1.312,0.0021
512020,2025-02-27,1.0314,1.026,1.012,,0.0194,1.917,0.0054
512020,2025-02-26,1.029,1.0242,1.0093,,0.0197,1.9518,0.0048
512020,2025-02-25,1.027,1.0228,1.00705,,0.01995,1.981,0.0042
512020,2025-02-24,1.0248,1.0211,1.0051,,0.0197,1.96,0.0037
512020,2025-02-21,1.0228,1.0189,1.00235,,0.02045,2.0402,0.0039
512020,2025-02-20,1.0206,1.0164,0.99945,,0.02115,2.1162,0.0042
512020,2025-02-19,1.0194,1.0136,0.9971,,0.0223,2.2365,0.0058
512020,2025-02-18,1.0186,1.0094,0.9951,,0.0235,2.3616,0.0092
512020,2025-02-17,1.0174,1.0062,0.99215,,0.02525,2.545,0.0112
512020,2025-02-14,1.015,1.0025,0.98885,,0.02615,2.6445,0.0125
512020,2025-02-13,1.0122,0.998,0.98615,,0.02605,2.6416,0.0142
512020,2025-02-12,1.0078,0.9944,0.98385,,0.02395,2.4343,0.0134
512020,2025-02-11,1.0002,0.9913,0.98155,,0.01865,1.9001,0.0089
512020,2025-02-10,0.995,0.9891,0.9794,,0.0156,1.5928,0.0059
512020,2025-02-07,0.99,0.9858,0.9772,,0.0128,1.3099,0.0042
512020,2025-02-06,0.9838,0.9825,0.9757,,0.0081,0.8302,0.0013
512020,2025-02-05,0.981,0.9806,0.9766,,0.0044,0.4505,0.0004
512020,2025-01-27,0.9824,0.9808,0.97885,,0.00355,0.3627,0.0016
512020,2025-01-24,0.9832,0.9781,0.9809,,0.0023,0.2345,0.0051
512020,2025-01-23,0.9816,0.9752,0.9827,,-0.0011,-0.1119,0.0064
512020,2025-01-22,0.9812,0.9743,0.98485,,-0.00365,-0.3706,0.0069
512020,2025-01-21,0.9802,0.9733,0.987,,-0.0068,-0.689,0.0069
512020,2025-01-20,0.9792,0.9718,0.9883,,-0.0091,-0.9208,0.0074
512020,2025-01-17,0.973,0.9697,0.9898,,-0.0168,-1.6973,0.0033
512020,2025-01-16,0.9688,0.9686,0.9917,,-0.0229,-2.3092,0.0002
512020,2025-01-15,0.9674,0.9689,0.9936,,-0.0262,-2.6369,-0.0015
512020,2025-01-14,0.9664,0.9726,0.99535,,-0.02895,-2.9085,-0.0062
512020,2025-01-13,0.9644,0.9769,0.99665,,-0.03225,-3.2358,-0.0125
512020,2025-01-10,0.9664,0.9837,0.9998,,-0.0334,-3.3407,-0.0173
512020,2025-01-09,0.9684,0.9902,1.0038,,-0.0354,-3.5266,-0.0218
512020,2025-01-08,0.9704,0.9954,1.0068,,-0.0364,-3.6154,-0.025
512020,2025-01-07,0.9788,1.0007,1.0099,,-0.0311,-3.0795,-0.0219
512020,2025-01-06,0.9894,1.0048,1.0124,,-0.023,-2.2718,-0.0154
512020,2025-01-03,1.001,1.0099,1.0154,,-0.0144,-1.4182,-0.0089
512020,2025-01-02,1.012,1.0148,1.0176,,-0.0056,-0.5503,-0.0028
512020,2024-12-31,1.0204,1.0183,1.0193,,0.0011,0.1079,0.0021
512020,2024-12-30,1.0226,1.0181,1.01965,,0.00295,0.2893,0.0045
512020,2024-12-27,1.0202,1.0164,1.01935,,0.00085,0.0834,0.0038
512020,2024-12-26,1.0188,1.0159,,,,,0.0029
512020,2024-12-25,1.0176,1.0174,,,,,0.0002
512020,2024-12-24,1.0162,1.0182,,,,,-0.002
512020,2024-12-23,1.0136,1.0191,,,,,-0.0055
512020,2024-12-20,1.0126,1.02,,,,,-0.0074
512020,2024-12-19,1.013,1.0209,,,,,-0.0079
512020,2024-12-18,1.0172,1.0204,,,,,-0.0032
512020,2024-12-17,1.0202,1.0203,,,,,-0.0001
512020,2024-12-16,1.0246,1.0212,,,,,0.0034
512020,2024-12-13,1.0274,1.0223,,,,,0.0051
512020,2024-12-12,1.0288,,,,,,
512020,2024-12-11,1.0236,,,,,,
512020,2024-12-10,1.0204,,,,,,
512020,2024-12-09,1.0178,,,,,,
512020,2024-12-06,1.0172,,,,,,
512020,2024-12-05,,,,,,,
512020,2024-12-04,,,,,,,
512020,2024-12-03,,,,,,,
512020,2024-12-02,,,,,,,
