代码,日期,MA5,MA10,MA20,MA60,SMA差值5-20,SMA差值5-20(%),SMA差值5-10,多空排列
159751,2025-06-27,1.032,1.0215,1.02335,0.997583,0.00865,0.8453,0.0105,弱势多头
159751,2025-06-26,1.024,1.0201,1.02215,0.9979,0.00185,0.181,0.0039,弱势多头
159751,2025-06-25,1.0164,1.0219,1.02035,0.998583,-0.00395,-0.3871,-0.0055,弱势空头
159751,2025-06-24,1.0102,1.0233,1.01795,0.99875,-0.00775,-0.7613,-0.0131,弱势空头
159751,2025-06-23,1.0078,1.0237,1.0158,0.99885,-0.008,-0.7876,-0.0159,弱势空头
159751,2025-06-20,1.011,1.0264,1.0164,0.999917,-0.0054,-0.5313,-0.0154,弱势空头
159751,2025-06-19,1.0162,1.0291,1.0181,1.001183,-0.0019,-0.1866,-0.0129,弱势空头
159751,2025-06-18,1.0274,1.0322,1.0207,1.003233,0.0067,0.6564,-0.0048,弱势空头
159751,2025-06-17,1.0364,1.0319,1.02165,1.005183,0.01475,1.4437,0.0045,强势多头排列
159751,2025-06-16,1.0396,1.0292,1.02095,1.006933,0.01865,1.8267,0.0104,强势多头排列
159751,2025-06-13,1.0418,1.0252,1.0202,1.008067,0.0216,2.1172,0.0166,强势多头排列
159751,2025-06-12,1.042,1.0242,1.01965,,0.02235,2.1919,0.0178,中期多头排列
159751,2025-06-11,1.037,1.0188,1.01825,,0.01875,1.8414,0.0182,中期多头排列
159751,2025-06-10,1.0274,1.0126,1.0156,,0.0118,1.1619,0.0148,弱势多头
159751,2025-06-09,1.0188,1.0079,1.01395,,0.00485,0.4783,0.0109,弱势多头
159751,2025-06-06,1.0086,1.0064,1.01215,,-0.00355,-0.3507,0.0022,弱势多头
159751,2025-06-05,1.0064,1.0071,1.01135,,-0.00495,-0.4894,-0.0007,中期空头排列
159751,2025-06-04,1.0006,1.0092,1.01045,,-0.00985,-0.9748,-0.0086,中期空头排列
159751,2025-06-03,0.9978,1.0114,1.0107,,-0.0129,-1.2763,-0.0136,弱势空头
159751,2025-05-30,0.997,1.0127,1.0102,,-0.0132,-1.3067,-0.0157,弱势空头
159751,2025-05-29,1.0042,1.0152,1.0095,,-0.0053,-0.525,-0.011,弱势空头
159751,2025-05-28,1.0078,1.0151,1.00795,,-0.00015,-0.0149,-0.0073,弱势空头
159751,2025-05-27,1.0178,1.0177,1.0076,,0.0102,1.0123,0.0001,中期多头排列
159751,2025-05-26,1.025,1.0186,1.0066,,0.0184,1.8279,0.0064,中期多头排列
159751,2025-05-23,1.0284,1.02,1.0064,,0.022,2.186,0.0084,中期多头排列
159751,2025-05-22,1.0262,1.0179,1.003,,0.0232,2.3131,0.0083,中期多头排列
159751,2025-05-21,1.0224,1.0156,0.9986,,0.0238,2.3833,0.0068,中期多头排列
159751,2025-05-20,1.0176,1.0117,0.9929,,0.0247,2.4877,0.0059,中期多头排列
159751,2025-05-19,1.0122,1.01,0.98785,,0.02435,2.4649,0.0022,中期多头排列
159751,2025-05-16,1.0116,1.0077,0.98365,,0.02795,2.8415,0.0039,中期多头排列
159751,2025-05-15,1.0096,1.0038,0.9808,,0.0288,2.9364,0.0058,中期多头排列
159751,2025-05-14,1.0088,1.0008,0.97835,,0.03045,3.1124,0.008,中期多头排列
159751,2025-05-13,1.0058,0.9975,0.9744,,0.0314,3.2225,0.0083,中期多头排列
159751,2025-05-12,1.0078,0.9946,0.97005,,0.03775,3.8916,0.0132,中期多头排列
159751,2025-05-09,1.0038,0.9928,0.9637,,0.0401,4.161,0.011,中期多头排列
159751,2025-05-08,0.998,0.9881,0.95675,,0.04125,4.3115,0.0099,中期多头排列
159751,2025-05-07,0.9928,0.9816,0.95235,,0.04045,4.2474,0.0112,中期多头排列
159751,2025-05-06,0.9892,0.9741,0.95315,,0.03605,3.7822,0.0151,中期多头排列
159751,2025-04-30,0.9814,0.9657,0.9542,,0.0272,2.8506,0.0157,中期多头排列
159751,2025-04-29,0.9818,0.9596,0.957,,0.0248,2.5914,0.0222,中期多头排列
159751,2025-04-28,0.9782,0.9578,0.9599,,0.0183,1.9064,0.0204,弱势多头
159751,2025-04-25,0.9704,0.9559,0.9636,,0.0068,0.7057,0.0145,弱势多头
159751,2025-04-24,0.959,0.9513,0.9678,,-0.0088,-0.9093,0.0077,弱势多头
159751,2025-04-23,0.95,0.9455,0.9717,,-0.0217,-2.2332,0.0045,弱势多头
159751,2025-04-22,0.9374,0.9346,0.97435,,-0.03695,-3.7923,0.0028,弱势多头
159751,2025-04-21,0.9374,0.9254,0.98035,,-0.04295,-4.3811,0.012,弱势多头
159751,2025-04-18,0.9414,0.9231,0.98685,,-0.04545,-4.6056,0.0183,弱势多头
159751,2025-04-17,0.9436,0.9322,0.9961,,-0.0525,-5.2706,0.0114,弱势多头
159751,2025-04-16,0.941,0.9427,1.00605,,-0.06505,-6.4659,-0.0017,中期空头排列
159751,2025-04-15,0.9318,0.9544,1.0162,,-0.0844,-8.3055,-0.0226,中期空头排列
159751,2025-04-14,0.9134,0.962,1.0232,,-0.1098,-10.731,-0.0486,中期空头排列
159751,2025-04-11,0.9048,0.9713,,,,,-0.0665,
159751,2025-04-10,0.9208,0.9843,,,,,-0.0635,
159751,2025-04-09,0.9444,0.9979,,,,,-0.0535,
159751,2025-04-08,0.977,1.0141,,,,,-0.0371,
159751,2025-04-07,1.0106,1.0353,,,,,-0.0247,
159751,2025-04-03,1.0378,1.0506,,,,,-0.0128,
159751,2025-04-02,1.0478,1.06,,,,,-0.0122,
159751,2025-04-01,1.0514,1.0694,,,,,-0.018,
159751,2025-03-31,1.0512,1.078,,,,,-0.0268,
159751,2025-03-28,1.06,1.0844,,,,,-0.0244,
159751,2025-03-27,1.0634,,,,,,,
159751,2025-03-26,1.0722,,,,,,,
159751,2025-03-25,1.0874,,,,,,,
159751,2025-03-24,1.1048,,,,,,,
159751,2025-03-21,1.1088,,,,,,,
159751,2025-03-20,,,,,,,,
159751,2025-03-19,,,,,,,,
159751,2025-03-18,,,,,,,,
159751,2025-03-17,,,,,,,,
