代码,日期,MA5,MA10,MA20,MA60,SMA差值5-20,SMA差值5-20(%),SMA差值5-10,多空排列,排列评分
589680,2025-06-27,0.9552,0.9445,0.9433,0.9329,0.0119,1.2615,0.0107,震荡排列,0.0
589680,2025-06-26,0.948,0.942,0.94205,0.932717,0.00595,0.6316,0.006,震荡排列,0.0
589680,2025-06-25,0.9422,0.9406,0.9398,0.93275,0.0024,0.2554,0.0016,震荡排列,0.0
589680,2025-06-24,0.9366,0.9383,0.93735,0.932467,-0.00075,-0.08,-0.0017,震荡排列,0.0
589680,2025-06-23,0.9326,0.9376,0.9359,0.932483,-0.0033,-0.3526,-0.005,震荡排列,0.0
589680,2025-06-20,0.9338,0.9399,0.93515,0.93295,-0.00135,-0.1444,-0.0061,方向分化,0.0
589680,2025-06-19,0.936,0.9422,0.9354,0.933633,0.0006,0.0641,-0.0062,方向分化,0.0
589680,2025-06-18,0.939,0.9439,0.9356,0.93465,0.0034,0.3634,-0.0049,方向分化,0.0
589680,2025-06-17,0.94,0.9436,0.9355,0.93565,0.0045,0.481,-0.0036,方向分化,0.0
589680,2025-06-16,0.9426,0.9436,0.9356,0.937,0.007,0.7482,-0.001,震荡排列,0.0
589680,2025-06-13,0.946,0.9421,0.9351,0.938067,0.0109,1.1657,0.0039,温和多头排列,0.4
589680,2025-06-12,0.9484,0.9421,0.9348,0.939183,0.0136,1.4549,0.0063,温和多头排列,0.4
589680,2025-06-11,0.9488,0.939,0.9348,0.939867,0.014,1.4976,0.0098,温和多头排列,0.4
589680,2025-06-10,0.9472,0.9364,0.93485,0.940967,0.01235,1.3211,0.0108,震荡排列,0.0
589680,2025-06-09,0.9446,0.9342,0.9351,0.942117,0.0095,1.0159,0.0104,震荡排列,0.0
589680,2025-06-06,0.9382,0.9304,0.9343,0.943117,0.0039,0.4174,0.0078,方向分化,0.0
589680,2025-06-05,0.9358,0.9286,0.9348,0.944183,0.001,0.107,0.0072,方向分化,0.0
589680,2025-06-04,0.9292,0.9273,0.9352,0.94535,-0.006,-0.6416,0.0019,方向分化,0.0
589680,2025-06-03,0.9256,0.9274,0.93605,0.946333,-0.01045,-1.1164,-0.0018,震荡排列,0.0
589680,2025-05-30,0.9238,0.9276,0.93635,,-0.01255,-1.3403,-0.0038,温和空头排列,-0.4
589680,2025-05-29,0.9226,0.9281,0.9363,,-0.0137,-1.4632,-0.0055,温和空头排列,-0.4
589680,2025-05-28,0.9214,0.9275,0.9357,,-0.0143,-1.5283,-0.0061,温和空头排列,-0.4
589680,2025-05-27,0.9254,0.9306,0.9362,,-0.0108,-1.1536,-0.0052,温和空头排列,-0.4
589680,2025-05-26,0.9292,0.9333,0.93655,,-0.00735,-0.7848,-0.0041,温和空头排列,-0.4
589680,2025-05-23,0.9314,0.936,0.9372,,-0.0058,-0.6189,-0.0046,震荡排列,0.0
589680,2025-05-22,0.9336,0.9382,0.93785,,-0.00425,-0.4532,-0.0046,震荡排列,0.0
589680,2025-05-21,0.9336,0.941,0.9381,,-0.0045,-0.4797,-0.0074,方向分化,0.0
589680,2025-05-20,0.9358,0.9431,0.93735,,-0.00155,-0.1654,-0.0073,方向分化,0.0
589680,2025-05-19,0.9374,0.9447,0.93665,,0.00075,0.0801,-0.0073,方向分化,0.0
589680,2025-05-16,0.9406,0.9451,0.9362,,0.0044,0.47,-0.0045,方向分化,0.0
589680,2025-05-15,0.9428,0.9445,0.93585,,0.00695,0.7426,-0.0017,震荡排列,0.0
589680,2025-05-14,0.9484,0.9439,0.9358,,0.0126,1.3464,0.0045,温和多头排列,0.4
589680,2025-05-13,0.9504,0.9418,0.93455,,0.01585,1.696,0.0086,中等多头排列,0.8
589680,2025-05-12,0.952,0.9398,0.93195,,0.02005,2.1514,0.0122,中等多头排列,0.8
589680,2025-05-09,0.9496,0.9384,0.92815,,0.02145,2.311,0.0112,中等多头排列,0.8
589680,2025-05-08,0.9462,0.9375,0.92335,,0.02285,2.4747,0.0087,中等多头排列,0.8
589680,2025-05-07,0.9394,0.9352,0.91705,,0.02235,2.4372,0.0042,中等多头排列,0.8
589680,2025-05-06,0.9332,0.9316,0.91665,,0.01655,1.8055,0.0016,震荡排列,0.0
589680,2025-04-30,0.9276,0.9286,0.91695,,0.01065,1.1615,-0.001,震荡排列,0.0
589680,2025-04-29,0.9272,0.9273,0.91795,,0.00925,1.0077,-0.0001,震荡排列,0.0
589680,2025-04-28,0.9288,0.9272,0.9191,,0.0097,1.0554,0.0016,震荡排列,0.0
589680,2025-04-25,0.931,0.9277,0.9204,,0.0106,1.1517,0.0033,温和多头排列,0.4
589680,2025-04-24,0.93,0.9273,0.92225,,0.00775,0.8403,0.0027,温和多头排列,0.4
589680,2025-04-23,0.9296,0.9241,0.9235,,0.0061,0.6605,0.0055,震荡排列,0.0
589680,2025-04-22,0.9274,0.9179,0.92435,,0.00305,0.33,0.0095,方向分化,0.0
