代码,日期,MA5,MA10,MA20,MA60,SMA差值5-20,SMA差值5-20(%),SMA差值5-10,多空排列,排列评分
159887,2025-06-27,1.411,1.3889,1.36235,1.297483,0.04865,3.571,0.0221,长期强势多头排列,1.44
159887,2025-06-26,1.4088,1.3835,1.35785,1.29485,0.05095,3.7523,0.0253,长期强势多头排列,1.44
159887,2025-06-25,1.3952,1.3751,1.3514,1.291633,0.0438,3.2411,0.0201,长期强势多头排列,1.44
159887,2025-06-24,1.3852,1.3678,1.3458,1.288617,0.0394,2.9276,0.0174,长期中等多头排列,0.96
159887,2025-06-23,1.3756,1.3616,1.34065,1.28615,0.03495,2.6069,0.014,长期中等多头排列,0.96
159887,2025-06-20,1.3668,1.3548,1.336,1.28365,0.0308,2.3054,0.012,长期中等多头排列,0.96
159887,2025-06-19,1.3582,1.3496,1.333,1.281233,0.0252,1.8905,0.0086,长期中等多头排列,0.96
159887,2025-06-18,1.355,1.3457,1.3304,1.27935,0.0246,1.8491,0.0093,长期中等多头排列,0.96
159887,2025-06-17,1.3504,1.3422,1.32725,1.277517,0.02315,1.7442,0.0082,长期中等多头排列,0.96
159887,2025-06-16,1.3476,1.34,1.32445,1.275633,0.02315,1.7479,0.0076,长期中等多头排列,0.96
159887,2025-06-13,1.3428,1.3358,1.3218,1.27375,0.021,1.5887,0.007,长期温和多头排列,0.48
159887,2025-06-12,1.341,1.3322,1.3205,1.272033,0.0205,1.5524,0.0088,长期温和多头排列,0.48
159887,2025-06-11,1.3364,1.3277,1.3189,1.269917,0.0175,1.3269,0.0087,长期温和多头排列,0.48
159887,2025-06-10,1.334,1.3238,1.317,1.2678,0.017,1.2908,0.0102,长期温和多头排列,0.48
159887,2025-06-09,1.3324,1.3197,1.3143,1.265767,0.0181,1.3772,0.0127,长期温和多头排列,0.48
159887,2025-06-06,1.3288,1.3172,1.3118,1.263783,0.017,1.2959,0.0116,长期温和多头排列,0.48
159887,2025-06-05,1.3234,1.3164,1.30855,1.261983,0.01485,1.1348,0.007,长期温和多头排列,0.48
159887,2025-06-04,1.319,1.3151,1.30495,1.260233,0.01405,1.0767,0.0039,长期温和多头排列,0.48
159887,2025-06-03,1.3136,1.3123,1.3002,1.258467,0.0134,1.0306,0.0013,震荡排列,0.0
159887,2025-05-30,1.307,1.3089,1.2955,1.2564,0.0115,0.8877,-0.0019,震荡排列,0.0
159887,2025-05-29,1.3056,1.3078,1.29295,1.254667,0.01265,0.9784,-0.0022,震荡排列,0.0
159887,2025-05-28,1.3094,1.3088,1.29115,1.25315,0.01825,1.4135,0.0006,震荡排列,0.0
159887,2025-05-27,1.3112,1.3101,1.28875,1.251733,0.02245,1.742,0.0011,震荡排列,0.0
159887,2025-05-26,1.311,1.3102,1.28645,1.250083,0.02455,1.9084,0.0008,震荡排列,0.0
159887,2025-05-23,1.3108,1.3089,1.2838,1.248383,0.027,2.1031,0.0019,震荡排列,0.0
159887,2025-05-22,1.31,1.3064,1.28105,1.246717,0.02895,2.2599,0.0036,长期中等多头排列,0.96
159887,2025-05-21,1.3082,1.3007,1.2771,1.244983,0.0311,2.4352,0.0075,长期中等多头排列,0.96
159887,2025-05-20,1.309,1.2948,1.2744,1.243633,0.0346,2.715,0.0142,长期中等多头排列,0.96
159887,2025-05-19,1.3094,1.2881,1.2716,1.242433,0.0378,2.9726,0.0213,长期中等多头排列,0.96
159887,2025-05-16,1.307,1.2821,1.26895,1.241417,0.03805,2.9985,0.0249,长期中等多头排列,0.96
159887,2025-05-15,1.3028,1.2781,1.26545,1.24015,0.03735,2.9515,0.0247,长期中等多头排列,0.96
159887,2025-05-14,1.2932,1.2735,1.26065,1.2387,0.03255,2.582,0.0197,长期中等多头排列,0.96
159887,2025-05-13,1.2806,1.2674,1.25535,1.237117,0.02525,2.0114,0.0132,长期中等多头排列,0.96
159887,2025-05-12,1.2668,1.2627,1.2504,1.235683,0.0164,1.3116,0.0041,长期温和多头排列,0.48
159887,2025-05-09,1.2572,1.2587,1.246,1.234467,0.0112,0.8989,-0.0015,震荡排列,0.0
159887,2025-05-08,1.2534,1.2557,1.2422,1.23315,0.0112,0.9016,-0.0023,震荡排列,0.0
159887,2025-05-07,1.2538,1.2535,1.23885,1.232083,0.01495,1.2068,0.0003,震荡排列,0.0
159887,2025-05-06,1.2542,1.254,1.23835,1.231283,0.01585,1.2799,0.0002,震荡排列,0.0
159887,2025-04-30,1.2586,1.2551,1.2386,1.230783,0.02,1.6147,0.0035,长期中等多头排列,0.96
159887,2025-04-29,1.2602,1.2558,1.2383,1.230533,0.0219,1.7686,0.0044,长期中等多头排列,0.96
159887,2025-04-28,1.258,1.2528,1.23715,1.229583,0.02085,1.6853,0.0052,长期中等多头排列,0.96
159887,2025-04-25,1.2532,1.2478,1.23555,1.22855,0.01765,1.4285,0.0054,长期温和多头排列,0.48
159887,2025-04-24,1.2538,1.2433,1.23475,1.227233,0.01905,1.5428,0.0105,长期温和多头排列,0.48
159887,2025-04-23,1.2516,1.2381,1.2336,1.2262,0.018,1.4591,0.0135,长期温和多头排列,0.48
159887,2025-04-22,1.2514,1.2333,1.234,1.2254,0.0174,1.41,0.0181,震荡排列,0.0
159887,2025-04-21,1.2476,1.2287,1.2339,1.224533,0.0137,1.1103,0.0189,方向分化,0.0
159887,2025-04-18,1.2424,1.2242,1.2336,1.223933,0.0088,0.7134,0.0182,方向分化,0.0
159887,2025-04-17,1.2328,1.2227,1.23325,1.2229,-0.00045,-0.0365,0.0101,方向分化,0.0
159887,2025-04-16,1.2246,1.2221,1.2337,1.2219,-0.0091,-0.7376,0.0025,方向分化,0.0
159887,2025-04-15,1.2152,1.2208,1.2335,1.220667,-0.0183,-1.4836,-0.0056,温和空头排列,-0.4
159887,2025-04-14,1.2098,1.2215,1.234,1.219867,-0.0242,-1.9611,-0.0117,中等空头排列,-0.8
159887,2025-04-11,1.206,1.2233,1.23495,1.219483,-0.02895,-2.3442,-0.0173,中等空头排列,-0.8
159887,2025-04-10,1.2126,1.2262,1.2355,1.2193,-0.0229,-1.8535,-0.0136,中等空头排列,-0.8
