代码,日期,MA5,MA10,MA20,MA60,SMA差值5-20,SMA差值5-20(%),SMA差值5-10,多空排列,排列评分
562570,2025-06-27,1.2456,1.2277,1.2345,1.246367,0.0111,0.8991,0.0179,方向分化,0.0
562570,2025-06-26,1.2292,1.222,1.23355,1.24755,-0.00435,-0.3526,0.0072,方向分化,0.0
562570,2025-06-25,1.2156,1.2179,1.22995,1.248817,-0.01435,-1.1667,-0.0023,震荡排列,0.0
562570,2025-06-24,1.2068,1.2152,1.22715,1.25025,-0.02035,-1.6583,-0.0084,长期中等空头排列,-0.96
562570,2025-06-23,1.2054,1.2159,1.2267,1.252233,-0.0213,-1.7364,-0.0105,长期中等空头排列,-0.96
562570,2025-06-20,1.2098,1.2231,1.22665,1.255017,-0.01685,-1.3737,-0.0133,长期温和空头排列,-0.48
562570,2025-06-19,1.2148,1.2314,1.22875,1.258483,-0.01395,-1.1353,-0.0166,方向分化,0.0
562570,2025-06-18,1.2202,1.2384,1.23055,1.26245,-0.01035,-0.8411,-0.0182,方向分化,0.0
562570,2025-06-17,1.2236,1.2406,1.23185,1.26635,-0.00825,-0.6697,-0.017,方向分化,0.0
562570,2025-06-16,1.2264,1.2415,1.2327,1.270567,-0.0063,-0.5111,-0.0151,方向分化,0.0
562570,2025-06-13,1.2364,1.2413,1.2333,1.274667,0.0031,0.2514,-0.0049,方向分化,0.0
562570,2025-06-12,1.248,1.2451,1.2354,1.279233,0.0126,1.0199,0.0029,方向分化,0.0
562570,2025-06-11,1.2566,1.242,1.23845,1.283117,0.01815,1.4655,0.0146,温和多头排列,0.4
562570,2025-06-10,1.2576,1.2391,1.24075,1.287567,0.01685,1.358,0.0185,震荡排列,0.0
562570,2025-06-09,1.2566,1.2375,1.24325,1.29195,0.01335,1.0738,0.0191,方向分化,0.0
562570,2025-06-06,1.2462,1.2302,1.243,1.295867,0.0032,0.2574,0.016,方向分化,0.0
562570,2025-06-05,1.2422,1.2261,1.24485,1.300517,-0.00265,-0.2129,0.0161,方向分化,0.0
562570,2025-06-04,1.2274,1.2227,1.2459,1.305567,-0.0185,-1.4849,0.0047,方向分化,0.0
562570,2025-06-03,1.2206,1.2231,1.2491,1.30945,-0.0285,-2.2816,-0.0025,方向分化,0.0
562570,2025-05-30,1.2184,1.2239,1.2507,1.313167,-0.0323,-2.5826,-0.0055,长期中等空头排列,-0.96
562570,2025-05-29,1.2142,1.2253,1.25125,1.316367,-0.03705,-2.961,-0.0111,长期中等空头排列,-0.96
562570,2025-05-28,1.21,1.2257,1.2504,1.319217,-0.0404,-3.231,-0.0157,长期强势空头排列,-1.44
562570,2025-05-27,1.218,1.2349,1.25245,1.324367,-0.03445,-2.7506,-0.0169,长期中等空头排列,-0.96
562570,2025-05-26,1.2256,1.2424,1.25345,1.32985,-0.02785,-2.2219,-0.0168,长期中等空头排列,-0.96
562570,2025-05-23,1.2294,1.249,1.2551,1.3348,-0.0257,-2.0476,-0.0196,长期中等空头排列,-0.96
562570,2025-05-22,1.2364,1.2558,1.25745,1.3405,-0.02105,-1.674,-0.0194,震荡排列,0.0
562570,2025-05-21,1.2414,1.2636,1.2597,1.346167,-0.0183,-1.4527,-0.0222,方向分化,0.0
562570,2025-05-20,1.2518,1.2691,1.25975,1.3503,-0.00795,-0.6311,-0.0173,方向分化,0.0
562570,2025-05-19,1.2592,1.2751,1.2598,1.354317,-0.0006,-0.0476,-0.0159,方向分化,0.0
562570,2025-05-16,1.2686,1.2775,1.25945,1.357533,0.00915,0.7265,-0.0089,方向分化,0.0
562570,2025-05-15,1.2752,1.2772,1.2598,1.36195,0.0154,1.2224,-0.002,震荡排列,0.0
562570,2025-05-14,1.2858,1.2751,1.2607,1.366083,0.0251,1.991,0.0107,中等多头排列,0.8
562570,2025-05-13,1.2864,1.27,1.2593,1.36835,0.0271,2.152,0.0164,中等多头排列,0.8
562570,2025-05-12,1.291,1.2645,1.25715,1.371133,0.03385,2.6926,0.0265,中等多头排列,0.8
562570,2025-05-09,1.2864,1.2612,1.25385,1.3729,0.03255,2.596,0.0252,中等多头排列,0.8
562570,2025-05-08,1.2792,1.2591,1.24915,1.375333,0.03005,2.4056,0.0201,中等多头排列,0.8
562570,2025-05-07,1.2644,1.2558,1.24335,1.37615,0.02105,1.693,0.0086,中等多头排列,0.8
562570,2025-05-06,1.2536,1.2504,1.24465,1.37645,0.00895,0.7191,0.0032,温和多头排列,0.4
562570,2025-04-30,1.238,1.2445,1.2457,1.37585,-0.0077,-0.6181,-0.0065,震荡排列,0.0
562570,2025-04-29,1.236,1.2414,1.24845,1.374217,-0.01245,-0.9972,-0.0054,长期温和空头排列,-0.48
562570,2025-04-28,1.239,1.2424,1.25335,1.373117,-0.01435,-1.1449,-0.0034,长期温和空头排列,-0.48
562570,2025-04-25,1.2472,1.2463,1.2587,1.371583,-0.0115,-0.9136,0.0009,震荡排列,0.0
562570,2025-04-24,1.2472,1.2486,1.26405,1.369917,-0.01685,-1.333,-0.0014,震荡排列,0.0
562570,2025-04-23,1.251,1.2498,1.27015,1.368633,-0.01915,-1.5077,0.0012,震荡排列,0.0
562570,2025-04-22,1.2468,1.2465,1.2749,1.3667,-0.0281,-2.2041,0.0003,震荡排列,0.0
562570,2025-04-21,1.2458,1.2392,1.28095,1.364733,-0.03515,-2.7441,0.0066,方向分化,0.0
562570,2025-04-18,1.2454,1.2309,1.287,1.362533,-0.0416,-3.2323,0.0145,方向分化,0.0
562570,2025-04-17,1.25,1.2389,1.29705,1.360883,-0.04705,-3.6275,0.0111,方向分化,0.0
562570,2025-04-16,1.2486,1.2469,1.3074,1.359233,-0.0588,-4.4975,0.0017,震荡排列,0.0
562570,2025-04-15,1.2462,1.2555,1.31955,1.356733,-0.07335,-5.5587,-0.0093,长期强势空头排列,-1.58
562570,2025-04-14,1.2326,1.2643,1.3309,1.3539,-0.0983,-7.386,-0.0317,长期强势空头排列,-1.58
562570,2025-04-11,1.2164,1.2711,1.3416,1.3513,-0.1252,-9.3321,-0.0547,长期强势空头排列,-1.58
562570,2025-04-10,1.2278,1.2795,1.3516,1.348617,-0.1238,-9.1595,-0.0517,强势空头排列,-1.32
562570,2025-04-09,1.2452,1.2905,1.3648,1.3465,-0.1196,-8.7632,-0.0453,强势空头排列,-1.32
562570,2025-04-08,1.2648,1.3033,1.37875,1.34405,-0.11395,-8.2647,-0.0385,强势空头排列,-1.32
562570,2025-04-07,1.296,1.3227,1.39545,1.3424,-0.09945,-7.1267,-0.0267,强势空头排列,-1.32
562570,2025-04-03,1.3258,1.3431,1.41335,1.3416,-0.08755,-6.1945,-0.0173,强势空头排列,-1.32
562570,2025-04-02,1.3312,1.3552,1.42615,1.339683,-0.09495,-6.6578,-0.024,强势空头排列,-1.32
562570,2025-04-01,1.3358,1.3679,1.43355,1.3384,-0.09775,-6.8187,-0.0321,强势空头排列,-1.32
562570,2025-03-31,1.3418,1.3836,1.44035,1.337317,-0.09855,-6.8421,-0.0418,强势空头排列,-1.32
562570,2025-03-28,1.3494,1.3975,1.4445,1.336133,-0.0951,-6.5836,-0.0481,强势空头排列,-1.32
562570,2025-03-27,1.3604,1.4121,1.44855,1.334667,-0.08815,-6.0854,-0.0517,强势空头排列,-1.32
562570,2025-03-26,1.3792,1.4237,1.4566,1.333117,-0.0774,-5.3137,-0.0445,强势空头排列,-1.32
562570,2025-03-25,1.4,1.4391,1.46595,1.3314,-0.06595,-4.4988,-0.0391,强势空头排列,-1.32
562570,2025-03-24,1.4254,1.4542,1.4744,1.330283,-0.049,-3.3234,-0.0288,强势空头排列,-1.2
562570,2025-03-21,1.4456,1.4682,1.4831,1.3285,-0.0375,-2.5285,-0.0226,中等空头排列,-0.8
562570,2025-03-20,1.4638,1.4836,1.4918,1.326017,-0.028,-1.8769,-0.0198,中等空头排列,-0.8
562570,2025-03-19,1.4682,1.4971,1.4941,1.3224,-0.0259,-1.7335,-0.0289,方向分化,0.0
562570,2025-03-18,1.4782,1.4992,1.49575,1.318983,-0.01755,-1.1733,-0.021,方向分化,0.0
562570,2025-03-17,1.483,1.4971,1.4936,1.315583,-0.0106,-0.7097,-0.0141,方向分化,0.0
562570,2025-03-14,1.4908,1.4915,1.49515,1.312867,-0.00435,-0.2909,-0.0007,震荡排列,0.0
562570,2025-03-13,1.5034,1.485,1.49595,1.3099,0.00745,0.498,0.0184,方向分化,0.0
562570,2025-03-12,1.526,1.4895,1.49415,1.307317,0.03185,2.1316,0.0365,方向分化,0.0
562570,2025-03-11,1.5202,1.4928,1.49145,1.303683,0.02875,1.9277,0.0274,震荡排列,0.0
562570,2025-03-10,1.5112,1.4946,1.4861,1.30045,0.0251,1.689,0.0166,长期中等多头排列,0.96
562570,2025-03-07,1.4922,1.498,1.4814,1.296667,0.0108,0.729,-0.0058,方向分化,0.0
562570,2025-03-06,1.4666,1.5,1.47175,1.292167,-0.00515,-0.3499,-0.0334,方向分化,0.0
562570,2025-03-05,1.453,1.4911,1.45855,1.287417,-0.00555,-0.3805,-0.0381,方向分化,0.0
