代码,日期,MA5,MA10,MA20,MA60,SMA差值5-20,SMA差值5-20(%),SMA差值5-10
159740,2025-06-27,0.7066,0.6996,0.7026,0.693167,0.004,0.5693,0.007
159740,2025-06-26,0.7006,0.6982,0.7022,0.6937,-0.0016,-0.2279,0.0024
159740,2025-06-25,0.6946,0.6988,0.70115,0.6945,-0.00655,-0.9342,-0.0042
159740,2025-06-24,0.6906,0.7,0.6999,0.695067,-0.0093,-1.3288,-0.0094
159740,2025-06-23,0.69,0.701,0.69895,0.695683,-0.00895,-1.2805,-0.011
159740,2025-06-20,0.6926,0.7039,0.69925,0.6969,-0.00665,-0.951,-0.0113
159740,2025-06-19,0.6958,0.7062,0.70025,0.69825,-0.00445,-0.6355,-0.0104
159740,2025-06-18,0.703,0.7087,0.7018,0.70005,0.0012,0.171,-0.0057
159740,2025-06-17,0.7094,0.7086,0.7026,0.701983,0.0068,0.9678,0.0008
159740,2025-06-16,0.712,0.7072,0.70255,0.703783,0.00945,1.3451,0.0048
159740,2025-06-13,0.7152,0.7056,0.70265,0.705217,0.01255,1.7861,0.0096
159740,2025-06-12,0.7166,0.7062,0.70325,0.706783,0.01335,1.8983,0.0104
159740,2025-06-11,0.7144,0.7035,0.70345,0.7077,0.01095,1.5566,0.0109
159740,2025-06-10,0.7078,0.6998,0.70245,0.70865,0.00535,0.7616,0.008
159740,2025-06-09,0.7024,0.6969,0.7022,0.70995,0.0002,0.0285,0.0055
159740,2025-06-06,0.696,0.6946,0.70095,0.711167,-0.00495,-0.7062,0.0014
159740,2025-06-05,0.6958,0.6943,0.7009,0.7129,-0.0051,-0.7276,0.0015
159740,2025-06-04,0.6926,0.6949,0.70095,0.7147,-0.00835,-1.1912,-0.0023
159740,2025-06-03,0.6918,0.6966,0.7016,0.715983,-0.0098,-1.3968,-0.0048
159740,2025-05-30,0.6914,0.6979,0.70135,0.716983,-0.00995,-1.4187,-0.0065
159740,2025-05-29,0.6932,0.6997,0.7009,0.7179,-0.0077,-1.0986,-0.0065
159740,2025-05-28,0.6928,0.7003,0.69975,0.718683,-0.00695,-0.9932,-0.0075
159740,2025-05-27,0.6972,0.7034,0.6994,0.720567,-0.0022,-0.3146,-0.0062
159740,2025-05-26,0.7014,0.7051,0.69855,0.722533,0.00285,0.408,-0.0037
159740,2025-05-23,0.7044,0.7075,0.69845,0.72385,0.00595,0.8519,-0.0031
159740,2025-05-22,0.7062,0.7073,0.69685,0.7253,0.00935,1.3418,-0.0011
159740,2025-05-21,0.7078,0.7075,0.69505,0.7266,0.01275,1.8344,0.0003
159740,2025-05-20,0.7096,0.707,0.6924,0.727133,0.0172,2.4841,0.0026
159740,2025-05-19,0.7088,0.7066,0.6899,0.728,0.0189,2.7395,0.0022
159740,2025-05-16,0.7106,0.7048,0.68755,0.728783,0.02305,3.3525,0.0058
159740,2025-05-15,0.7084,0.7021,0.68595,0.729383,0.02245,3.2728,0.0063
159740,2025-05-14,0.7072,0.6992,0.68435,0.729767,0.02285,3.3389,0.008
159740,2025-05-13,0.7044,0.6954,0.6819,0.729717,0.0225,3.2996,0.009
159740,2025-05-12,0.7044,0.692,0.67955,0.729717,0.02485,3.6568,0.0124
159740,2025-05-09,0.699,0.6894,0.6755,0.729417,0.0235,3.4789,0.0096
159740,2025-05-08,0.6958,0.6864,0.67165,0.7296,0.02415,3.5956,0.0094
159740,2025-05-07,0.6912,0.6826,0.6689,0.7294,0.0223,3.3338,0.0086
159740,2025-05-06,0.6864,0.6778,0.66965,0.728883,0.01675,2.5013,0.0086
159740,2025-04-30,0.6796,0.6732,0.671,0.728067,0.0086,1.2817,0.0064
159740,2025-04-29,0.6798,0.6703,0.6735,0.727133,0.0063,0.9354,0.0095
159740,2025-04-28,0.677,0.6698,0.676,0.726183,0.001,0.1479,0.0072
159740,2025-04-25,0.674,0.6695,0.67915,0.724917,-0.00515,-0.7583,0.0045
159740,2025-04-24,0.6692,0.6684,0.68295,0.723767,-0.01375,-2.0133,0.0008
159740,2025-04-23,0.6668,0.6671,0.68675,0.723,-0.01995,-2.905,-0.0003
159740,2025-04-22,0.6608,0.6616,0.68965,0.72185,-0.02885,-4.1833,-0.0008
159740,2025-04-21,0.6626,0.6569,0.6946,0.7208,-0.032,-4.607,0.0057
159740,2025-04-18,0.665,0.6552,0.69945,0.71965,-0.03445,-4.9253,0.0098
159740,2025-04-17,0.6676,0.6615,0.70595,0.718517,-0.03835,-5.4324,0.0061
159740,2025-04-16,0.6674,0.6688,0.71345,0.717317,-0.04605,-6.4546,-0.0014
159740,2025-04-15,0.6624,0.6767,0.72125,0.715883,-0.05885,-8.1594,-0.0143
159740,2025-04-14,0.6512,0.6822,0.72705,0.71425,-0.07585,-10.4326,-0.031
159740,2025-04-11,0.6454,0.6888,0.73275,0.7127,-0.08735,-11.9208,-0.0434
159740,2025-04-10,0.6554,0.6975,0.73775,0.711217,-0.08235,-11.1623,-0.0421
159740,2025-04-09,0.6702,0.7064,0.74395,0.70995,-0.07375,-9.9133,-0.0362
159740,2025-04-08,0.691,0.7177,0.75215,0.7093,-0.06115,-8.13,-0.0267
159740,2025-04-07,0.7132,0.7323,0.7609,0.708833,-0.0477,-6.2689,-0.0191
159740,2025-04-03,0.7322,0.7437,0.7689,0.707817,-0.0367,-4.7731,-0.0115
159740,2025-04-02,0.7396,0.7504,0.7735,0.705733,-0.0339,-4.3827,-0.0108
159740,2025-04-01,0.7426,0.7581,0.77535,0.703633,-0.03275,-4.2239,-0.0155
159740,2025-03-31,0.7444,0.7658,0.7761,0.701533,-0.0317,-4.0845,-0.0214
159740,2025-03-28,0.7514,0.7719,0.7768,0.6995,-0.0254,-3.2698,-0.0205
159740,2025-03-27,0.7552,0.7767,0.77715,0.697233,-0.02195,-2.8244,-0.0215
159740,2025-03-26,0.7612,0.778,0.77935,0.69475,-0.01815,-2.3289,-0.0168
159740,2025-03-25,0.7736,0.7815,0.7823,0.692267,-0.0087,-1.1121,-0.0079
159740,2025-03-24,0.7872,0.7866,0.78345,0.689867,0.00375,0.4787,0.0006
159740,2025-03-21,0.7924,0.7895,0.78445,0.68715,0.00795,1.0134,0.0029
159740,2025-03-20,0.7982,0.7941,0.7853,0.684467,0.0129,1.6427,0.0041
159740,2025-03-19,0.7948,0.7966,0.78305,0.681233,0.01175,1.5005,-0.0018
159740,2025-03-18,0.7894,0.7926,0.78065,0.677617,0.00875,1.1209,-0.0032
159740,2025-03-17,0.786,0.7864,0.77755,0.67415,0.00845,1.0867,-0.0004
159740,2025-03-14,0.7866,0.7817,0.77515,0.67135,0.01145,1.4771,0.0049
159740,2025-03-13,0.79,0.7776,0.7722,0.668333,0.0178,2.3051,0.0124
159740,2025-03-12,0.7984,0.7807,0.7695,0.6658,0.0289,3.7557,0.0177
159740,2025-03-11,0.7958,0.7831,0.76565,0.662733,0.03015,3.9378,0.0127
159740,2025-03-10,0.7868,0.7803,0.7606,0.659467,0.0262,3.4446,0.0065
159740,2025-03-07,0.7768,0.7794,0.75625,0.656067,0.02055,2.7174,-0.0026
159740,2025-03-06,0.7652,0.7765,0.7504,0.6525,0.0148,1.9723,-0.0113
159740,2025-03-05,0.763,0.7695,0.7435,0.648883,0.0195,2.6227,-0.0065
159740,2025-03-04,0.7704,0.7687,0.73785,0.645933,0.03255,4.4115,0.0017
159740,2025-03-03,0.7738,0.7687,0.7318,0.6432,0.042,5.7393,0.0051
159740,2025-02-28,0.782,0.7686,0.72575,0.640517,0.05625,7.7506,0.0134
159740,2025-02-27,0.7878,0.7668,0.71845,0.637783,0.06935,9.6527,0.021
159740,2025-02-26,0.776,0.7583,0.709,0.633967,0.067,9.4499,0.0177
159740,2025-02-25,0.767,0.7482,0.69995,0.630033,0.06705,9.5793,0.0188
159740,2025-02-24,0.7636,0.7409,0.69245,0.626817,0.07115,10.2751,0.0227
159740,2025-02-21,0.7552,0.7331,0.68335,0.6236,0.07185,10.5144,0.0221
159740,2025-02-20,0.7458,0.7243,0.6742,0.62055,0.0716,10.62,0.0215
159740,2025-02-19,0.7406,0.7175,0.66655,0.6181,0.07405,11.1094,0.0231
159740,2025-02-18,0.7294,0.707,0.65785,0.6152,0.07155,10.8763,0.0224
159740,2025-02-17,0.7182,0.6949,0.64885,0.612467,0.06935,10.6881,0.0233
159740,2025-02-14,0.711,0.6829,0.64055,0.60985,0.07045,10.9984,0.0281
159740,2025-02-13,0.7028,0.6701,0.63315,0.60765,0.06965,11.0006,0.0327
159740,2025-02-12,0.6944,0.6597,0.6264,0.605817,0.068,10.8557,0.0347
159740,2025-02-11,0.6846,0.6517,0.62025,0.60445,0.06435,10.3748,0.0329
159740,2025-02-10,0.6716,0.644,0.61515,0.60335,0.05645,9.1766,0.0276
159740,2025-02-07,0.6548,0.6336,0.60935,0.602,0.04545,7.4588,0.0212
159740,2025-02-06,0.6374,0.6241,0.60415,0.60065,0.03325,5.5036,0.0133
159740,2025-02-05,0.625,0.6156,0.6002,0.599717,0.0248,4.132,0.0094
159740,2025-01-27,0.6188,0.6087,0.5977,0.598783,0.0211,3.5302,0.0101
159740,2025-01-24,0.6164,0.6028,0.5967,0.59825,0.0197,3.3015,0.0136
159740,2025-01-23,0.6124,0.5982,0.59595,0.597933,0.01645,2.7603,0.0142
159740,2025-01-22,0.6108,0.5962,0.5961,0.597917,0.0147,2.466,0.0146
159740,2025-01-21,0.6062,0.5931,0.5959,0.597983,0.0103,1.7285,0.0131
159740,2025-01-20,0.5986,0.5888,0.59455,0.597733,0.00405,0.6812,0.0098
159740,2025-01-17,0.5892,0.5863,0.5937,0.597517,-0.0045,-0.758,0.0029
159740,2025-01-16,0.584,0.5851,0.59365,0.5975,-0.00965,-1.6255,-0.0011
159740,2025-01-15,0.5816,0.5842,0.5939,0.5978,-0.0123,-2.0711,-0.0026
159740,2025-01-14,0.58,0.5848,0.5941,0.59805,-0.0141,-2.3733,-0.0048
159740,2025-01-13,0.579,0.5867,0.59435,0.59825,-0.01535,-2.5827,-0.0077
159740,2025-01-10,0.5834,0.5906,0.59605,0.598917,-0.01265,-2.1223,-0.0072
159740,2025-01-09,0.5862,0.5937,0.59835,0.599067,-0.01215,-2.0306,-0.0075
159740,2025-01-08,0.5868,0.596,0.59965,0.599167,-0.01285,-2.1429,-0.0092
159740,2025-01-07,0.5896,0.5987,0.6015,0.599367,-0.0119,-1.9784,-0.0091
159740,2025-01-06,0.5944,0.6003,0.6023,0.59995,-0.0079,-1.3116,-0.0059
159740,2025-01-03,0.5978,0.6011,0.60265,0.600183,-0.00485,-0.8048,-0.0033
159740,2025-01-02,0.6012,0.6022,0.6026,0.600783,-0.0014,-0.2323,-0.001
159740,2024-12-31,0.6052,0.6036,0.60295,0.601167,0.00225,0.3732,0.0016
159740,2024-12-30,0.6078,0.6034,0.60295,0.602183,0.00485,0.8044,0.0044
159740,2024-12-27,0.6062,0.602,0.60225,0.60275,0.00395,0.6559,0.0042
159740,2024-12-26,0.6044,0.6015,0.6011,0.602333,0.0033,0.549,0.0029
159740,2024-12-25,0.6032,0.603,0.59985,0.601417,0.00335,0.5585,0.0002
159740,2024-12-24,0.602,0.6033,0.5988,0.599917,0.0032,0.5344,-0.0013
159740,2024-12-23,0.599,0.6043,0.597,0.598383,0.002,0.335,-0.0053
159740,2024-12-20,0.5978,0.6043,0.5956,0.596533,0.0022,0.3694,-0.0065
159740,2024-12-19,0.5986,0.6042,0.5943,0.594683,0.0043,0.7235,-0.0056
159740,2024-12-18,0.6028,0.603,0.5938,0.592767,0.009,1.5157,-0.0002
159740,2024-12-17,0.6046,0.6023,0.59355,0.590617,0.01105,1.8617,0.0023
159740,2024-12-16,0.6096,0.6025,0.59365,0.588467,0.01595,2.6868,0.0071
159740,2024-12-13,0.6108,0.6025,0.5934,0.586333,0.0174,2.9323,0.0083
159740,2024-12-12,0.6098,0.6007,0.5925,0.583917,0.0173,2.9198,0.0091
159740,2024-12-11,0.6032,0.5967,0.59065,0.581233,0.01255,2.1248,0.0065
159740,2024-12-10,0.6,0.5943,0.59015,0.578667,0.00985,1.6691,0.0057
159740,2024-12-09,0.5954,0.5897,0.58955,0.576017,0.00585,0.9923,0.0057
159740,2024-12-06,0.5942,0.5869,0.5908,0.573733,0.0034,0.5755,0.0073
159740,2024-12-05,0.5916,0.5844,0.59225,0.57145,-0.00065,-0.1098,0.0072
159740,2024-12-04,0.5902,0.5846,0.59405,0.5694,-0.00385,-0.6481,0.0056
159740,2024-12-03,0.5886,0.5848,0.59485,0.567217,-0.00625,-1.0507,0.0038
159740,2024-12-02,0.584,0.5848,0.596,0.565217,-0.012,-2.0134,-0.0008
159740,2024-11-29,0.5796,0.5843,0.5964,0.563,-0.0168,-2.8169,-0.0047
159740,2024-11-28,0.5772,0.5843,0.59695,0.560917,-0.01975,-3.3085,-0.0071
159740,2024-11-27,0.579,0.5846,0.598,0.558983,-0.019,-3.1773,-0.0056
159740,2024-11-26,0.581,0.586,0.59885,0.557,-0.01785,-2.9807,-0.005
159740,2024-11-25,0.5856,0.5894,0.60105,0.555167,-0.01545,-2.5705,-0.0038
159740,2024-11-22,0.589,0.5947,0.60305,0.553417,-0.01405,-2.3298,-0.0057
159740,2024-11-21,0.5914,0.6001,0.60455,0.5515,-0.01315,-2.1752,-0.0087
159740,2024-11-20,0.5902,0.6035,0.60505,0.549433,-0.01485,-2.4543,-0.0133
159740,2024-11-19,0.591,0.6049,0.60595,0.54735,-0.01495,-2.4672,-0.0139
159740,2024-11-18,0.5932,0.6072,0.6064,0.545167,-0.0132,-2.1768,-0.014
159740,2024-11-15,0.6004,0.6085,0.607,0.542917,-0.0066,-1.0873,-0.0081
159740,2024-11-14,0.6088,0.6096,0.6082,0.540717,0.0006,0.0987,-0.0008
159740,2024-11-13,0.6168,0.6114,0.6082,0.53865,0.0086,1.414,0.0054
159740,2024-11-12,0.6188,0.6117,0.6077,0.536333,0.0111,1.8266,0.0071
159740,2024-11-11,0.6212,0.6127,0.60705,0.5339,0.01415,2.3309,0.0085
159740,2024-11-08,0.6166,0.6114,0.60675,0.531067,0.00985,1.6234,0.0052
159740,2024-11-07,0.6104,0.609,0.60565,0.528183,0.00475,0.7843,0.0014
159740,2024-11-06,0.606,0.6066,0.6057,0.525283,0.0003,0.0495,-0.0006
159740,2024-11-05,0.6046,0.607,0.6057,0.522533,-0.0011,-0.1816,-0.0024
159740,2024-11-04,0.6042,0.6056,0.6076,0.519833,-0.0034,-0.5596,-0.0014
159740,2024-11-01,0.6062,0.6055,0.6096,0.517617,-0.0034,-0.5577,0.0007
159740,2024-10-31,0.6076,0.6068,0.60895,0.515583,-0.00135,-0.2217,0.0008
159740,2024-10-30,0.6072,0.605,0.6064,0.513217,0.0008,0.1319,0.0022
159740,2024-10-29,0.6094,0.6037,0.6021,0.510983,0.0073,1.2124,0.0057
159740,2024-10-28,0.607,0.6014,0.5971,0.508483,0.0099,1.658,0.0056
159740,2024-10-25,0.6048,0.6021,0.59095,0.505967,0.01385,2.3437,0.0027
159740,2024-10-24,0.606,0.6023,0.5852,0.503717,0.0208,3.5543,0.0037
159740,2024-10-23,0.6028,0.6048,0.57945,0.501667,0.02335,4.0297,-0.002
159740,2024-10-22,0.598,0.6044,0.57235,0.49955,0.02565,4.4815,-0.0064
159740,2024-10-21,0.5958,0.6096,0.56535,0.497483,0.03045,5.386,-0.0138
159740,2024-10-18,0.5994,0.6137,0.5586,0.495617,0.0408,7.304,-0.0143
159740,2024-10-17,0.5986,0.6111,0.55105,0.49365,0.04755,8.629,-0.0125
159740,2024-10-16,0.6068,0.6078,0.54485,0.492067,0.06195,11.3701,-0.001
159740,2024-10-15,0.6108,0.6005,0.53815,0.49045,0.07265,13.5,0.0103
159740,2024-10-14,0.6234,0.5928,0.53145,0.488983,0.09195,17.3017,0.0306
159740,2024-10-11,0.628,0.5798,0.52365,0.486917,0.10435,19.9274,0.0482
159740,2024-10-10,0.6236,0.5681,0.51645,0.484883,0.10715,20.7474,0.0555
159740,2024-10-09,0.6088,0.5541,0.50845,0.482517,0.10035,19.7365,0.0547
159740,2024-10-08,0.5902,0.5403,0.5011,0.4803,0.0891,17.7809,0.0499
159740,2024-09-30,0.5622,0.5211,0.49205,0.477417,0.07015,14.2567,0.0411
159740,2024-09-27,0.5316,0.5035,0.483,0.474867,0.0486,10.0621,0.0281
159740,2024-09-26,0.5126,0.491,0.47685,0.473217,0.03575,7.4971,0.0216
159740,2024-09-25,0.4994,0.4819,0.47255,0.47195,0.02685,5.6819,0.0175
159740,2024-09-24,0.4904,0.4758,0.47005,0.471283,0.02035,4.3293,0.0146
159740,2024-09-23,0.48,0.4701,0.46735,0.47065,0.01265,2.7068,0.0099
159740,2024-09-20,0.4754,0.4675,0.46625,0.470517,0.00915,1.9625,0.0079
159740,2024-09-19,0.4694,0.4648,0.46475,0.4706,0.00465,1.0005,0.0046
159740,2024-09-18,0.4644,0.4628,0.4638,0.4706,0.0006,0.1294,0.0016
159740,2024-09-13,0.4612,0.4619,0.46375,0.470833,-0.00255,-0.5499,-0.0007
159740,2024-09-12,0.4602,0.463,0.46375,0.47135,-0.00355,-0.7655,-0.0028
159740,2024-09-11,0.4596,0.4625,0.46315,0.471983,-0.00355,-0.7665,-0.0029
159740,2024-09-10,0.4602,0.4627,0.4629,0.472817,-0.0027,-0.5833,-0.0025
159740,2024-09-09,0.4612,0.4632,0.4629,0.4734,-0.0017,-0.3672,-0.002
159740,2024-09-06,0.4626,0.4643,0.46315,0.474067,-0.00055,-0.1188,-0.0017
159740,2024-09-05,0.4658,0.4646,0.4632,0.4747,0.0026,0.5613,0.0012
159740,2024-09-04,0.4654,0.465,0.4628,0.475267,0.0026,0.5618,0.0004
159740,2024-09-03,0.4652,0.4647,0.46245,0.475817,0.00275,0.5947,0.0005
159740,2024-09-02,0.4652,0.4648,0.4617,0.476417,0.0035,0.7581,0.0004
159740,2024-08-30,0.466,0.4656,0.4608,0.477083,0.0052,1.1285,0.0004
159740,2024-08-29,0.4634,0.4645,0.45985,0.47765,0.00355,0.772,-0.0011
159740,2024-08-28,0.4646,0.4638,0.46025,0.4784,0.00435,0.9451,0.0008
159740,2024-08-27,0.4642,0.4631,0.46095,0.479167,0.00325,0.7051,0.0011
