代码,日期,MA5,MA10,MA20,MA60,SMA差值5-20,SMA差值5-20(%),SMA差值5-10,多空排列,排列评分
512400,2025-06-27,1.099802,1.094565,1.081818,1.048403,0.017984,1.6624,0.005237,长期中等多头排列,0.96
512400,2025-06-26,1.089723,1.092391,1.077569,1.047546,0.012154,1.1279,-0.002668,方向分化,0.0
512400,2025-06-25,1.084783,1.09249,1.07416,1.047052,0.010623,0.989,-0.007707,方向分化,0.0
512400,2025-06-24,1.084585,1.091897,1.071047,1.046821,0.013538,1.264,-0.007312,方向分化,0.0
512400,2025-06-23,1.086364,1.089921,1.069368,1.046838,0.016996,1.5893,-0.003557,方向分化,0.0
512400,2025-06-20,1.089328,1.088439,1.067984,1.04692,0.021344,1.9985,0.000889,震荡排列,0.0
512400,2025-06-19,1.095059,1.087648,1.067045,1.046821,0.028014,2.6254,0.007411,长期中等多头排列,0.96
512400,2025-06-18,1.100198,1.085178,1.066403,1.047085,0.033795,3.1691,0.01502,长期强势多头排列,1.44
512400,2025-06-17,1.099209,1.081225,1.063686,1.047085,0.035523,3.3396,0.017984,长期强势多头排列,1.44
512400,2025-06-16,1.093478,1.075791,1.060672,1.047069,0.032806,3.0929,0.017687,长期强势多头排列,1.44
512400,2025-06-13,1.087549,1.069071,1.057856,1.046805,0.029693,2.8069,0.018478,长期中等多头排列,0.96
512400,2025-06-12,1.080237,1.062747,1.054941,1.04664,0.025296,2.3979,0.01749,长期中等多头排列,0.96
512400,2025-06-11,1.070158,1.05583,1.052619,1.046245,0.017539,1.6662,0.014328,长期中等多头排列,0.96
512400,2025-06-10,1.063241,1.050198,1.050494,1.045932,0.012747,1.2134,0.013043,震荡排列,0.0
512400,2025-06-09,1.058103,1.048814,1.049259,1.045982,0.008844,0.8429,0.009289,震荡排列,0.0
512400,2025-06-06,1.050593,1.04753,1.047628,1.045949,0.002965,0.283,0.003063,震荡排列,0.0
512400,2025-06-05,1.045257,1.046443,1.046294,1.045767,-0.001037,-0.0991,-0.001186,震荡排列,0.0
512400,2025-06-04,1.041502,1.047628,1.045998,1.04557,-0.004496,-0.4298,-0.006126,震荡排列,0.0
512400,2025-06-03,1.037154,1.046146,1.045356,1.045076,-0.008202,-0.7846,-0.008992,震荡排列,0.0
512400,2025-05-30,1.039526,1.045553,1.044121,1.044631,-0.004595,-0.4401,-0.006027,震荡排列,0.0
512400,2025-05-29,1.044466,1.04664,1.043626,1.044351,0.00084,0.0805,-0.002174,方向分化,0.0
512400,2025-05-28,1.047628,1.047134,1.042836,1.043495,0.004792,0.4595,0.000494,震荡排列,0.0
512400,2025-05-27,1.053755,1.049407,1.04249,1.043017,0.011265,1.0806,0.004348,温和多头排列,0.4
512400,2025-05-26,1.055138,1.050791,1.041996,1.042605,0.013142,1.2612,0.004347,温和多头排列,0.4
512400,2025-05-23,1.051581,1.049704,1.04081,1.041749,0.010771,1.0349,0.001877,震荡排列,0.0
512400,2025-05-22,1.048814,1.047727,1.040366,1.041107,0.008448,0.812,0.001087,震荡排列,0.0
512400,2025-05-21,1.04664,1.046146,1.040217,1.040497,0.006423,0.6175,0.000494,震荡排列,0.0
512400,2025-05-20,1.045059,1.044368,1.037648,1.039789,0.007411,0.7142,0.000691,震荡排列,0.0
512400,2025-05-19,1.046443,1.044565,1.036364,1.039377,0.010079,0.9725,0.001878,震荡排列,0.0
512400,2025-05-16,1.047826,1.042688,1.035524,1.038883,0.012302,1.188,0.005138,温和多头排列,0.4
512400,2025-05-15,1.04664,1.040613,1.034536,1.038472,0.012104,1.17,0.006027,温和多头排列,0.4
512400,2025-05-14,1.045652,1.038538,1.033844,1.038439,0.011808,1.1421,0.007114,温和多头排列,0.4
512400,2025-05-13,1.043676,1.035573,1.031275,1.03806,0.012401,1.2025,0.008103,温和多头排列,0.4
512400,2025-05-12,1.042688,1.033202,1.028706,1.037928,0.013982,1.3592,0.009486,温和多头排列,0.4
512400,2025-05-09,1.037549,1.031917,1.024506,1.037961,0.013043,1.2731,0.005632,温和多头排列,0.4
512400,2025-05-08,1.034585,1.033004,1.020158,1.038142,0.014427,1.4142,0.001581,震荡排列,0.0
512400,2025-05-07,1.031423,1.034289,1.01502,1.038241,0.016403,1.616,-0.002866,方向分化,0.0
512400,2025-05-06,1.02747,1.030929,1.014674,1.037994,0.012796,1.2611,-0.003459,方向分化,0.0
512400,2025-04-30,1.023715,1.028162,1.015267,1.037582,0.008448,0.8321,-0.004447,方向分化,0.0
512400,2025-04-29,1.026285,1.02836,1.017638,1.037385,0.008647,0.8497,-0.002075,方向分化,0.0
512400,2025-04-28,1.031423,1.028458,1.019763,1.03722,0.01166,1.1434,0.002965,温和多头排列,0.4
512400,2025-04-25,1.037154,1.02915,1.022233,1.036858,0.014921,1.4596,0.008004,温和多头排列,0.4
512400,2025-04-24,1.034387,1.026976,1.024506,1.036545,0.009881,0.9645,0.007411,方向分化,0.0
512400,2025-04-23,1.032609,1.024209,1.027421,1.036265,0.005188,0.505,0.0084,方向分化,0.0
