date,code,ema_fast,ema_slow,dif,dea,macd_bar,calc_time
2025-06-27,513880,1.373119,1.355255,0.017864,0.015189,0.005348,2025-06-29 17:12:56
2025-06-26,513880,1.366799,1.351321,0.015477,0.014521,0.001913,2025-06-29 17:12:56
2025-06-25,513880,1.36211,1.348286,0.013824,0.014282,-0.000915,2025-06-29 17:12:56
2025-06-24,513880,1.360233,1.346669,0.013564,0.014396,-0.001664,2025-06-29 17:12:56
2025-06-23,513880,1.35837,1.345073,0.013297,0.014604,-0.002614,2025-06-29 17:12:56
2025-06-20,513880,1.359411,1.344866,0.014545,0.014931,-0.000772,2025-06-29 17:12:56
2025-06-19,513880,1.359346,1.344069,0.015276,0.015027,0.000498,2025-06-29 17:12:56
2025-06-18,513880,1.358384,1.34281,0.015574,0.014965,0.001218,2025-06-29 17:12:56
2025-06-17,513880,1.355649,1.340695,0.014954,0.014813,0.000283,2025-06-29 17:12:56
2025-06-16,513880,1.354054,1.339152,0.014902,0.014777,0.000249,2025-06-29 17:12:56
2025-06-13,513880,1.35206,1.337423,0.014637,0.014746,-0.000219,2025-06-29 17:12:56
2025-06-12,513880,1.3514,1.33634,0.01506,0.014774,0.000572,2025-06-29 17:12:56
2025-06-11,513880,1.349667,1.334727,0.01494,0.014702,0.000476,2025-06-29 17:12:56
2025-06-10,513880,1.347963,1.333133,0.01483,0.014643,0.000375,2025-06-29 17:12:56
2025-06-09,513880,1.346293,1.331562,0.014731,0.014596,0.000271,2025-06-29 17:12:56
2025-06-06,513880,1.344769,1.330065,0.014705,0.014562,0.000286,2025-06-29 17:12:56
2025-06-05,513880,1.344188,1.329016,0.015173,0.014526,0.001293,2025-06-29 17:12:56
2025-06-04,513880,1.34332,1.327806,0.015515,0.014365,0.0023,2025-06-29 17:12:56
2025-06-03,513880,1.342134,1.326427,0.015707,0.014077,0.003259,2025-06-29 17:12:56
2025-05-30,513880,1.340593,1.324871,0.015722,0.01367,0.004105,2025-06-29 17:12:56
2025-05-29,513880,1.338214,1.322917,0.015298,0.013156,0.004283,2025-06-29 17:12:56
2025-05-28,513880,1.335349,1.320754,0.014595,0.012621,0.003948,2025-06-29 17:12:56
2025-05-27,513880,1.333944,1.31932,0.014624,0.012128,0.004992,2025-06-29 17:12:56
2025-05-26,513880,1.330715,1.317021,0.013694,0.011504,0.004381,2025-06-29 17:12:56
2025-05-23,513880,1.327684,1.314865,0.012819,0.010956,0.003726,2025-06-29 17:12:56
2025-05-22,513880,1.326537,1.313647,0.012891,0.01049,0.004801,2025-06-29 17:12:56
2025-05-21,513880,1.325708,1.312576,0.013133,0.00989,0.006485,2025-06-29 17:12:56
2025-05-20,513880,1.324009,1.31108,0.01293,0.009079,0.0077,2025-06-29 17:12:56
2025-05-19,513880,1.321677,1.309294,0.012383,0.008117,0.008531,2025-06-29 17:12:56
2025-05-16,513880,1.320197,1.307941,0.012255,0.007051,0.010409,2025-06-29 17:12:56
2025-05-15,513880,1.317441,1.305991,0.01145,0.005749,0.0114,2025-06-29 17:12:56
2025-05-14,513880,1.315045,1.304254,0.010791,0.004324,0.012934,2025-06-29 17:12:56
2025-05-13,513880,1.311828,1.302162,0.009666,0.002708,0.013917,2025-06-29 17:12:56
2025-05-12,513880,1.309253,1.300433,0.00882,0.000968,0.015704,2025-06-29 17:12:56
2025-05-09,513880,1.305504,1.298193,0.007311,-0.000995,0.016611,2025-06-29 17:12:56
2025-05-08,513880,1.301004,1.295677,0.005327,-0.003071,0.016797,2025-06-29 17:12:56
2025-05-07,513880,1.296449,1.293239,0.00321,-0.005171,0.016762,2025-06-29 17:12:56
2025-05-06,513880,1.292054,1.290988,0.001066,-0.007266,0.016665,2025-06-29 17:12:56
2025-04-30,513880,1.286727,1.288409,-0.001682,-0.009349,0.015335,2025-06-29 17:12:56
2025-04-29,513880,1.282475,1.286483,-0.004008,-0.011266,0.014516,2025-06-29 17:12:56
2025-04-28,513880,1.277749,1.284456,-0.006706,-0.013081,0.012749,2025-06-29 17:12:56
2025-04-25,513880,1.274277,1.283164,-0.008887,-0.014675,0.011576,2025-06-29 17:12:56
2025-04-24,513880,1.270864,1.282015,-0.011151,-0.016121,0.009941,2025-06-29 17:12:56
2025-04-23,513880,1.269293,1.281857,-0.012565,-0.017364,0.009599,2025-06-29 17:12:56
2025-04-22,513880,1.26677,1.281324,-0.014554,-0.018564,0.00802,2025-06-29 17:12:56
2025-04-21,513880,1.264633,1.281078,-0.016444,-0.019566,0.006244,2025-06-29 17:12:56
2025-04-18,513880,1.263481,1.281397,-0.017916,-0.020347,0.004862,2025-06-29 17:12:56
2025-04-17,513880,1.261201,1.28126,-0.020059,-0.020955,0.001791,2025-06-29 17:12:56
2025-04-16,513880,1.260113,1.2818,-0.021688,-0.021179,-0.001018,2025-06-29 17:12:56
2025-04-15,513880,1.26057,1.283158,-0.022589,-0.021051,-0.003075,2025-06-29 17:12:56
2025-04-14,513880,1.260411,1.284272,-0.023861,-0.020667,-0.006389,2025-06-29 17:12:56
2025-04-11,513880,1.260123,1.285392,-0.025269,-0.019868,-0.0108,2025-06-29 17:12:56
2025-04-10,513880,1.262137,1.287675,-0.025539,-0.018518,-0.014041,2025-06-29 17:12:56
2025-04-09,513880,1.263152,1.2895,-0.026348,-0.016763,-0.019171,2025-06-29 17:12:56
2025-04-08,513880,1.271169,1.294685,-0.023516,-0.014367,-0.018298,2025-06-29 17:12:56
2025-04-07,513880,1.278854,1.299563,-0.020709,-0.01208,-0.017258,2025-06-29 17:12:56
2025-04-03,513880,1.295171,1.308382,-0.013211,-0.009922,-0.006576,2025-06-29 17:12:56
2025-04-02,513880,1.299968,1.311349,-0.011381,-0.0091,-0.004562,2025-06-29 17:12:56
2025-04-01,513880,1.302742,1.313262,-0.01052,-0.00853,-0.00398,2025-06-29 17:12:56
2025-03-31,513880,1.30638,1.315539,-0.009159,-0.008033,-0.002253,2025-06-29 17:12:56
2025-03-28,513880,1.310534,1.317989,-0.007455,-0.007751,0.000592,2025-06-29 17:12:56
2025-03-27,513880,1.312482,1.319304,-0.006822,-0.007825,0.002006,2025-06-29 17:12:56
2025-03-26,513880,1.313202,1.320004,-0.006802,-0.008076,0.002547,2025-06-29 17:12:56
2025-03-25,513880,1.312669,1.32011,-0.007441,-0.008394,0.001907,2025-06-29 17:12:56
2025-03-24,513880,1.31241,1.320379,-0.007969,-0.008632,0.001328,2025-06-29 17:12:56
2025-03-21,513880,1.312011,1.320609,-0.008598,-0.008798,0.000401,2025-06-29 17:12:56
2025-03-20,513880,1.311679,1.320904,-0.009225,-0.008848,-0.000754,2025-06-29 17:12:56
2025-03-19,513880,1.310755,1.320952,-0.010197,-0.008754,-0.002886,2025-06-29 17:12:56
2025-03-18,513880,1.311061,1.321634,-0.010573,-0.008393,-0.004359,2025-06-29 17:12:56
2025-03-17,513880,1.311067,1.322193,-0.011126,-0.007849,-0.006555,2025-06-29 17:12:56
2025-03-14,513880,1.312297,1.323361,-0.011064,-0.007029,-0.00807,2025-06-29 17:12:56
2025-03-13,513880,1.314663,1.325065,-0.010401,-0.00602,-0.008761,2025-06-29 17:12:56
2025-03-12,513880,1.317848,1.327121,-0.009272,-0.004925,-0.008694,2025-06-29 17:12:56
2025-03-11,513880,1.321276,1.329232,-0.007956,-0.003839,-0.008235,2025-06-29 17:12:56
2025-03-10,513880,1.324418,1.331139,-0.006721,-0.002809,-0.007825,2025-06-29 17:12:56
2025-03-07,513880,1.326908,1.332673,-0.005764,-0.001831,-0.007866,2025-06-29 17:12:56
2025-03-06,513880,1.329898,1.334392,-0.004494,-0.000848,-0.007292,2025-06-29 17:12:56
2025-03-05,513880,1.331443,1.33536,-0.003918,6.4e-05,-0.007963,2025-06-29 17:12:56
2025-03-04,513880,1.33427,1.336906,-0.002636,0.001059,-0.00739,2025-06-29 17:12:56
2025-03-03,513880,1.337077,1.338374,-0.001297,0.001983,-0.00656,2025-06-29 17:12:56
2025-02-28,513880,1.338975,1.339341,-0.000367,0.002803,-0.006339,2025-06-29 17:12:56
2025-02-27,513880,1.343194,1.341359,0.001835,0.003595,-0.003521,2025-06-29 17:12:56
2025-02-26,513880,1.343438,1.341378,0.00206,0.004035,-0.003952,2025-06-29 17:12:56
2025-02-25,513880,1.34482,1.341925,0.002895,0.004529,-0.003268,2025-06-29 17:12:56
2025-02-24,513880,1.3458,1.342236,0.003563,0.004938,-0.002749,2025-06-29 17:12:56
