日期,ETF代码,EMA快线,EMA慢线,DIF,DEA,MACD柱,DIF高于DEA,DIF高于零轴,DEA高于零轴,DIF_DEA差值,DIF强度,MACD强度,计算时间
2024-07-10,520660,0.953,0.953,0.0,0.0,0.0,否,否,否,0.0,0.0,0.0,2025-06-29 16:58:46
2024-07-11,520660,0.9543,0.95365,0.00065,0.00013,0.00104,是,是,是,0.00052,0.00065,0.00104,2025-06-29 16:58:46
2024-07-12,520660,0.95587,0.954467,0.001403,0.000385,0.002036,是,是,是,0.001018,0.001403,0.002036,2025-06-29 16:58:46
2024-07-15,520660,0.957583,0.955394,0.002189,0.000745,0.002887,是,是,是,0.001444,0.002189,0.002887,2025-06-29 16:58:46
2024-07-16,520660,0.958625,0.956024,0.0026,0.001116,0.002968,是,是,是,0.001484,0.0026,0.002968,2025-06-29 16:58:46
2024-07-17,520660,0.956662,0.955173,0.001489,0.001191,0.000596,是,是,是,0.000298,0.001489,0.000596,2025-06-29 16:58:46
2024-07-18,520660,0.956096,0.954965,0.001131,0.001179,-9.5e-05,否,是,是,-4.8e-05,0.001131,9.5e-05,2025-06-29 16:58:46
2024-07-19,520660,0.952986,0.953466,-0.00048,0.000847,-0.002654,否,否,是,-0.001327,0.00048,0.002654,2025-06-29 16:58:46
2024-07-22,520660,0.950588,0.952243,-0.001655,0.000347,-0.004004,否,否,是,-0.002002,0.001655,0.004004,2025-06-29 16:58:46
2024-07-23,520660,0.948129,0.950931,-0.002802,-0.000283,-0.005038,否,否,否,-0.002519,0.002802,0.005038,2025-06-29 16:58:46
2024-07-24,520660,0.946816,0.950134,-0.003318,-0.00089,-0.004856,否,否,否,-0.002428,0.003318,0.004856,2025-06-29 16:58:46
2024-07-25,520660,0.942534,0.947828,-0.005293,-0.001771,-0.007045,否,否,否,-0.003522,0.005293,0.007045,2025-06-29 16:58:46
2024-07-26,520660,0.937681,0.945136,-0.007455,-0.002908,-0.009095,否,否,否,-0.004547,0.007455,0.009095,2025-06-29 16:58:46
2024-07-29,520660,0.935313,0.943579,-0.008266,-0.003979,-0.008574,否,否,否,-0.004287,0.008266,0.008574,2025-06-29 16:58:46
2024-07-30,520660,0.931082,0.94105,-0.009969,-0.005177,-0.009583,否,否,否,-0.004792,0.009969,0.009583,2025-06-29 16:58:46
2024-07-31,520660,0.928573,0.939298,-0.010724,-0.006287,-0.008876,否,否,否,-0.004437,0.010724,0.008876,2025-06-29 16:58:46
2024-08-01,520660,0.926516,0.937733,-0.011217,-0.007273,-0.007888,否,否,否,-0.003944,0.011217,0.007888,2025-06-29 16:58:46
2024-08-02,520660,0.923565,0.935696,-0.012132,-0.008245,-0.007775,否,否,否,-0.003887,0.012132,0.007775,2025-06-29 16:58:46
2024-08-05,520660,0.917208,0.931912,-0.014703,-0.009536,-0.010334,否,否,否,-0.005167,0.014703,0.010334,2025-06-29 16:58:46
2024-08-06,520660,0.911387,0.928266,-0.016879,-0.011005,-0.011748,否,否,否,-0.005874,0.016879,0.011748,2025-06-29 16:58:46
2024-08-07,520660,0.908049,0.925753,-0.017704,-0.012345,-0.010719,否,否,否,-0.005359,0.017704,0.010719,2025-06-29 16:58:46
2024-08-08,520660,0.905244,0.923465,-0.018221,-0.01352,-0.009403,否,否,否,-0.004701,0.018221,0.009403,2025-06-29 16:58:46
2024-08-09,520660,0.902819,0.921342,-0.018522,-0.014521,-0.008004,否,否,否,-0.004001,0.018522,0.008004,2025-06-29 16:58:46
2024-08-12,520660,0.900137,0.919075,-0.018937,-0.015404,-0.007067,否,否,否,-0.003533,0.018937,0.007067,2025-06-29 16:58:46
2024-08-13,520660,0.899124,0.917621,-0.018497,-0.016023,-0.00495,否,否,否,-0.002474,0.018497,0.00495,2025-06-29 16:58:46
