date,code,ema_fast,ema_slow,dif,dea,macd_bar,calc_time
2025-06-27,515790,0.650134,0.655852,-0.005718,-0.007606,0.003777,2025-06-29 17:12:56
2025-06-26,515790,0.64926,0.655739,-0.006479,-0.008078,0.003199,2025-06-29 17:12:56
2025-06-25,515790,0.648956,0.655935,-0.00698,-0.008478,0.002996,2025-06-29 17:12:56
2025-06-24,515790,0.64784,0.655774,-0.007935,-0.008852,0.001836,2025-06-29 17:12:56
2025-06-23,515790,0.647377,0.655973,-0.008595,-0.009082,0.000973,2025-06-29 17:12:56
2025-06-20,515790,0.647975,0.656708,-0.008733,-0.009204,0.000941,2025-06-29 17:12:56
2025-06-19,515790,0.648972,0.65764,-0.008668,-0.009321,0.001306,2025-06-29 17:12:56
2025-06-18,515790,0.650302,0.658726,-0.008424,-0.009484,0.00212,2025-06-29 17:12:56
2025-06-17,515790,0.650558,0.659291,-0.008733,-0.009749,0.002033,2025-06-29 17:12:56
2025-06-16,515790,0.651064,0.65999,-0.008926,-0.010004,0.002155,2025-06-29 17:12:56
2025-06-13,515790,0.651627,0.660727,-0.0091,-0.010273,0.002346,2025-06-29 17:12:56
2025-06-12,515790,0.652586,0.66166,-0.009074,-0.010566,0.002984,2025-06-29 17:12:56
2025-06-11,515790,0.65254,0.662116,-0.009576,-0.010939,0.002727,2025-06-29 17:12:56
2025-06-10,515790,0.652155,0.662437,-0.010282,-0.01128,0.001995,2025-06-29 17:12:56
2025-06-09,515790,0.652617,0.663197,-0.010581,-0.01153,0.001898,2025-06-29 17:12:56
2025-06-06,515790,0.652352,0.663629,-0.011277,-0.011767,0.00098,2025-06-29 17:12:56
2025-06-05,515790,0.652947,0.664504,-0.011557,-0.011889,0.000664,2025-06-29 17:12:56
2025-06-04,515790,0.653385,0.66532,-0.011935,-0.011972,7.5e-05,2025-06-29 17:12:56
2025-06-03,515790,0.654317,0.666389,-0.012073,-0.011982,-0.000182,2025-06-29 17:12:56
2025-05-30,515790,0.65613,0.667884,-0.011754,-0.011959,0.00041,2025-06-29 17:12:56
2025-05-29,515790,0.657922,0.669351,-0.011429,-0.01201,0.001162,2025-06-29 17:12:56
2025-05-28,515790,0.659024,0.670475,-0.011451,-0.012155,0.00141,2025-06-29 17:12:56
2025-05-27,515790,0.660916,0.671974,-0.011058,-0.012332,0.002548,2025-06-29 17:12:56
2025-05-26,515790,0.662462,0.673288,-0.010826,-0.01265,0.003649,2025-06-29 17:12:56
2025-05-23,515790,0.663625,0.674408,-0.010784,-0.013106,0.004645,2025-06-29 17:12:56
2025-05-22,515790,0.665027,0.67564,-0.010613,-0.013687,0.006148,2025-06-29 17:12:56
2025-05-21,515790,0.665697,0.676516,-0.010819,-0.014455,0.007272,2025-06-29 17:12:56
2025-05-20,515790,0.665664,0.67707,-0.011406,-0.015364,0.007916,2025-06-29 17:12:56
2025-05-19,515790,0.665515,0.6776,-0.012085,-0.016354,0.008538,2025-06-29 17:12:56
2025-05-16,515790,0.66535,0.678158,-0.012808,-0.017421,0.009227,2025-06-29 17:12:56
2025-05-15,515790,0.665056,0.678692,-0.013637,-0.018575,0.009876,2025-06-29 17:12:56
2025-05-14,515790,0.664951,0.67936,-0.01441,-0.019809,0.010799,2025-06-29 17:12:56
2025-05-13,515790,0.663167,0.679274,-0.016107,-0.021159,0.010105,2025-06-29 17:12:56
2025-05-12,515790,0.660519,0.678867,-0.018348,-0.022422,0.008148,2025-06-29 17:12:56
2025-05-09,515790,0.658688,0.678966,-0.020277,-0.023441,0.006327,2025-06-29 17:12:56
2025-05-08,515790,0.658654,0.680016,-0.021363,-0.024232,0.005737,2025-06-29 17:12:56
2025-05-07,515790,0.657393,0.680544,-0.023151,-0.024949,0.003596,2025-06-29 17:12:56
2025-05-06,515790,0.657325,0.68173,-0.024405,-0.025398,0.001987,2025-06-29 17:12:56
2025-04-30,515790,0.65725,0.682979,-0.025729,-0.025647,-0.000164,2025-06-29 17:12:56
2025-04-29,515790,0.658945,0.685136,-0.026191,-0.025626,-0.00113,2025-06-29 17:12:56
2025-04-28,515790,0.660939,0.687459,-0.02652,-0.025485,-0.00207,2025-06-29 17:12:56
2025-04-25,515790,0.662932,0.689799,-0.026867,-0.025226,-0.003282,2025-06-29 17:12:56
2025-04-24,515790,0.665147,0.692262,-0.027115,-0.024816,-0.004599,2025-06-29 17:12:56
2025-04-23,515790,0.668052,0.695065,-0.027013,-0.024241,-0.005545,2025-06-29 17:12:56
2025-04-22,515790,0.670502,0.697647,-0.027145,-0.023548,-0.007195,2025-06-29 17:12:56
2025-04-21,515790,0.673558,0.700524,-0.026966,-0.022648,-0.008635,2025-06-29 17:12:56
2025-04-18,515790,0.676731,0.703446,-0.026715,-0.021569,-0.010292,2025-06-29 17:12:56
2025-04-17,515790,0.68059,0.70668,-0.02609,-0.020283,-0.011615,2025-06-29 17:12:56
2025-04-16,515790,0.684655,0.709979,-0.025323,-0.018831,-0.012985,2025-06-29 17:12:56
2025-04-15,515790,0.689061,0.713399,-0.024337,-0.017208,-0.014259,2025-06-29 17:12:56
2025-04-14,515790,0.693291,0.716683,-0.023392,-0.015425,-0.015934,2025-06-29 17:12:56
2025-04-11,515790,0.697656,0.719982,-0.022326,-0.013433,-0.017785,2025-06-29 17:12:56
2025-04-10,515790,0.702951,0.723665,-0.020714,-0.01121,-0.019007,2025-06-29 17:12:56
2025-04-09,515790,0.709057,0.727648,-0.018591,-0.008834,-0.019513,2025-06-29 17:12:56
2025-04-08,515790,0.71773,0.732734,-0.015004,-0.006395,-0.017218,2025-06-29 17:12:56
2025-04-07,515790,0.727922,0.738352,-0.01043,-0.004243,-0.012374,2025-06-29 17:12:56
2025-04-03,515790,0.738025,0.743686,-0.005662,-0.002696,-0.005931,2025-06-29 17:12:56
2025-04-02,515790,0.741361,0.745564,-0.004204,-0.001955,-0.004498,2025-06-29 17:12:56
2025-04-01,515790,0.743401,0.746752,-0.003351,-0.001393,-0.003917,2025-06-29 17:12:56
2025-03-31,515790,0.745445,0.747897,-0.002452,-0.000903,-0.003097,2025-06-29 17:12:56
2025-03-28,515790,0.748717,0.749576,-0.000859,-0.000516,-0.000686,2025-06-29 17:12:56
2025-03-27,515790,0.749908,0.750185,-0.000277,-0.00043,0.000306,2025-06-29 17:12:56
2025-03-26,515790,0.750453,0.750458,-5e-06,-0.000468,0.000927,2025-06-29 17:12:56
2025-03-25,515790,0.749837,0.750166,-0.000329,-0.000584,0.00051,2025-06-29 17:12:56
2025-03-24,515790,0.750041,0.75028,-0.000239,-0.000648,0.000817,2025-06-29 17:12:56
2025-03-21,515790,0.751157,0.750821,0.000335,-0.00075,0.002171,2025-06-29 17:12:56
2025-03-20,515790,0.751952,0.75118,0.000771,-0.001021,0.003586,2025-06-29 17:12:56
2025-03-19,515790,0.751835,0.751084,0.000751,-0.00147,0.004441,2025-06-29 17:12:56
2025-03-18,515790,0.750817,0.750563,0.000254,-0.002025,0.004558,2025-06-29 17:12:56
2025-03-17,515790,0.749019,0.749697,-0.000679,-0.002594,0.003831,2025-06-29 17:12:56
2025-03-14,515790,0.747576,0.74905,-0.001474,-0.003073,0.0032,2025-06-29 17:12:56
2025-03-13,515790,0.746418,0.748579,-0.002161,-0.003473,0.002625,2025-06-29 17:12:56
2025-03-12,515790,0.746687,0.74882,-0.002133,-0.003801,0.003337,2025-06-29 17:12:56
2025-03-11,515790,0.746208,0.748705,-0.002498,-0.004219,0.003442,2025-06-29 17:12:56
2025-03-10,515790,0.745675,0.748584,-0.002909,-0.004649,0.003479,2025-06-29 17:12:56
2025-03-07,515790,0.745306,0.748563,-0.003257,-0.005084,0.003654,2025-06-29 17:12:56
2025-03-06,515790,0.745451,0.748803,-0.003352,-0.00554,0.004377,2025-06-29 17:12:56
2025-03-05,515790,0.744834,0.748687,-0.003853,-0.006088,0.00447,2025-06-29 17:12:56
2025-03-04,515790,0.745705,0.749302,-0.003597,-0.006646,0.006098,2025-06-29 17:12:56
2025-03-03,515790,0.745228,0.749265,-0.004038,-0.007409,0.006741,2025-06-29 17:12:56
2025-02-28,515790,0.744475,0.749121,-0.004646,-0.008251,0.00721,2025-06-29 17:12:56
2025-02-27,515790,0.744306,0.749286,-0.00498,-0.009153,0.008345,2025-06-29 17:12:56
2025-02-26,515790,0.742562,0.748722,-0.00616,-0.010196,0.008071,2025-06-29 17:12:56
2025-02-25,515790,0.739402,0.747549,-0.008147,-0.011204,0.006114,2025-06-29 17:12:56
2025-02-24,515790,0.738558,0.747578,-0.00902,-0.011969,0.005896,2025-06-29 17:12:56
2025-02-21,515790,0.73762,0.747609,-0.009989,-0.012706,0.005434,2025-06-29 17:12:56
2025-02-20,515790,0.737244,0.747957,-0.010712,-0.013385,0.005345,2025-06-29 17:12:56
2025-02-19,515790,0.737605,0.748691,-0.011086,-0.014053,0.005933,2025-06-29 17:12:56
2025-02-18,515790,0.737227,0.749096,-0.011869,-0.014795,0.005853,2025-06-29 17:12:56
2025-02-17,515790,0.73803,0.750101,-0.012071,-0.015526,0.006912,2025-06-29 17:12:56
