日期,ETF代码,EMA快线,EMA慢线,DIF,DEA,MACD柱,DIF高于DEA,DIF高于零轴,DEA高于零轴,DIF_DEA差值,DIF强度,MACD强度,计算时间
2020-04-07,511380,9.984,9.984,0.0,0.0,0.0,否,否,否,0.0,0.0,0.0,2025-06-29 16:58:55
2020-04-08,511380,9.9839,9.98395,-5e-05,-1e-05,-8e-05,否,否,否,-4e-05,5e-05,8e-05,2025-06-29 16:58:55
2020-04-09,511380,9.98651,9.985252,0.001257,0.000243,0.002028,是,是,是,0.001014,0.001257,0.002028,2025-06-29 16:58:55
2020-04-10,511380,9.983159,9.98364,-0.000481,9.9e-05,-0.001159,否,否,是,-0.00058,0.000481,0.001159,2025-06-29 16:58:55
2020-04-13,511380,9.972543,9.978308,-0.005765,-0.001074,-0.009381,否,否,否,-0.004691,0.005765,0.009381,2025-06-29 16:58:55
2020-04-14,511380,9.965389,9.974442,-0.009054,-0.00267,-0.012767,否,否,否,-0.006384,0.009054,0.012767,2025-06-29 16:58:55
2020-04-15,511380,9.95745,9.97002,-0.01257,-0.00465,-0.015841,否,否,否,-0.00792,0.01257,0.015841,2025-06-29 16:58:55
2020-04-16,511380,9.953105,9.967219,-0.014114,-0.006543,-0.015143,否,否,否,-0.007571,0.014114,0.015143,2025-06-29 16:58:55
2020-04-17,511380,9.951994,9.965958,-0.013964,-0.008027,-0.011874,否,否,否,-0.005937,0.013964,0.011874,2025-06-29 16:58:55
2020-04-20,511380,9.953195,9.96586,-0.012665,-0.008955,-0.007421,否,否,否,-0.00371,0.012665,0.007421,2025-06-29 16:58:55
2020-04-21,511380,9.951475,9.964367,-0.012892,-0.009742,-0.006299,否,否,否,-0.00315,0.012892,0.006299,2025-06-29 16:58:55
2020-04-22,511380,9.952528,9.964249,-0.011721,-0.010138,-0.003166,否,否,否,-0.001583,0.011721,0.003166,2025-06-29 16:58:55
2020-04-23,511380,9.952575,9.963687,-0.011111,-0.010333,-0.001558,否,否,否,-0.000778,0.011111,0.001558,2025-06-29 16:58:55
2020-04-24,511380,9.949718,9.961702,-0.011985,-0.010663,-0.002643,否,否,否,-0.001322,0.011985,0.002643,2025-06-29 16:58:55
2020-04-27,511380,9.948746,9.960617,-0.011871,-0.010905,-0.001933,否,否,否,-0.000966,0.011871,0.001933,2025-06-29 16:58:55
2020-04-28,511380,9.947371,9.959336,-0.011965,-0.011117,-0.001696,否,否,否,-0.000848,0.011965,0.001696,2025-06-29 16:58:55
2020-04-29,511380,9.946934,9.958519,-0.011585,-0.011211,-0.00075,否,否,否,-0.000374,0.011585,0.00075,2025-06-29 16:58:55
2020-04-30,511380,9.952241,9.960594,-0.008353,-0.010639,0.004572,是,否,否,0.002286,0.008353,0.004572,2025-06-29 16:58:55
