代码,日期,开盘价,最高价,最低价,收盘价,上日收盘,涨跌,涨幅%,成交量(手数),成交额(千元)
159775.SZ,20250624,0.564,0.582,0.564,0.582,0.564,0.018,3.1915,37678.01,2173.199
159775.SZ,20250623,0.557,0.564,0.555,0.564,0.555,0.009,1.6216,18763.0,1051.333
159775.SZ,20250620,0.559,0.563,0.553,0.555,0.559,-0.004,-0.7156,13040.0,728.499
159775.SZ,20250619,0.561,0.57,0.556,0.559,0.562,-0.003,-0.5338,20707.0,1167.124
159775.SZ,20250618,0.56,0.562,0.555,0.562,0.56,0.002,0.3571,14451.0,807.265
159775.SZ,20250617,0.557,0.564,0.554,0.56,0.558,0.002,0.3584,15288.0,858.16
159775.SZ,20250616,0.554,0.558,0.554,0.558,0.559,-0.001,-0.1789,9447.0,526.136
159775.SZ,20250613,0.564,0.565,0.557,0.559,0.566,-0.007,-1.2367,9840.0,550.612
159775.SZ,20250612,0.566,0.567,0.563,0.566,0.568,-0.002,-0.3521,12311.0,695.668
159775.SZ,20250611,0.559,0.574,0.559,0.568,0.56,0.008,1.4286,25090.0,1427.399
159775.SZ,20250610,0.564,0.567,0.555,0.56,0.562,-0.002,-0.3559,15444.0,867.86
159775.SZ,20250609,0.56,0.565,0.56,0.562,0.562,0.0,0.0,10249.0,576.033
159775.SZ,20250606,0.57,0.57,0.555,0.562,0.564,-0.002,-0.3546,6455.0,363.674
159775.SZ,20250605,0.569,0.569,0.559,0.564,0.565,-0.001,-0.177,13608.0,764.204
159775.SZ,20250604,0.555,0.566,0.554,0.565,0.557,0.008,1.4363,12979.0,731.249
159775.SZ,20250603,0.555,0.558,0.554,0.557,0.554,0.003,0.5415,10480.0,582.751
159775.SZ,20250530,0.561,0.561,0.553,0.554,0.564,-0.01,-1.773,11309.0,629.585
159775.SZ,20250529,0.563,0.566,0.558,0.564,0.56,0.004,0.7143,15436.0,868.495
159775.SZ,20250528,0.567,0.568,0.559,0.56,0.569,-0.009,-1.5817,27757.0,1558.954
159775.SZ,20250527,0.573,0.578,0.563,0.569,0.573,-0.004,-0.6981,15006.0,850.185
159775.SZ,20250526,0.583,0.583,0.569,0.573,0.587,-0.014,-2.385,49283.0,2834.324
159775.SZ,20250523,0.584,0.597,0.584,0.587,0.587,0.0,0.0,31944.0,1887.013
159775.SZ,20250522,0.593,0.6,0.586,0.587,0.596,-0.009,-1.5101,55798.0,3292.399
159775.SZ,20250521,0.586,0.599,0.577,0.596,0.582,0.014,2.4055,46431.04,2762.695
159775.SZ,20250520,0.578,0.584,0.574,0.582,0.577,0.005,0.8666,10301.0,597.883
159775.SZ,20250519,0.58,0.58,0.57,0.577,0.579,-0.002,-0.3454,8874.0,508.07
159775.SZ,20250516,0.574,0.581,0.574,0.579,0.575,0.004,0.6957,4099.0,237.23
159775.SZ,20250515,0.581,0.581,0.574,0.575,0.581,-0.006,-1.0327,7862.04,453.089
159775.SZ,20250514,0.57,0.583,0.57,0.581,0.575,0.006,1.0435,13130.0,758.476
159775.SZ,20250513,0.583,0.585,0.575,0.575,0.578,-0.003,-0.519,13805.0,800.0
159775.SZ,20250512,0.567,0.578,0.567,0.578,0.563,0.015,2.6643,14999.0,859.991
159775.SZ,20250509,0.563,0.565,0.558,0.563,0.563,0.0,0.0,6761.0,379.084
159775.SZ,20250508,0.551,0.566,0.551,0.563,0.556,0.007,1.259,7344.0,412.359
159775.SZ,20250507,0.557,0.564,0.553,0.556,0.554,0.002,0.361,6782.0,378.064
159775.SZ,20250506,0.545,0.555,0.545,0.554,0.545,0.009,1.6514,12110.0,668.955
159775.SZ,20250430,0.541,0.547,0.54,0.545,0.541,0.004,0.7394,4232.0,229.96
159775.SZ,20250429,0.534,0.549,0.534,0.541,0.543,-0.002,-0.3683,4174.0,226.171
159775.SZ,20250428,0.551,0.554,0.54,0.543,0.551,-0.008,-1.4519,10758.06,584.357
159775.SZ,20250425,0.549,0.554,0.549,0.551,0.549,0.002,0.3643,6217.0,342.54
159775.SZ,20250424,0.55,0.555,0.546,0.549,0.55,-0.001,-0.1818,10157.0,560.103
159775.SZ,20250423,0.552,0.554,0.545,0.55,0.541,0.009,1.6636,13518.0,743.263
159775.SZ,20250422,0.541,0.544,0.538,0.541,0.541,0.0,0.0,14389.22,776.957
159775.SZ,20250421,0.532,0.543,0.527,0.541,0.53,0.011,2.0755,24920.22,1341.544
