date,code,ema_fast,ema_slow,dif,dea,macd_bar,calc_time
2025-06-27,588830,1.071704,1.053017,0.018686,0.010508,0.016356,2025-06-29 17:12:43
2025-06-26,588830,1.065333,1.047895,0.017439,0.008464,0.01795,2025-06-29 17:12:43
2025-06-25,588830,1.057428,1.042256,0.015172,0.00622,0.017904,2025-06-29 17:12:43
2025-06-24,588830,1.044122,1.034538,0.009584,0.003982,0.011204,2025-06-29 17:12:43
2025-06-23,588830,1.0313,1.027731,0.003569,0.002582,0.001976,2025-06-29 17:12:43
2025-06-20,588830,1.028814,1.026197,0.002617,0.002335,0.000566,2025-06-29 17:12:43
2025-06-19,588830,1.029618,1.026222,0.003397,0.002264,0.002266,2025-06-29 17:12:43
2025-06-18,588830,1.031224,1.026499,0.004724,0.001981,0.005488,2025-06-29 17:12:43
2025-06-17,588830,1.028431,1.024687,0.003744,0.001295,0.004898,2025-06-29 17:12:43
2025-06-16,588830,1.026554,1.023398,0.003156,0.000682,0.004947,2025-06-29 17:12:43
2025-06-13,588830,1.025569,1.022572,0.002997,6.4e-05,0.005865,2025-06-29 17:12:43
2025-06-12,588830,1.026589,1.022644,0.003945,-0.000669,0.009228,2025-06-29 17:12:43
2025-06-11,588830,1.0239,1.020974,0.002925,-0.001823,0.009496,2025-06-29 17:12:43
2025-06-10,588830,1.021014,1.019346,0.001668,-0.00301,0.009355,2025-06-29 17:12:43
2025-06-09,588830,1.018732,1.018139,0.000593,-0.004179,0.009543,2025-06-29 17:12:43
2025-06-06,588830,1.011512,1.014907,-0.003394,-0.005372,0.003955,2025-06-29 17:12:43
2025-06-05,588830,1.007659,1.013645,-0.005986,-0.005866,-0.00024,2025-06-29 17:12:43
2025-06-04,588830,1.006133,1.013726,-0.007593,-0.005836,-0.003513,2025-06-29 17:12:43
2025-06-03,588830,1.005313,1.014316,-0.009003,-0.005397,-0.007211,2025-06-29 17:12:43
2025-05-30,588830,1.007974,1.016606,-0.008632,-0.004496,-0.008272,2025-06-29 17:12:43
2025-05-29,588830,1.011396,1.019182,-0.007786,-0.003462,-0.008648,2025-06-29 17:12:43
2025-05-28,588830,1.012652,1.020704,-0.008053,-0.002381,-0.011344,2025-06-29 17:12:43
2025-05-27,588830,1.018266,1.024167,-0.005901,-0.000963,-0.009877,2025-06-29 17:12:43
2025-05-26,588830,1.022628,1.026813,-0.004185,0.000272,-0.008914,2025-06-29 17:12:43
2025-05-23,588830,1.027379,1.029415,-0.002036,0.001386,-0.006844,2025-06-29 17:12:43
2025-05-22,588830,1.033487,1.032342,0.001145,0.002242,-0.002192,2025-06-29 17:12:43
2025-05-21,588830,1.038484,1.034385,0.004099,0.002516,0.003167,2025-06-29 17:12:43
