日期,ETF代码,EMA快线,EMA慢线,DIF,DEA,MACD柱,DIF高于DEA,DIF高于零轴,DEA高于零轴,DIF_DEA差值,DIF强度,MACD强度,计算时间
2021-01-12,159828,1.008,1.008,0.0,0.0,0.0,否,否,否,0.0,0.0,0.0,2025-06-29 16:58:31
2021-01-13,159828,1.004444,1.006222,-0.001778,-0.000356,-0.002844,否,否,否,-0.001422,0.001778,0.002844,2025-06-29 16:58:31
2021-01-14,159828,1.002568,1.005086,-0.002519,-0.000788,-0.003461,否,否,否,-0.001731,0.002519,0.003461,2025-06-29 16:58:31
2021-01-15,159828,0.999775,1.00341,-0.003635,-0.001358,-0.004555,否,否,否,-0.002277,0.003635,0.004555,2025-06-29 16:58:31
2021-01-18,159828,1.000047,1.003142,-0.003095,-0.001705,-0.00278,否,否,否,-0.00139,0.003095,0.00278,2025-06-29 16:58:31
2021-01-19,159828,0.996037,1.000793,-0.004756,-0.002315,-0.004882,否,否,否,-0.002441,0.004756,0.004882,2025-06-29 16:58:31
2021-01-20,159828,1.001584,1.003038,-0.001454,-0.002143,0.001378,是,否,否,0.000689,0.001454,0.001378,2025-06-29 16:58:31
2021-01-21,159828,1.013899,1.009034,0.004865,-0.000742,0.011212,是,是,否,0.005607,0.004865,0.011212,2025-06-29 16:58:31
2021-01-22,159828,1.040366,1.022808,0.017558,0.002918,0.029279,是,是,是,0.01464,0.017558,0.029279,2025-06-29 16:58:31
2021-01-25,159828,1.060507,1.034829,0.025677,0.00747,0.036414,是,是,是,0.018207,0.025677,0.036414,2025-06-29 16:58:31
2021-01-26,159828,1.066172,1.040515,0.025657,0.011107,0.029099,是,是,是,0.01455,0.025657,0.029099,2025-06-29 16:58:31
2021-01-27,159828,1.069245,1.044902,0.024342,0.013754,0.021176,是,是,是,0.010588,0.024342,0.021176,2025-06-29 16:58:31
2021-01-28,159828,1.06319,1.04458,0.018611,0.014726,0.00777,是,是,是,0.003885,0.018611,0.00777,2025-06-29 16:58:31
2021-01-29,159828,1.057148,1.043626,0.013522,0.014485,-0.001927,否,是,是,-0.000963,0.013522,0.001927,2025-06-29 16:58:31
2021-02-01,159828,1.057782,1.045446,0.012336,0.014055,-0.003438,否,是,是,-0.001719,0.012336,0.003438,2025-06-29 16:58:31
2021-02-02,159828,1.059608,1.04773,0.011879,0.01362,-0.003483,否,是,是,-0.001741,0.011879,0.003483,2025-06-29 16:58:31
2021-02-03,159828,1.061917,1.050204,0.011713,0.013238,-0.00305,否,是,是,-0.001525,0.011713,0.00305,2025-06-29 16:58:31
2021-02-04,159828,1.060602,1.050848,0.009754,0.012542,-0.005575,否,是,是,-0.002788,0.009754,0.005575,2025-06-29 16:58:31
2021-02-05,159828,1.064691,1.053976,0.010715,0.012176,-0.002923,否,是,是,-0.001461,0.010715,0.002923,2025-06-29 16:58:31
2021-02-08,159828,1.070093,1.057868,0.012225,0.012186,7.8e-05,是,是,是,3.9e-05,0.012225,7.8e-05,2025-06-29 16:58:31
2021-02-09,159828,1.079406,1.063882,0.015523,0.012853,0.005339,是,是,是,0.00267,0.015523,0.005339,2025-06-29 16:58:31
2021-02-10,159828,1.092427,1.072118,0.020309,0.014345,0.011929,是,是,是,0.005964,0.020309,0.011929,2025-06-29 16:58:31
2021-02-18,159828,1.091443,1.073882,0.017561,0.014988,0.005146,是,是,是,0.002573,0.017561,0.005146,2025-06-29 16:58:31
2021-02-19,159828,1.093344,1.076784,0.01656,0.015302,0.002516,是,是,是,0.001258,0.01656,0.002516,2025-06-29 16:58:31
2021-02-22,159828,1.084379,1.074142,0.010237,0.014289,-0.008104,否,是,是,-0.004052,0.010237,0.008104,2025-06-29 16:58:31
2021-02-23,159828,1.074073,1.070126,0.003947,0.012221,-0.016548,否,是,是,-0.008274,0.003947,0.016548,2025-06-29 16:58:31
2021-02-24,159828,1.057834,1.062445,-0.004611,0.008854,-0.026931,否,否,是,-0.013465,0.004611,0.026931,2025-06-29 16:58:31
2021-02-25,159828,1.043204,1.054618,-0.011414,0.004801,-0.032429,否,否,是,-0.016215,0.011414,0.032429,2025-06-29 16:58:31
2021-02-26,159828,1.026492,1.044994,-0.018501,0.00014,-0.037284,否,否,是,-0.018641,0.018501,0.037284,2025-06-29 16:58:31
2021-03-01,159828,1.015938,1.037661,-0.021723,-0.004232,-0.034981,否,否,否,-0.017491,0.021723,0.034981,2025-06-29 16:58:31
2021-03-02,159828,1.003508,1.029032,-0.025524,-0.008491,-0.034067,否,否,否,-0.017033,0.025524,0.034067,2025-06-29 16:58:31
2021-03-03,159828,0.997395,1.02314,-0.025745,-0.011941,-0.027607,否,否,否,-0.013804,0.025745,0.027607,2025-06-29 16:58:31
2021-03-04,159828,0.982196,1.01268,-0.030484,-0.01565,-0.029667,否,否,否,-0.014834,0.030484,0.029667,2025-06-29 16:58:31
2021-03-05,159828,0.971264,1.003826,-0.032563,-0.019033,-0.027061,否,否,否,-0.01353,0.032563,0.027061,2025-06-29 16:58:31
2021-03-08,159828,0.950761,0.989957,-0.039196,-0.023065,-0.032262,否,否,否,-0.016131,0.039196,0.032262,2025-06-29 16:58:31
2021-03-09,159828,0.928814,0.974628,-0.045814,-0.027615,-0.036399,否,否,否,-0.018199,0.045814,0.036399,2025-06-29 16:58:31
2021-03-10,159828,0.916188,0.963225,-0.047037,-0.031499,-0.031074,否,否,否,-0.015538,0.047037,0.031074,2025-06-29 16:58:31
2021-03-11,159828,0.911702,0.955756,-0.044054,-0.03401,-0.020087,否,否,否,-0.010044,0.044054,0.020087,2025-06-29 16:58:31
2021-03-12,159828,0.908435,0.949227,-0.040792,-0.035367,-0.010851,否,否,否,-0.005425,0.040792,0.010851,2025-06-29 16:58:31
2021-03-15,159828,0.896116,0.938535,-0.042419,-0.036777,-0.011284,否,否,否,-0.005642,0.042419,0.011284,2025-06-29 16:58:31
2021-03-16,159828,0.887424,0.929476,-0.042052,-0.037832,-0.00844,否,否,否,-0.00422,0.042052,0.00844,2025-06-29 16:58:31
2021-03-17,159828,0.882663,0.922423,-0.03976,-0.038218,-0.003085,否,否,否,-0.001542,0.03976,0.003085,2025-06-29 16:58:31
2021-03-18,159828,0.882293,0.91782,-0.035527,-0.03768,0.004305,是,否,否,0.002153,0.035527,0.004305,2025-06-29 16:58:31
2021-03-19,159828,0.877784,0.911618,-0.033834,-0.036911,0.006152,是,否,否,0.003077,0.033834,0.006152,2025-06-29 16:58:31
