代码,日期,WMA3,WMA5,WMA10,WMA20,WMA差值5-20,WMA差值5-20(%),WMA差值3-5,多空排列
520900,20250627,0.953274,0.954722,0.95599,0.95915,-0.004428,-0.4617,-0.001448,强势空头排列
520900,20250626,0.956565,0.956433,0.958072,0.959775,-0.003342,-0.3482,0.000132,强势空头排列
520900,20250625,0.957552,0.955907,0.95949,0.959893,-0.003986,-0.4153,0.001645,强势空头排列
520900,20250624,0.957058,0.955709,0.961034,0.959836,-0.004127,-0.43,0.001349,弱势多头
520900,20250623,0.952945,0.955446,0.962057,0.959418,-0.003972,-0.414,-0.002501,弱势多头
520900,20250620,0.951958,0.957618,0.963547,0.959174,-0.001556,-0.1622,-0.00566,弱势多头
520900,20250619,0.957716,0.963541,0.966149,0.959413,0.004128,0.4303,-0.005825,弱势多头
520900,20250618,0.970714,0.972228,0.96938,0.959996,0.012232,1.2742,-0.001514,强势多头排列
520900,20250617,0.97565,0.974794,0.96859,0.958544,0.01625,1.6953,0.000856,强势多头排列
520900,20250616,0.976308,0.974202,0.965988,0.956184,0.018018,1.8844,0.002106,强势多头排列
520900,20250613,0.973676,0.970253,0.961806,0.953048,0.017205,1.8053,0.003423,强势多头排列
520900,20250612,0.96874,0.964988,0.957265,0.949724,0.015264,1.6072,0.003752,强势多头排列
520900,20250611,0.965614,0.960908,0.953962,0.94701,0.013898,1.4676,0.004706,强势多头排列
520900,20250610,0.956565,0.953142,0.949152,0.943525,0.009617,1.0193,0.003423,强势多头排列
520900,20250609,0.950806,0.94847,0.946352,0.940985,0.007485,0.7954,0.002336,强势多头排列
520900,20250606,0.947351,0.94564,0.944647,0.9389,0.00674,0.7179,0.001711,强势多头排列
520900,20250605,0.942251,0.942481,0.942601,0.936499,0.005982,0.6388,-0.00023,弱势多头
520900,20250604,0.942415,0.943337,0.942493,0.934869,0.008468,0.9058,-0.000922,强势多头排列
520900,20250603,0.942909,0.943666,0.942044,0.932834,0.010832,1.1612,-0.000757,强势多头排列
520900,20250530,0.944225,0.943995,0.941201,0.93047,0.013525,1.4536,0.00023,强势多头排列
520900,20250529,0.946364,0.944521,0.94023,0.927978,0.016543,1.7827,0.001843,强势多头排列
520900,20250528,0.944225,0.941823,0.937463,0.924502,0.017321,1.8735,0.002402,强势多头排列
520900,20250527,0.939783,0.938598,0.934174,0.920684,0.017914,1.9457,0.001185,强势多头排列
520900,20250526,0.938302,0.937611,0.931781,0.917315,0.020296,2.2125,0.000691,强势多头排列
520900,20250523,0.934847,0.934189,0.928111,0.913378,0.020811,2.2785,0.000658,强势多头排列
520900,20250522,0.935834,0.932406,0.925266,0.910041,0.022365,2.4576,0.003428,强势多头排列
