代码,日期,WMA3,WMA5,WMA10,WMA20,WMA差值5-20,WMA差值5-20(%),WMA差值3-5,多空排列
562570,20250627,1.264333,1.255733,1.236473,1.232786,0.022947,1.8614,0.0086,强势多头排列
562570,20250626,1.259333,1.244467,1.229018,1.229981,0.014486,1.1777,0.014866,弱势多头
562570,20250625,1.2415,1.227,1.219909,1.226357,0.000643,0.0524,0.0145,弱势多头
562570,20250624,1.213833,1.208933,1.211582,1.223133,-0.0142,-1.161,0.0049,强势空头排列
562570,20250623,1.196667,1.200733,1.209018,1.222819,-0.022086,-1.8062,-0.004066,强势空头排列
562570,20250620,1.193333,1.202,1.212127,1.224786,-0.022786,-1.8604,-0.008667,强势空头排列
562570,20250619,1.2095,1.213267,1.221291,1.229333,-0.016066,-1.3069,-0.003767,强势空头排列
562570,20250618,1.220833,1.22,1.228273,1.232243,-0.012243,-0.9936,0.000833,强势空头排列
562570,20250617,1.221833,1.2222,1.232564,1.233657,-0.011457,-0.9287,-0.000367,强势空头排列
562570,20250616,1.2205,1.223333,1.235927,1.234581,-0.011248,-0.9111,-0.002833,弱势多头
562570,20250613,1.217667,1.226133,1.238345,1.235086,-0.008953,-0.7249,-0.008466,弱势多头
562570,20250612,1.231,1.240133,1.245455,1.237886,0.002247,0.1815,-0.009133,弱势多头
562570,20250611,1.242333,1.25,1.248182,1.238976,0.011024,0.8898,-0.007667,强势多头排列
562570,20250610,1.255167,1.257867,1.249109,1.239619,0.018248,1.4721,-0.0027,强势多头排列
562570,20250609,1.272,1.2644,1.2492,1.240214,0.024186,1.9501,0.0076,强势多头排列
562570,20250606,1.261833,1.2538,1.240509,1.236881,0.016919,1.3679,0.008033,强势多头排列
562570,20250605,1.253333,1.246533,1.233618,1.235057,0.011476,0.9292,0.0068,弱势多头
562570,20250604,1.2345,1.232333,1.225018,1.232762,-0.000429,-0.0348,0.002167,弱势多头
562570,20250603,1.232,1.2262,1.222127,1.233724,-0.007524,-0.6099,0.0058,弱势多头
562570,20250530,1.227,1.221667,1.220655,1.235505,-0.013838,-1.12,0.005333,弱势多头
562570,20250529,1.2215,1.217733,1.220527,1.23791,-0.020177,-1.6299,0.003767,强势空头排列
562570,20250528,1.203167,1.2064,1.2172,1.238519,-0.032119,-2.5933,-0.003233,强势空头排列
562570,20250527,1.210333,1.213733,1.224273,1.243895,-0.030162,-2.4248,-0.0034,强势空头排列
562570,20250526,1.216,1.2206,1.231073,1.24851,-0.02791,-2.2355,-0.0046,强势空头排列
562570,20250523,1.216167,1.2234,1.236164,1.251757,-0.028357,-2.2654,-0.007233,强势空头排列
562570,20250522,1.230667,1.233867,1.2454,1.256752,-0.022885,-1.821,-0.0032,强势空头排列
562570,20250521,1.239,1.24,1.252782,1.260248,-0.020248,-1.6067,-0.001,强势空头排列
562570,20250520,1.2415,1.245267,1.2588,1.26251,-0.017243,-1.3658,-0.003767,强势空头排列
562570,20250519,1.241333,1.250667,1.264636,1.26411,-0.013443,-1.0634,-0.009334,弱势多头
562570,20250516,1.250667,1.2602,1.271455,1.265962,-0.005762,-0.4551,-0.009533,弱势多头
562570,20250515,1.266667,1.271933,1.278218,1.267848,0.004085,0.3222,-0.005266,弱势多头
562570,20250514,1.285167,1.284533,1.283145,1.269057,0.015476,1.2195,0.000634,强势多头排列
562570,20250513,1.281167,1.284,1.279873,1.266324,0.017676,1.3959,-0.002833,强势多头排列
562570,20250512,1.284667,1.287667,1.277055,1.264148,0.023519,1.8605,-0.003,强势多头排列
562570,20250509,1.285333,1.287467,1.272364,1.26099,0.026477,2.0997,-0.002134,强势多头排列
562570,20250508,1.298,1.289533,1.269836,1.258719,0.030814,2.448,0.008467,强势多头排列
562570,20250507,1.2905,1.277333,1.261618,1.253229,0.024104,1.9234,0.013167,强势多头排列
562570,20250506,1.279,1.264867,1.254236,1.248814,0.016053,1.2855,0.014133,强势多头排列
562570,20250430,1.248833,1.2432,1.2436,1.243357,-0.000157,-0.0126,0.005633,弱势多头
562570,20250429,1.233667,1.233867,1.239491,1.241876,-0.008009,-0.6449,-0.0002,强势空头排列
562570,20250428,1.23,1.234533,1.240473,1.243433,-0.0089,-0.7158,-0.004533,强势空头排列
562570,20250425,1.235833,1.241267,1.243982,1.246452,-0.005185,-0.416,-0.005434,强势空头排列
562570,20250424,1.239167,1.244667,1.246091,1.249029,-0.004362,-0.3492,-0.0055,强势空头排列
562570,20250423,1.255667,1.253333,1.2506,1.253329,4e-06,0.0003,0.002334,弱势多头
562570,20250422,1.254833,1.250933,1.249236,1.255319,-0.004386,-0.3494,0.0039,弱势多头
562570,20250421,1.253667,1.248867,1.246909,1.258076,-0.009209,-0.732,0.0048,弱势多头
562570,20250418,1.238667,1.241333,1.240164,1.259886,-0.018553,-1.4726,-0.002666,弱势多头
562570,20250417,1.240833,1.245667,1.240509,1.265605,-0.019938,-1.5754,-0.004834,弱势多头
562570,20250416,1.243167,1.2472,1.241036,1.271643,-0.024443,-1.9222,-0.004033,弱势多头
562570,20250415,1.2555,1.2516,1.245127,1.279886,-0.028286,-2.21,0.0039,弱势多头
562570,20250414,1.259167,1.2468,1.248273,1.287876,-0.041076,-3.1894,0.012367,强势空头排列
562570,20250411,1.245833,1.230267,1.2492,1.295076,-0.064809,-5.0043,0.015566,强势空头排列
562570,20250410,1.222,1.219533,1.252745,1.3038,-0.084267,-6.4632,0.002467,强势空头排列
562570,20250409,1.201,1.222267,1.262473,1.315971,-0.093704,-7.1205,-0.021267,强势空头排列
562570,20250408,1.204,1.236867,1.277436,1.330995,-0.094128,-7.072,-0.032867,强势空头排列
562570,20250407,1.252167,1.275867,1.303564,1.35161,-0.075743,-5.6039,-0.0237,强势空头排列
562570,20250403,1.319667,1.3228,1.332309,1.373357,-0.050557,-3.6813,-0.003133,强势空头排列
562570,20250402,1.324167,1.327533,1.339255,1.383752,-0.056219,-4.0628,-0.003366,强势空头排列
562570,20250401,1.326833,1.331467,1.347236,1.394186,-0.062719,-4.4986,-0.004634,强势空头排列
562570,20250331,1.336167,1.339067,1.358982,1.405743,-0.066676,-4.7431,-0.0029,强势空头排列
562570,20250328,1.3395,1.343867,1.370345,1.416171,-0.072304,-5.1056,-0.004367,强势空头排列
562570,20250327,1.345833,1.352667,1.384545,1.427081,-0.074414,-5.2144,-0.006834,强势空头排列
562570,20250326,1.352,1.3644,1.399036,1.437805,-0.073405,-5.1054,-0.0124,强势空头排列
562570,20250325,1.363667,1.382067,1.415782,1.449133,-0.067066,-4.628,-0.0184,强势空头排列
562570,20250324,1.389167,1.407533,1.434909,1.461076,-0.053543,-3.6646,-0.018366,强势空头排列
562570,20250321,1.415667,1.431733,1.452218,1.471562,-0.039829,-2.7066,-0.016066,强势空头排列
562570,20250320,1.448667,1.456667,1.469418,1.481352,-0.024685,-1.6664,-0.008,强势空头排列
562570,20250319,1.463167,1.466733,1.480164,1.486695,-0.019962,-1.3427,-0.003566,强势空头排列
562570,20250318,1.476,1.4758,1.488927,1.490957,-0.015157,-1.0166,0.0002,强势空头排列
562570,20250317,1.473667,1.478133,1.492764,1.492633,-0.0145,-0.9714,-0.004466,弱势多头
562570,20250314,1.476833,1.483733,1.495945,1.494648,-0.010915,-0.7303,-0.0069,弱势多头
562570,20250313,1.480333,1.491533,1.496855,1.496167,-0.004634,-0.3097,-0.0112,弱势多头
562570,20250312,1.502667,1.513533,1.502218,1.499419,0.014114,0.9413,-0.010866,强势多头排列
562570,20250311,1.5115,1.519933,1.500727,1.49851,0.021423,1.4296,-0.008433,强势多头排列
562570,20250310,1.533,1.523667,1.499745,1.497186,0.026481,1.7687,0.009333,强势多头排列
562570,20250307,1.541167,1.516733,1.497018,1.494176,0.022557,1.5097,0.024434,强势多头排列
562570,20250306,1.519667,1.491267,1.4892,1.48739,0.003877,0.2607,0.0284,强势多头排列
562570,20250305,1.457333,1.451267,1.474309,1.47649,-0.025223,-1.7083,0.006066,强势空头排列
562570,20250304,1.436,1.449067,1.478,1.474233,-0.025166,-1.7071,-0.013067,弱势多头
562570,20250303,1.4315,1.456733,1.484382,1.472219,-0.015486,-1.0519,-0.025233,弱势多头
